"ชื่อกลุ่ม","ทั้งหมด","ไตรมาส1","ไตรมาส2","ไตรมาส3","ไตรมาส4"
"จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI","จำนวน","ผลรวมAdjRW","CMI"
"17069 Trach for myeloproliferative disorders, w or wo CC","3","78.9759","26.3253","1","26.3253","26.3253","0","0.0000","0.0000","1","26.3253","26.3253","0","0.0000","0.0000"
"17500 Acute leukemia, no CC","216","155.4684","0.7198","110","78.4741","0.7134","61","44.2985","0.7262","39","28.3594","0.7272","5","3.6098","0.7220"
"17501 Acute leukemia, w mild CC","48","86.6600","1.8054","29","58.4046","2.0140","11","16.0797","1.4618","7","11.0424","1.5775","1","1.1333","1.1333"
"17502 Acute leukemia, w mod CC","75","91.1800","1.2157","37","44.8296","1.2116","23","28.0264","1.2185","13","15.8984","1.2230","0","0.0000","0.0000"
"17503 Acute leukemia, w severe CC","85","201.4190","2.3696","46","108.7380","2.3639","22","52.3164","2.3780","15","35.6857","2.3790","0","0.0000","0.0000"
"17504 Acute leukemia, w catas CC","31","160.8364","5.1883","11","57.4949","5.2268","14","72.5100","5.1793","5","25.8621","5.1724","0","0.0000","0.0000"
"17510 Lymphoma & non-acute leukemia, no CC","877","530.9848","0.6055","498","303.3326","0.6091","244","147.0547","0.6027","124","73.8771","0.5958","3","1.6601","0.5534"
"17511 Lymphoma & non-acute leukemia, w mild CC","220","312.7379","1.4215","119","172.3479","1.4483","46","64.7305","1.4072","53","72.5279","1.3685","2","3.1316","1.5658"
"17512 Lymphoma & non-acute leukemia, w mod CC","285","443.2014","1.5551","142","223.8327","1.5763","93","142.1790","1.5288","44","67.9911","1.5453","3","4.5993","1.5331"
"17513 Lymphoma & non-acute leukemia, w severe CC","335","685.1885","2.0453","164","335.8640","2.0480","114","233.0619","2.0444","51","103.7478","2.0343","2","4.1716","2.0858"
"17514 Lymphoma & non-acute leukemia, w catas CC","93","394.0395","4.2370","46","195.5012","4.2500","25","106.7042","4.2682","20","83.5596","4.1780","0","0.0000","0.0000"
"17520 Other Neoplastic disorders, no CC","263","200.4726","0.7623","129","95.9578","0.7439","85","65.1421","0.7664","41","32.9514","0.8037","4","3.3501","0.8375"
"17522 Other Neoplastic disorders, w mild to mod CC","65","54.9502","0.8454","28","23.7064","0.8467","21","17.7654","0.8460","14","11.7636","0.8403","1","0.8574","0.8574"
"17523 Other Neoplastic disorders, w severe CC","65","76.3760","1.1750","25","29.3240","1.1730","26","30.3500","1.1673","13","15.5090","1.1930","0","0.0000","0.0000"
"17524 Other Neoplastic disorders, w catas CC","43","105.9488","2.4639","15","37.5227","2.5015","15","36.8234","2.4549","12","29.1318","2.4277","0","0.0000","0.0000"
"17560 Acute leukemia with chemo- and radiotherapy, no CC","1","10.5787","10.5787","1","10.5787","10.5787","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000"
"17570 Acute leukemia with chemotherapy, no CC","1,243","1,578.9194","1.2702","803","1,002.1926","1.2481","347","451.5584","1.3013","55","72.5734","1.3195","0","0.0000","0.0000"
"17571 Acute leukemia with chemotherapy, w mild CC","118","460.2750","3.9006","101","404.0069","4.0001","12","39.8231","3.3186","3","9.7464","3.2488","0","0.0000","0.0000"
"17572 Acute leukemia with chemotherapy, w mod CC","64","455.2085","7.1126","49","356.2222","7.2698","9","63.6423","7.0714","3","19.0882","6.3627","0","0.0000","0.0000"
"17573 Acute leukemia with chemotherapy, w severe CC","179","1,985.4770","11.0921","134","1,598.7736","11.9311","21","187.4576","8.9266","7","57.3589","8.1941","0","0.0000","0.0000"
"17574 Acute leukemia with chemotherapy, w catas CC","126","1,342.5166","10.6549","72","766.9846","10.6526","30","319.7400","10.6580","7","74.6060","10.6580","0","0.0000","0.0000"
"17589 Acute leukemia with radiotherapy, w or wo CC","5","26.8779","5.3756","2","9.9654","4.9827","2","13.4512","6.7256","1","3.4613","3.4613","0","0.0000","0.0000"
"17590 Acute leukemia with diag proc, no CC","66","80.3034","1.2167","36","43.4495","1.2069","20","25.4256","1.2713","8","9.2928","1.1616","0","0.0000","0.0000"
"17591 Acute leukemia with diag proc, w mild CC","78","360.4388","4.6210","53","257.3760","4.8562","12","56.4705","4.7059","11","43.8806","3.9891","0","0.0000","0.0000"
"17592 Acute leukemia with diag proc, w mod CC","19","82.7423","4.3549","10","29.1632","2.9163","4","30.7392","7.6848","4","20.6418","5.1605","0","0.0000","0.0000"
"17593 Acute leukemia with diag proc, w severe CC","58","279.2857","4.8153","35","168.7314","4.8209","16","77.5974","4.8498","5","23.2207","4.6441","0","0.0000","0.0000"
"17594 Acute leukemia with diag proc, w catas CC","83","618.0572","7.4465","55","409.5126","7.4457","16","119.2005","7.4500","7","51.8361","7.4052","0","0.0000","0.0000"
"17600 Acute leukemia with blood transfusion, no CC","315","406.4658","1.2904","203","260.8019","1.2847","69","91.2328","1.3222","40","51.4419","1.2860","0","0.0000","0.0000"
"17602 Acute leukemia with blood transfusion, w mild to mod CC","165","261.5703","1.5853","80","119.3448","1.4918","56","96.0168","1.7146","23","38.1553","1.6589","1","1.3256","1.3256"
"17603 Acute leukemia with blood transfusion, w severe CC","213","820.3884","3.8516","119","457.8608","3.8476","62","238.6916","3.8499","23","88.3868","3.8429","0","0.0000","0.0000"
"17604 Acute leukemia with blood transfusion, w catas CC","120","713.2563","5.9438","62","370.6991","5.9790","28","164.7698","5.8846","24","141.5662","5.8986","1","6.0113","6.0113"
"17610 L'ma & non-acute leukemia w chemo- and radiother, no CC","6","26.5168","4.4195","0","0.0000","0.0000","6","26.5168","4.4195","0","0.0000","0.0000","0","0.0000","0.0000"
"17612 L'ma & non-acute leukemia w chemo- and radiother, w mild to mod CC","2","13.5786","6.7893","0","0.0000","0.0000","2","13.5786","6.7893","0","0.0000","0.0000","0","0.0000","0.0000"
"17613 L'ma & non-acute leukemia w chemo- and radiother, w severe CC","1","9.4786","9.4786","0","0.0000","0.0000","1","9.4786","9.4786","0","0.0000","0.0000","0","0.0000","0.0000"
"17614 L'ma & non-acute leukemia w chemo- and radiother, w catas CC","1","11.9672","11.9672","0","0.0000","0.0000","1","11.9672","11.9672","0","0.0000","0.0000","0","0.0000","0.0000"
"17620 Lymphoma & non-acute leukemia w chemotherapy, no CC","1,396","3,761.0402","2.6942","1,034","2,767.5665","2.6766","273","743.8785","2.7248","30","83.6000","2.7867","0","0.0000","0.0000"
"17621 Lymphoma & non-acute leukemia w chemotherapy, w mild CC","260","986.7627","3.7952","173","649.5047","3.7544","59","227.8051","3.8611","12","46.1634","3.8470","0","0.0000","0.0000"
"17622 Lymphoma & non-acute leukemia w chemotherapy, w mod CC","118","591.3306","5.0113","81","408.9966","5.0493","30","146.8169","4.8939","5","26.5586","5.3117","0","0.0000","0.0000"
"17623 Lymphoma & non-acute leukemia w chemotherapy, w severe CC","234","1,441.8067","6.1616","146","900.0900","6.1650","60","367.8352","6.1306","19","117.8975","6.2051","0","0.0000","0.0000"
"17624 Lymphoma & non-acute leukemia w chemotherapy, w catas CC","80","706.8604","8.8358","47","413.8796","8.8059","21","187.0676","8.9080","9","79.4349","8.8261","0","0.0000","0.0000"
"17630 Lymphoma & non-acute leukemia w radiotherapy, no CC","25","72.9571","2.9183","16","47.7948","2.9872","6","16.7762","2.7960","3","8.3861","2.7954","0","0.0000","0.0000"
"17632 Lymphoma & non-acute leukemia w radiotherapy, w mild to mod CC","8","30.0842","3.7605","3","11.2661","3.7554","3","11.5484","3.8495","2","7.2697","3.6349","0","0.0000","0.0000"
"17633 Lymphoma & non-acute leukemia w radiotherapy, w severe CC","6","28.6470","4.7745","3","14.3235","4.7745","2","9.5490","4.7745","1","4.7745","4.7745","0","0.0000","0.0000"
"17634 Lymphoma & non-acute leukemia w radiotherapy, w catas CC","5","32.8480","6.5696","4","26.2784","6.5696","1","6.5696","6.5696","0","0.0000","0.0000","0","0.0000","0.0000"
"17640 Lymphoma & non-acute leukemia w diag proc, no CC","477","794.6218","1.6659","314","537.4513","1.7116","119","185.8543","1.5618","29","48.3517","1.6673","2","4.3768","2.1884"
"17641 Lymphoma & non-acute leukemia w diag proc, w mild CC","119","265.3760","2.2301","67","146.6499","2.1888","36","79.6328","2.2120","13","34.1046","2.6234","0","0.0000","0.0000"
"17642 Lymphoma & non-acute leukemia w diag proc, w mod CC","71","264.6254","3.7271","40","145.3965","3.6349","15","55.2442","3.6829","13","57.9600","4.4585","0","0.0000","0.0000"
"17643 Lymphoma & non-acute leukemia w diag proc, w severe CC","206","569.9468","2.7667","117","322.7797","2.7588","58","161.0184","2.7762","23","63.9109","2.7787","0","0.0000","0.0000"
"17644 Lymphoma & non-acute leukemia w diag proc, w catas CC","180","1,021.1637","5.6731","115","652.9790","5.6781","50","282.8917","5.6578","13","73.8978","5.6844","0","0.0000","0.0000"
"17650 Lymphoma & non-acute leukemia w blood transfus, no CC","1,218","868.0785","0.7127","823","583.1540","0.7086","259","184.9306","0.7140","122","89.6511","0.7348","4","3.3048","0.8262"
"17651 Lymphoma & non-acute leukemia w blood transfus, w mild CC","516","679.3088","1.3165","303","400.5859","1.3221","157","205.7506","1.3105","51","65.7828","1.2899","3","4.6857","1.5619"
"17652 Lymphoma & non-acute leukemia w blood transfus, w mod CC","165","336.1647","2.0374","80","165.2472","2.0656","45","88.7565","1.9724","38","78.5166","2.0662","0","0.0000","0.0000"
"17653 Lymphoma & non-acute leukemia w blood transfus, w severe CC","499","1,561.4330","3.1291","282","893.1214","3.1671","158","489.6629","3.0991","52","156.9938","3.0191","2","6.0309","3.0155"
"17654 Lymphoma & non-acute leukemia w blood transfus, w catas CC","228","1,205.1411","5.2857","108","572.1229","5.2974","73","386.6995","5.2973","39","203.7319","5.2239","1","5.2431","5.2431"
"17669 Other neoplastic dis with chemo- and radiotherapy, w or wo CC","1","5.7573","5.7573","0","0.0000","0.0000","1","5.7573","5.7573","0","0.0000","0.0000","0","0.0000","0.0000"
"17670 Other neoplastic dis with chemotherapy, no CC","76","161.1037","2.1198","44","95.6180","2.1731","22","43.6860","1.9857","7","15.0203","2.1458","0","0.0000","0.0000"
"17672 Other neoplastic dis with chemotherapy, w mild to mod CC","14","48.7628","3.4831","7","24.8179","3.5454","2","6.9810","3.4905","3","10.2272","3.4091","0","0.0000","0.0000"
"17674 Other neoplastic dis with chemotherapy, w sev to cat CC","8","39.4328","4.9291","5","25.0845","5.0169","2","9.6826","4.8413","1","4.6657","4.6657","0","0.0000","0.0000"
"17680 Other neoplastic dis with radiotherapy, no CC","1","2.8194","2.8194","0","0.0000","0.0000","0","0.0000","0.0000","1","2.8194","2.8194","0","0.0000","0.0000"
"17684 Other neoplastic dis with radiotherapy, w mild to cat CC","2","10.7378","5.3689","2","10.7378","5.3689","0","0.0000","0.0000","0","0.0000","0.0000","0","0.0000","0.0000"
"17690 Other neoplastic dis with diag proc, no CC","185","264.4702","1.4296","123","174.3667","1.4176","40","57.5796","1.4395","19","28.2874","1.4888","2","2.7386","1.3693"
"17692 Other neoplastic dis with diag proc, w mild to mod CC","28","50.6097","1.8075","11","20.0417","1.8220","9","16.2139","1.8015","7","12.4365","1.7766","0","0.0000","0.0000"
"17693 Other neoplastic dis with diag proc, w severe CC","52","162.6774","3.1284","23","72.4279","3.1490","20","61.8052","3.0903","8","25.2764","3.1596","0","0.0000","0.0000"
"17694 Other neoplastic dis with diag proc, w catas CC","20","99.1518","4.9576","11","54.6631","4.9694","7","34.6134","4.9448","2","9.8753","4.9377","0","0.0000","0.0000"
"17700 Other neoplastic dis with blood transfusion, no CC","27","29.0704","1.0767","11","11.6371","1.0579","7","7.5728","1.0818","9","9.8605","1.0956","0","0.0000","0.0000"
"17702 Other neoplastic dis with blood transfusion, w mild to mod CC","40","46.2994","1.1575","17","19.8156","1.1656","15","17.3726","1.1582","7","7.9310","1.1330","1","1.1802","1.1802"
"17703 Other neoplastic dis with blood transfusion, w severe CC","19","33.2503","1.7500","7","11.9760","1.7109","7","12.0462","1.7209","5","9.2281","1.8456","0","0.0000","0.0000"
"17704 Other neoplastic dis with blood transfusion, w catas CC","15","60.1124","4.0075","8","32.2007","4.0251","4","15.8808","3.9702","3","12.0309","4.0103","0","0.0000","0.0000"
"18010 OR proc level 1 for infectious and parasitic diseases, no CC","26","22.9364","0.8822","10","8.8012","0.8801","12","10.5792","0.8816","3","2.6670","0.8890","1","0.8890","0.8890"
"18012 OR proc level 1 for infectious and parasitic diseases, w mild to mod CC","4","6.2840","1.5710","0","0.0000","0.0000","1","1.5710","1.5710","3","4.7130","1.5710","0","0.0000","0.0000"
"18014 OR proc level 1 for infectious and parasitic diseases, w sev to cat CC","10","36.6640","3.6664","3","10.9992","3.6664","4","14.6656","3.6664","3","10.9992","3.6664","0","0.0000","0.0000"
"18020 OR proc level 2 for infectious and parasitic diseases, no CC","292","295.3924","1.0116","161","162.2567","1.0078","75","76.3284","1.0177","51","50.6478","0.9931","2","2.4638","1.2319"
"18022 OR proc level 2 for infectious and parasitic diseases, w mild to mod CC","12","21.5279","1.7940","4","7.2060","1.8015","4","7.1159","1.7790","3","5.4045","1.8015","0","0.0000","0.0000"
"18023 OR proc level 2 for infectious and parasitic diseases, w severe CC","18","44.2106","2.4561","4","9.6476","2.4119","7","16.8833","2.4119","7","17.6797","2.5257","0","0.0000","0.0000"
"18024 OR proc level 2 for infectious and parasitic diseases, w catas CC","20","76.9030","3.8452","12","46.0750","3.8396","4","15.4140","3.8535","4","15.4140","3.8535","0","0.0000","0.0000"
"18030 OR proc level 3 for infectious and parasitic diseases, no CC","116","189.2190","1.6312","43","68.1785","1.5855","42","67.0907","1.5974","26","44.5655","1.7141","4","7.8945","1.9736"
"18032 OR proc level 3 for infectious and parasitic diseases, w mild to mod CC","20","44.8326","2.2416","7","15.6674","2.2382","8","17.9056","2.2382","5","11.2596","2.2519","0","0.0000","0.0000"
"18033 OR proc level 3 for infectious and parasitic diseases, w severe CC","34","110.9485","3.2632","14","45.8396","3.2743","13","42.1325","3.2410","5","16.4099","3.2820","0","0.0000","0.0000"
"18034 OR proc level 3 for infectious and parasitic diseases, w catas CC","27","146.5375","5.4273","12","64.9913","5.4159","7","38.3093","5.4728","6","32.3597","5.3933","0","0.0000","0.0000"
"18040 OR proc level 4 for infectious and parasitic diseases, no CC","1,240","2,027.7468","1.6353","911","1,489.0340","1.6345","270","442.0378","1.6372","28","45.8904","1.6389","2","3.2858","1.6429"
"18042 OR proc level 4 for infectious and parasitic diseases, w mild to mod CC","222","667.2344","3.0056","147","441.6433","3.0044","55","165.4311","3.0078","18","54.1440","3.0080","0","0.0000","0.0000"
"18043 OR proc level 4 for infectious and parasitic diseases, w severe CC","354","1,316.4217","3.7187","219","814.2069","3.7178","92","342.3522","3.7212","31","115.1110","3.7133","0","0.0000","0.0000"
"18044 OR proc level 4 for infectious and parasitic diseases, w catas CC","211","1,474.8299","6.9897","129","902.0408","6.9926","59","412.3353","6.9887","16","111.7904","6.9869","0","0.0000","0.0000"
"18050 OR proc level 5 for infectious and parasitic diseases, no CC","28","141.5764","5.0563","11","55.6193","5.0563","10","50.5630","5.0563","5","25.2815","5.0563","1","5.0563","5.0563"
"18052 OR proc level 5 for infectious and parasitic diseases, w mild to mod CC","23","147.9521","6.4327","10","64.3270","6.4327","8","51.4616","6.4327","4","25.7308","6.4327","0","0.0000","0.0000"
"18053 OR proc level 5 for infectious and parasitic diseases, w severe CC","32","275.9705","8.6241","12","103.5705","8.6309","12","103.4400","8.6200","5","43.1000","8.6200","0","0.0000","0.0000"
"18054 OR proc level 5 for infectious and parasitic diseases, w catas CC","52","483.7376","9.3026","29","269.5708","9.2955","16","148.9856","9.3116","5","46.5580","9.3116","0","0.0000","0.0000"
"18060 OR proc level 6 for infectious and parasitic diseases, no CC","8","40.6245","5.0781","2","10.1478","5.0739","3","15.2217","5.0739","2","10.1478","5.0739","0","0.0000","0.0000"
"18064 OR proc level 6 for infectious and parasitic diseases, w mild to cat CC","31","331.8242","10.7040","15","160.6338","10.7089","6","64.1964","10.6994","6","64.1964","10.6994","1","10.6994","10.6994"
"18089 Trach for infectious diseases w mech vent 96+ hr, w mild to cat CC","59","1,789.5483","30.3313","27","818.7454","30.3239","21","637.3500","30.3500","4","121.2556","30.3139","0","0.0000","0.0000"
"18099 Trach for infectious diseases, w or wo CC","8","230.3592","28.7949","2","57.5898","28.7949","3","86.3847","28.7949","3","86.3847","28.7949","0","0.0000","0.0000"
"18500 Septicemia, adult, not transferred, no CC","3,692","2,226.7842","0.6031","2,532","1,539.8457","0.6082","1,043","611.7026","0.5865","92","61.5971","0.6695","4","2.6724","0.6681"
"18501 Septicemia, adult, not transferred, w mild CC","1,836","2,231.0842","1.2152","1,269","1,549.3676","1.2209","438","510.3166","1.1651","108","151.6378","1.4041","6","7.6444","1.2741"
"18502 Septicemia, adult, not transferred, w mod CC","1,679","1,988.2265","1.1842","1,125","1,319.8636","1.1732","459","541.6000","1.1800","70","94.4629","1.3495","4","11.0984","2.7746"
"18503 Septicemia, adult, not transferred, w severe CC","3,461","5,790.1785","1.6730","2,548","4,254.4296","1.6697","752","1,270.8369","1.6899","74","124.3878","1.6809","2","3.2408","1.6204"
"18504 Septicemia, adult, not transferred, w catas CC","1,855","6,823.9086","3.6787","1,295","4,775.5453","3.6877","412","1,506.2614","3.6560","70","261.2916","3.7327","4","14.5552","3.6388"
"18510 Septicemia, child, no CC","2,012","712.1494","0.3540","1,259","444.5744","0.3531","620","220.4053","0.3555","112","39.7110","0.3546","10","3.5398","0.3540"
"18511 Septicemia, child, w mild CC","604","309.8333","0.5130","303","150.5597","0.4969","233","120.1657","0.5157","56","32.8750","0.5871","5","2.8897","0.5779"
"18512 Septicemia, child, w mod CC","490","354.9886","0.7245","244","164.6948","0.6750","186","135.2029","0.7269","52","48.5062","0.9328","4","4.0031","1.0008"
"18513 Septicemia, child, w severe CC","305","528.0128","1.7312","154","269.0972","1.7474","114","191.8377","1.6828","31","57.1491","1.8435","3","4.9644","1.6548"
"18514 Septicemia, child, w catas CC","50","128.9694","2.5794","25","64.3803","2.5752","15","39.0817","2.6054","8","20.2858","2.5357","0","0.0000","0.0000"
"18520 Postop and post-traumatic infections, elderly, no CC","2,341","1,799.8432","0.7688","1,683","1,295.0447","0.7695","560","428.2387","0.7647","80","63.1989","0.7900","0","0.0000","0.0000"
"18522 Postop and post-traumatic infections, elderly, w mild to mod CC","854","897.2401","1.0506","547","571.6525","1.0451","219","226.2270","1.0330","75","86.3710","1.1516","5","4.9960","0.9992"
"18523 Postop and post-traumatic infections, elderly, w severe CC","711","932.8424","1.3120","422","531.1910","1.2587","215","294.4980","1.3698","61","91.1751","1.4947","6","7.3727","1.2288"
"18524 Postop and post-traumatic infections, elderly, w catas CC","179","561.2509","3.1355","72","225.1992","3.1278","63","198.7984","3.1555","42","130.9399","3.1176","0","0.0000","0.0000"
"18530 Postop and post-traumatic infections, not elderly, no CC","2,921","1,838.6510","0.6295","2,195","1,381.2049","0.6293","621","388.5308","0.6257","80","53.4609","0.6683","2","1.3078","0.6539"
"18532 Postop and post-traumatic infections, not elderly, w mild to mod CC","781","647.5592","0.8291","477","389.7145","0.8170","199","161.3190","0.8106","92","85.8254","0.9329","4","4.0217","1.0054"
"18533 Postop and post-traumatic infections, not elderly, w severe CC","378","523.5016","1.3849","192","251.2718","1.3087","122","170.5881","1.3983","58","90.7126","1.5640","2","5.8111","2.9056"
"18534 Postop and post-traumatic infections, not elderly, w catas CC","64","213.3028","3.3329","17","56.7734","3.3396","22","73.3826","3.3356","24","79.7914","3.3246","0","0.0000","0.0000"
"18540 Malaria, adult, no CC","302","114.5152","0.3792","203","77.3294","0.3809","53","20.0838","0.3789","34","12.6654","0.3725","6","2.3030","0.3838"
"18542 Malaria, adult, w mild to mod CC","111","56.1212","0.5056","69","34.2561","0.4965","21","12.1431","0.5782","17","7.8640","0.4626","2","0.9290","0.4645"
"18543 Malaria, adult, w severe CC","58","41.4310","0.7143","27","19.4013","0.7186","15","10.7007","0.7134","14","9.9392","0.7099","1","0.7201","0.7201"
"18544 Malaria, adult, w catas CC","15","42.8065","2.8538","5","14.5539","2.9108","4","11.2838","2.8210","6","16.9688","2.8281","0","0.0000","0.0000"
"18550 Malaria, child, no CC","50","17.4395","0.3488","25","8.5426","0.3417","15","5.1429","0.3429","6","2.0612","0.3435","1","0.6782","0.6782"
"18552 Malaria, child, w mild to mod CC","24","10.8946","0.4539","11","4.9666","0.4515","4","1.8176","0.4544","8","3.6560","0.4570","0","0.0000","0.0000"
"18553 Malaria, child, w severe CC","15","10.9642","0.7309","4","2.9184","0.7296","3","2.1888","0.7296","6","4.3978","0.7330","2","1.4592","0.7296"
"18554 Malaria, child, w catas CC","4","9.2076","2.3019","1","2.2184","2.2184","3","6.9892","2.3297","0","0.0000","0.0000","0","0.0000","0.0000"
"18560 Dengue, adult, no CC","11,894","4,484.7898","0.3771","9,344","3,524.9318","0.3772","2,149","807.9853","0.3760","170","67.2601","0.3956","0","0.0000","0.0000"
"18561 Dengue, adult, w mild CC","1,563","755.0882","0.4831","1,043","497.9198","0.4774","308","148.1137","0.4809","133","70.2745","0.5284","9","6.2122","0.6902"
"18562 Dengue, adult, w mod CC","1,118","619.1832","0.5538","723","383.7889","0.5308","248","144.3725","0.5821","94","61.3866","0.6530","5","6.4026","1.2805"
"18563 Dengue, adult, w severe CC","861","553.9678","0.6434","547","352.3153","0.6441","193","123.8311","0.6416","69","44.3725","0.6431","6","3.8290","0.6382"
"18564 Dengue, adult, w catas CC","130","207.8152","1.5986","70","111.9572","1.5994","30","48.0015","1.6001","24","38.2367","1.5932","0","0.0000","0.0000"
"18570 Dengue, child, no CC","10,813","3,640.9778","0.3367","8,420","2,828.2058","0.3359","2,048","691.4615","0.3376","173","63.6796","0.3681","4","1.4952","0.3738"
"18571 Dengue, child, w mild CC","908","404.6772","0.4457","533","236.3760","0.4435","238","105.7633","0.4444","92","42.8099","0.4653","6","2.6304","0.4384"
"18572 Dengue, child, w mod CC","851","475.9293","0.5593","529","291.0791","0.5502","213","122.1926","0.5737","93","53.9260","0.5798","3","1.6359","0.5453"
"18573 Dengue, child, w severe CC","521","337.0894","0.6470","286","185.2844","0.6478","151","97.4252","0.6452","59","38.2002","0.6475","7","4.4976","0.6425"
"18574 Dengue, child, w catas CC","51","102.1000","2.0020","20","40.0307","2.0015","18","36.2233","2.0124","9","17.9475","1.9942","1","2.0098","2.0098"
"18580 Fever of unknow origin, adult, no CC","8,095","3,313.6171","0.4093","5,654","2,317.1307","0.4098","2,295","936.6122","0.4081","79","33.9114","0.4293","8","3.0912","0.3864"
"18581 Fever of unknow origin, adult, w mild CC","2,059","1,218.2112","0.5917","1,427","841.7788","0.5899","512","299.8785","0.5857","95","62.1286","0.6540","6","4.0206","0.6701"
"18582 Fever of unknow origin, adult, w mod CC","1,637","1,020.8949","0.6236","1,119","688.4001","0.6152","443","278.9084","0.6296","58","42.7112","0.7364","5","3.9133","0.7827"
"18583 Fever of unknow origin, adult, w severe CC","2,114","1,692.7966","0.8008","1,472","1,173.5931","0.7973","551","444.3246","0.8064","73","60.4958","0.8287","0","0.0000","0.0000"
"18584 Fever of unknow origin, adult, w catas CC","406","570.6731","1.4056","219","308.2235","1.4074","124","173.9238","1.4026","53","74.3798","1.4034","5","7.0730","1.4146"
"18590 Fever of unknow origin, child, no CC","3,772","1,023.2206","0.2713","2,374","640.2089","0.2697","1,294","353.7911","0.2734","85","24.0283","0.2827","5","1.4529","0.2906"
"18591 Fever of unknow origin, child, w mild CC","499","181.4308","0.3636","199","72.3448","0.3635","175","64.1512","0.3666","108","38.8258","0.3595","10","3.6308","0.3631"
"18592 Fever of unknow origin, child, w mod CC","584","218.5346","0.3742","275","101.7741","0.3701","223","82.6133","0.3705","79","31.6577","0.4007","2","0.7004","0.3502"
"18594 Fever of unknow origin, child, w sev to cat CC","160","92.3890","0.5774","69","39.7770","0.5765","45","26.0319","0.5785","39","22.5040","0.5770","5","2.9060","0.5812"
"18600 Viral illness except dengue, adult, no CC","3,012","888.9230","0.2951","1,862","547.7682","0.2942","947","278.5791","0.2942","147","46.6152","0.3171","6","2.0978","0.3496"
"18601 Viral illness except dengue, adult, w mild CC","613","252.5123","0.4119","306","123.8573","0.4048","203","80.4859","0.3965","95","45.0759","0.4745","1","0.3430","0.3430"
"18602 Viral illness except dengue, adult, w mod CC","437","214.7762","0.4915","174","84.4929","0.4856","182","91.6402","0.5035","68","33.5952","0.4940","4","1.5532","0.3883"
"18603 Viral illness except dengue, adult, w severe CC","386","192.6730","0.4992","175","87.3720","0.4993","141","70.2954","0.4985","57","28.6075","0.5019","5","2.4539","0.4908"
"18604 Viral illness except dengue, adult, w catas CC","56","80.8878","1.4444","24","34.6021","1.4418","19","27.3993","1.4421","13","18.8864","1.4528","0","0.0000","0.0000"
"18610 Viral illness except dengue, child, no CC","5,483","1,410.0590","0.2572","3,809","979.1221","0.2571","1,460","375.2249","0.2570","117","30.9347","0.2644","9","2.3489","0.2610"
"18611 Viral illness except dengue, child, w mild CC","733","261.9874","0.3574","351","124.7684","0.3555","251","89.2343","0.3555","102","37.6805","0.3694","9","3.4215","0.3802"
"18612 Viral illness except dengue, child, w mod CC","1,186","678.4925","0.5721","653","375.1115","0.5744","416","235.4024","0.5659","81","48.1635","0.5946","6","3.2912","0.5485"
"18613 Viral illness except dengue, child, w severe CC","383","478.7818","1.2501","186","232.8428","1.2518","123","153.7047","1.2496","35","43.3990","1.2400","2","2.5050","1.2525"
"18614 Viral illness except dengue, child, w catas CC","13","20.4976","1.5767","6","9.5715","1.5953","3","4.7436","1.5812","3","4.6013","1.5338","0","0.0000","0.0000"
"18620 Fungal diseases, adult, no CC","118","215.7083","1.8280","36","68.2365","1.8955","33","52.6471","1.5954","44","86.6018","1.9682","5","8.2229","1.6446"
"18622 Fungal diseases, adult, w mild to mod CC","50","50.2072","1.0041","14","14.0665","1.0048","19","19.1155","1.0061","15","15.0056","1.0004","2","2.0196","1.0098"
"18623 Fungal diseases, adult, w severe CC","65","190.8919","2.9368","34","100.2572","2.9487","14","41.0224","2.9302","17","49.6123","2.9184","0","0.0000","0.0000"
"18624 Fungal diseases, adult, w catas CC","35","189.2225","5.4064","14","76.0564","5.4326","12","64.6201","5.3850","9","48.5460","5.3940","0","0.0000","0.0000"
"18639 Fungal diseases, child, w or wo CC","17","7.8785","0.4634","8","2.6828","0.3354","7","3.8365","0.5481","2","1.3592","0.6796","0","0.0000","0.0000"
"18640 Other infectious and parasitic diseases, adult, no CC","2,754","1,272.3205","0.4620","1,981","912.3686","0.4606","622","284.9491","0.4581","111","57.1271","0.5147","7","3.7465","0.5352"
"18641 Other infectious and parasitic diseases, adult, w mild CC","862","657.8907","0.7632","577","422.4166","0.7321","209","166.7255","0.7977","62","59.7721","0.9641","2","1.2437","0.6219"
"18642 Other infectious and parasitic diseases, adult, w mod CC","658","563.3805","0.8562","422","352.6705","0.8357","170","147.0129","0.8648","58","57.5179","0.9917","2","1.4815","0.7408"
"18643 Other infectious and parasitic diseases, adult, w severe CC","996","1,178.4117","1.1831","709","822.5837","1.1602","199","241.7874","1.2150","70","87.8241","1.2546","2","8.1629","4.0815"
"18644 Other infectious and parasitic diseases, adult, w catas CC","337","828.4095","2.4582","213","523.3213","2.4569","82","201.8706","2.4618","37","91.0499","2.4608","2","4.7634","2.3817"
"18650 Other infectious and parasitic diseases, child, no CC","1,001","383.7359","0.3834","576","219.8667","0.3817","311","119.0057","0.3827","99","39.1537","0.3955","3","1.2521","0.4174"
