"โรงพยาบาล","ภาคเรียนที่  1 ปีการศึกษา 2563","ภาคเรียนที่  2 ปีการศึกษา 2563"
"นักเรียน","ได้รับวัคซีน","ร้อยละ","นักเรียน","ได้รับวัคซีน","ร้อยละ"
"11324  :  โรงพยาบาลลานสะกา","67","0","0.00","67","0","0.00"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","215","195","90.70","214","0","0.00"
"11326  :  โรงพยาบาลพิปูน","72","0","0.00","71","68","95.77"
"11327  :  โรงพยาบาลเชียรใหญ่","111","0","0.00","116","0","0.00"
"11328  :  โรงพยาบาลชะอวด","325","0","0.00","330","260","78.79"
"11329  :  โรงพยาบาลท่าศาลา","650","0","0.00","660","538","81.52"
"11330  :  โรงพยาบาลทุ่งสง","89","0","0.00","103","9","8.74"
"11331  :  โรงพยาบาลนาบอน","65","0","0.00","68","0","0.00"
"11332  :  โรงพยาบาลทุ่งใหญ่","358","306","85.47","361","1","0.28"
"11333  :  โรงพยาบาลปากพนัง","165","0","0.00","383","1","0.26"
"11334  :  โรงพยาบาลร่อนพิบูลย์","0","0","0.00","0","0","0.00"
"11335  :  โรงพยาบาลสิชล","300","223","74.33","310","55","17.74"
"11336  :  โรงพยาบาลขนอม","252","0","0.00","259","0","0.00"
"11337  :  โรงพยาบาลหัวไทร","44","0","0.00","45","18","40.00"
"11338  :  โรงพยาบาลบางขัน","175","0","0.00","175","27","15.43"
"11339  :  โรงพยาบาลถ้ำพรรณรา","62","19","30.65","66","1","1.52"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","25","23","92.00","24","0","0.00"
"11660  :  โรงพยาบาลจุฬาภรณ์","50","0","0.00","48","34","70.83"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","0","0","0.00","0","0","0.00"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","120","1","0.83","110","40","36.36"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","0","0","0.00","0","0","0.00"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","1,755","1,030","58.69","3,184","441","13.85"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","44","0","0.00","32","0","0.00"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","93","0","0.00","93","0","0.00"
"40742  :  โรงพยาบาลนบพิตำ","69","0","0.00","67","1","1.49"
"40743  :  โรงพยาบาลพระพรหม","30","28","93.33","31","0","0.00"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0.00","0","0","0.00"
"10738  :  โรงพยาบาลกระบี่","0","0","0.00","0","0","0.00"
"11340  :  โรงพยาบาลเขาพนม","0","0","0.00","0","0","0.00"
"11341  :  โรงพยาบาลเกาะลันตา","0","0","0.00","0","0","0.00"
"11342  :  โรงพยาบาลคลองท่อม","0","0","0.00","0","0","0.00"
"11343  :  โรงพยาบาลอ่าวลึก","0","0","0.00","0","0","0.00"
"11344  :  โรงพยาบาลปลายพระยา","0","0","0.00","0","0","0.00"
"11345  :  โรงพยาบาลลำทับ","0","0","0.00","0","0","0.00"
"11346  :  โรงพยาบาลเหนือคลอง","0","0","0.00","0","0","0.00"
"77753  :  โรงพยาบาลเกาะพีพี","12","0","0.00","9","0","0.00"
"10739  :  โรงพยาบาลพังงา","0","0","0.00","0","0","0.00"
"10740  :  โรงพยาบาลตะกั่วป่า","155","0","0.00","475","457","96.21"
"11347  :  โรงพยาบาลเกาะยาวชัยพัฒน์","85","0","0.00","86","0","0.00"
"11348  :  โรงพยาบาลกะปงชัยพัฒน์","58","52","89.66","58","0","0.00"
"11349  :  โรงพยาบาลตะกั่วทุ่ง","201","168","83.58","206","10","4.85"
"11350  :  โรงพยาบาลบางไทร","0","0","0.00","0","0","0.00"
"11352  :  โรงพยาบาลคุระบุรีชัยพัฒน์","181","140","77.35","184","24","13.04"
"11353  :  โรงพยาบาลทับปุด","148","139","93.92","143","0","0.00"
"11354  :  โรงพยาบาลท้ายเหมืองชัยพัฒน์","158","0","0.00","170","143","84.12"
"10741  :  โรงพยาบาลวชิระภูเก็ต","609","0","0.00","593","0","0.00"
"11355  :  โรงพยาบาลป่าตอง","141","0","0.00","120","100","83.33"
"11356  :  โรงพยาบาลถลาง","0","0","0.00","0","0","0.00"
"24678  :  โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต","0","0","0.00","115","77","66.96"
"41436  :  โรงพยาบาลฉลอง","0","0","0.00","0","0","0.00"
"09192  :  โรงพยาบาลเกาะเต่า","23","0","0.00","16","0","0.00"
"10681  :  โรงพยาบาลสุราษฎร์ธานี","0","0","0.00","0","0","0.00"
"10742  :  โรงพยาบาลเกาะสมุย","133","0","0.00","117","1","0.85"
"11357  :  โรงพยาบาลกาญจนดิษฐ์","0","0","0.00","0","0","0.00"
"11358  :  โรงพยาบาลดอนสัก","219","0","0.00","215","177","82.33"
"11359  :  โรงพยาบาลเกาะพงัน","45","0","0.00","44","37","84.09"
"11360  :  โรงพยาบาลไชยา","148","0","0.00","142","0","0.00"
"11361  :  โรงพยาบาลท่าชนะ","91","85","93.41","92","0","0.00"
"11362  :  โรงพยาบาลคีรีรัฐนิคม","0","0","0.00","0","0","0.00"
"11363  :  โรงพยาบาลบ้านตาขุน","86","0","0.00","86","81","94.19"
"11364  :  โรงพยาบาลพนม","114","0","0.00","110","46","41.82"
"11365  :  โรงพยาบาลท่าฉาง","74","0","0.00","73","69","94.52"
"11366  :  โรงพยาบาลบ้านนาสาร","0","0","0.00","0","0","0.00"
"11367  :  โรงพยาบาลบ้านนาเดิม","13","0","0.00","152","142","93.42"
"11368  :  โรงพยาบาลเคียนซา","283","0","0.00","273","255","93.41"
"11369  :  โรงพยาบาลพระแสง","175","0","0.00","171","168","98.25"
"11370  :  โรงพยาบาลพุนพิน","355","1","0.28","486","384","79.01"
"11371  :  โรงพยาบาลชัยบุรี","49","47","95.92","50","0","0.00"
"11459  :  โรงพยาบาลสมเด็จพระยุพราชเวียงสระ","91","0","0.00","91","0","0.00"
"11654  :  โรงพยาบาลวิภาวดี","49","0","0.00","47","0","0.00"
"12289  :  โรงพยาบาลสวนสราญรมย์","0","0","0.00","0","0","0.00"
"14138  :  โรงพยาบาลท่าโรงช้าง","21","0","0.00","22","15","68.18"
"14203  :  โรงพยาบาลมะเร็งสุราษฎร์ธานี","0","0","0.00","0","0","0.00"
"14862  :  โรงพยาบาลกองบิน7","0","0","0.00","0","0","0.00"
"14901  :  โรงพยาบาลค่ายวิภาวดีรังสิต","0","0","0.00","0","0","0.00"
"40915  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้","0","0","0.00","0","0","0.00"
"10743  :  โรงพยาบาลระนอง","389","1","0.26","395","316","80.00"
"11323  :  โรงพยาบาลละอุ่น","0","0","0.00","0","0","0.00"
"11372  :  โรงพยาบาลกะเปอร์","135","0","0.00","141","128","90.78"
"11373  :  โรงพยาบาลกระบุรี","133","108","81.20","139","0","0.00"
"11374  :  โรงพยาบาลสุขสำราญ","51","0","0.00","54","28","51.85"
"10744  :  โรงพยาบาลชุมพรเขตรอุดมศักดิ์","0","0","0.00","0","0","0.00"
"11375  :  โรงพยาบาลปากน้ำชุมพร","0","0","0.00","0","0","0.00"
"11376  :  โรงพยาบาลท่าแซะ","0","0","0.00","0","0","0.00"
"11377  :  โรงพยาบาลปะทิว","0","0","0.00","0","0","0.00"
"11378  :  โรงพยาบาลมาบอำมฤต","0","0","0.00","0","0","0.00"
"11379  :  โรงพยาบาลหลังสวน","9","0","0.00","10","7","70.00"
"11380  :  โรงพยาบาลปากน้ำหลังสวน","0","0","0.00","0","0","0.00"
"11381  :  โรงพยาบาลละแม","139","0","0.00","138","130","94.20"
"11382  :  โรงพยาบาลพะโต๊ะ","123","0","0.00","125","0","0.00"
"11383  :  โรงพยาบาลสวี","156","0","0.00","156","0","0.00"
"11385  :  โรงพยาบาลทุ่งตะโก","0","0","0.00","0","0","0.00"
"11525  :  โรงพยาบาลค่ายเขตอุดมศักดิ์","0","0","0.00","0","0","0.00"
"10682  :  โรงพยาบาลหาดใหญ่","0","0","0.00","0","0","0.00"
"10745  :  โรงพยาบาลสงขลา","0","0","0.00","0","0","0.00"
"11386  :  โรงพยาบาลสทิงพระ","0","0","0.00","0","0","0.00"
"11387  :  โรงพยาบาลจะนะ","0","0","0.00","0","0","0.00"
"11388  :  โรงพยาบาลสมเด็จพระบรมราชินีนาถ ณ  อำเภอนาทวี","0","0","0.00","0","0","0.00"
"11390  :  โรงพยาบาลเทพา","0","0","0.00","0","0","0.00"
"11391  :  โรงพยาบาลสะบ้าย้อย","0","0","0.00","0","0","0.00"
"11392  :  โรงพยาบาลระโนด","0","0","0.00","0","0","0.00"
"11393  :  โรงพยาบาลกระแสสินธุ์","0","0","0.00","0","0","0.00"
"11394  :  โรงพยาบาลรัตภูมิ","0","0","0.00","0","0","0.00"
"11395  :  โรงพยาบาลสะเดา","0","0","0.00","0","0","0.00"
"11396  :  โรงพยาบาลนาหม่อม","0","0","0.00","0","0","0.00"
"11397  :  โรงพยาบาลควนเนียง","0","0","0.00","0","0","0.00"
"11398  :  โรงพยาบาลปาดังเบซาร์","0","0","0.00","0","0","0.00"
"11399  :  โรงพยาบาลบางกล่ำ","0","0","0.00","0","0","0.00"
"11400  :  โรงพยาบาลสิงหนคร","0","0","0.00","0","0","0.00"
"11401  :  โรงพยาบาลคลองหอยโข่ง","0","0","0.00","0","0","0.00"
"12290  :  โรงพยาบาลจิตเวชสงขลาราชนครินทร์","0","0","0.00","0","0","0.00"
"14194  :  โรงพยาบาลธัญญารักษ์สงขลา","0","0","0.00","0","0","0.00"
"10746  :  โรงพยาบาลสตูล","0","0","0.00","0","0","0.00"
"11402  :  โรงพยาบาลควนโดน","71","41","57.75","73","3","4.11"
"11403  :  โรงพยาบาลควนกาหลง","73","0","0.00","53","0","0.00"
"11404  :  โรงพยาบาลท่าแพ","216","0","0.00","203","26","12.81"
"11405  :  โรงพยาบาลละงู","0","0","0.00","0","0","0.00"
"11406  :  โรงพยาบาลทุ่งหว้า","106","0","0.00","87","72","82.76"
"28786  :  โรงพยาบาลมะนัง","31","0","0.00","31","7","22.58"
"10683  :  โรงพยาบาลตรัง","613","599","97.72","612","0","0.00"
"11407  :  โรงพยาบาลกันตัง","227","198","87.22","228","6","2.63"
"11408  :  โรงพยาบาลย่านตาขาว","280","222","79.29","266","8","3.01"
"11409  :  โรงพยาบาลปะเหลียน","0","0","0.00","0","0","0.00"
"11410  :  โรงพยาบาลสิเกา","85","56","65.88","85","13","15.29"
"11411  :  โรงพยาบาลห้วยยอด","0","0","0.00","0","0","0.00"
"11412  :  โรงพยาบาลวังวิเศษ","153","0","0.00","153","0","0.00"
"11413  :  โรงพยาบาลนาโยง","0","0","0.00","0","0","0.00"
"12226  :  โรงพยาบาลวัฒนแพทย์","0","0","0.00","0","0","0.00"
"12230  :  โรงพยาบาล ทีอาร์พีเอช โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"13755  :  โรงพยาบาลโรคผิวหนังเขตร้อนภาคใต้ จังหวัดตรัง","0","0","0.00","0","0","0.00"
"14139  :  โรงพยาบาลรัษฎา","64","0","0.00","64","0","0.00"
"28817  :  โรงพยาบาลหาดสำราญเฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00"
"10747  :  โรงพยาบาลพัทลุง","0","0","0.00","0","0","0.00"
"11414  :  โรงพยาบาลกงหรา","53","11","20.75","47","0","0.00"
"11415  :  โรงพยาบาลเขาชัยสน","61","0","0.00","148","122","82.43"
"11416  :  โรงพยาบาลตะโหมด","177","0","0.00","190","177","93.16"
"11417  :  โรงพยาบาลควนขนุน","0","0","0.00","0","0","0.00"
"11418  :  โรงพยาบาลปากพะยูน","0","0","0.00","0","0","0.00"
"11419  :  โรงพยาบาลศรีบรรพต","29","0","0.00","31","28","90.32"
"11420  :  โรงพยาบาลป่าบอน","100","0","0.00","100","68","68.00"
"11421  :  โรงพยาบาลบางแก้ว","105","78","74.29","130","0","0.00"
"11422  :  โรงพยาบาลป่าพะยอม","0","0","0.00","0","0","0.00"
"24673  :  โรงพยาบาลศรีนครินทร์(ปัญญานันทภิขุ)","39","0","0.00","57","0","0.00"
"10748  :  โรงพยาบาลปัตตานี","265","15","5.66","784","3","0.38"
"11423  :  โรงพยาบาลโคกโพธิ์","0","0","0.00","0","0","0.00"
"11424  :  โรงพยาบาลหนองจิก","113","0","0.00","114","110","96.49"
"11425  :  โรงพยาบาลปะนาเระ","37","0","0.00","36","21","58.33"
"11426  :  โรงพยาบาลมายอ","86","39","45.35","138","0","0.00"
"11427  :  โรงพยาบาลทุ่งยางแดง","40","0","0.00","40","0","0.00"
"11428  :  โรงพยาบาลไม้แก่น","73","0","0.00","90","0","0.00"
"11429  :  โรงพยาบาลยะหริ่ง","238","0","0.00","218","98","44.95"
"11430  :  โรงพยาบาลยะรัง","0","0","0.00","0","0","0.00"
"11431  :  โรงพยาบาลแม่ลาน","84","0","0.00","8","0","0.00"
"11460  :  โรงพยาบาลสมเด็จพระยุพราชสายบุรี","338","0","0.00","568","2","0.35"
"11464  :  โรงพยาบาลกะพ้อ","74","0","0.00","53","0","0.00"
"11529  :  โรงพยาบาลค่ายอิงคยุทธบริหาร","0","0","0.00","0","0","0.00"
"14195  :  โรงพยาบาลธัญญรักษ์ปัตตานี","0","0","0.00","0","0","0.00"
"10684  :  โรงพยาบาลยะลา","0","0","0.00","0","0","0.00"
"10749  :  โรงพยาบาลเบตง","190","0","0.00","191","0","0.00"
"11432  :  โรงพยาบาลบันนังสตา","0","0","0.00","0","0","0.00"
"11433  :  โรงพยาบาลธารโต","167","0","0.00","122","83","68.03"
"11434  :  โรงพยาบาลรามัน","0","0","0.00","0","0","0.00"
"11461  :  โรงพยาบาลสมเด็จพระยุพราชยะหา","0","0","0.00","0","0","0.00"
"12238  :  โรงพยาบาลสิโรรส","0","0","0.00","0","0","0.00"
"13806  :  โรงพยาบาลกาบัง","0","0","0.00","0","0","0.00"
"14663  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 12","0","0","0.00","0","0","0.00"
"24689  :  โรงพยาบาลกรงปินัง","0","0","0.00","0","0","0.00"
"10750  :  โรงพยาบาลนราธิวาสราชนครินทร์","0","0","0.00","0","0","0.00"
"10751  :  โรงพยาบาลสุไหงโก-ลก","0","0","0.00","0","0","0.00"
"11435  :  โรงพยาบาลตากใบ","242","149","61.57","267","41","15.36"
"11436  :  โรงพยาบาลบาเจาะ","220","0","0.00","220","0","0.00"
"11437  :  โรงพยาบาลระแงะ","405","0","0.00","438","0","0.00"
"11438  :  โรงพยาบาลรือเสาะ","298","0","0.00","349","1","0.29"
"11439  :  โรงพยาบาลศรีสาคร","290","0","0.00","292","99","33.90"
"11440  :  โรงพยาบาลแว้ง","241","0","0.00","262","191","72.90"
"11441  :  โรงพยาบาลสุคิริน","73","0","0.00","74","25","33.78"
"11442  :  โรงพยาบาลสุไหงปาดี","246","0","0.00","245","215","87.76"
"13818  :  โรงพยาบาลจะแนะ","230","0","0.00","232","0","0.00"
"15010  :  โรงพยาบาลเจาะไอร้อง","309","0","0.00","310","0","0.00"
"23771  :  โรงพยาบาลยี่งอเฉลิมพระเกียรติ 80 พรรษา","62","19","30.65","62","18","29.03"
