"โรงพยาบาล","รวมทั้งปีงบประมาณ","ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"OP Visit","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง","ใบสั่ง","ขนาน","ทุน","ขาย","มูลค่าขายต่อใบสั่ง","ขนานต่อใบสั่ง"
"11334  :  โรงพยาบาลร่อนพิบูลย์","171,433","98,292","229,687","22,204,541.38","20,579,700.95","120.05","1.34","18,702","33,937","4,993,490.99","2,600,805.60","139.07","1.81","24,746","42,248","5,228,178.53","2,880,748.15","116.41","1.71","10,972","26,319","1,999,773.19","2,450,037.05","223.30","2.40","10,044","25,893","1,928,290.99","2,593,784.10","258.24","2.58","11,516","29,715","2,599,624.08","2,531,272.45","219.80","2.58","9,593","31,120","1,868,615.65","2,850,159.90","297.11","3.24","6,143","20,354","1,805,856.71","2,224,537.55","362.13","3.31","6,576","20,101","1,780,711.24","2,448,356.15","372.32","3.06","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11335  :  โรงพยาบาลสิชล","365,655","192,899","461,644","69,880,507.48","94,050,563.55","257.21","1.26","31,402","57,338","12,789,224.48","16,027,048.64","510.38","1.83","40,249","68,118","13,231,997.69","17,181,842.83","426.89","1.69","29,103","57,141","10,703,475.53","14,093,162.68","484.25","1.96","18,926","46,678","7,836,594.26","10,688,785.88","564.77","2.47","19,831","49,058","6,900,832.33","9,495,265.64","478.81","2.47","23,551","81,714","6,482,723.56","9,441,379.91","400.89","3.47","15,671","53,565","5,993,374.12","8,557,957.65","546.10","3.42","14,166","48,032","5,942,285.51","8,565,120.32","604.63","3.39","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11336  :  โรงพยาบาลขนอม","105,129","67,448","180,911","16,428,611.70","12,931,871.60","123.01","1.72","11,849","22,623","3,379,074.73","1,279,767.37","108.01","1.91","17,542","38,366","4,804,161.93","2,271,500.79","129.49","2.19","8,093","21,340","1,840,645.55","1,508,558.63","186.40","2.64","8,385","22,621","1,390,928.98","1,730,562.62","206.39","2.70","4,860","16,541","1,114,042.11","1,508,158.04","310.32","3.40","6,326","20,529","1,410,073.64","1,593,625.21","251.92","3.25","4,801","19,453","1,280,093.18","1,477,993.49","307.85","4.05","5,592","19,438","1,209,591.58","1,561,705.45","279.27","3.48","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11337  :  โรงพยาบาลหัวไทร","144,474","88,050","243,224","24,806,063.10","20,298,572.50","140.50","1.68","13,940","28,893","6,668,731.19","1,989,822.25","142.74","2.07","20,635","36,549","3,805,680.36","1,897,333.50","91.95","1.77","6,675","23,525","1,306,500.26","1,930,933.00","289.28","3.52","12,184","29,651","2,215,858.41","2,036,421.25","167.14","2.43","8,016","25,113","2,128,344.09","2,454,973.00","306.26","3.13","12,639","46,257","4,732,938.27","5,158,357.25","408.13","3.66","6,898","27,078","2,157,069.13","2,795,032.00","405.19","3.93","6,648","24,625","1,706,940.23","1,902,989.25","286.25","3.70","415","1,533","84,001.16","132,711.00","319.79","3.69","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11338  :  โรงพยาบาลบางขัน","88,068","45,234","102,205","16,220,404.16","15,088,360.93","171.33","1.16","9,469","15,039","2,971,225.50","1,131,115.59","119.45","1.59","12,311","18,673","3,769,656.22","1,555,751.22","126.37","1.52","3,505","9,584","999,577.37","1,230,573.89","351.09","2.73","3,322","10,318","1,100,894.79","1,537,718.87","462.89","3.11","4,334","12,160","2,121,183.90","2,632,441.16","607.39","2.81","5,483","16,011","2,982,571.42","3,828,233.07","698.20","2.92","3,215","9,508","1,260,327.97","1,703,942.11","530.00","2.96","3,595","10,912","1,014,966.99","1,468,585.02","408.51","3.04","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11339  :  โรงพยาบาลถ้ำพรรณรา","57,342","22,781","68,084","1,512,846.01","7,368,112.80","128.49","1.19","3,450","7,826","783,711.73","840,425.50","243.60","2.27","3,335","7,864","655,678.20","783,373.40","234.89","2.36","2,990","8,284","19,011.53","1,153,406.00","385.75","2.77","2,050","6,910","15,743.83","792,512.70","386.59","3.37","2,318","7,910","5,597.73","903,127.40","389.61","3.41","3,755","13,483","11,787.00","1,177,254.80","313.52","3.59","2,552","8,420","12,406.62","831,379.20","325.78","3.30","2,331","7,387","8,909.37","886,633.80","380.37","3.17","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","117,533","53,773","231,643","127,672,359.68","161,537,921.50","1,374.40","1.97","5,403","22,695","13,293,743.35","16,884,773.50","3,125.07","4.20","0","0","0.00","0.00","0.00","0.00","12,226","51,833","29,650,409.52","37,415,443.25","3,060.32","4.24","11,433","47,798","26,622,382.53","33,763,577.75","2,953.17","4.18","6,334","28,155","16,056,610.45","20,298,501.00","3,204.69","4.45","13,042","57,794","28,934,820.69","36,645,161.75","2,809.78","4.43","0","0","0.00","0.00","0.00","0.00","5,335","23,368","13,114,393.14","16,530,464.25","3,098.49","4.38","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11660  :  โรงพยาบาลจุฬาภรณ์","77,335","42,181","119,039","11,117,264.26","12,051,264.00","155.83","1.54","7,578","15,692","2,269,677.90","1,012,197.25","133.57","2.07","9,747","18,246","2,255,904.59","1,241,817.90","127.41","1.87","4,734","14,145","845,482.13","1,272,896.10","268.88","2.99","6,244","16,334","730,588.43","1,187,399.65","190.17","2.62","3,410","14,053","1,369,140.59","2,018,950.15","592.07","4.12","5,099","20,375","2,255,992.73","3,148,321.20","617.44","4.00","3,394","13,127","924,796.09","1,436,263.15","423.18","3.87","1,975","7,067","465,681.80","733,418.60","371.35","3.58","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","55,895","41,469","108,903","1,972,296.20","8,846,383.75","158.27","1.95","12,921","22,308","315,550.42","1,342,541.75","103.90","1.73","9,652","17,886","274,143.14","1,167,113.25","120.92","1.85","3,044","11,919","275,935.39","1,257,285.75","413.04","3.92","5,484","15,635","290,894.14","1,351,150.25","246.38","2.85","3,166","11,982","276,005.77","1,190,317.75","375.97","3.78","4,256","16,262","258,230.91","1,236,095.75","290.44","3.82","2,946","12,911","281,536.43","1,301,879.25","441.91","4.38","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","4,816","1,145","3,573","204,670.44","387,440.09","80.45","0.74","123","344","13,622.02","25,837.80","210.06","2.80","166","564","33,793.54","62,165.55","374.49","3.40","148","415","21,132.44","39,391.45","266.16","2.80","183","615","40,039.25","73,998.79","404.36","3.36","111","324","11,014.47","22,315.45","201.04","2.92","172","568","39,691.99","76,363.90","443.98","3.30","114","337","16,220.68","31,054.15","272.40","2.96","123","392","28,866.75","55,663.00","452.54","3.19","5","14","289.30","650.00","130.00","2.80","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","65,953","17,053","43,043","15,801,062.89","20,186,151.25","306.07","0.65","2,529","5,530","1,803,502.92","2,294,642.30","907.33","2.19","3,263","7,187","2,189,693.85","2,805,085.15","859.66","2.20","3,401","7,529","2,447,327.55","3,107,434.80","913.68","2.21","3,000","6,694","2,259,870.05","2,880,731.50","960.24","2.23","1,913","5,769","2,339,588.27","2,998,080.30","1,567.21","3.02","1,415","5,310","2,497,855.44","3,198,187.10","2,260.20","3.75","1,532","5,024","2,263,224.81","2,901,990.10","1,894.25","3.28","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","179,434","123,645","348,339","38,359,620.54","51,392,960.55","286.42","1.94","27,373","50,178","4,395,859.80","5,451,791.22","199.17","1.83","17,839","42,645","4,951,281.93","6,046,726.06","338.96","2.39","15,992","42,037","5,409,081.84","7,094,748.44","443.64","2.63","13,433","39,423","4,452,248.30","5,993,504.01","446.18","2.93","13,223","40,624","4,425,462.20","6,184,532.21","467.71","3.07","15,589","54,909","5,301,062.28","7,322,873.27","469.75","3.52","11,295","41,152","4,475,658.67","6,315,990.68","559.18","3.64","8,901","37,371","4,948,965.52","6,982,794.66","784.50","4.20","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","54,656","29,276","82,189","18,010,417.21","15,746,016.25","288.09","1.50","6,319","11,955","2,825,068.33","827,451.00","130.95","1.89","7,203","13,205","3,507,292.96","887,516.25","123.21","1.83","2,763","9,470","863,818.65","935,812.00","338.69","3.43","2,351","9,007","565,410.06","1,096,936.00","466.58","3.83","2,809","9,784","738,457.59","3,252,064.50","1,157.73","3.48","4,742","17,095","6,512,727.70","6,944,513.00","1,464.47","3.61","2,856","10,674","2,871,586.94","1,711,090.00","599.12","3.74","233","999","126,054.98","90,633.50","388.98","4.29","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","53,438","30,395","76,039","309,601.74","4,946,871.00","92.57","1.42","5,739","11,389","38,161.88","549,391.25","95.73","1.98","7,750","14,315","47,130.96","627,446.50","80.96","1.85","3,415","9,168","48,570.75","721,451.75","211.26","2.68","4,703","10,974","42,425.15","706,209.75","150.16","2.33","2,578","8,638","43,404.24","628,780.00","243.90","3.35","3,508","12,279","46,296.56","945,956.50","269.66","3.50","2,307","7,716","35,463.70","627,647.25","272.06","3.34","395","1,560","8,148.50","139,988.00","354.40","3.95","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"40742  :  โรงพยาบาลนบพิตำ","71,097","48,218","116,776","14,808,228.44","10,319,915.95","145.15","1.64","10,188","16,573","3,423,963.15","791,759.45","77.71","1.63","12,352","19,260","2,952,053.38","840,332.35","68.03","1.56","5,231","12,618","1,083,928.04","923,056.00","176.46","2.41","4,892","11,693","1,557,340.47","1,141,725.40","233.39","2.39","3,710","11,497","1,654,887.42","1,781,760.95","480.26","3.10","6,298","24,986","2,306,835.85","2,705,285.25","429.55","3.97","4,282","15,392","1,357,069.81","1,509,261.60","352.47","3.59","1,265","4,757","472,150.32","626,734.95","495.44","3.76","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"40743  :  โรงพยาบาลพระพรหม","109,086","63,871","163,944","6,631,172.79","11,725,768.61","107.49","1.50","13,673","24,685","793,345.45","1,400,231.05","102.41","1.81","13,149","23,991","801,231.89","1,455,028.00","110.66","1.82","8,687","19,324","769,140.98","1,331,287.50","153.25","2.22","6,661","19,121","809,604.36","1,433,267.81","215.17","2.87","5,333","19,160","941,742.85","1,720,246.25","322.57","3.59","7,074","25,003","870,877.18","1,556,189.75","219.99","3.53","4,574","16,758","781,097.62","1,340,509.25","293.07","3.66","4,720","15,902","864,132.46","1,489,009.00","315.47","3.37","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10738  :  โรงพยาบาลกระบี่","278,471","92,490","324,164","93,177,967.37","103,527,288.01","371.77","1.16","9,782","33,878","9,858,061.60","10,952,999.13","1,119.71","3.46","11,517","40,470","13,307,349.68","14,785,375.75","1,283.79","3.51","11,391","39,361","11,351,499.91","12,612,325.25","1,107.22","3.46","11,129","38,182","11,134,982.04","12,371,767.00","1,111.67","3.43","10,631","37,182","11,424,974.83","12,693,977.13","1,194.05","3.50","13,232","47,418","12,509,320.04","13,898,707.50","1,050.39","3.58","12,352","44,008","11,545,896.80","12,828,305.00","1,038.56","3.56","12,456","43,665","12,045,882.47","13,383,831.25","1,074.49","3.51","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11340  :  โรงพยาบาลเขาพนม","76,052","33,981","114,670","14,051,617.08","13,970,110.02","183.69","1.51","3,468","11,799","1,874,746.07","1,658,992.34","478.37","3.40","3,730","12,374","1,744,567.31","1,631,653.29","437.44","3.32","3,914","13,114","1,952,816.10","1,888,704.13","482.55","3.35","4,154","13,248","1,887,976.67","1,853,160.09","446.11","3.19","5,667","18,263","2,113,712.38","2,004,011.26","353.63","3.22","7,656","27,049","2,518,638.76","2,436,000.95","318.18","3.53","3,266","11,790","1,233,021.55","1,578,204.29","483.22","3.61","2,126","7,033","726,138.24","919,383.67","432.45","3.31","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11341  :  โรงพยาบาลเกาะลันตา","67,998","40,278","87,364","5,587,003.32","11,899,647.86","175.00","1.28","10,959","16,472","424,137.30","1,165,284.40","106.33","1.50","8,809","13,596","513,843.39","1,264,442.40","143.54","1.54","4,479","9,838","467,377.14","1,289,879.76","287.98","2.20","4,220","10,132","690,203.85","1,558,200.90","369.24","2.40","4,495","12,929","1,457,545.20","2,561,780.00","569.92","2.88","4,572","16,246","1,482,261.58","2,823,442.40","617.55","3.55","2,744","8,151","551,634.86","1,236,618.00","450.66","2.97","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11342  :  โรงพยาบาลคลองท่อม","153,759","106,304","250,115","7,264,713.27","24,038,040.95","156.34","1.63","32,716","46,157","946,211.80","2,024,059.05","61.87","1.41","26,763","43,372","1,187,071.46","2,713,208.80","101.38","1.62","11,680","27,879","1,009,869.08","2,414,754.90","206.74","2.39","9,359","26,089","1,023,756.36","2,307,132.95","246.51","2.79","8,180","33,647","968,990.55","3,996,853.60","488.61","4.11","11,471","47,657","1,251,776.88","6,923,622.80","603.58","4.15","6,135","25,314","877,037.14","3,658,408.85","596.32","4.13","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11343  :  โรงพยาบาลอ่าวลึก","95,267","54,048","95,852","5,958,987.69","9,525,570.04","99.99","1.01","21,895","29,186","1,103,189.89","1,781,734.88","81.38","1.33","17,701","24,537","1,041,843.00","1,606,314.78","90.75","1.39","4,242","9,670","565,998.20","931,257.69","219.53","2.28","4,097","12,014","1,106,220.66","1,757,454.70","428.96","2.93","3,619","11,063","1,161,353.85","1,810,518.95","500.28","3.06","2,494","9,382","980,382.09","1,638,289.04","656.89","3.76","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11344  :  โรงพยาบาลปลายพระยา","91,215","25,878","110,541","7,410,498.46","11,193,063.55","122.71","1.21","2,653","12,128","921,161.35","1,363,795.60","514.06","4.57","3,014","13,763","1,126,533.36","1,685,343.97","559.17","4.57","3,159","13,982","1,073,541.07","1,617,828.12","512.13","4.43","3,279","14,145","1,103,237.61","1,678,669.07","511.95","4.31","3,821","15,610","960,180.02","1,453,950.51","380.52","4.09","6,600","26,813","1,334,795.13","2,050,191.43","310.64","4.06","3,352","14,100","891,049.92","1,343,284.85","400.74","4.21","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11345  :  โรงพยาบาลลำทับ","79,661","52,511","141,797","10,044,857.68","11,161,402.50","140.11","1.78","11,164","20,050","3,380,918.71","1,409,416.50","126.25","1.80","10,071","19,451","1,457,336.02","1,415,980.00","140.60","1.93","5,196","14,768","855,888.02","1,226,055.00","235.96","2.84","5,296","15,452","1,038,810.00","1,569,275.50","296.31","2.92","6,642","17,639","871,145.42","1,388,527.00","209.05","2.66","5,447","23,680","785,618.80","1,384,543.50","254.18","4.35","4,631","15,734","762,699.37","1,334,581.50","288.18","3.40","4,064","15,023","892,441.34","1,433,023.50","352.61","3.70","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11346  :  โรงพยาบาลเหนือคลอง","74,014","35,578","128,090","11,671,099.71","17,781,587.70","240.25","1.73","4,451","13,420","1,256,663.72","2,035,205.05","457.25","3.02","3,701","12,705","1,378,067.87","2,158,237.65","583.15","3.43","3,740","12,170","1,319,513.13","2,055,671.45","549.64","3.25","4,104","13,962","1,247,791.60","1,959,997.40","477.58","3.40","5,184","20,194","2,379,634.45","3,354,561.45","647.10","3.90","6,840","27,294","1,820,243.04","2,754,142.05","402.65","3.99","4,328","16,842","1,318,364.96","1,988,785.00","459.52","3.89","3,230","11,503","950,820.94","1,474,987.65","456.65","3.56","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"77753  :  โรงพยาบาลเกาะพีพี","15,196","9,095","21,264","792,446.61","1,798,765.00","118.37","1.40","2,685","3,609","49,773.81","127,610.00","47.53","1.34","824","1,721","41,483.57","105,523.00","128.06","2.09","795","1,990","61,185.03","179,719.00","226.06","2.50","1,134","3,535","248,859.51","423,996.00","373.89","3.12","1,137","2,869","108,394.13","240,051.00","211.13","2.52","1,102","2,844","98,851.19","246,828.00","223.98","2.58","760","2,470","104,261.03","248,635.00","327.15","3.25","658","2,226","79,638.34","226,403.00","344.08","3.38","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10739  :  โรงพยาบาลพังงา","125,729","59,967","224,297","44,064,489.58","61,560,052.00","489.62","1.78","7,960","28,951","5,337,273.64","7,730,292.50","971.14","3.64","8,992","33,473","6,094,615.08","8,889,717.00","988.63","3.72","9,011","33,567","5,609,384.84","8,189,009.00","908.78","3.73","8,626","32,518","5,511,830.51","8,074,494.00","936.06","3.77","7,713","28,128","5,340,565.86","7,700,784.50","998.42","3.65","9,419","36,496","8,942,509.11","11,632,109.00","1,234.96","3.87","8,246","31,164","7,228,310.54","9,343,646.00","1,133.11","3.78","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"10740  :  โรงพยาบาลตะกั่วป่า","211,458","115,835","319,896","29,055,685.80","67,455,675.31","319.00","1.51","19,329","41,288","3,530,818.82","8,306,483.61","429.74","2.14","21,506","47,098","4,137,426.66","9,750,341.65","453.38","2.19","14,984","40,787","4,118,514.50","9,384,218.57","626.28","2.72","15,588","40,451","3,790,624.48","8,985,612.12","576.44","2.60","14,307","45,113","3,460,505.36","8,195,515.59","572.83","3.15","15,889","53,926","4,286,658.60","9,766,434.17","614.67","3.39","9,691","33,814","3,779,001.93","8,594,663.20","886.87","3.49","4,541","17,419","1,952,135.45","4,472,406.40","984.89","3.84","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11347  :  โรงพยาบาลเกาะยาวชัยพัฒน์","35,374","20,100","38,480","9,265,538.38","1,939,369.50","54.82","1.09","3,472","5,839","1,519,079.13","218,428.50","62.91","1.68","3,629","5,868","1,638,311.13","206,411.00","56.88","1.62","3,266","5,573","2,055,132.14","328,468.50","100.57","1.71","3,583","5,731","1,641,334.44","320,864.50","89.55","1.60","1,461","3,566","636,454.16","204,568.50","140.02","2.44","2,041","4,864","967,015.44","259,901.00","127.34","2.38","1,112","3,142","271,396.77","178,371.50","160.41","2.83","1,536","3,897","536,815.17","222,356.00","144.76","2.54","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11348  :  โรงพยาบาลกะปงชัยพัฒน์","35,583","13,393","43,714","1,781,271.62","2,976,073.39","83.64","1.23","1,736","5,348","237,870.90","385,718.07","222.19","3.08","1,701","6,208","245,532.88","427,935.35","251.58","3.65","1,866","5,803","254,932.95","430,517.03","230.72","3.11","1,680","5,560","187,620.13","349,121.43","207.81","3.31","2,221","7,248","211,837.93","371,670.80","167.34","3.26","2,997","10,095","429,668.21","691,360.87","230.68","3.37","1,192","3,452","213,808.62","319,749.84","268.25","2.90","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11349  :  โรงพยาบาลตะกั่วทุ่ง","85,819","49,047","108,953","17,132,417.74","20,311,371.54","236.68","1.27","9,576","15,434","3,440,962.01","3,824,338.96","399.37","1.61","12,068","18,743","4,518,096.40","4,953,631.81","410.48","1.55","5,784","13,000","1,762,871.24","2,195,551.29","379.59","2.25","6,824","14,708","2,120,616.89","2,573,056.11","377.06","2.16","6,158","19,993","2,715,045.41","3,170,121.46","514.80","3.25","3,809","12,345","1,527,964.25","2,001,066.05","525.35","3.24","3,149","10,495","794,562.61","1,239,497.20","393.62","3.33","1,599","4,053","237,705.20","334,734.41","209.34","2.53","80","182","14,593.73","19,374.25","242.18","2.28","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11350  :  โรงพยาบาลบางไทร","28,624","12,881","35,636","1,861,651.98","2,905,180.25","101.49","1.24","1,291","3,366","222,915.56","342,769.00","265.51","2.61","2,404","4,843","498,094.04","670,749.75","279.01","2.01","1,309","3,900","165,565.36","287,394.75","219.55","2.98","1,584","4,127","279,384.66","408,383.50","257.82","2.61","2,292","6,424","262,464.06","414,605.25","180.89","2.80","1,842","5,846","139,368.62","263,706.25","143.16","3.17","1,060","3,475","139,902.90","244,914.25","231.05","3.28","1,080","3,594","152,690.30","270,580.25","250.54","3.33","19","61","1,266.48","2,077.25","109.33","3.21","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11352  :  โรงพยาบาลคุระบุรีชัยพัฒน์","35,238","15,417","41,329","3,283,814.50","4,954,581.81","140.60","1.17","1,916","5,386","531,873.01","771,203.85","402.51","2.81","2,256","6,631","438,610.30","692,793.50","307.09","2.94","2,378","6,776","545,516.28","826,869.26","347.72","2.85","2,992","6,970","572,726.01","843,971.76","282.08","2.33","2,433","6,044","344,627.04","559,662.36","230.03","2.48","2,103","6,160","531,481.00","803,707.12","382.17","2.93","1,339","3,362","318,980.86","456,373.96","340.83","2.51","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
"11353  :  โรงพยาบาลทับปุด","67,770","41,846","107,506","10,114,814.22","12,540,755.00","185.05","1.59","7,571","16,888","1,690,652.47","1,283,333.25","169.51","2.23","7,519","16,120","1,434,331.59","1,266,713.50","168.47","2.14","3,681","9,682","507,680.58","808,637.75","219.68","2.63","5,708","12,752","772,511.21","1,106,075.25","193.78","2.23","5,291","14,659","2,305,024.52","3,084,850.50","583.04","2.77","5,859","17,317","1,951,576.56","2,679,174.00","457.27","2.96","3,073","10,246","817,236.95","1,258,643.25","409.58","3.33","3,144","9,842","635,800.34","1,053,327.50","335.03","3.13","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0.00"
