"โรงพยาบาล","รวม","2564","2565"
"ตค.","พย.","ธค.","มค.","กพ.","มีค.","เมย.","พค.","มิย.","กค.","สค.","กย."
"คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง","คน","ครั้ง"
"11270  :  โรงพยาบาลน้ำหนาว","22","23","0","0","6","6","6","6","6","6","2","2","1","1","1","1","1","1","0","0","0","0","0","0","0","0"
"11271  :  โรงพยาบาลวังโป่ง","28","28","2","2","4","4","9","9","7","7","3","3","2","2","0","0","1","1","0","0","0","0","0","0","0","0"
"11272  :  โรงพยาบาลเขาค้อ","12","16","0","0","0","0","2","2","0","0","3","3","5","5","2","2","4","4","0","0","0","0","0","0","0","0"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","36","36","9","9","6","6","4","4","5","5","7","7","1","1","2","2","2","2","0","0","0","0","0","0","0","0"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10677  :  โรงพยาบาลราชบุรี","10","10","1","1","1","1","1","1","2","2","4","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10728  :  โรงพยาบาลดำเนินสะดวก","290","320","43","43","62","62","51","51","35","35","0","0","81","81","48","48","0","0","0","0","0","0","0","0","0","0"
"10729  :  โรงพยาบาลบ้านโป่ง","31","31","0","0","4","4","7","7","7","7","4","4","5","5","4","4","0","0","0","0","0","0","0","0","0","0"
"10730  :  โรงพยาบาลโพธาราม","12","12","1","1","4","4","1","1","1","1","0","0","2","2","3","3","0","0","0","0","0","0","0","0","0","0"
"11273  :  โรงพยาบาลสวนผึ้ง","46","53","4","4","5","5","12","12","5","5","7","7","8","8","4","4","8","8","0","0","0","0","0","0","0","0"
"11274  :  โรงพยาบาลบางแพ","1,254","1,259","9","9","6","6","9","9","6","6","1,205","1,205","9","9","5","5","10","10","0","0","0","0","0","0","0","0"
"11275  :  โรงพยาบาลเจ็ดเสมียน","11","11","1","1","0","0","2","2","2","2","2","2","4","4","0","0","0","0","0","0","0","0","0","0","0","0"
"11276  :  โรงพยาบาลปากท่อ","49","50","0","0","8","8","5","5","6","6","11","11","10","11","9","9","0","0","0","0","0","0","0","0","0","0"
"11277  :  โรงพยาบาลวัดเพลง","51","52","1","1","10","10","5","5","5","5","10","10","11","11","4","4","6","6","0","0","0","0","0","0","0","0"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","31","32","4","4","6","6","2","2","6","6","3","3","8","8","3","3","0","0","0","0","0","0","0","0","0","0"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28858  :  โรงพยาบาลบ้านคา","6","6","1","1","1","1","1","1","0","0","1","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","263","284","17","17","21","21","65","65","94","94","16","16","25","25","27","27","19","19","0","0","0","0","0","0","0","0"
"10732  :  โรงพยาบาลมะการักษ์","628","638","3","3","9","9","418","418","11","11","172","172","9","9","10","10","6","6","0","0","0","0","0","0","0","0"
"11278  :  โรงพยาบาลไทรโยค","575","607","4","5","9","9","1","1","24","25","117","117","47","47","175","175","228","228","0","0","0","0","0","0","0","0"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","17","17","1","1","5","5","3","3","3","3","2","2","1","1","2","2","0","0","0","0","0","0","0","0","0","0"
"11280  :  โรงพยาบาลบ่อพลอย","111","121","8","8","10","10","14","14","6","6","28","28","23","23","17","17","15","15","0","0","0","0","0","0","0","0"
"11281  :  โรงพยาบาลท่ากระดาน","4","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","20","23","3","3","4","4","1","1","2","2","2","2","2","2","3","3","5","6","0","0","0","0","0","0","0","0"
"11283  :  โรงพยาบาลทองผาภูมิ","79","80","2","2","6","6","9","9","4","4","14","14","13","13","10","10","22","22","0","0","0","0","0","0","0","0"
"11284  :  โรงพยาบาลสังขละบุรี","117","121","0","0","10","10","12","12","7","7","1","1","0","0","3","3","86","88","0","0","0","0","0","0","0","0"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","35","35","0","0","4","4","10","10","4","4","4","4","4","4","5","5","4","4","0","0","0","0","0","0","0","0"
"11286  :  โรงพยาบาลเลาขวัญ","55","55","2","2","9","9","17","17","6","6","3","3","4","4","6","6","8","8","0","0","0","0","0","0","0","0"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","10","11","0","0","2","2","0","0","0","0","3","3","4","4","0","0","2","2","0","0","0","0","0","0","0","0"
"11288  :  โรงพยาบาลสถานพระบารมี","24","24","1","1","5","5","3","3","5","5","3","3","1","1","6","6","0","0","0","0","0","0","0","0","0","0"
"11520  :  โรงพยาบาลค่ายสุรสีห์","18","20","1","1","3","3","8","8","1","1","1","1","2","2","2","2","2","2","0","0","0","0","0","0","0","0"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","13","13","1","1","0","0","4","4","4","4","0","0","0","0","3","3","1","1","0","0","0","0","0","0","0","0"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","30","30","7","7","5","5","3","3","4","4","4","4","3","3","2","2","2","2","0","0","0","0","0","0","0","0"
"41701  :  โรงพยาบาลหนองปรือ","10","10","0","0","3","3","1","1","1","1","1","1","1","1","0","0","3","3","0","0","0","0","0","0","0","0"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","61","64","5","5","16","16","12","12","8","8","5","5","14","14","4","4","0","0","0","0","0","0","0","0","0","0"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","52","52","6","6","8","8","6","6","3","3","2","2","10","10","10","10","7","7","0","0","0","0","0","0","0","0"
"11289  :  โรงพยาบาลเดิมบางนางบวช","28","31","2","2","7","7","1","1","6","6","4","4","5","5","3","3","3","3","0","0","0","0","0","0","0","0"
"11290  :  โรงพยาบาลด่านช้าง","29","30","8","8","4","4","2","2","9","10","2","2","4","4","0","0","0","0","0","0","0","0","0","0","0","0"
"11291  :  โรงพยาบาลบางปลาม้า","2","2","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11292  :  โรงพยาบาลศรีประจันต์","18","18","0","0","6","6","3","3","0","0","0","0","4","4","3","3","2","2","0","0","0","0","0","0","0","0"
"11293  :  โรงพยาบาลดอนเจดีย์","3","3","0","0","1","1","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0"
"11294  :  โรงพยาบาลสามชุก","50","50","5","5","7","7","7","7","9","9","6","6","9","9","7","7","0","0","0","0","0","0","0","0","0","0"
"11295  :  โรงพยาบาลอู่ทอง","11","11","0","0","1","1","4","4","1","1","2","2","1","1","2","2","0","0","0","0","0","0","0","0","0","0"
"11296  :  โรงพยาบาลหนองหญ้าไซ","21","22","3","3","3","3","4","4","4","4","2","2","3","3","3","3","0","0","0","0","0","0","0","0","0","0"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10679  :  โรงพยาบาลนครปฐม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11297  :  โรงพยาบาลกำแพงแสน","25","26","2","2","4","4","3","3","4","4","0","0","4","4","2","2","7","7","0","0","0","0","0","0","0","0"
"11298  :  โรงพยาบาลนครชัยศรี","385","386","0","0","0","0","0","0","216","216","150","150","15","15","5","5","0","0","0","0","0","0","0","0","0","0"
"11299  :  โรงพยาบาลห้วยพลู","21","25","4","4","0","0","4","4","0","0","8","8","3","3","6","6","0","0","0","0","0","0","0","0","0","0"
"11300  :  โรงพยาบาลดอนตูม","155","180","7","7","15","15","10","10","4","4","35","35","24","24","5","5","80","80","0","0","0","0","0","0","0","0"
"11301  :  โรงพยาบาลบางเลน","12","12","1","1","1","1","5","5","2","2","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11302  :  โรงพยาบาลสามพราน","72","80","11","11","14","14","14","14","12","13","14","14","14","14","0","0","0","0","0","0","0","0","0","0","0","0"
"11303  :  โรงพยาบาลพุทธมณฑล","65","67","0","0","19","19","12","12","18","18","0","0","8","9","6","6","3","3","0","0","0","0","0","0","0","0"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11521  :  โรงพยาบาลจันทรุเบกษา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13819  :  โรงพยาบาลหลวงพ่อเปิ่น","2","2","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10734  :  โรงพยาบาลสมุทรสาคร","725","736","24","24","12","12","14","15","14","14","305","307","353","354","7","7","3","3","0","0","0","0","0","0","0","0"
"11304  :  โรงพยาบาลกระทุ่มแบน","6","8","0","0","2","2","0","0","1","1","1","1","1","2","0","0","1","2","0","0","0","0","0","0","0","0"
"11305  :  โรงพยาบาลบ้านแพ้ว","140","150","18","18","26","26","17","17","24","24","10","10","17","17","13","13","25","25","0","0","0","0","0","0","0","0"
"12137  :  โรงพยาบาลทั่วไปขนาดเล็กเจษฎา","13","13","1","1","0","0","0","0","1","1","4","4","0","0","7","7","0","0","0","0","0","0","0","0","0","0"
"10735  :  โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","136","143","4","4","48","50","25","25","23","23","12","12","13","13","16","16","0","0","0","0","0","0","0","0","0","0"
"11306  :  โรงพยาบาลนภาลัย","17","17","3","3","1","1","4","4","2","2","3","3","2","2","2","2","0","0","0","0","0","0","0","0","0","0"
"11307  :  โรงพยาบาลอัมพวา","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10736  :  โรงพยาบาลพระจอมเกล้า","28","29","7","7","2","2","1","1","2","2","4","4","8","8","2","2","3","3","0","0","0","0","0","0","0","0"
"11308  :  โรงพยาบาลเขาย้อย","58","58","8","8","7","7","5","5","12","12","8","8","11","11","7","7","0","0","0","0","0","0","0","0","0","0"
"11309  :  โรงพยาบาลหนองหญ้าปล้อง","217","217","3","3","5","5","2","2","173","173","25","25","6","6","3","3","0","0","0","0","0","0","0","0","0","0"
"11310  :  โรงพยาบาลชะอำ","61","61","1","1","12","12","11","11","18","18","10","10","6","6","3","3","0","0","0","0","0","0","0","0","0","0"
"11311  :  โรงพยาบาลท่ายาง","25","25","0","0","7","7","9","9","3","3","1","1","4","4","1","1","0","0","0","0","0","0","0","0","0","0"
"11312  :  โรงพยาบาลบ้านลาด","75","78","32","34","9","9","5","5","12","12","6","6","7","7","5","5","0","0","0","0","0","0","0","0","0","0"
"11313  :  โรงพยาบาลบ้านแหลม","390","404","1","1","1","1","42","42","163","163","141","141","56","56","0","0","0","0","0","0","0","0","0","0","0","0"
"11314  :  โรงพยาบาลแก่งกระจาน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10737  :  โรงพยาบาลประจวบคีรีขันธ์","17","18","1","2","0","0","7","7","7","7","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"11315  :  โรงพยาบาลกุยบุรี","7","7","0","0","1","1","0","0","1","1","4","4","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"11316  :  โรงพยาบาลทับสะแก","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11317  :  โรงพยาบาลบางสะพาน","19","20","2","2","1","1","2","2","1","1","1","1","1","1","8","8","4","4","0","0","0","0","0","0","0","0"
"11318  :  โรงพยาบาลบางสะพานน้อย","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"11319  :  โรงพยาบาลปราณบุรี","4","4","1","1","0","0","0","0","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"11320  :  โรงพยาบาลหัวหิน","180","180","25","25","30","30","20","20","27","27","23","23","26","26","29","29","0","0","0","0","0","0","0","0","0","0"
"11321  :  โรงพยาบาลสามร้อยยอด","695","704","9","9","16","16","293","296","12","12","338","341","11","11","16","16","3","3","0","0","0","0","0","0","0","0"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","401","461","48","48","37","37","102","102","85","85","67","67","32","32","33","34","56","56","0","0","0","0","0","0","0","0"
"11322  :  โรงพยาบาลพรหมคีรี","4","4","0","0","0","0","0","0","2","2","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"11324  :  โรงพยาบาลลานสะกา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","26","27","0","0","2","2","2","2","3","3","6","6","5","5","5","5","4","4","0","0","0","0","0","0","0","0"
"11326  :  โรงพยาบาลพิปูน","15","15","0","0","2","2","0","0","8","8","1","1","0","0","2","2","1","1","1","1","0","0","0","0","0","0"
"11327  :  โรงพยาบาลเชียรใหญ่","90","95","1","1","6","6","9","9","8","8","6","6","51","51","4","4","8","8","2","2","0","0","0","0","0","0"
"11328  :  โรงพยาบาลชะอวด","23","23","3","3","3","3","0","0","0","0","0","0","0","0","10","10","7","7","0","0","0","0","0","0","0","0"
"11329  :  โรงพยาบาลท่าศาลา","362","419","21","21","32","32","60","60","63","63","62","62","67","68","55","55","58","58","0","0","0","0","0","0","0","0"
"11330  :  โรงพยาบาลทุ่งสง","61","72","7","7","4","4","12","12","8","8","7","7","7","7","10","10","17","17","0","0","0","0","0","0","0","0"
"11331  :  โรงพยาบาลนาบอน","21","21","2","2","2","2","4","4","0","0","5","5","1","1","4","4","3","3","0","0","0","0","0","0","0","0"
"11332  :  โรงพยาบาลทุ่งใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11333  :  โรงพยาบาลปากพนัง","60","61","1","1","1","1","2","2","10","10","13","13","10","10","14","14","10","10","0","0","0","0","0","0","0","0"
"11334  :  โรงพยาบาลร่อนพิบูลย์","118","145","18","18","15","15","57","58","16","16","12","12","8","8","8","8","10","10","0","0","0","0","0","0","0","0"
"11335  :  โรงพยาบาลสิชล","38","38","2","2","7","7","7","7","4","4","3","3","0","0","1","1","14","14","0","0","0","0","0","0","0","0"
"11336  :  โรงพยาบาลขนอม","43","43","0","0","1","1","4","4","10","10","7","7","5","5","6","6","10","10","0","0","0","0","0","0","0","0"
"11337  :  โรงพยาบาลหัวไทร","321","321","0","0","1","1","0","0","2","2","0","0","318","318","0","0","0","0","0","0","0","0","0","0","0","0"
"11338  :  โรงพยาบาลบางขัน","9","9","0","0","0","0","2","2","0","0","1","1","2","2","2","2","2","2","0","0","0","0","0","0","0","0"
"11339  :  โรงพยาบาลถ้ำพรรณรา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11660  :  โรงพยาบาลจุฬาภรณ์","5","5","1","1","0","0","1","1","0","0","1","1","0","0","0","0","2","2","0","0","0","0","0","0","0","0"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","54","55","9","9","9","9","11","11","10","10","5","5","3","3","8","8","0","0","0","0","0","0","0","0","0","0"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","61","64","0","0","4","4","4","4","2","2","11","11","18","18","11","11","14","14","0","0","0","0","0","0","0","0"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","7","7","2","2","0","0","1","1","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40742  :  โรงพยาบาลนบพิตำ","4","5","1","1","1","1","1","1","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"40743  :  โรงพยาบาลพระพรหม","14","16","2","2","1","1","3","3","4","4","3","3","1","1","0","0","2","2","0","0","0","0","0","0","0","0"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10738  :  โรงพยาบาลกระบี่","3","3","0","0","0","0","1","1","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"11340  :  โรงพยาบาลเขาพนม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11341  :  โรงพยาบาลเกาะลันตา","344","345","0","0","0","0","0","0","1","1","122","122","222","222","0","0","0","0","0","0","0","0","0","0","0","0"
"11342  :  โรงพยาบาลคลองท่อม","42","42","0","0","1","1","2","2","0","0","39","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11343  :  โรงพยาบาลอ่าวลึก","1,583","1,620","2","2","10","10","398","402","320","321","871","877","8","8","0","0","0","0","0","0","0","0","0","0","0","0"
"11344  :  โรงพยาบาลปลายพระยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11345  :  โรงพยาบาลลำทับ","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"11346  :  โรงพยาบาลเหนือคลอง","73","73","1","1","16","16","14","14","4","4","8","8","8","8","7","7","15","15","0","0","0","0","0","0","0","0"
"77753  :  โรงพยาบาลเกาะพีพี","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"10739  :  โรงพยาบาลพังงา","3","3","1","1","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"10740  :  โรงพยาบาลตะกั่วป่า","9","10","0","0","0","0","1","1","3","3","2","2","1","1","3","3","0","0","0","0","0","0","0","0","0","0"
"11347  :  โรงพยาบาลเกาะยาวชัยพัฒน์","418","418","5","5","2","2","4","4","78","78","309","309","6","6","6","6","8","8","0","0","0","0","0","0","0","0"
"11348  :  โรงพยาบาลกะปงชัยพัฒน์","299","299","3","3","36","36","125","125","73","73","62","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11349  :  โรงพยาบาลตะกั่วทุ่ง","39","39","5","5","9","9","3","3","5","5","0","0","10","10","6","6","1","1","0","0","0","0","0","0","0","0"
"11350  :  โรงพยาบาลบางไทร","113","118","5","5","19","19","21","21","10","10","12","12","16","16","17","17","18","18","0","0","0","0","0","0","0","0"
"11352  :  โรงพยาบาลคุระบุรีชัยพัฒน์","67","67","0","0","0","0","8","8","52","52","4","4","2","2","1","1","0","0","0","0","0","0","0","0","0","0"
"11353  :  โรงพยาบาลทับปุด","16","16","2","2","3","3","5","5","1","1","1","1","2","2","0","0","2","2","0","0","0","0","0","0","0","0"
"11354  :  โรงพยาบาลท้ายเหมืองชัยพัฒน์","33","34","1","1","0","0","2","2","5","5","5","5","4","5","11","11","5","5","0","0","0","0","0","0","0","0"
"10741  :  โรงพยาบาลวชิระภูเก็ต","424","459","56","56","176","176","107","107","28","28","15","15","32","32","45","45","0","0","0","0","0","0","0","0","0","0"
"11355  :  โรงพยาบาลป่าตอง","20","22","2","2","3","3","1","1","0","0","1","1","2","2","5","5","8","8","0","0","0","0","0","0","0","0"
"11356  :  โรงพยาบาลถลาง","596","604","2","2","14","14","283","284","13","13","220","220","56","56","15","15","0","0","0","0","0","0","0","0","0","0"
"24678  :  โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต","271","273","0","0","0","0","1","1","0","0","0","0","158","159","0","0","113","113","0","0","0","0","0","0","0","0"
"41436  :  โรงพยาบาลฉลอง","12","12","1","1","1","1","0","0","5","5","2","2","0","0","3","3","0","0","0","0","0","0","0","0","0","0"
"09192  :  โรงพยาบาลเกาะเต่า","34","34","1","1","0","0","4","4","23","23","0","0","3","3","2","2","1","1","0","0","0","0","0","0","0","0"
"10681  :  โรงพยาบาลสุราษฎร์ธานี","20","21","0","0","0","0","6","6","6","6","1","1","1","1","5","5","2","2","0","0","0","0","0","0","0","0"
"10742  :  โรงพยาบาลเกาะสมุย","459","463","1","1","4","4","41","41","231","231","137","137","40","41","8","8","0","0","0","0","0","0","0","0","0","0"
"11357  :  โรงพยาบาลกาญจนดิษฐ์","76","97","11","11","13","14","13","13","9","9","7","7","11","11","12","12","20","20","0","0","0","0","0","0","0","0"
"11358  :  โรงพยาบาลดอนสัก","1,084","1,096","7","7","13","13","12","12","8","8","1,035","1,040","9","9","5","5","2","2","0","0","0","0","0","0","0","0"
"11359  :  โรงพยาบาลเกาะพงัน","948","966","109","110","46","46","0","0","270","270","275","275","243","243","19","19","3","3","0","0","0","0","0","0","0","0"
"11360  :  โรงพยาบาลไชยา","468","468","0","0","0","0","0","0","115","115","352","352","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"11361  :  โรงพยาบาลท่าชนะ","300","301","0","0","0","0","0","0","62","62","227","228","2","2","5","5","4","4","0","0","0","0","0","0","0","0"
"11362  :  โรงพยาบาลคีรีรัฐนิคม","44","44","0","0","0","0","0","0","0","0","0","0","44","44","0","0","0","0","0","0","0","0","0","0","0","0"
"11363  :  โรงพยาบาลบ้านตาขุน","455","460","22","22","104","105","63","63","14","14","199","199","44","44","9","9","4","4","0","0","0","0","0","0","0","0"
"11364  :  โรงพยาบาลพนม","572","572","0","0","1","1","3","3","1","1","395","395","168","168","4","4","0","0","0","0","0","0","0","0","0","0"
"11365  :  โรงพยาบาลท่าฉาง","20","20","2","2","6","6","3","3","2","2","1","1","0","0","4","4","2","2","0","0","0","0","0","0","0","0"
"11366  :  โรงพยาบาลบ้านนาสาร","6","8","1","1","0","0","4","4","1","1","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0"
"11367  :  โรงพยาบาลบ้านนาเดิม","314","314","8","8","4","4","4","4","6","6","228","228","54","54","7","7","3","3","0","0","0","0","0","0","0","0"
"11368  :  โรงพยาบาลเคียนซา","167","170","0","0","0","0","0","0","2","2","0","0","3","3","0","0","165","165","0","0","0","0","0","0","0","0"
"11369  :  โรงพยาบาลพระแสง","2,106","2,114","7","7","5","5","2","2","35","35","1,285","1,285","641","641","117","117","22","22","0","0","0","0","0","0","0","0"
"11370  :  โรงพยาบาลพุนพิน","1,203","1,204","10","10","7","7","7","7","47","47","1,023","1,023","103","104","6","6","0","0","0","0","0","0","0","0","0","0"
"11371  :  โรงพยาบาลชัยบุรี","6","6","0","0","0","0","0","0","0","0","2","2","3","3","0","0","1","1","0","0","0","0","0","0","0","0"
"11459  :  โรงพยาบาลสมเด็จพระยุพราชเวียงสระ","2,804","2,820","2","2","0","0","10","10","473","473","310","311","1,706","1,713","305","305","6","6","0","0","0","0","0","0","0","0"
"11654  :  โรงพยาบาลวิภาวดี","235","236","4","4","0","0","0","0","4","4","169","169","58","59","0","0","0","0","0","0","0","0","0","0","0","0"
"12289  :  โรงพยาบาลสวนสราญรมย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14138  :  โรงพยาบาลท่าโรงช้าง","149","150","3","3","3","3","2","2","1","1","129","129","9","9","3","3","0","0","0","0","0","0","0","0","0","0"
"14203  :  โรงพยาบาลมะเร็งสุราษฎร์ธานี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14862  :  โรงพยาบาลกองบิน7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14901  :  โรงพยาบาลค่ายวิภาวดีรังสิต","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40915  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10743  :  โรงพยาบาลระนอง","2","2","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"11323  :  โรงพยาบาลละอุ่น","9","9","2","2","2","2","1","1","1","1","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11372  :  โรงพยาบาลกะเปอร์","218","223","3","3","7","7","2","2","30","30","98","101","75","75","3","3","2","2","0","0","0","0","0","0","0","0"
"11373  :  โรงพยาบาลกระบุรี","287","288","4","4","1","1","0","0","4","4","272","272","3","3","4","4","0","0","0","0","0","0","0","0","0","0"
"11374  :  โรงพยาบาลสุขสำราญ","417","419","2","2","3","3","1","1","1","1","1","1","403","404","5","5","1","1","1","1","0","0","0","0","0","0"
"10744  :  โรงพยาบาลชุมพรเขตรอุดมศักดิ์","75","81","11","12","22","22","16","16","19","19","12","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11375  :  โรงพยาบาลปากน้ำชุมพร","4","4","0","0","1","1","1","1","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
