"โรงพยาบาล","จำนวนหน่วยบริการที่ผ่านเกณฑ์","ประชากรผู้สูงอายุ(คน)","จำนวนคัดกรองทั้งหมด(คน)","จำนวนคัดกรองผ่านเกณฑ์(คน)","ร้อยละ","จำนวนผิดปกติ/เสี่ยงStep 1 (คน)","จำนวนผิดปกติ/เสี่ยงStep 2 (คน)","จำนวนที่ได้รับintervention(คน)","ร้อยละ"
"11233  :  โรงพยาบาลพรานกระต่าย","0","2,082","2,082","2,059","98.90","50","3","0","0.00"
"11234  :  โรงพยาบาลลานกระบือ","0","1,197","1,171","0","0.00","10","0","0","0.00"
"11235  :  โรงพยาบาลทรายทองวัฒนา","0","1,154","1,135","0","0.00","168","1","1","100.00"
"11236  :  โรงพยาบาลปางศิลาทอง","0","360","354","0","0.00","20","2","1","50.00"
"14135  :  โรงพยาบาลบึงสามัคคี","0","1,217","1,050","0","0.00","317","41","5","12.20"
"28010  :  โรงพยาบาลโกสัมพีนคร","0","486","483","0","0.00","1","0","0","0.00"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","0","3,476","3,326","0","0.00","809","15","15","100.00"
"10723  :  โรงพยาบาลแม่สอด","0","1,747","2","0","0.00","0","0","0","0.00"
"11238  :  โรงพยาบาลบ้านตาก","0","1,694","1,679","0","0.00","146","1","1","100.00"
"11239  :  โรงพยาบาลสามเงา","0","1,193","85","0","0.00","2","0","0","0.00"
"11240  :  โรงพยาบาลแม่ระมาด","0","1,639","1,521","0","0.00","4","0","0","0.00"
"11241  :  โรงพยาบาลท่าสองยาง","0","930","2","0","0.00","1","0","0","0.00"
"11242  :  โรงพยาบาลพบพระ","0","1,283","228","0","0.00","64","1","0","0.00"
"11243  :  โรงพยาบาลอุ้มผาง","0","467","464","0","0.00","34","0","0","0.00"
"27443  :  โรงพยาบาลวังเจ้า","0","200","46","0","0.00","1","0","0","0.00"
"10724  :  โรงพยาบาลสุโขทัย","0","680","0","0","0.00","0","0","0","0.00"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","0","696","11","0","0.00","0","0","0","0.00"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","0","1,272","1,159","0","0.00","0","0","0","0.00"
"11245  :  โรงพยาบาลคีรีมาศ","0","1,334","1,230","0","0.00","323","36","5","13.89"
"11246  :  โรงพยาบาลกงไกรลาศ","0","1,713","511","1","0.06","7","0","0","0.00"
"11247  :  โรงพยาบาลศรีสัชนาลัย","0","1,825","1,642","3","0.16","176","0","0","0.00"
"11248  :  โรงพยาบาลสวรรคโลก","0","0","0","0","0.00","0","0","0","0.00"
"11249  :  โรงพยาบาลศรีนคร","0","1,208","1,134","0","0.00","8","0","0","0.00"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","0","2,995","2,521","0","0.00","119","1","0","0.00"
"10676  :  โรงพยาบาลพุทธชินราช","0","0","0","0","0.00","0","0","0","0.00"
"11251  :  โรงพยาบาลชาติตระการ","0","1,065","209","0","0.00","27","0","0","0.00"
"11252  :  โรงพยาบาลบางระกำ","0","3,545","3,266","0","0.00","19","0","0","0.00"
"11253  :  โรงพยาบาลบางกระทุ่ม","0","1,199","893","0","0.00","46","3","2","66.67"
"11254  :  โรงพยาบาลพรหมพิราม","0","2,529","728","0","0.00","0","0","0","0.00"
"11255  :  โรงพยาบาลวัดโบสถ์","0","1,656","1,425","0","0.00","13","9","9","100.00"
"11256  :  โรงพยาบาลวังทอง","0","0","0","0","0.00","0","0","0","0.00"
"11257  :  โรงพยาบาลเนินมะปราง","0","0","0","0","0.00","0","0","0","0.00"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","0","2,231","1,265","0","0.00","68","0","0","0.00"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","0","435","45","0","0.00","0","0","0","0.00"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","0","0","0","0","0.00","0","0","0","0.00"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0","0","0.00","0","0","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","0","3","1","0","0.00","0","0","0","0.00"
"11258  :  โรงพยาบาลวังทรายพูน","0","725","665","0","0.00","157","1","1","100.00"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","0","1,029","957","0","0.00","19","2","2","100.00"
"11260  :  โรงพยาบาลบางมูลนาก","0","1,605","1,587","0","0.00","0","0","0","0.00"
"11261  :  โรงพยาบาลโพทะเล","0","1,303","10","0","0.00","0","0","0","0.00"
"11262  :  โรงพยาบาลสามง่าม","0","1,359","1,326","0","0.00","1","0","0","0.00"
"11263  :  โรงพยาบาลทับคล้อ","0","2,197","1,960","0","0.00","18","88","0","0.00"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","0","2,730","2,493","0","0.00","0","1","1","100.00"
"11631  :  โรงพยาบาลวชิรบารมี","0","709","631","0","0.00","77","0","0","0.00"
"27978  :  โรงพยาบาลสากเหล็ก","0","994","911","0","0.00","0","0","0","0.00"
"27979  :  โรงพยาบาลบึงนาราง","0","61","59","0","0.00","0","0","0","0.00"
"27980  :  โรงพยาบาลดงเจริญ","0","113","104","0","0.00","0","0","0","0.00"
"10727  :  โรงพยาบาลเพชรบูรณ์","0","5,358","11","0","0.00","1","0","0","0.00"
"11264  :  โรงพยาบาลชนแดน","0","1,850","445","0","0.00","48","0","0","0.00"
"11265  :  โรงพยาบาลหล่มสัก","0","3,021","91","0","0.00","0","0","0","0.00"
"11266  :  โรงพยาบาลวิเชียรบุรี","0","1,079","772","0","0.00","5","0","0","0.00"
"11267  :  โรงพยาบาลศรีเทพ","0","1,585","1","0","0.00","0","0","0","0.00"
"11268  :  โรงพยาบาลหนองไผ่","0","2,419","2","0","0.00","0","0","0","0.00"
"11269  :  โรงพยาบาลบึงสามพัน","0","1,948","3","0","0.00","0","0","0","0.00"
"11270  :  โรงพยาบาลน้ำหนาว","0","636","14","0","0.00","8","0","0","0.00"
"11271  :  โรงพยาบาลวังโป่ง","0","1,512","1,190","0","0.00","97","33","20","60.61"
"11272  :  โรงพยาบาลเขาค้อ","0","256","59","0","0.00","3","0","0","0.00"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","0","2,539","2,209","0","0.00","1","1","0","0.00"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","0","408","3","0","0.00","0","0","0","0.00"
"10677  :  โรงพยาบาลราชบุรี","0","0","0","0","0.00","0","0","0","0.00"
"10728  :  โรงพยาบาลดำเนินสะดวก","0","0","0","0","0.00","0","0","0","0.00"
"10729  :  โรงพยาบาลบ้านโป่ง","0","2,896","981","0","0.00","1","1","1","100.00"
"10730  :  โรงพยาบาลโพธาราม","0","0","0","0","0.00","0","0","0","0.00"
"11273  :  โรงพยาบาลสวนผึ้ง","0","1,357","1,277","0","0.00","133","0","0","0.00"
"11274  :  โรงพยาบาลบางแพ","0","1,936","1,469","0","0.00","31","1","1","100.00"
"11275  :  โรงพยาบาลเจ็ดเสมียน","0","1,118","516","0","0.00","27","3","0","0.00"
"11276  :  โรงพยาบาลปากท่อ","0","1,430","481","0","0.00","4","1","1","100.00"
"11277  :  โรงพยาบาลวัดเพลง","0","1,100","958","0","0.00","181","0","0","0.00"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","0","2,220","1,481","0","0.00","13","31","20","64.52"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","0","300","7","0","0.00","0","0","0","0.00"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0","0","0.00","0","0","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0.00","0","0","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0.00","0","0","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0","0","0.00","0","0","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","0","0","0","0","0.00","0","0","0","0.00"
"28858  :  โรงพยาบาลบ้านคา","0","147","122","0","0.00","0","0","0","0.00"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","0","2,011","161","0","0.00","9","0","0","0.00"
"10732  :  โรงพยาบาลมะการักษ์","0","2,754","2,205","0","0.00","7","1","1","100.00"
"11278  :  โรงพยาบาลไทรโยค","0","946","570","0","0.00","23","4","4","100.00"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","0","178","173","0","0.00","111","0","0","0.00"
"11280  :  โรงพยาบาลบ่อพลอย","0","1,818","1,714","0","0.00","38","2","2","100.00"
"11281  :  โรงพยาบาลท่ากระดาน","0","442","438","0","0.00","0","1","1","100.00"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","0","3,171","2,770","0","0.00","33","23","23","100.00"
"11283  :  โรงพยาบาลทองผาภูมิ","0","1,315","970","0","0.00","5","3","0","0.00"
"11284  :  โรงพยาบาลสังขละบุรี","0","832","568","0","0.00","0","0","0","0.00"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","0","1,436","1,241","0","0.00","69","1","1","100.00"
"11286  :  โรงพยาบาลเลาขวัญ","0","908","5","0","0.00","0","0","0","0.00"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","0","942","836","0","0.00","9","1","0","0.00"
"11288  :  โรงพยาบาลสถานพระบารมี","0","446","304","0","0.00","72","0","0","0.00"
"11520  :  โรงพยาบาลค่ายสุรสีห์","0","362","7","0","0.00","1","0","0","0.00"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","0","307","272","0","0.00","11","0","0","0.00"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","0","1,068","866","0","0.00","0","0","0","0.00"
"41701  :  โรงพยาบาลหนองปรือ","0","665","2","0","0.00","0","0","0","0.00"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","0","5,114","4,829","0","0.00","2","18","17","94.44"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","0","2,078","254","0","0.00","12","0","0","0.00"
"11289  :  โรงพยาบาลเดิมบางนางบวช","0","1,426","1,357","0","0.00","26","3","2","66.67"
"11290  :  โรงพยาบาลด่านช้าง","0","1,912","1,421","0","0.00","133","2","2","100.00"
"11291  :  โรงพยาบาลบางปลาม้า","0","1,395","476","0","0.00","134","0","0","0.00"
"11292  :  โรงพยาบาลศรีประจันต์","0","1,895","1,104","0","0.00","0","0","0","0.00"
"11293  :  โรงพยาบาลดอนเจดีย์","0","2,186","2,135","0","0.00","1","2","1","50.00"
"11294  :  โรงพยาบาลสามชุก","0","2,425","121","0","0.00","1","0","0","0.00"
"11295  :  โรงพยาบาลอู่ทอง","0","3,421","2,442","0","0.00","4","0","0","0.00"
"11296  :  โรงพยาบาลหนองหญ้าไซ","0","2,285","2,255","0","0.00","830","1","0","0.00"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","0","0","0","0","0.00","0","0","0","0.00"
"10679  :  โรงพยาบาลนครปฐม","0","0","0","0","0.00","0","0","0","0.00"
"11297  :  โรงพยาบาลกำแพงแสน","0","1,246","8","0","0.00","0","0","0","0.00"
"11298  :  โรงพยาบาลนครชัยศรี","0","2,363","453","0","0.00","33","1","1","100.00"
"11299  :  โรงพยาบาลห้วยพลู","0","1,114","39","0","0.00","0","0","0","0.00"
"11300  :  โรงพยาบาลดอนตูม","0","1,295","5","0","0.00","0","0","0","0.00"
"11301  :  โรงพยาบาลบางเลน","0","1,604","364","0","0.00","1","0","0","0.00"
"11302  :  โรงพยาบาลสามพราน","0","2,776","5","0","0.00","1","0","0","0.00"
"11303  :  โรงพยาบาลพุทธมณฑล","0","509","2","0","0.00","0","0","0","0.00"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0","0","0.00","0","0","0","0.00"
"11521  :  โรงพยาบาลจันทรุเบกษา","0","0","0","0","0.00","0","0","0","0.00"
"13819  :  โรงพยาบาลหลวงพ่อเปิ่น","0","447","5","0","0.00","0","0","0","0.00"
"10734  :  โรงพยาบาลสมุทรสาคร","0","8,364","52","0","0.00","2","0","0","0.00"
"11304  :  โรงพยาบาลกระทุ่มแบน","0","0","0","0","0.00","0","0","0","0.00"
"11305  :  โรงพยาบาลบ้านแพ้ว","0","2,704","2,449","0","0.00","67","0","0","0.00"
"12137  :  โรงพยาบาลทั่วไปขนาดเล็กเจษฎา","0","817","755","0","0.00","0","0","0","0.00"
"10735  :  โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","0","0","0","0","0.00","0","0","0","0.00"
"11306  :  โรงพยาบาลนภาลัย","0","0","0","0","0.00","0","0","0","0.00"
"11307  :  โรงพยาบาลอัมพวา","0","559","115","0","0.00","0","0","0","0.00"
"10736  :  โรงพยาบาลพระจอมเกล้า","0","5,021","26","0","0.00","0","0","0","0.00"
"11308  :  โรงพยาบาลเขาย้อย","0","904","9","0","0.00","0","0","0","0.00"
"11309  :  โรงพยาบาลหนองหญ้าปล้อง","0","239","220","0","0.00","0","0","0","0.00"
"11310  :  โรงพยาบาลชะอำ","0","4,121","938","0","0.00","3","2","0","0.00"
"11311  :  โรงพยาบาลท่ายาง","0","2,362","68","0","0.00","0","0","0","0.00"
"11312  :  โรงพยาบาลบ้านลาด","0","271","0","0","0.00","0","0","0","0.00"
"11313  :  โรงพยาบาลบ้านแหลม","0","3,137","763","0","0.00","46","0","0","0.00"
"11314  :  โรงพยาบาลแก่งกระจาน","0","162","143","0","0.00","57","0","0","0.00"
"10737  :  โรงพยาบาลประจวบคีรีขันธ์","0","0","0","0","0.00","0","0","0","0.00"
"11315  :  โรงพยาบาลกุยบุรี","0","1,200","1,130","0","0.00","27","0","0","0.00"
"11316  :  โรงพยาบาลทับสะแก","0","1,300","1,084","5","0.38","0","0","0","0.00"
"11317  :  โรงพยาบาลบางสะพาน","0","1,296","1,269","1","0.08","334","2","1","50.00"
"11318  :  โรงพยาบาลบางสะพานน้อย","0","0","0","0","0.00","0","0","0","0.00"
"11319  :  โรงพยาบาลปราณบุรี","0","0","0","0","0.00","0","0","0","0.00"
"11320  :  โรงพยาบาลหัวหิน","0","0","0","0","0.00","0","0","0","0.00"
"11321  :  โรงพยาบาลสามร้อยยอด","0","1,742","1,737","0","0.00","41","4","2","50.00"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0","0","0.00","0","0","0","0.00"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","0","0","0","0","0.00","0","0","0","0.00"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","0","982","379","0","0.00","29","1","1","100.00"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","0","0","0","0","0.00","0","0","0","0.00"
"11322  :  โรงพยาบาลพรหมคีรี","0","1,172","62","0","0.00","7","0","0","0.00"
"11324  :  โรงพยาบาลลานสะกา","0","1,254","1,161","0","0.00","7","0","0","0.00"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","0","1,340","5","0","0.00","0","0","0","0.00"
"11326  :  โรงพยาบาลพิปูน","0","1,155","3","0","0.00","0","0","0","0.00"
"11327  :  โรงพยาบาลเชียรใหญ่","0","953","916","0","0.00","98","2","2","100.00"
"11328  :  โรงพยาบาลชะอวด","0","1,651","545","0","0.00","72","3","1","33.33"
"11329  :  โรงพยาบาลท่าศาลา","0","3,756","1,631","1,602","42.65","382","4","3","75.00"
"11330  :  โรงพยาบาลทุ่งสง","0","689","26","0","0.00","1","0","0","0.00"
"11331  :  โรงพยาบาลนาบอน","0","873","15","0","0.00","0","0","0","0.00"
"11332  :  โรงพยาบาลทุ่งใหญ่","0","2,103","52","0","0.00","35","0","0","0.00"
"11333  :  โรงพยาบาลปากพนัง","0","420","4","0","0.00","0","0","0","0.00"
"11334  :  โรงพยาบาลร่อนพิบูลย์","0","0","0","0","0.00","0","0","0","0.00"
"11335  :  โรงพยาบาลสิชล","0","2,926","2,257","0","0.00","2,082","17","17","100.00"
"11336  :  โรงพยาบาลขนอม","0","2,547","1,936","0","0.00","25","1","1","100.00"
"11337  :  โรงพยาบาลหัวไทร","0","835","168","0","0.00","83","1","1","100.00"
"11338  :  โรงพยาบาลบางขัน","0","875","5","0","0.00","1","0","0","0.00"
"11339  :  โรงพยาบาลถ้ำพรรณรา","0","505","487","0","0.00","54","0","0","0.00"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","0","2,650","20","1","0.04","5","0","0","0.00"
"11660  :  โรงพยาบาลจุฬาภรณ์","0","744","626","0","0.00","47","0","0","0.00"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","0","0","0","0","0.00","0","0","0","0.00"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","0","669","450","0","0.00","11","0","0","0.00"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","0","558","7","0","0.00","0","0","0","0.00"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","0","6,034","45","1","0.02","11","0","0","0.00"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","0","900","10","0","0.00","5","0","0","0.00"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","0","1,000","181","1","0.10","0","0","0","0.00"
"40742  :  โรงพยาบาลนบพิตำ","0","505","470","1","0.20","16","0","0","0.00"
"40743  :  โรงพยาบาลพระพรหม","0","947","925","0","0.00","20","2","1","50.00"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0","0","0.00","0","0","0","0.00"
"10738  :  โรงพยาบาลกระบี่","0","0","0","0","0.00","0","0","0","0.00"
"11340  :  โรงพยาบาลเขาพนม","0","0","0","0","0.00","0","0","0","0.00"
"11341  :  โรงพยาบาลเกาะลันตา","0","0","0","0","0.00","0","0","0","0.00"
"11342  :  โรงพยาบาลคลองท่อม","0","0","0","0","0.00","0","0","0","0.00"
"11343  :  โรงพยาบาลอ่าวลึก","0","0","0","0","0.00","0","0","0","0.00"
"11344  :  โรงพยาบาลปลายพระยา","0","0","0","0","0.00","0","0","0","0.00"
"11345  :  โรงพยาบาลลำทับ","0","0","0","0","0.00","0","0","0","0.00"
"11346  :  โรงพยาบาลเหนือคลอง","0","0","0","0","0.00","0","0","0","0.00"
"77753  :  โรงพยาบาลเกาะพีพี","0","15","0","0","0.00","0","0","0","0.00"
"10739  :  โรงพยาบาลพังงา","0","0","0","0","0.00","0","0","0","0.00"
"10740  :  โรงพยาบาลตะกั่วป่า","0","0","0","0","0.00","0","0","0","0.00"
"11347  :  โรงพยาบาลเกาะยาวชัยพัฒน์","0","851","843","0","0.00","215","1","0","0.00"
"11348  :  โรงพยาบาลกะปงชัยพัฒน์","0","830","695","0","0.00","584","16","8","50.00"
"11349  :  โรงพยาบาลตะกั่วทุ่ง","0","1,541","1,468","0","0.00","34","3","3","100.00"
"11350  :  โรงพยาบาลบางไทร","0","522","479","0","0.00","0","1","0","0.00"
"11352  :  โรงพยาบาลคุระบุรีชัยพัฒน์","0","1,020","553","0","0.00","16","0","0","0.00"
"11353  :  โรงพยาบาลทับปุด","0","906","874","0","0.00","27","2","1","50.00"
"11354  :  โรงพยาบาลท้ายเหมืองชัยพัฒน์","0","2,086","978","0","0.00","5","0","0","0.00"
"10741  :  โรงพยาบาลวชิระภูเก็ต","0","2,503","1,000","4","0.16","3","0","0","0.00"
"11355  :  โรงพยาบาลป่าตอง","0","1,828","521","0","0.00","39","0","0","0.00"
"11356  :  โรงพยาบาลถลาง","0","0","0","0","0.00","0","0","0","0.00"
"24678  :  โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต","0","1,550","69","0","0.00","2","0","0","0.00"
"41436  :  โรงพยาบาลฉลอง","0","0","0","0","0.00","0","0","0","0.00"
"09192  :  โรงพยาบาลเกาะเต่า","0","174","171","0","0.00","6","0","0","0.00"
"10681  :  โรงพยาบาลสุราษฎร์ธานี","0","0","0","0","0.00","0","0","0","0.00"
"10742  :  โรงพยาบาลเกาะสมุย","0","352","349","1","0.28","29","1","1","100.00"
"11357  :  โรงพยาบาลกาญจนดิษฐ์","0","0","0","0","0.00","0","0","0","0.00"
"11358  :  โรงพยาบาลดอนสัก","0","1,565","618","0","0.00","31","1","1","100.00"
"11359  :  โรงพยาบาลเกาะพงัน","0","482","7","0","0.00","0","0","0","0.00"
"11360  :  โรงพยาบาลไชยา","0","1,020","847","0","0.00","91","3","3","100.00"
"11361  :  โรงพยาบาลท่าชนะ","0","1,495","1,441","0","0.00","322","0","0","0.00"
"11362  :  โรงพยาบาลคีรีรัฐนิคม","0","0","0","0","0.00","0","0","0","0.00"
"11363  :  โรงพยาบาลบ้านตาขุน","0","546","459","0","0.00","153","3","3","100.00"
"11364  :  โรงพยาบาลพนม","0","337","290","0","0.00","127","1","1","100.00"
"11365  :  โรงพยาบาลท่าฉาง","0","960","782","1","0.10","166","2","1","50.00"
"11366  :  โรงพยาบาลบ้านนาสาร","0","0","0","0","0.00","0","0","0","0.00"
"11367  :  โรงพยาบาลบ้านนาเดิม","0","977","946","0","0.00","10","1","1","100.00"
"11368  :  โรงพยาบาลเคียนซา","0","1,141","1,016","0","0.00","85","0","0","0.00"
"11369  :  โรงพยาบาลพระแสง","0","1,133","894","0","0.00","9","0","0","0.00"
"11370  :  โรงพยาบาลพุนพิน","0","3,608","3,282","1","0.03","67","0","0","0.00"
"11371  :  โรงพยาบาลชัยบุรี","0","250","204","0","0.00","78","0","0","0.00"
"11459  :  โรงพยาบาลสมเด็จพระยุพราชเวียงสระ","0","1,251","1,085","1,059","84.65","1","0","0","0.00"
"11654  :  โรงพยาบาลวิภาวดี","0","336","255","0","0.00","0","0","0","0.00"
"12289  :  โรงพยาบาลสวนสราญรมย์","0","0","0","0","0.00","0","0","0","0.00"
"14138  :  โรงพยาบาลท่าโรงช้าง","0","464","438","0","0.00","49","0","0","0.00"
"14203  :  โรงพยาบาลมะเร็งสุราษฎร์ธานี","0","0","0","0","0.00","0","0","0","0.00"
"14862  :  โรงพยาบาลกองบิน7","0","99","4","0","0.00","0","0","0","0.00"
"14901  :  โรงพยาบาลค่ายวิภาวดีรังสิต","0","134","2","1","0.75","0","0","0","0.00"
"40915  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้","0","0","0","0","0.00","0","0","0","0.00"
"10743  :  โรงพยาบาลระนอง","0","0","0","0","0.00","0","0","0","0.00"
"11323  :  โรงพยาบาลละอุ่น","0","161","76","0","0.00","7","0","0","0.00"
"11372  :  โรงพยาบาลกะเปอร์","0","1,012","978","0","0.00","42","0","0","0.00"
"11373  :  โรงพยาบาลกระบุรี","0","1,193","1,108","0","0.00","39","0","0","0.00"
"11374  :  โรงพยาบาลสุขสำราญ","0","288","275","0","0.00","15","0","0","0.00"
"10744  :  โรงพยาบาลชุมพรเขตรอุดมศักดิ์","0","0","0","0","0.00","0","0","0","0.00"
"11375  :  โรงพยาบาลปากน้ำชุมพร","0","1,965","117","0","0.00","55","0","0","0.00"
"11376  :  โรงพยาบาลท่าแซะ","0","247","143","0","0.00","4","0","0","0.00"
"11377  :  โรงพยาบาลปะทิว","0","469","443","0","0.00","111","2","0","0.00"
"11378  :  โรงพยาบาลมาบอำมฤต","0","1,198","1,149","0","0.00","84","14","13","92.86"
"11379  :  โรงพยาบาลหลังสวน","0","1,249","1,160","0","0.00","17","1","1","100.00"
"11380  :  โรงพยาบาลปากน้ำหลังสวน","0","1,259","1,213","0","0.00","2","0","0","0.00"
"11381  :  โรงพยาบาลละแม","0","1,238","1,209","0","0.00","12","0","0","0.00"
"11382  :  โรงพยาบาลพะโต๊ะ","0","1,300","1,270","0","0.00","135","1","1","100.00"
"11383  :  โรงพยาบาลสวี","0","1,518","625","0","0.00","6","1","1","100.00"
"11385  :  โรงพยาบาลทุ่งตะโก","0","1,047","1,017","0","0.00","323","1","0","0.00"
"11525  :  โรงพยาบาลค่ายเขตอุดมศักดิ์","0","361","6","0","0.00","0","0","0","0.00"
"10682  :  โรงพยาบาลหาดใหญ่","0","0","0","0","0.00","0","0","0","0.00"
"10745  :  โรงพยาบาลสงขลา","0","0","0","0","0.00","0","0","0","0.00"
"11386  :  โรงพยาบาลสทิงพระ","0","0","0","0","0.00","0","0","0","0.00"
"11387  :  โรงพยาบาลจะนะ","0","0","0","0","0.00","0","0","0","0.00"
"11388  :  โรงพยาบาลสมเด็จพระบรมราชินีนาถ ณ  อำเภอนาทวี","0","0","0","0","0.00","0","0","0","0.00"
"11390  :  โรงพยาบาลเทพา","0","0","0","0","0.00","0","0","0","0.00"
"11391  :  โรงพยาบาลสะบ้าย้อย","0","0","0","0","0.00","0","0","0","0.00"
"11392  :  โรงพยาบาลระโนด","0","0","0","0","0.00","0","0","0","0.00"
"11393  :  โรงพยาบาลกระแสสินธุ์","0","0","0","0","0.00","0","0","0","0.00"
"11394  :  โรงพยาบาลรัตภูมิ","0","0","0","0","0.00","0","0","0","0.00"
"11395  :  โรงพยาบาลสะเดา","0","0","0","0","0.00","0","0","0","0.00"
"11396  :  โรงพยาบาลนาหม่อม","0","0","0","0","0.00","0","0","0","0.00"
"11397  :  โรงพยาบาลควนเนียง","0","0","0","0","0.00","0","0","0","0.00"
"11398  :  โรงพยาบาลปาดังเบซาร์","0","0","0","0","0.00","0","0","0","0.00"
"11399  :  โรงพยาบาลบางกล่ำ","0","0","0","0","0.00","0","0","0","0.00"
"11400  :  โรงพยาบาลสิงหนคร","0","0","0","0","0.00","0","0","0","0.00"
"11401  :  โรงพยาบาลคลองหอยโข่ง","0","0","0","0","0.00","0","0","0","0.00"
"12290  :  โรงพยาบาลจิตเวชสงขลาราชนครินทร์","0","0","0","0","0.00","0","0","0","0.00"
"14194  :  โรงพยาบาลธัญญารักษ์สงขลา","0","0","0","0","0.00","0","0","0","0.00"
"10746  :  โรงพยาบาลสตูล","0","0","0","0","0.00","0","0","0","0.00"
"11402  :  โรงพยาบาลควนโดน","0","754","700","0","0.00","59","8","5","62.50"
"11403  :  โรงพยาบาลควนกาหลง","0","746","664","0","0.00","0","0","0","0.00"
"11404  :  โรงพยาบาลท่าแพ","0","0","0","0","0.00","0","0","0","0.00"
"11405  :  โรงพยาบาลละงู","0","0","0","0","0.00","0","0","0","0.00"
"11406  :  โรงพยาบาลทุ่งหว้า","0","635","630","0","0.00","8","0","0","0.00"
"28786  :  โรงพยาบาลมะนัง","0","327","314","0","0.00","0","0","0","0.00"
"10683  :  โรงพยาบาลตรัง","0","0","0","0","0.00","0","0","0","0.00"
"11407  :  โรงพยาบาลกันตัง","0","723","469","0","0.00","63","0","0","0.00"
"11408  :  โรงพยาบาลย่านตาขาว","0","1,749","1,705","0","0.00","354","7","7","100.00"
"11409  :  โรงพยาบาลปะเหลียน","0","0","0","0","0.00","0","0","0","0.00"
"11410  :  โรงพยาบาลสิเกา","0","763","587","0","0.00","44","1","1","100.00"
"11411  :  โรงพยาบาลห้วยยอด","0","0","0","0","0.00","0","0","0","0.00"
"11412  :  โรงพยาบาลวังวิเศษ","0","895","323","0","0.00","17","0","0","0.00"
"11413  :  โรงพยาบาลนาโยง","0","0","0","0","0.00","0","0","0","0.00"
"12226  :  โรงพยาบาลวัฒนแพทย์","0","0","0","0","0.00","0","0","0","0.00"
"12230  :  โรงพยาบาล ทีอาร์พีเอช โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0.00","0","0","0","0.00"
