"โรงพยาบาล","ภาคเรียนที่ 1","ภาคเรียนที่ 2"
"เตรียมอนุบาล","อนุบาล 1","อนุบาล 2","อนุบาล 3","ประถม1","ประถม2","ประถม3","ประถม4","ประถม5","ประถม6","มัธยม1","มัธยม2","มัธยม3","เตรียมอนุบาล","อนุบาล 1","อนุบาล 2","อนุบาล 3","ประถม1","ประถม2","ประถม3","ประถม4","ประถม5","ประถม6","มัธยม1","มัธยม2","มัธยม3"
"ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง","ชาย","หญิง"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","0","0","5","4","8","2","2","4","26","23","20","18","24","13","16","21","12","23","18","16","33","18","38","30","37","34","0","0","62","70","44","38","55","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","0","0","48","50","38","46","47","41","55","33","30","25","40","26","40","28","45","30","30","26","0","0","0","0","0","0","0","0","118","109","112","134","151","141","156","168","145","142","148","150","140","154","151","162","138","160","253","231","217","214","192","219"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11322  :  โรงพยาบาลพรหมคีรี","63","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108","100","92","84","84","79","21","18","11","14","15","20","12","12","14","13","15","10","6","8","5","8","72","29"
"11324  :  โรงพยาบาลลานสะกา","107","93","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","46","53","45","51","51","26","36","27","34","30","22","33","28","34","32","30","43","96","123","101","103","66","92"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","94","92","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","11","31","33","47","43","54","49","67","64","63","66","57","46","45","57","45","40","174","183","174","203","136","204"
"11326  :  โรงพยาบาลพิปูน","82","79","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","10","6","8","8","36","24","39","36","26","37","41","24","40","27","30","31","0","0","0","0","0","0"
"11327  :  โรงพยาบาลเชียรใหญ่","45","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54","60","66","64","83","50","72","53","41","44","52","44","59","42","54","52","71","55","41","27","41","41","143","66"
"11328  :  โรงพยาบาลชะอวด","86","110","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","77","92","101","101","125","107","175","142","150","158","168","151","168","163","179","199","187","171","347","318","314","318","507","368"
"11329  :  โรงพยาบาลท่าศาลา","404","399","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","158","161","165","179","329","295","325","328","307","307","330","316","348","300","369","337","271","316","402","421","358","384","440","419"
"11330  :  โรงพยาบาลทุ่งสง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11331  :  โรงพยาบาลนาบอน","39","34","14","19","22","13","10","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","32","36","35","60","41","33","34","31","29","27","27","36","35","44","34","36","30","97","115","89","105","146","115"
"11332  :  โรงพยาบาลทุ่งใหญ่","110","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","119","110","168","167","188","210","206","210","190","195","204","167","184","190","195","156","160","168","197","217","172","190","137","159"
"11333  :  โรงพยาบาลปากพนัง","77","80","51","55","67","57","56","71","150","135","135","122","144","126","170","138","151","147","134","161","0","0","0","0","0","0","0","0","212","211","225","189","255","200","104","129","118","107","118","103","100","115","123","106","93","91","323","381","325","376","268","333"
"11334  :  โรงพยาบาลร่อนพิบูลย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11335  :  โรงพยาบาลสิชล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","106","98","94","108","99","99","164","186","137","162","144","127","182","132","146","147","131","142","37","16","28","22","20","14"
"11336  :  โรงพยาบาลขนอม","62","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58","58","95","109","140","137","180","140","109","151","125","139","131","128","150","170","142","113","97","83","77","83","139","100"
"11337  :  โรงพยาบาลหัวไทร","32","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","13","20","26","39","25","33","19","28","32","28","25","18","31","38","16","25","26","0","0","0","0","0","0"
"11338  :  โรงพยาบาลบางขัน","86","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","34","81","82","94","83","105","89","114","84","94","78","93","87","79","81","66","61","130","108","103","148","87","101"
"11339  :  โรงพยาบาลถ้ำพรรณรา","30","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","17","20","22","30","24","23","17","27","25","34","26","26","26","34","30","2","3","7","3","41","25"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","14","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","6","6","9","10","5","3","11","12","10","5","12","11","9","11","291","203","262","206","248","186"
"11660  :  โรงพยาบาลจุฬาภรณ์","20","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","7","10","12","13","17","25","18","22","13","18","19","22","20","33","10","21","12","59","51","48","35","36","46"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","54","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","7","10","11","13","4","11","8","9","8","9","7","4","10","13","2","0","0","0","0","0","0"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","0","0","244","239","265","255","380","395","759","738","674","710","642","730","642","744","718","711","695","715","164","213","159","202","140","207","0","0","759","709","810","785","933","836","894","865","874","785","909","808","872","868","832","838","871","832","1,216","1,405","1,127","1,319","1,000","1,355"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","15","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","8","12","11","6","6","18","19","15","15","21","19","16","15","15","10","17","17","115","118","115","105","180","154"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","73","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","20","29","26","38","29","38","45","47","40","49","44","49","45","45","49","39","40","64","50","60","45","57","60"
"40742  :  โรงพยาบาลนบพิตำ","41","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","1","39","37","32","26","44","36","38","33","36","35","40","34","71","56","68","63","50","60"
"40743  :  โรงพยาบาลพระพรหม","27","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","14","7","5","5","1","3","4","5","3","5","4","7","8","3","6","5","1","0","0","0","0","0","0"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10738  :  โรงพยาบาลกระบี่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11340  :  โรงพยาบาลเขาพนม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","37","69","64","79","87","122","111","101","82","122","109","114","100","128","119","122","104","189","174","180","187","150","136"
"11341  :  โรงพยาบาลเกาะลันตา","14","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","6","37","47","58","50","56","44","41","74","58","40","43","45","45","66","42","38","35","37","37","37","20","22"
"11342  :  โรงพยาบาลคลองท่อม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11343  :  โรงพยาบาลอ่าวลึก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11344  :  โรงพยาบาลปลายพระยา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11345  :  โรงพยาบาลลำทับ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","56","77","77","132","119","149","149","181","154","163","156","171","145","165","141","144","147","74","91","73","73","82","89"
"11346  :  โรงพยาบาลเหนือคลอง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77753  :  โรงพยาบาลเกาะพีพี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","10","13","10","13","17","11","10","10","11","7","12","5","10","8","11","7","7","3","3","7","3"
"10739  :  โรงพยาบาลพังงา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10740  :  โรงพยาบาลตะกั่วป่า","0","0","104","113","106","108","141","149","141","118","123","126","131","131","162","142","141","142","144","164","162","151","137","129","119","136","0","0","66","56","85","58","101","69","87","80","88","75","76","74","82","68","83","81","71","73","0","0","0","0","0","0"
"11347  :  โรงพยาบาลเกาะยาวชัยพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","5","7","4","39","34","48","38","35","31","47","37","44","34","44","41","48","33","34","51","19","24"
"11348  :  โรงพยาบาลกะปงชัยพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","31","25","24","24","30","23","18","30","34","21","32","30","36","31","26","30","19","38","31","29","25","25"
"11349  :  โรงพยาบาลตะกั่วทุ่ง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","42","60","42","62","63","100","80","75","81","115","82","115","104","101","101","112","107","75","64","69","62","45","75"
"11350  :  โรงพยาบาลบางไทร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","3","1","2","0","2","1","14","5","10","4","9","8"
"11352  :  โรงพยาบาลคุระบุรีชัยพัฒน์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61","46","57","75","93","92","110","79","69","78","93","71","113","71","90","74","64","70","85","73","84","86","84","87"
"11353  :  โรงพยาบาลทับปุด","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","24","50","47","60","65","84","86","73","63","78","50","73","72","81","65","67","65","0","0","0","0","0","0"
"11354  :  โรงพยาบาลท้ายเหมืองชัยพัฒน์","0","0","35","41","35","31","38","49","17","14","13","14","11","11","7","7","6","8","4","10","0","0","0","0","0","0","0","0","12","12","33","29","32","29","80","75","67","61","61","64","87","81","88","62","78","69","7","12","6","2","6","7"
"10741  :  โรงพยาบาลวชิระภูเก็ต","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","21","0","0","0","0","277","166"
"11355  :  โรงพยาบาลป่าตอง","69","79","102","94","90","84","115","83","57","65","60","53","58","53","42","44","45","52","43","43","31","26","28","40","44","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11356  :  โรงพยาบาลถลาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24678  :  โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต","108","80","42","30","35","26","0","0","67","55","54","50","65","67","72","54","52","63","60","61","77","68","80","51","55","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41436  :  โรงพยาบาลฉลอง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"09192  :  โรงพยาบาลเกาะเต่า","41","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","22","27","17","28","18","20","19","12","19","10","12","14","13","17","15","9","6","14","10","16","5"
"10681  :  โรงพยาบาลสุราษฎร์ธานี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10742  :  โรงพยาบาลเกาะสมุย","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","107","97","112","103","107","108","102","98","81","87","76","77","46","72","73","77","58","83","424","416","360","385","422","392"
"11357  :  โรงพยาบาลกาญจนดิษฐ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11358  :  โรงพยาบาลดอนสัก","47","51","28","21","33","31","22","26","0","0","0","0","0","0","0","0","0","0","0","0","85","92","91","102","73","93","0","0","47","56","77","72","96","82","108","100","109","106","127","105","111","104","102","111","106","122","0","0","0","0","92","36"
"11359  :  โรงพยาบาลเกาะพงัน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","2","25","25","26","21","34","24","24","26","23","18","25","25","30","23","21","24","0","0","0","0","0","0"
"11360  :  โรงพยาบาลไชยา","30","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","31","45","39","79","72","100","86","75","73","73","70","80","59","71","75","49","75","170","185","152","179","287","215"
"11361  :  โรงพยาบาลท่าชนะ","75","96","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","42","34","48","33","37","46","42","30","63","45","58","41","67","40","41","48","115","128","128","142","139","146"
"11362  :  โรงพยาบาลคีรีรัฐนิคม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11363  :  โรงพยาบาลบ้านตาขุน","17","16","26","26","29","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","6","20","24","45","38","35","37","37","29","32","35","49","36","53","48","44","37","97","114","74","86","100","93"
"11364  :  โรงพยาบาลพนม","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","26","41","41","52","52","48","46","41","40","53","46","49","49","53","34","52","54","43","37","45","54","118","62"
"11365  :  โรงพยาบาลท่าฉาง","134","117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","5","8","12","7","9","53","31","35","34","36","37","45","30","30","44","33","36","0","0","0","0","0","0"
"11366  :  โรงพยาบาลบ้านนาสาร","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11367  :  โรงพยาบาลบ้านนาเดิม","31","22","39","34","53","51","56","56","58","65","68","55","56","65","65","78","83","58","58","55","47","50","37","46","40","47","0","0","50","48","57","52","55","34","4","5","5","5","6","5","4","5","7","3","14","8","51","36","29","34","88","55"
"11368  :  โรงพยาบาลเคียนซา","145","122","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74","74","96","113","100","104","141","166","146","153","168","137","142","142","153","129","143","112","133","136","107","156","217","161"
"11369  :  โรงพยาบาลพระแสง","23","7","38","46","29","28","33","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","20","48","39","57","41","78","58","75","61","59","83","94","83","80","75","74","68","149","197","113","167","240","250"
"11370  :  โรงพยาบาลพุนพิน","57","66","53","63","70","67","91","80","82","90","98","86","101","90","94","83","107","85","75","80","75","41","48","37","54","42","0","0","127","126","158","123","122","136","168","159","149","152","144","156","154","137","161","163","139","150","229","247","199","214","397","301"
"11371  :  โรงพยาบาลชัยบุรี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","24","23","26","22","17","16","23","23","18","30","16","22","14","22","19","35","30","20","21","16","13"
"11459  :  โรงพยาบาลสมเด็จพระยุพราชเวียงสระ","199","195","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54","43","33","36","46","56","39","38","50","24","38","36","46","33","43","34","24","32","54","40","26","22","38","31"
"11654  :  โรงพยาบาลวิภาวดี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","25","26","27","18","20","24","20","22","15","21","21","30","24","21","10","15","23","43","25","36","31","38","30"
"12289  :  โรงพยาบาลสวนสราญรมย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14138  :  โรงพยาบาลท่าโรงช้าง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","14","21","20","9","13","21","13","12","11","16","14","8","10","12","8","20","8","22","15","12","16","18","11"
"14203  :  โรงพยาบาลมะเร็งสุราษฎร์ธานี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14862  :  โรงพยาบาลกองบิน7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71","50","62","41","46","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14901  :  โรงพยาบาลค่ายวิภาวดีรังสิต","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","36","24","31","24","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40915  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10743  :  โรงพยาบาลระนอง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","113","105","171","161","170","156","206","222","185","214","202","194","204","190","194","210","229","209","185","194","176","175","158","133"
"11323  :  โรงพยาบาลละอุ่น","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11372  :  โรงพยาบาลกะเปอร์","48","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","8","58","39","50","68","78","75","64","67","70","65","79","56","82","54","64","62","80","68","74","79","122","86"
"11373  :  โรงพยาบาลกระบุรี","106","115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","25","42","33","47","52","73","77","78","74","71","75","62","78","82","83","80","84","98","109","87","122","167","141"
"11374  :  โรงพยาบาลสุขสำราญ","31","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","30","19","27","42","30","22","35","25","18","24","27","27","26","35","27","19","11","9","14","81","84"
"10744  :  โรงพยาบาลชุมพรเขตรอุดมศักดิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11375  :  โรงพยาบาลปากน้ำชุมพร","42","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","11","57","55","66","45","62","46","47","44","49","46","43","53","49","34","59","51","11","15","15","12","15","11"
"11376  :  โรงพยาบาลท่าแซะ","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","3","10","2","9","3","5","6","8","8","4","7","4","7","8","9","9","1","0","0","0","0","0","0"
"11377  :  โรงพยาบาลปะทิว","9","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","7","33","44","40","56","46","61","48","34","36","44","41","47","39","43","29","46","66","46","50","69","83","83"
"11378  :  โรงพยาบาลมาบอำมฤต","13","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","20","88","77","100","103","116","104","114","100","115","95","125","104","106","102","91","90","71","84","85","57","110","74"
"11379  :  โรงพยาบาลหลังสวน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","11","19","9","18","16","17","12","13","9","11","18","10","21","7","12","13","11","0","0","0","0","0","0"
"11380  :  โรงพยาบาลปากน้ำหลังสวน","22","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","8","31","23","34","31","38","24","17","29","35","27","41","27","30","27","27","29","37","30","27","19","26","26"
"11381  :  โรงพยาบาลละแม","60","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","30","33","44","47","21","19","16","27","25","22","20","28","16","13","24","23","13","0","0","0","0","0","0"
"11382  :  โรงพยาบาลพะโต๊ะ","98","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","26","34","24","39","31","59","77","63","66","82","60","64","58","44","48","48","56","45","49","50","55","35","42"
"11383  :  โรงพยาบาลสวี","22","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","37","115","101","119","111","113","128","107","89","108","121","122","99","112","111","101","117","186","225","182","231","172","195"
"11385  :  โรงพยาบาลทุ่งตะโก","68","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","25","47","53","48","52","43","43","35","37","41","42","32","40","38","39","29","40","118","99","78","83","83","65"
"11525  :  โรงพยาบาลค่ายเขตอุดมศักดิ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10682  :  โรงพยาบาลหาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10745  :  โรงพยาบาลสงขลา","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11386  :  โรงพยาบาลสทิงพระ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11387  :  โรงพยาบาลจะนะ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
