"โรงพยาบาล","ปีการศึกษา 2558 เทอม 2 ตค.-ธค.","ปีการศึกษา 2559 เทอม 1 พค.-กค."
"B","A","อัตรา(100)","B","A","อัตรา(100)"
"11319  :  โรงพยาบาลปราณบุรี","3","0","0.00","1","1","100.00"
"11320  :  โรงพยาบาลหัวหิน","0","0","0.00","5","0","0.00"
"11321  :  โรงพยาบาลสามร้อยยอด","170","40","23.53","930","147","15.81"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0.00","0","0","0.00"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","0","0","0.00","0","0","0.00"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","2","0","0.00","2,155","421","19.54"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","0","0","0.00","0","0","0.00"
"11322  :  โรงพยาบาลพรหมคีรี","40","6","15.00","170","37","21.76"
"11324  :  โรงพยาบาลลานสะกา","30","1","3.33","1","0","0.00"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","1","0","0.00","987","184","18.64"
"11326  :  โรงพยาบาลพิปูน","2","0","0.00","3","0","0.00"
"11327  :  โรงพยาบาลเชียรใหญ่","19","1","5.26","0","0","0.00"
"11328  :  โรงพยาบาลชะอวด","121","21","17.36","5","1","20.00"
"11329  :  โรงพยาบาลท่าศาลา","2","0","0.00","2","0","0.00"
"11330  :  โรงพยาบาลทุ่งสง","0","0","0.00","0","0","0.00"
"11331  :  โรงพยาบาลนาบอน","0","0","0.00","22","0","0.00"
"11332  :  โรงพยาบาลทุ่งใหญ่","441","61","13.83","398","30","7.54"
"11333  :  โรงพยาบาลปากพนัง","31","2","6.45","1","0","0.00"
"11334  :  โรงพยาบาลร่อนพิบูลย์","0","0","0.00","0","0","0.00"
"11335  :  โรงพยาบาลสิชล","798","168","21.05","3","2","66.67"
"11336  :  โรงพยาบาลขนอม","1","0","0.00","0","0","0.00"
"11337  :  โรงพยาบาลหัวไทร","91","3","3.30","624","63","10.10"
"11338  :  โรงพยาบาลบางขัน","0","0","0.00","588","95","16.16"
"11339  :  โรงพยาบาลถ้ำพรรณรา","0","0","0.00","287","65","22.65"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","0","0","0.00","1","0","0.00"
"11660  :  โรงพยาบาลจุฬาภรณ์","238","30","12.61","27","6","22.22"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","0","0","0.00","1","0","0.00"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","3","0","0.00","166","28","16.87"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","1","0","0.00","0","0","0.00"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","283","32","11.31","1,482","240","16.19"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00","0","0","0.00"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","0","0","0.00","0","0","0.00"
"40742  :  โรงพยาบาลนบพิตำ","0","0","0.00","88","14","15.91"
"40743  :  โรงพยาบาลพระพรหม","0","0","0.00","0","0","0.00"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0.00","0","0","0.00"
"10738  :  โรงพยาบาลกระบี่","0","0","0.00","0","0","0.00"
"11340  :  โรงพยาบาลเขาพนม","0","0","0.00","0","0","0.00"
"11341  :  โรงพยาบาลเกาะลันตา","0","0","0.00","0","0","0.00"
"11342  :  โรงพยาบาลคลองท่อม","0","0","0.00","0","0","0.00"
"11343  :  โรงพยาบาลอ่าวลึก","1","0","0.00","2,469","494","20.01"
"11344  :  โรงพยาบาลปลายพระยา","0","0","0.00","0","0","0.00"
"11345  :  โรงพยาบาลลำทับ","532","100","18.80","1,386","228","16.45"
"11346  :  โรงพยาบาลเหนือคลอง","0","0","0.00","0","0","0.00"
"77753  :  โรงพยาบาลเกาะพีพี","0","0","0.00","0","0","0.00"
"10739  :  โรงพยาบาลพังงา","0","0","0.00","0","0","0.00"
"10740  :  โรงพยาบาลตะกั่วป่า","12","2","16.67","1,183","31","2.62"
"11347  :  โรงพยาบาลเกาะยาวชัยพัฒน์","54","9","16.67","628","106","16.88"
"11348  :  โรงพยาบาลกะปงชัยพัฒน์","1","0","0.00","5","0","0.00"
"11349  :  โรงพยาบาลตะกั่วทุ่ง","5","1","20.00","1","0","0.00"
"11350  :  โรงพยาบาลบางไทร","0","0","0.00","1","0","0.00"
"11352  :  โรงพยาบาลคุระบุรีชัยพัฒน์","360","94","26.11","986","195","19.78"
"11353  :  โรงพยาบาลทับปุด","128","31","24.22","816","148","18.14"
"11354  :  โรงพยาบาลท้ายเหมืองชัยพัฒน์","2","0","0.00","3","0","0.00"
"10741  :  โรงพยาบาลวชิระภูเก็ต","308","66","21.43","4,453","1,127","25.31"
"11355  :  โรงพยาบาลป่าตอง","4","0","0.00","3","0","0.00"
"11356  :  โรงพยาบาลถลาง","1","0","0.00","1","0","0.00"
"24678  :  โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต","0","0","0.00","222","2","0.90"
"41436  :  โรงพยาบาลฉลอง","0","0","0.00","0","0","0.00"
"09192  :  โรงพยาบาลเกาะเต่า","47","7","14.89","41","1","2.44"
"10681  :  โรงพยาบาลสุราษฎร์ธานี","92","0","0.00","4","1","25.00"
"10742  :  โรงพยาบาลเกาะสมุย","446","126","28.25","2,224","488","21.94"
"11357  :  โรงพยาบาลกาญจนดิษฐ์","0","0","0.00","0","0","0.00"
"11358  :  โรงพยาบาลดอนสัก","14","0","0.00","2","0","0.00"
"11359  :  โรงพยาบาลเกาะพงัน","2","1","50.00","261","65","24.90"
"11360  :  โรงพยาบาลไชยา","346","103","29.77","1,479","425","28.74"
"11361  :  โรงพยาบาลท่าชนะ","0","0","0.00","0","0","0.00"
"11362  :  โรงพยาบาลคีรีรัฐนิคม","0","0","0.00","1","0","0.00"
"11363  :  โรงพยาบาลบ้านตาขุน","103","21","20.39","595","107","17.98"
"11364  :  โรงพยาบาลพนม","0","0","0.00","0","0","0.00"
"11365  :  โรงพยาบาลท่าฉาง","107","22","20.56","468","98","20.94"
"11366  :  โรงพยาบาลบ้านนาสาร","2","0","0.00","0","0","0.00"
"11367  :  โรงพยาบาลบ้านนาเดิม","2","0","0.00","990","247","24.95"
"11368  :  โรงพยาบาลเคียนซา","1,234","188","15.24","277","23","8.30"
"11369  :  โรงพยาบาลพระแสง","2","0","0.00","1,547","298","19.26"
"11370  :  โรงพยาบาลพุนพิน","30","3","10.00","1","0","0.00"
"11371  :  โรงพยาบาลชัยบุรี","72","10","13.89","417","68","16.31"
"11459  :  โรงพยาบาลสมเด็จพระยุพราชเวียงสระ","59","10","16.95","1","0","0.00"
"11654  :  โรงพยาบาลวิภาวดี","73","12","16.44","225","44","19.56"
"12289  :  โรงพยาบาลสวนสราญรมย์","0","0","0.00","0","0","0.00"
"14138  :  โรงพยาบาลท่าโรงช้าง","173","29","16.76","183","34","18.58"
"14203  :  โรงพยาบาลมะเร็งสุราษฎร์ธานี","0","0","0.00","0","0","0.00"
"14862  :  โรงพยาบาลกองบิน7","0","0","0.00","0","0","0.00"
"14901  :  โรงพยาบาลค่ายวิภาวดีรังสิต","1","0","0.00","41","2","4.88"
"40915  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้","0","0","0.00","0","0","0.00"
"10743  :  โรงพยาบาลระนอง","0","0","0.00","1","0","0.00"
"11323  :  โรงพยาบาลละอุ่น","0","0","0.00","5","1","20.00"
"11372  :  โรงพยาบาลกะเปอร์","14","2","14.29","757","102","13.47"
"11373  :  โรงพยาบาลกระบุรี","1","0","0.00","0","0","0.00"
"11374  :  โรงพยาบาลสุขสำราญ","4","0","0.00","235","22","9.36"
"10744  :  โรงพยาบาลชุมพรเขตรอุดมศักดิ์","4","1","25.00","2","0","0.00"
"11375  :  โรงพยาบาลปากน้ำชุมพร","8","3","37.50","615","111","18.05"
"11376  :  โรงพยาบาลท่าแซะ","11","0","0.00","130","9","6.92"
"11377  :  โรงพยาบาลปะทิว","1","0","0.00","681","118","17.33"
"11378  :  โรงพยาบาลมาบอำมฤต","0","0","0.00","598","106","17.73"
"11379  :  โรงพยาบาลหลังสวน","1","0","0.00","19","1","5.26"
"11380  :  โรงพยาบาลปากน้ำหลังสวน","0","0","0.00","0","0","0.00"
"11381  :  โรงพยาบาลละแม","105","16","15.24","1,164","205","17.61"
"11382  :  โรงพยาบาลพะโต๊ะ","1","1","100.00","422","51","12.09"
"11383  :  โรงพยาบาลสวี","70","9","12.86","2,388","625","26.17"
"11385  :  โรงพยาบาลทุ่งตะโก","20","3","15.00","480","115","23.96"
"11525  :  โรงพยาบาลค่ายเขตอุดมศักดิ์","0","0","0.00","0","0","0.00"
"10682  :  โรงพยาบาลหาดใหญ่","6,513","1,160","17.81","534","108","20.22"
"10745  :  โรงพยาบาลสงขลา","6","0","0.00","6","0","0.00"
"11386  :  โรงพยาบาลสทิงพระ","0","0","0.00","0","0","0.00"
"11387  :  โรงพยาบาลจะนะ","0","0","0.00","0","0","0.00"
"11388  :  โรงพยาบาลสมเด็จพระบรมราชินีนาถ ณ  อำเภอนาทวี","0","0","0.00","0","0","0.00"
"11390  :  โรงพยาบาลเทพา","0","0","0.00","0","0","0.00"
"11391  :  โรงพยาบาลสะบ้าย้อย","0","0","0.00","0","0","0.00"
"11392  :  โรงพยาบาลระโนด","0","0","0.00","0","0","0.00"
"11393  :  โรงพยาบาลกระแสสินธุ์","0","0","0.00","0","0","0.00"
"11394  :  โรงพยาบาลรัตภูมิ","0","0","0.00","0","0","0.00"
"11395  :  โรงพยาบาลสะเดา","3","0","0.00","4","1","25.00"
"11396  :  โรงพยาบาลนาหม่อม","0","0","0.00","0","0","0.00"
"11397  :  โรงพยาบาลควนเนียง","0","0","0.00","0","0","0.00"
"11398  :  โรงพยาบาลปาดังเบซาร์","2","0","0.00","0","0","0.00"
"11399  :  โรงพยาบาลบางกล่ำ","0","0","0.00","0","0","0.00"
"11400  :  โรงพยาบาลสิงหนคร","0","0","0.00","0","0","0.00"
"11401  :  โรงพยาบาลคลองหอยโข่ง","0","0","0.00","0","0","0.00"
"12290  :  โรงพยาบาลจิตเวชสงขลาราชนครินทร์","0","0","0.00","0","0","0.00"
"14194  :  โรงพยาบาลธัญญารักษ์สงขลา","0","0","0.00","0","0","0.00"
"10746  :  โรงพยาบาลสตูล","1","0","0.00","0","0","0.00"
"11402  :  โรงพยาบาลควนโดน","1","0","0.00","0","0","0.00"
"11403  :  โรงพยาบาลควนกาหลง","73","14","19.18","698","104","14.90"
"11404  :  โรงพยาบาลท่าแพ","0","0","0.00","0","0","0.00"
"11405  :  โรงพยาบาลละงู","0","0","0.00","0","0","0.00"
"11406  :  โรงพยาบาลทุ่งหว้า","119","26","21.85","668","116","17.37"
"28786  :  โรงพยาบาลมะนัง","0","0","0.00","115","15","13.04"
"10683  :  โรงพยาบาลตรัง","0","0","0.00","0","0","0.00"
"11407  :  โรงพยาบาลกันตัง","13","0","0.00","2","0","0.00"
"11408  :  โรงพยาบาลย่านตาขาว","263","64","24.33","708","122","17.23"
"11409  :  โรงพยาบาลปะเหลียน","0","0","0.00","0","0","0.00"
"11410  :  โรงพยาบาลสิเกา","16","4","25.00","909","166","18.26"
"11411  :  โรงพยาบาลห้วยยอด","0","0","0.00","0","0","0.00"
"11412  :  โรงพยาบาลวังวิเศษ","0","0","0.00","90","9","10.00"
"11413  :  โรงพยาบาลนาโยง","0","0","0.00","0","0","0.00"
"12226  :  โรงพยาบาลวัฒนแพทย์","0","0","0.00","0","0","0.00"
"12230  :  โรงพยาบาล ทีอาร์พีเอช โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"13755  :  โรงพยาบาลโรคผิวหนังเขตร้อนภาคใต้ จังหวัดตรัง","0","0","0.00","0","0","0.00"
"14139  :  โรงพยาบาลรัษฎา","2","0","0.00","3","1","33.33"
"28817  :  โรงพยาบาลหาดสำราญเฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00"
"10747  :  โรงพยาบาลพัทลุง","961","165","17.17","928","188","20.26"
"11414  :  โรงพยาบาลกงหรา","30","5","16.67","463","54","11.66"
"11415  :  โรงพยาบาลเขาชัยสน","840","129","15.36","700","120","17.14"
"11416  :  โรงพยาบาลตะโหมด","61","9","14.75","1,056","239","22.63"
"11417  :  โรงพยาบาลควนขนุน","183","2","1.09","1,554","290","18.66"
"11418  :  โรงพยาบาลปากพะยูน","0","0","0.00","0","0","0.00"
"11419  :  โรงพยาบาลศรีบรรพต","422","60","14.22","787","104","13.21"
"11420  :  โรงพยาบาลป่าบอน","0","0","0.00","265","47","17.74"
"11421  :  โรงพยาบาลบางแก้ว","162","27","16.67","194","31","15.98"
"11422  :  โรงพยาบาลป่าพะยอม","939","158","16.83","81","10","12.35"
"24673  :  โรงพยาบาลศรีนครินทร์(ปัญญานันทภิขุ)","28","0","0.00","1","0","0.00"
"10748  :  โรงพยาบาลปัตตานี","10","0","0.00","18","0","0.00"
"11423  :  โรงพยาบาลโคกโพธิ์","0","0","0.00","1","0","0.00"
"11424  :  โรงพยาบาลหนองจิก","9","0","0.00","294","13","4.42"
"11425  :  โรงพยาบาลปะนาเระ","0","0","0.00","0","0","0.00"
"11426  :  โรงพยาบาลมายอ","0","0","0.00","0","0","0.00"
"11427  :  โรงพยาบาลทุ่งยางแดง","0","0","0.00","0","0","0.00"
"11428  :  โรงพยาบาลไม้แก่น","23","0","0.00","0","0","0.00"
"11429  :  โรงพยาบาลยะหริ่ง","0","0","0.00","1","0","0.00"
"11430  :  โรงพยาบาลยะรัง","0","0","0.00","0","0","0.00"
"11431  :  โรงพยาบาลแม่ลาน","0","0","0.00","0","0","0.00"
"11460  :  โรงพยาบาลสมเด็จพระยุพราชสายบุรี","0","0","0.00","0","0","0.00"
"11464  :  โรงพยาบาลกะพ้อ","0","0","0.00","0","0","0.00"
"11529  :  โรงพยาบาลค่ายอิงคยุทธบริหาร","0","0","0.00","0","0","0.00"
"14195  :  โรงพยาบาลธัญญรักษ์ปัตตานี","0","0","0.00","0","0","0.00"
"10684  :  โรงพยาบาลยะลา","3","0","0.00","24","8","33.33"
"10749  :  โรงพยาบาลเบตง","0","0","0.00","1","1","100.00"
"11432  :  โรงพยาบาลบันนังสตา","0","0","0.00","0","0","0.00"
"11433  :  โรงพยาบาลธารโต","259","17","6.56","5","0","0.00"
"11434  :  โรงพยาบาลรามัน","70","3","4.29","230","13","5.65"
"11461  :  โรงพยาบาลสมเด็จพระยุพราชยะหา","15","0","0.00","578","8","1.38"
"12238  :  โรงพยาบาลสิโรรส","0","0","0.00","0","0","0.00"
"13806  :  โรงพยาบาลกาบัง","1","0","0.00","20","1","5.00"
"14663  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 12","2","0","0.00","1","0","0.00"
"24689  :  โรงพยาบาลกรงปินัง","0","0","0.00","0","0","0.00"
"10750  :  โรงพยาบาลนราธิวาสราชนครินทร์","0","0","0.00","1","0","0.00"
"10751  :  โรงพยาบาลสุไหงโก-ลก","40","3","7.50","539","94","17.44"
"11435  :  โรงพยาบาลตากใบ","179","15","8.38","2,891","236","8.16"
"11436  :  โรงพยาบาลบาเจาะ","60","0","0.00","1,376","61","4.43"
"11437  :  โรงพยาบาลระแงะ","10","0","0.00","2,338","159","6.80"
"11438  :  โรงพยาบาลรือเสาะ","3","0","0.00","21","0","0.00"
"11439  :  โรงพยาบาลศรีสาคร","4","0","0.00","2","0","0.00"
"11440  :  โรงพยาบาลแว้ง","89","5","5.62","1,036","34","3.28"
"11441  :  โรงพยาบาลสุคิริน","0","0","0.00","114","22","19.30"
"11442  :  โรงพยาบาลสุไหงปาดี","163","5","3.07","743","47","6.33"
"13818  :  โรงพยาบาลจะแนะ","3","0","0.00","1","0","0.00"
"15010  :  โรงพยาบาลเจาะไอร้อง","14","0","0.00","215","9","4.19"
"23771  :  โรงพยาบาลยี่งอเฉลิมพระเกียรติ 80 พรรษา","6","0","0.00","165","11","6.67"
