"โรงพยาบาล","ปีการศึกษา 2559 เทอม 2 ตค.-ธค.","ปีการศึกษา 2560 เทอม 1 พค.-กค."
"B","A","อัตรา(100)","B","A","อัตรา(100)"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0.00","0","0","0.00"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","0","0","0.00","0","0","0.00"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","34","1","2.94","0","0","0.00"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","0","0","0.00","0","0","0.00"
"11322  :  โรงพยาบาลพรหมคีรี","0","0","0.00","0","0","0.00"
"11324  :  โรงพยาบาลลานสะกา","440","48","10.91","0","0","0.00"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","63","17","26.98","0","0","0.00"
"11326  :  โรงพยาบาลพิปูน","2","1","50.00","0","0","0.00"
"11327  :  โรงพยาบาลเชียรใหญ่","11","0","0.00","0","0","0.00"
"11328  :  โรงพยาบาลชะอวด","540","87","16.11","0","0","0.00"
"11329  :  โรงพยาบาลท่าศาลา","2,444","354","14.48","0","0","0.00"
"11330  :  โรงพยาบาลทุ่งสง","0","0","0.00","0","0","0.00"
"11331  :  โรงพยาบาลนาบอน","0","0","0.00","0","0","0.00"
"11332  :  โรงพยาบาลทุ่งใหญ่","429","65","15.15","0","0","0.00"
"11333  :  โรงพยาบาลปากพนัง","166","21","12.65","0","0","0.00"
"11334  :  โรงพยาบาลร่อนพิบูลย์","0","0","0.00","0","0","0.00"
"11335  :  โรงพยาบาลสิชล","1,277","307","24.04","0","0","0.00"
"11336  :  โรงพยาบาลขนอม","0","0","0.00","0","0","0.00"
"11337  :  โรงพยาบาลหัวไทร","369","21","5.69","0","0","0.00"
"11338  :  โรงพยาบาลบางขัน","2","0","0.00","0","0","0.00"
"11339  :  โรงพยาบาลถ้ำพรรณรา","2","1","50.00","0","0","0.00"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","0","0","0.00","0","0","0.00"
"11660  :  โรงพยาบาลจุฬาภรณ์","51","10","19.61","0","0","0.00"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","2","0","0.00","0","0","0.00"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","514","51","9.92","0","0","0.00"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","0","0","0.00","0","0","0.00"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","3","0","0.00","0","0","0.00"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00","0","0","0.00"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","0","0","0.00","0","0","0.00"
"40742  :  โรงพยาบาลนบพิตำ","0","0","0.00","0","0","0.00"
"40743  :  โรงพยาบาลพระพรหม","5","0","0.00","0","0","0.00"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0.00","0","0","0.00"
"10738  :  โรงพยาบาลกระบี่","0","0","0.00","0","0","0.00"
"11340  :  โรงพยาบาลเขาพนม","0","0","0.00","0","0","0.00"
"11341  :  โรงพยาบาลเกาะลันตา","0","0","0.00","0","0","0.00"
"11342  :  โรงพยาบาลคลองท่อม","0","0","0.00","0","0","0.00"
"11343  :  โรงพยาบาลอ่าวลึก","1,910","346","18.12","0","0","0.00"
"11344  :  โรงพยาบาลปลายพระยา","0","0","0.00","0","0","0.00"
"11345  :  โรงพยาบาลลำทับ","1,468","200","13.62","0","0","0.00"
"11346  :  โรงพยาบาลเหนือคลอง","0","0","0.00","0","0","0.00"
"77753  :  โรงพยาบาลเกาะพีพี","0","0","0.00","0","0","0.00"
"10739  :  โรงพยาบาลพังงา","0","0","0.00","0","0","0.00"
"10740  :  โรงพยาบาลตะกั่วป่า","104","14","13.46","0","0","0.00"
"11347  :  โรงพยาบาลเกาะยาวชัยพัฒน์","678","104","15.34","0","0","0.00"
"11348  :  โรงพยาบาลกะปงชัยพัฒน์","0","0","0.00","0","0","0.00"
"11349  :  โรงพยาบาลตะกั่วทุ่ง","4","0","0.00","0","0","0.00"
"11350  :  โรงพยาบาลบางไทร","0","0","0.00","0","0","0.00"
"11352  :  โรงพยาบาลคุระบุรีชัยพัฒน์","835","173","20.72","0","0","0.00"
"11353  :  โรงพยาบาลทับปุด","766","154","20.10","0","0","0.00"
"11354  :  โรงพยาบาลท้ายเหมืองชัยพัฒน์","1,283","229","17.85","0","0","0.00"
"10741  :  โรงพยาบาลวชิระภูเก็ต","8,193","1,944","23.73","0","0","0.00"
"11355  :  โรงพยาบาลป่าตอง","1,042","243","23.32","0","0","0.00"
"11356  :  โรงพยาบาลถลาง","0","0","0.00","0","0","0.00"
"24678  :  โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต","1,076","175","16.26","0","0","0.00"
"41436  :  โรงพยาบาลฉลอง","0","0","0.00","0","0","0.00"
"09192  :  โรงพยาบาลเกาะเต่า","258","56","21.71","0","0","0.00"
"10681  :  โรงพยาบาลสุราษฎร์ธานี","3","0","0.00","0","0","0.00"
"10742  :  โรงพยาบาลเกาะสมุย","446","96","21.52","0","0","0.00"
"11357  :  โรงพยาบาลกาญจนดิษฐ์","0","0","0.00","0","0","0.00"
"11358  :  โรงพยาบาลดอนสัก","531","117","22.03","0","0","0.00"
"11359  :  โรงพยาบาลเกาะพงัน","3","1","33.33","0","0","0.00"
"11360  :  โรงพยาบาลไชยา","1,110","328","29.55","0","0","0.00"
"11361  :  โรงพยาบาลท่าชนะ","0","0","0.00","0","0","0.00"
"11362  :  โรงพยาบาลคีรีรัฐนิคม","51","1","1.96","0","0","0.00"
"11363  :  โรงพยาบาลบ้านตาขุน","536","109","20.34","0","0","0.00"
"11364  :  โรงพยาบาลพนม","1","0","0.00","0","0","0.00"
"11365  :  โรงพยาบาลท่าฉาง","494","107","21.66","0","0","0.00"
"11366  :  โรงพยาบาลบ้านนาสาร","0","0","0.00","0","0","0.00"
"11367  :  โรงพยาบาลบ้านนาเดิม","686","165","24.05","0","0","0.00"
"11368  :  โรงพยาบาลเคียนซา","105","22","20.95","0","0","0.00"
"11369  :  โรงพยาบาลพระแสง","632","116","18.35","0","0","0.00"
"11370  :  โรงพยาบาลพุนพิน","2","0","0.00","0","0","0.00"
"11371  :  โรงพยาบาลชัยบุรี","376","81","21.54","0","0","0.00"
"11459  :  โรงพยาบาลสมเด็จพระยุพราชเวียงสระ","1","0","0.00","0","0","0.00"
"11654  :  โรงพยาบาลวิภาวดี","6","1","16.67","0","0","0.00"
"12289  :  โรงพยาบาลสวนสราญรมย์","0","0","0.00","0","0","0.00"
"14138  :  โรงพยาบาลท่าโรงช้าง","188","34","18.09","0","0","0.00"
"14203  :  โรงพยาบาลมะเร็งสุราษฎร์ธานี","0","0","0.00","0","0","0.00"
"14862  :  โรงพยาบาลกองบิน7","0","0","0.00","0","0","0.00"
"14901  :  โรงพยาบาลค่ายวิภาวดีรังสิต","0","0","0.00","0","0","0.00"
"40915  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้","0","0","0.00","0","0","0.00"
"10743  :  โรงพยาบาลระนอง","2,772","710","25.61","0","0","0.00"
"11323  :  โรงพยาบาลละอุ่น","0","0","0.00","0","0","0.00"
"11372  :  โรงพยาบาลกะเปอร์","261","37","14.18","0","0","0.00"
"11373  :  โรงพยาบาลกระบุรี","0","0","0.00","0","0","0.00"
"11374  :  โรงพยาบาลสุขสำราญ","213","20","9.39","0","0","0.00"
"10744  :  โรงพยาบาลชุมพรเขตรอุดมศักดิ์","1","0","0.00","0","0","0.00"
"11375  :  โรงพยาบาลปากน้ำชุมพร","594","106","17.85","0","0","0.00"
"11376  :  โรงพยาบาลท่าแซะ","137","10","7.30","0","0","0.00"
"11377  :  โรงพยาบาลปะทิว","0","0","0.00","0","0","0.00"
"11378  :  โรงพยาบาลมาบอำมฤต","1,115","243","21.79","0","0","0.00"
"11379  :  โรงพยาบาลหลังสวน","191","35","18.32","0","0","0.00"
"11380  :  โรงพยาบาลปากน้ำหลังสวน","0","0","0.00","0","0","0.00"
"11381  :  โรงพยาบาลละแม","401","68","16.96","0","0","0.00"
"11382  :  โรงพยาบาลพะโต๊ะ","1,043","183","17.55","0","0","0.00"
"11383  :  โรงพยาบาลสวี","2,295","574","25.01","0","0","0.00"
"11385  :  โรงพยาบาลทุ่งตะโก","473","120","25.37","0","0","0.00"
"11525  :  โรงพยาบาลค่ายเขตอุดมศักดิ์","0","0","0.00","0","0","0.00"
"10682  :  โรงพยาบาลหาดใหญ่","5,705","1,054","18.48","0","0","0.00"
"10745  :  โรงพยาบาลสงขลา","0","0","0.00","0","0","0.00"
"11386  :  โรงพยาบาลสทิงพระ","0","0","0.00","0","0","0.00"
"11387  :  โรงพยาบาลจะนะ","0","0","0.00","0","0","0.00"
"11388  :  โรงพยาบาลสมเด็จพระบรมราชินีนาถ ณ  อำเภอนาทวี","0","0","0.00","0","0","0.00"
"11390  :  โรงพยาบาลเทพา","0","0","0.00","0","0","0.00"
"11391  :  โรงพยาบาลสะบ้าย้อย","0","0","0.00","0","0","0.00"
"11392  :  โรงพยาบาลระโนด","0","0","0.00","0","0","0.00"
"11393  :  โรงพยาบาลกระแสสินธุ์","0","0","0.00","0","0","0.00"
"11394  :  โรงพยาบาลรัตภูมิ","0","0","0.00","0","0","0.00"
"11395  :  โรงพยาบาลสะเดา","2","1","50.00","0","0","0.00"
"11396  :  โรงพยาบาลนาหม่อม","0","0","0.00","0","0","0.00"
"11397  :  โรงพยาบาลควนเนียง","0","0","0.00","0","0","0.00"
"11398  :  โรงพยาบาลปาดังเบซาร์","4","0","0.00","0","0","0.00"
"11399  :  โรงพยาบาลบางกล่ำ","0","0","0.00","0","0","0.00"
"11400  :  โรงพยาบาลสิงหนคร","0","0","0.00","0","0","0.00"
"11401  :  โรงพยาบาลคลองหอยโข่ง","1","1","100.00","0","0","0.00"
"12290  :  โรงพยาบาลจิตเวชสงขลาราชนครินทร์","0","0","0.00","0","0","0.00"
"14194  :  โรงพยาบาลธัญญารักษ์สงขลา","0","0","0.00","0","0","0.00"
"10746  :  โรงพยาบาลสตูล","0","0","0.00","0","0","0.00"
"11402  :  โรงพยาบาลควนโดน","7","0","0.00","0","0","0.00"
"11403  :  โรงพยาบาลควนกาหลง","645","108","16.74","0","0","0.00"
"11404  :  โรงพยาบาลท่าแพ","0","0","0.00","0","0","0.00"
"11405  :  โรงพยาบาลละงู","0","0","0.00","0","0","0.00"
"11406  :  โรงพยาบาลทุ่งหว้า","641","131","20.44","0","0","0.00"
"28786  :  โรงพยาบาลมะนัง","1","0","0.00","0","0","0.00"
"10683  :  โรงพยาบาลตรัง","0","0","0.00","0","0","0.00"
"11407  :  โรงพยาบาลกันตัง","1","1","100.00","0","0","0.00"
"11408  :  โรงพยาบาลย่านตาขาว","273","72","26.37","0","0","0.00"
"11409  :  โรงพยาบาลปะเหลียน","0","0","0.00","0","0","0.00"
"11410  :  โรงพยาบาลสิเกา","16","0","0.00","0","0","0.00"
"11411  :  โรงพยาบาลห้วยยอด","0","0","0.00","0","0","0.00"
"11412  :  โรงพยาบาลวังวิเศษ","0","0","0.00","0","0","0.00"
"11413  :  โรงพยาบาลนาโยง","0","0","0.00","0","0","0.00"
"12226  :  โรงพยาบาลวัฒนแพทย์","0","0","0.00","0","0","0.00"
"12230  :  โรงพยาบาล ทีอาร์พีเอช โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"13755  :  โรงพยาบาลโรคผิวหนังเขตร้อนภาคใต้ จังหวัดตรัง","0","0","0.00","0","0","0.00"
"14139  :  โรงพยาบาลรัษฎา","311","54","17.36","0","0","0.00"
"28817  :  โรงพยาบาลหาดสำราญเฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00"
"10747  :  โรงพยาบาลพัทลุง","1,882","338","17.96","0","0","0.00"
"11414  :  โรงพยาบาลกงหรา","0","0","0.00","0","0","0.00"
"11415  :  โรงพยาบาลเขาชัยสน","1","0","0.00","0","0","0.00"
"11416  :  โรงพยาบาลตะโหมด","490","80","16.33","0","0","0.00"
"11417  :  โรงพยาบาลควนขนุน","2","0","0.00","0","0","0.00"
"11418  :  โรงพยาบาลปากพะยูน","0","0","0.00","0","0","0.00"
"11419  :  โรงพยาบาลศรีบรรพต","473","79","16.70","0","0","0.00"
"11420  :  โรงพยาบาลป่าบอน","17","4","23.53","0","0","0.00"
"11421  :  โรงพยาบาลบางแก้ว","718","86","11.98","0","0","0.00"
"11422  :  โรงพยาบาลป่าพะยอม","0","0","0.00","0","0","0.00"
"24673  :  โรงพยาบาลศรีนครินทร์(ปัญญานันทภิขุ)","38","0","0.00","0","0","0.00"
"10748  :  โรงพยาบาลปัตตานี","1,191","101","8.48","0","0","0.00"
"11423  :  โรงพยาบาลโคกโพธิ์","2","0","0.00","0","0","0.00"
"11424  :  โรงพยาบาลหนองจิก","0","0","0.00","0","0","0.00"
"11425  :  โรงพยาบาลปะนาเระ","0","0","0.00","0","0","0.00"
"11426  :  โรงพยาบาลมายอ","0","0","0.00","0","0","0.00"
"11427  :  โรงพยาบาลทุ่งยางแดง","0","0","0.00","0","0","0.00"
"11428  :  โรงพยาบาลไม้แก่น","0","0","0.00","0","0","0.00"
"11429  :  โรงพยาบาลยะหริ่ง","1","0","0.00","0","0","0.00"
"11430  :  โรงพยาบาลยะรัง","0","0","0.00","0","0","0.00"
"11431  :  โรงพยาบาลแม่ลาน","0","0","0.00","0","0","0.00"
"11460  :  โรงพยาบาลสมเด็จพระยุพราชสายบุรี","1","0","0.00","0","0","0.00"
"11464  :  โรงพยาบาลกะพ้อ","0","0","0.00","0","0","0.00"
"11529  :  โรงพยาบาลค่ายอิงคยุทธบริหาร","0","0","0.00","0","0","0.00"
"14195  :  โรงพยาบาลธัญญรักษ์ปัตตานี","0","0","0.00","0","0","0.00"
"10684  :  โรงพยาบาลยะลา","1","0","0.00","0","0","0.00"
"10749  :  โรงพยาบาลเบตง","0","0","0.00","0","0","0.00"
"11432  :  โรงพยาบาลบันนังสตา","0","0","0.00","0","0","0.00"
"11433  :  โรงพยาบาลธารโต","32","1","3.13","0","0","0.00"
"11434  :  โรงพยาบาลรามัน","194","8","4.12","0","0","0.00"
"11461  :  โรงพยาบาลสมเด็จพระยุพราชยะหา","487","0","0.00","0","0","0.00"
"12238  :  โรงพยาบาลสิโรรส","0","0","0.00","0","0","0.00"
"13806  :  โรงพยาบาลกาบัง","4","0","0.00","0","0","0.00"
"14663  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 12","1","0","0.00","0","0","0.00"
"24689  :  โรงพยาบาลกรงปินัง","0","0","0.00","0","0","0.00"
"10750  :  โรงพยาบาลนราธิวาสราชนครินทร์","4","0","0.00","0","0","0.00"
"10751  :  โรงพยาบาลสุไหงโก-ลก","0","0","0.00","0","0","0.00"
"11435  :  โรงพยาบาลตากใบ","2,538","238","9.38","0","0","0.00"
"11436  :  โรงพยาบาลบาเจาะ","1,689","75","4.44","0","0","0.00"
"11437  :  โรงพยาบาลระแงะ","3,707","298","8.04","0","0","0.00"
"11438  :  โรงพยาบาลรือเสาะ","1,191","64","5.37","0","0","0.00"
"11439  :  โรงพยาบาลศรีสาคร","9","0","0.00","0","0","0.00"
"11440  :  โรงพยาบาลแว้ง","76","1","1.32","0","0","0.00"
"11441  :  โรงพยาบาลสุคิริน","0","0","0.00","0","0","0.00"
"11442  :  โรงพยาบาลสุไหงปาดี","686","21","3.06","0","0","0.00"
"13818  :  โรงพยาบาลจะแนะ","0","0","0.00","0","0","0.00"
"15010  :  โรงพยาบาลเจาะไอร้อง","7","1","14.29","0","0","0.00"
"23771  :  โรงพยาบาลยี่งอเฉลิมพระเกียรติ 80 พรรษา","1","0","0.00","0","0","0.00"
