"โรงพยาบาล","ปีการศึกษา 2557 เทอม 2 ตค.-ธค.","ปีการศึกษา 2558 เทอม 1 พค.-กค."
"B","A","อัตรา(100)","B","A","อัตรา(100)"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0.00","0","0","0.00"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","0","0","0.00","0","0","0.00"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","5","0","0.00","1,598","342","21.40"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","0","0","0.00","0","0","0.00"
"11322  :  โรงพยาบาลพรหมคีรี","2","0","0.00","2","1","50.00"
"11324  :  โรงพยาบาลลานสะกา","418","68","16.27","72","2","2.78"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","36","0","0.00","1,094","216","19.74"
"11326  :  โรงพยาบาลพิปูน","1","0","0.00","41","7","17.07"
"11327  :  โรงพยาบาลเชียรใหญ่","9","0","0.00","754","114","15.12"
"11328  :  โรงพยาบาลชะอวด","142","18","12.68","18","3","16.67"
"11329  :  โรงพยาบาลท่าศาลา","1","0","0.00","3","0","0.00"
"11330  :  โรงพยาบาลทุ่งสง","0","0","0.00","0","0","0.00"
"11331  :  โรงพยาบาลนาบอน","0","0","0.00","109","6","5.50"
"11332  :  โรงพยาบาลทุ่งใหญ่","90","7","7.78","136","16","11.76"
"11333  :  โรงพยาบาลปากพนัง","0","0","0.00","11","2","18.18"
"11334  :  โรงพยาบาลร่อนพิบูลย์","0","0","0.00","2","0","0.00"
"11335  :  โรงพยาบาลสิชล","315","69","21.90","127","20","15.75"
"11336  :  โรงพยาบาลขนอม","1","0","0.00","0","0","0.00"
"11337  :  โรงพยาบาลหัวไทร","331","12","3.63","46","4","8.70"
"11338  :  โรงพยาบาลบางขัน","0","0","0.00","773","126","16.30"
"11339  :  โรงพยาบาลถ้ำพรรณรา","190","30","15.79","4","0","0.00"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","4","0","0.00","15","1","6.67"
"11660  :  โรงพยาบาลจุฬาภรณ์","3","0","0.00","3","1","33.33"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","0","0","0.00","0","0","0.00"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","2","0","0.00","163","21","12.88"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","0","0","0.00","0","0","0.00"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","3","0","0.00","0","0","0.00"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00","0","0","0.00"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","0","0","0.00","0","0","0.00"
"40742  :  โรงพยาบาลนบพิตำ","0","0","0.00","0","0","0.00"
"40743  :  โรงพยาบาลพระพรหม","0","0","0.00","0","0","0.00"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0.00","0","0","0.00"
"10738  :  โรงพยาบาลกระบี่","0","0","0.00","0","0","0.00"
"11340  :  โรงพยาบาลเขาพนม","0","0","0.00","0","0","0.00"
"11341  :  โรงพยาบาลเกาะลันตา","0","0","0.00","0","0","0.00"
"11342  :  โรงพยาบาลคลองท่อม","0","0","0.00","0","0","0.00"
"11343  :  โรงพยาบาลอ่าวลึก","1","0","0.00","104","16","15.38"
"11344  :  โรงพยาบาลปลายพระยา","0","0","0.00","0","0","0.00"
"11345  :  โรงพยาบาลลำทับ","205","35","17.07","2,104","371","17.63"
"11346  :  โรงพยาบาลเหนือคลอง","0","0","0.00","0","0","0.00"
"77753  :  โรงพยาบาลเกาะพีพี","0","0","0.00","0","0","0.00"
"10739  :  โรงพยาบาลพังงา","0","0","0.00","0","0","0.00"
"10740  :  โรงพยาบาลตะกั่วป่า","3","0","0.00","13","4","30.77"
"11347  :  โรงพยาบาลเกาะยาวชัยพัฒน์","45","3","6.67","647","85","13.14"
"11348  :  โรงพยาบาลกะปงชัยพัฒน์","2","0","0.00","6","1","16.67"
"11349  :  โรงพยาบาลตะกั่วทุ่ง","4","0","0.00","8","1","12.50"
"11350  :  โรงพยาบาลบางไทร","0","0","0.00","0","0","0.00"
"11352  :  โรงพยาบาลคุระบุรีชัยพัฒน์","57","0","0.00","4","0","0.00"
"11353  :  โรงพยาบาลทับปุด","166","40","24.10","784","152","19.39"
"11354  :  โรงพยาบาลท้ายเหมืองชัยพัฒน์","0","0","0.00","5","0","0.00"
"10741  :  โรงพยาบาลวชิระภูเก็ต","0","0","0.00","0","0","0.00"
"11355  :  โรงพยาบาลป่าตอง","0","0","0.00","0","0","0.00"
"11356  :  โรงพยาบาลถลาง","8","0","0.00","2","0","0.00"
"24678  :  โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต","35","0","0.00","1","0","0.00"
"41436  :  โรงพยาบาลฉลอง","0","0","0.00","0","0","0.00"
"09192  :  โรงพยาบาลเกาะเต่า","0","0","0.00","210","41","19.52"
"10681  :  โรงพยาบาลสุราษฎร์ธานี","183","33","18.03","166","22","13.25"
"10742  :  โรงพยาบาลเกาะสมุย","412","95","23.06","2,443","627","25.67"
"11357  :  โรงพยาบาลกาญจนดิษฐ์","0","0","0.00","0","0","0.00"
"11358  :  โรงพยาบาลดอนสัก","6","0","0.00","1,112","185","16.64"
"11359  :  โรงพยาบาลเกาะพงัน","3","0","0.00","252","70","27.78"
"11360  :  โรงพยาบาลไชยา","1","1","100.00","1,680","466","27.74"
"11361  :  โรงพยาบาลท่าชนะ","1","0","0.00","75","4","5.33"
"11362  :  โรงพยาบาลคีรีรัฐนิคม","0","0","0.00","2","0","0.00"
"11363  :  โรงพยาบาลบ้านตาขุน","4","0","0.00","510","97","19.02"
"11364  :  โรงพยาบาลพนม","0","0","0.00","396","77","19.44"
"11365  :  โรงพยาบาลท่าฉาง","123","25","20.33","529","94","17.77"
"11366  :  โรงพยาบาลบ้านนาสาร","25","0","0.00","1,533","314","20.48"
"11367  :  โรงพยาบาลบ้านนาเดิม","134","36","26.87","881","189","21.45"
"11368  :  โรงพยาบาลเคียนซา","126","39","30.95","1,059","153","14.45"
"11369  :  โรงพยาบาลพระแสง","211","43","20.38","870","161","18.51"
"11370  :  โรงพยาบาลพุนพิน","1","0","0.00","9","0","0.00"
"11371  :  โรงพยาบาลชัยบุรี","34","5","14.71","417","61","14.63"
"11459  :  โรงพยาบาลสมเด็จพระยุพราชเวียงสระ","396","67","16.92","64","10","15.63"
"11654  :  โรงพยาบาลวิภาวดี","1","0","0.00","421","86","20.43"
"12289  :  โรงพยาบาลสวนสราญรมย์","0","0","0.00","0","0","0.00"
"14138  :  โรงพยาบาลท่าโรงช้าง","25","3","12.00","172","37","21.51"
"14203  :  โรงพยาบาลมะเร็งสุราษฎร์ธานี","0","0","0.00","0","0","0.00"
"14862  :  โรงพยาบาลกองบิน7","0","0","0.00","0","0","0.00"
"14901  :  โรงพยาบาลค่ายวิภาวดีรังสิต","0","0","0.00","25","0","0.00"
"40915  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้","0","0","0.00","0","0","0.00"
"10743  :  โรงพยาบาลระนอง","2","0","0.00","0","0","0.00"
"11323  :  โรงพยาบาลละอุ่น","4","0","0.00","0","0","0.00"
"11372  :  โรงพยาบาลกะเปอร์","815","139","17.06","92","5","5.43"
"11373  :  โรงพยาบาลกระบุรี","3","0","0.00","6","0","0.00"
"11374  :  โรงพยาบาลสุขสำราญ","294","28","9.52","421","50","11.88"
"10744  :  โรงพยาบาลชุมพรเขตรอุดมศักดิ์","0","0","0.00","2","0","0.00"
"11375  :  โรงพยาบาลปากน้ำชุมพร","31","8","25.81","608","111","18.26"
"11376  :  โรงพยาบาลท่าแซะ","2","0","0.00","135","10","7.41"
"11377  :  โรงพยาบาลปะทิว","0","0","0.00","355","55","15.49"
"11378  :  โรงพยาบาลมาบอำมฤต","1","0","0.00","1,103","225","20.40"
"11379  :  โรงพยาบาลหลังสวน","4","0","0.00","301","59","19.60"
"11380  :  โรงพยาบาลปากน้ำหลังสวน","0","0","0.00","57","8","14.04"
"11381  :  โรงพยาบาลละแม","2","0","0.00","278","24","8.63"
"11382  :  โรงพยาบาลพะโต๊ะ","0","0","0.00","1,031","175","16.97"
"11383  :  โรงพยาบาลสวี","1","1","100.00","2,231","521","23.35"
"11385  :  โรงพยาบาลทุ่งตะโก","5","2","40.00","526","109","20.72"
"11525  :  โรงพยาบาลค่ายเขตอุดมศักดิ์","0","0","0.00","0","0","0.00"
"10682  :  โรงพยาบาลหาดใหญ่","5,038","882","17.51","0","0","0.00"
"10745  :  โรงพยาบาลสงขลา","0","0","0.00","8","0","0.00"
"11386  :  โรงพยาบาลสทิงพระ","0","0","0.00","0","0","0.00"
"11387  :  โรงพยาบาลจะนะ","0","0","0.00","0","0","0.00"
"11388  :  โรงพยาบาลสมเด็จพระบรมราชินีนาถ ณ  อำเภอนาทวี","0","0","0.00","0","0","0.00"
"11390  :  โรงพยาบาลเทพา","0","0","0.00","0","0","0.00"
"11391  :  โรงพยาบาลสะบ้าย้อย","0","0","0.00","0","0","0.00"
"11392  :  โรงพยาบาลระโนด","0","0","0.00","0","0","0.00"
"11393  :  โรงพยาบาลกระแสสินธุ์","0","0","0.00","0","0","0.00"
"11394  :  โรงพยาบาลรัตภูมิ","0","0","0.00","0","0","0.00"
"11395  :  โรงพยาบาลสะเดา","6","0","0.00","1","0","0.00"
"11396  :  โรงพยาบาลนาหม่อม","0","0","0.00","0","0","0.00"
"11397  :  โรงพยาบาลควนเนียง","0","0","0.00","0","0","0.00"
"11398  :  โรงพยาบาลปาดังเบซาร์","2","0","0.00","2","0","0.00"
"11399  :  โรงพยาบาลบางกล่ำ","0","0","0.00","0","0","0.00"
"11400  :  โรงพยาบาลสิงหนคร","3","0","0.00","0","0","0.00"
"11401  :  โรงพยาบาลคลองหอยโข่ง","0","0","0.00","0","0","0.00"
"12290  :  โรงพยาบาลจิตเวชสงขลาราชนครินทร์","0","0","0.00","0","0","0.00"
"14194  :  โรงพยาบาลธัญญารักษ์สงขลา","0","0","0.00","0","0","0.00"
"10746  :  โรงพยาบาลสตูล","0","0","0.00","1","0","0.00"
"11402  :  โรงพยาบาลควนโดน","12","0","0.00","14","0","0.00"
"11403  :  โรงพยาบาลควนกาหลง","60","11","18.33","735","110","14.97"
"11404  :  โรงพยาบาลท่าแพ","0","0","0.00","0","0","0.00"
"11405  :  โรงพยาบาลละงู","0","0","0.00","0","0","0.00"
"11406  :  โรงพยาบาลทุ่งหว้า","174","43","24.71","645","99","15.35"
"28786  :  โรงพยาบาลมะนัง","0","0","0.00","199","24","12.06"
"10683  :  โรงพยาบาลตรัง","0","0","0.00","0","0","0.00"
"11407  :  โรงพยาบาลกันตัง","8","0","0.00","400","79","19.75"
"11408  :  โรงพยาบาลย่านตาขาว","765","114","14.90","643","190","29.55"
"11409  :  โรงพยาบาลปะเหลียน","0","0","0.00","0","0","0.00"
"11410  :  โรงพยาบาลสิเกา","1","0","0.00","474","78","16.46"
"11411  :  โรงพยาบาลห้วยยอด","1","0","0.00","0","0","0.00"
"11412  :  โรงพยาบาลวังวิเศษ","0","0","0.00","0","0","0.00"
"11413  :  โรงพยาบาลนาโยง","0","0","0.00","0","0","0.00"
"12226  :  โรงพยาบาลวัฒนแพทย์","0","0","0.00","0","0","0.00"
"12230  :  โรงพยาบาล ทีอาร์พีเอช โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"13755  :  โรงพยาบาลโรคผิวหนังเขตร้อนภาคใต้ จังหวัดตรัง","0","0","0.00","0","0","0.00"
"14139  :  โรงพยาบาลรัษฎา","2","0","0.00","5","1","20.00"
"28817  :  โรงพยาบาลหาดสำราญเฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00"
"10747  :  โรงพยาบาลพัทลุง","811","136","16.77","979","208","21.25"
"11414  :  โรงพยาบาลกงหรา","115","9","7.83","384","40","10.42"
"11415  :  โรงพยาบาลเขาชัยสน","152","27","17.76","1,233","194","15.73"
"11416  :  โรงพยาบาลตะโหมด","277","65","23.47","1,219","230","18.87"
"11417  :  โรงพยาบาลควนขนุน","512","70","13.67","2,368","355","14.99"
"11418  :  โรงพยาบาลปากพะยูน","0","0","0.00","0","0","0.00"
"11419  :  โรงพยาบาลศรีบรรพต","309","42","13.59","800","106","13.25"
"11420  :  โรงพยาบาลป่าบอน","2","1","50.00","110","23","20.91"
"11421  :  โรงพยาบาลบางแก้ว","801","112","13.98","1,120","147","13.13"
"11422  :  โรงพยาบาลป่าพะยอม","275","36","13.09","1,017","129","12.68"
"24673  :  โรงพยาบาลศรีนครินทร์(ปัญญานันทภิขุ)","242","53","21.90","198","16","8.08"
"10748  :  โรงพยาบาลปัตตานี","869","128","14.73","12","1","8.33"
"11423  :  โรงพยาบาลโคกโพธิ์","0","0","0.00","0","0","0.00"
"11424  :  โรงพยาบาลหนองจิก","71","2","2.82","392","19","4.85"
"11425  :  โรงพยาบาลปะนาเระ","0","0","0.00","0","0","0.00"
"11426  :  โรงพยาบาลมายอ","0","0","0.00","0","0","0.00"
"11427  :  โรงพยาบาลทุ่งยางแดง","0","0","0.00","0","0","0.00"
"11428  :  โรงพยาบาลไม้แก่น","1","0","0.00","68","3","4.41"
"11429  :  โรงพยาบาลยะหริ่ง","0","0","0.00","0","0","0.00"
"11430  :  โรงพยาบาลยะรัง","0","0","0.00","0","0","0.00"
"11431  :  โรงพยาบาลแม่ลาน","0","0","0.00","0","0","0.00"
"11460  :  โรงพยาบาลสมเด็จพระยุพราชสายบุรี","0","0","0.00","0","0","0.00"
"11464  :  โรงพยาบาลกะพ้อ","0","0","0.00","0","0","0.00"
"11529  :  โรงพยาบาลค่ายอิงคยุทธบริหาร","0","0","0.00","0","0","0.00"
"14195  :  โรงพยาบาลธัญญรักษ์ปัตตานี","0","0","0.00","0","0","0.00"
"10684  :  โรงพยาบาลยะลา","0","0","0.00","0","0","0.00"
"10749  :  โรงพยาบาลเบตง","0","0","0.00","0","0","0.00"
"11432  :  โรงพยาบาลบันนังสตา","0","0","0.00","0","0","0.00"
"11433  :  โรงพยาบาลธารโต","1","0","0.00","0","0","0.00"
"11434  :  โรงพยาบาลรามัน","17","0","0.00","554","40","7.22"
"11461  :  โรงพยาบาลสมเด็จพระยุพราชยะหา","206","2","0.97","198","0","0.00"
"12238  :  โรงพยาบาลสิโรรส","0","0","0.00","0","0","0.00"
"13806  :  โรงพยาบาลกาบัง","27","0","0.00","4","0","0.00"
"14663  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 12","2","0","0.00","1","0","0.00"
"24689  :  โรงพยาบาลกรงปินัง","198","0","0.00","0","0","0.00"
"10750  :  โรงพยาบาลนราธิวาสราชนครินทร์","0","0","0.00","0","0","0.00"
"10751  :  โรงพยาบาลสุไหงโก-ลก","1,475","338","22.92","266","90","33.83"
"11435  :  โรงพยาบาลตากใบ","326","38","11.66","1,799","109","6.06"
"11436  :  โรงพยาบาลบาเจาะ","0","0","0.00","1,423","76","5.34"
"11437  :  โรงพยาบาลระแงะ","31","0","0.00","70","2","2.86"
"11438  :  โรงพยาบาลรือเสาะ","24","0","0.00","0","0","0.00"
"11439  :  โรงพยาบาลศรีสาคร","4","0","0.00","1","0","0.00"
"11440  :  โรงพยาบาลแว้ง","10","0","0.00","1,583","78","4.93"
"11441  :  โรงพยาบาลสุคิริน","1","0","0.00","595","71","11.93"
"11442  :  โรงพยาบาลสุไหงปาดี","21","2","9.52","116","12","10.34"
"13818  :  โรงพยาบาลจะแนะ","0","0","0.00","0","0","0.00"
"15010  :  โรงพยาบาลเจาะไอร้อง","2","0","0.00","6","0","0.00"
"23771  :  โรงพยาบาลยี่งอเฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","2","0","0.00"
