"โรงพยาบาล","ปีการศึกษา 2556 เทอม 2 ตค.-ธค.","ปีการศึกษา 2557 เทอม 1 พค.-กค."
"B","A","อัตรา(100)","B","A","อัตรา(100)"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","0","0","0.00","0","0","0.00"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","4","0","0.00","1,134","214","18.87"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","0","0","0.00","0","0","0.00"
"11322  :  โรงพยาบาลพรหมคีรี","0","0","0.00","232","43","18.53"
"11324  :  โรงพยาบาลลานสะกา","387","58","14.99","3","1","33.33"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","0","0","0.00","120","20","16.67"
"11326  :  โรงพยาบาลพิปูน","5","2","40.00","5","1","20.00"
"11327  :  โรงพยาบาลเชียรใหญ่","2","1","50.00","709","119","16.78"
"11328  :  โรงพยาบาลชะอวด","0","0","0.00","0","0","0.00"
"11329  :  โรงพยาบาลท่าศาลา","0","0","0.00","2","0","0.00"
"11330  :  โรงพยาบาลทุ่งสง","0","0","0.00","0","0","0.00"
"11331  :  โรงพยาบาลนาบอน","0","0","0.00","9","1","11.11"
"11332  :  โรงพยาบาลทุ่งใหญ่","293","23","7.85","68","9","13.24"
"11333  :  โรงพยาบาลปากพนัง","0","0","0.00","2","0","0.00"
"11334  :  โรงพยาบาลร่อนพิบูลย์","0","0","0.00","0","0","0.00"
"11335  :  โรงพยาบาลสิชล","3","2","66.67","0","0","0.00"
"11336  :  โรงพยาบาลขนอม","29","6","20.69","2","0","0.00"
"11337  :  โรงพยาบาลหัวไทร","21","2","9.52","476","7","1.47"
"11338  :  โรงพยาบาลบางขัน","222","34","15.32","0","0","0.00"
"11339  :  โรงพยาบาลถ้ำพรรณรา","2","0","0.00","3","0","0.00"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","0","0","0.00","0","0","0.00"
"11660  :  โรงพยาบาลจุฬาภรณ์","0","0","0.00","390","42","10.77"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","1","0","0.00","1","0","0.00"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","31","4","12.90","201","24","11.94"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","0","0","0.00","0","0","0.00"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","2,143","423","19.74","1","0","0.00"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","0","0","0.00","0","0","0.00"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","0","0","0.00","0","0","0.00"
"40742  :  โรงพยาบาลนบพิตำ","0","0","0.00","0","0","0.00"
"40743  :  โรงพยาบาลพระพรหม","0","0","0.00","0","0","0.00"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0.00","0","0","0.00"
"10738  :  โรงพยาบาลกระบี่","0","0","0.00","0","0","0.00"
"11340  :  โรงพยาบาลเขาพนม","0","0","0.00","0","0","0.00"
"11341  :  โรงพยาบาลเกาะลันตา","0","0","0.00","0","0","0.00"
"11342  :  โรงพยาบาลคลองท่อม","0","0","0.00","0","0","0.00"
"11343  :  โรงพยาบาลอ่าวลึก","2","0","0.00","0","0","0.00"
"11344  :  โรงพยาบาลปลายพระยา","0","0","0.00","0","0","0.00"
"11345  :  โรงพยาบาลลำทับ","214","41","19.16","458","57","12.45"
"11346  :  โรงพยาบาลเหนือคลอง","0","0","0.00","0","0","0.00"
"77753  :  โรงพยาบาลเกาะพีพี","0","0","0.00","0","0","0.00"
"10739  :  โรงพยาบาลพังงา","0","0","0.00","0","0","0.00"
"10740  :  โรงพยาบาลตะกั่วป่า","725","80","11.03","3","1","33.33"
"11347  :  โรงพยาบาลเกาะยาวชัยพัฒน์","35","5","14.29","669","108","16.14"
"11348  :  โรงพยาบาลกะปงชัยพัฒน์","3","0","0.00","12","0","0.00"
"11349  :  โรงพยาบาลตะกั่วทุ่ง","4","1","25.00","2","0","0.00"
"11350  :  โรงพยาบาลบางไทร","0","0","0.00","1","0","0.00"
"11352  :  โรงพยาบาลคุระบุรีชัยพัฒน์","655","104","15.88","368","85","23.10"
"11353  :  โรงพยาบาลทับปุด","174","44","25.29","804","159","19.78"
"11354  :  โรงพยาบาลท้ายเหมืองชัยพัฒน์","63","6","9.52","4","1","25.00"
"10741  :  โรงพยาบาลวชิระภูเก็ต","0","0","0.00","0","0","0.00"
"11355  :  โรงพยาบาลป่าตอง","0","0","0.00","1","0","0.00"
"11356  :  โรงพยาบาลถลาง","0","0","0.00","1","0","0.00"
"24678  :  โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต","1","1","100.00","4","1","25.00"
"41436  :  โรงพยาบาลฉลอง","0","0","0.00","0","0","0.00"
"09192  :  โรงพยาบาลเกาะเต่า","49","6","12.24","204","46","22.55"
"10681  :  โรงพยาบาลสุราษฎร์ธานี","35","6","17.14","1,176","210","17.86"
"10742  :  โรงพยาบาลเกาะสมุย","540","110","20.37","2,221","537","24.18"
"11357  :  โรงพยาบาลกาญจนดิษฐ์","0","0","0.00","0","0","0.00"
"11358  :  โรงพยาบาลดอนสัก","216","54","25.00","1,271","234","18.41"
"11359  :  โรงพยาบาลเกาะพงัน","132","35","26.52","194","57","29.38"
"11360  :  โรงพยาบาลไชยา","469","130","27.72","1,343","363","27.03"
"11361  :  โรงพยาบาลท่าชนะ","415","76","18.31","246","26","10.57"
"11362  :  โรงพยาบาลคีรีรัฐนิคม","0","0","0.00","3","0","0.00"
"11363  :  โรงพยาบาลบ้านตาขุน","96","13","13.54","34","6","17.65"
"11364  :  โรงพยาบาลพนม","441","82","18.59","0","0","0.00"
"11365  :  โรงพยาบาลท่าฉาง","91","22","24.18","503","90","17.89"
"11366  :  โรงพยาบาลบ้านนาสาร","0","0","0.00","0","0","0.00"
"11367  :  โรงพยาบาลบ้านนาเดิม","23","1","4.35","677","111","16.40"
"11368  :  โรงพยาบาลเคียนซา","391","63","16.11","2,279","508","22.29"
"11369  :  โรงพยาบาลพระแสง","756","122","16.14","732","104","14.21"
"11370  :  โรงพยาบาลพุนพิน","0","0","0.00","1","0","0.00"
"11371  :  โรงพยาบาลชัยบุรี","42","5","11.90","339","43","12.68"
"11459  :  โรงพยาบาลสมเด็จพระยุพราชเวียงสระ","400","63","15.75","154","0","0.00"
"11654  :  โรงพยาบาลวิภาวดี","213","41","19.25","0","0","0.00"
"12289  :  โรงพยาบาลสวนสราญรมย์","0","0","0.00","0","0","0.00"
"14138  :  โรงพยาบาลท่าโรงช้าง","24","5","20.83","138","30","21.74"
"14203  :  โรงพยาบาลมะเร็งสุราษฎร์ธานี","0","0","0.00","0","0","0.00"
"14862  :  โรงพยาบาลกองบิน7","0","0","0.00","0","0","0.00"
"14901  :  โรงพยาบาลค่ายวิภาวดีรังสิต","14","1","7.14","0","0","0.00"
"40915  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้","0","0","0.00","0","0","0.00"
"10743  :  โรงพยาบาลระนอง","9","0","0.00","0","0","0.00"
"11323  :  โรงพยาบาลละอุ่น","0","0","0.00","2","0","0.00"
"11372  :  โรงพยาบาลกะเปอร์","0","0","0.00","275","28","10.18"
"11373  :  โรงพยาบาลกระบุรี","0","0","0.00","2","0","0.00"
"11374  :  โรงพยาบาลสุขสำราญ","81","10","12.35","586","58","9.90"
"10744  :  โรงพยาบาลชุมพรเขตรอุดมศักดิ์","2","0","0.00","1","0","0.00"
"11375  :  โรงพยาบาลปากน้ำชุมพร","28","5","17.86","483","79","16.36"
"11376  :  โรงพยาบาลท่าแซะ","19","0","0.00","87","4","4.60"
"11377  :  โรงพยาบาลปะทิว","0","0","0.00","0","0","0.00"
"11378  :  โรงพยาบาลมาบอำมฤต","0","0","0.00","304","62","20.39"
"11379  :  โรงพยาบาลหลังสวน","7","0","0.00","245","51","20.82"
"11380  :  โรงพยาบาลปากน้ำหลังสวน","0","0","0.00","0","0","0.00"
"11381  :  โรงพยาบาลละแม","2","0","0.00","49","7","14.29"
"11382  :  โรงพยาบาลพะโต๊ะ","1","0","0.00","739","121","16.37"
"11383  :  โรงพยาบาลสวี","8","0","0.00","419","111","26.49"
"11385  :  โรงพยาบาลทุ่งตะโก","0","0","0.00","1","0","0.00"
"11525  :  โรงพยาบาลค่ายเขตอุดมศักดิ์","0","0","0.00","0","0","0.00"
"10682  :  โรงพยาบาลหาดใหญ่","0","0","0.00","177","34","19.21"
"10745  :  โรงพยาบาลสงขลา","0","0","0.00","0","0","0.00"
"11386  :  โรงพยาบาลสทิงพระ","0","0","0.00","0","0","0.00"
"11387  :  โรงพยาบาลจะนะ","0","0","0.00","0","0","0.00"
"11388  :  โรงพยาบาลสมเด็จพระบรมราชินีนาถ ณ  อำเภอนาทวี","0","0","0.00","0","0","0.00"
"11390  :  โรงพยาบาลเทพา","0","0","0.00","0","0","0.00"
"11391  :  โรงพยาบาลสะบ้าย้อย","0","0","0.00","0","0","0.00"
"11392  :  โรงพยาบาลระโนด","0","0","0.00","0","0","0.00"
"11393  :  โรงพยาบาลกระแสสินธุ์","0","0","0.00","0","0","0.00"
"11394  :  โรงพยาบาลรัตภูมิ","0","0","0.00","1","0","0.00"
"11395  :  โรงพยาบาลสะเดา","1","0","0.00","2","0","0.00"
"11396  :  โรงพยาบาลนาหม่อม","0","0","0.00","0","0","0.00"
"11397  :  โรงพยาบาลควนเนียง","0","0","0.00","0","0","0.00"
"11398  :  โรงพยาบาลปาดังเบซาร์","0","0","0.00","1","0","0.00"
"11399  :  โรงพยาบาลบางกล่ำ","0","0","0.00","0","0","0.00"
"11400  :  โรงพยาบาลสิงหนคร","0","0","0.00","0","0","0.00"
"11401  :  โรงพยาบาลคลองหอยโข่ง","0","0","0.00","1","0","0.00"
"12290  :  โรงพยาบาลจิตเวชสงขลาราชนครินทร์","0","0","0.00","0","0","0.00"
"14194  :  โรงพยาบาลธัญญารักษ์สงขลา","0","0","0.00","0","0","0.00"
"10746  :  โรงพยาบาลสตูล","0","0","0.00","2","0","0.00"
"11402  :  โรงพยาบาลควนโดน","0","0","0.00","0","0","0.00"
"11403  :  โรงพยาบาลควนกาหลง","0","0","0.00","612","88","14.38"
"11404  :  โรงพยาบาลท่าแพ","0","0","0.00","0","0","0.00"
"11405  :  โรงพยาบาลละงู","0","0","0.00","0","0","0.00"
"11406  :  โรงพยาบาลทุ่งหว้า","0","0","0.00","790","138","17.47"
"28786  :  โรงพยาบาลมะนัง","0","0","0.00","0","0","0.00"
"10683  :  โรงพยาบาลตรัง","0","0","0.00","0","0","0.00"
"11407  :  โรงพยาบาลกันตัง","112","19","16.96","282","64","22.70"
"11408  :  โรงพยาบาลย่านตาขาว","18","6","33.33","1,150","271","23.57"
"11409  :  โรงพยาบาลปะเหลียน","0","0","0.00","0","0","0.00"
"11410  :  โรงพยาบาลสิเกา","0","0","0.00","853","157","18.41"
"11411  :  โรงพยาบาลห้วยยอด","0","0","0.00","0","0","0.00"
"11412  :  โรงพยาบาลวังวิเศษ","0","0","0.00","14","3","21.43"
"11413  :  โรงพยาบาลนาโยง","0","0","0.00","0","0","0.00"
"12226  :  โรงพยาบาลวัฒนแพทย์","0","0","0.00","0","0","0.00"
"12230  :  โรงพยาบาล ทีอาร์พีเอช โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"13755  :  โรงพยาบาลโรคผิวหนังเขตร้อนภาคใต้ จังหวัดตรัง","0","0","0.00","0","0","0.00"
"14139  :  โรงพยาบาลรัษฎา","0","0","0.00","1","0","0.00"
"28817  :  โรงพยาบาลหาดสำราญเฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00"
"10747  :  โรงพยาบาลพัทลุง","0","0","0.00","0","0","0.00"
"11414  :  โรงพยาบาลกงหรา","2","0","0.00","446","53","11.88"
"11415  :  โรงพยาบาลเขาชัยสน","721","95","13.18","741","117","15.79"
"11416  :  โรงพยาบาลตะโหมด","596","113","18.96","1,296","273","21.06"
"11417  :  โรงพยาบาลควนขนุน","1,022","151","14.77","2,561","284","11.09"
"11418  :  โรงพยาบาลปากพะยูน","0","0","0.00","0","0","0.00"
"11419  :  โรงพยาบาลศรีบรรพต","120","13","10.83","244","34","13.93"
"11420  :  โรงพยาบาลป่าบอน","192","18","9.38","42","1","2.38"
"11421  :  โรงพยาบาลบางแก้ว","557","78","14.00","1,041","123","11.82"
"11422  :  โรงพยาบาลป่าพะยอม","563","93","16.52","1,141","193","16.91"
"24673  :  โรงพยาบาลศรีนครินทร์(ปัญญานันทภิขุ)","0","0","0.00","34","0","0.00"
"10748  :  โรงพยาบาลปัตตานี","7","0","0.00","0","0","0.00"
"11423  :  โรงพยาบาลโคกโพธิ์","0","0","0.00","0","0","0.00"
"11424  :  โรงพยาบาลหนองจิก","0","0","0.00","75","6","8.00"
"11425  :  โรงพยาบาลปะนาเระ","0","0","0.00","0","0","0.00"
"11426  :  โรงพยาบาลมายอ","0","0","0.00","0","0","0.00"
"11427  :  โรงพยาบาลทุ่งยางแดง","0","0","0.00","0","0","0.00"
"11428  :  โรงพยาบาลไม้แก่น","0","0","0.00","0","0","0.00"
"11429  :  โรงพยาบาลยะหริ่ง","1","0","0.00","0","0","0.00"
"11430  :  โรงพยาบาลยะรัง","0","0","0.00","0","0","0.00"
"11431  :  โรงพยาบาลแม่ลาน","0","0","0.00","0","0","0.00"
"11460  :  โรงพยาบาลสมเด็จพระยุพราชสายบุรี","387","33","8.53","0","0","0.00"
"11464  :  โรงพยาบาลกะพ้อ","0","0","0.00","0","0","0.00"
"11529  :  โรงพยาบาลค่ายอิงคยุทธบริหาร","0","0","0.00","0","0","0.00"
"14195  :  โรงพยาบาลธัญญรักษ์ปัตตานี","0","0","0.00","0","0","0.00"
"10684  :  โรงพยาบาลยะลา","1","0","0.00","0","0","0.00"
"10749  :  โรงพยาบาลเบตง","0","0","0.00","0","0","0.00"
"11432  :  โรงพยาบาลบันนังสตา","7","0","0.00","1","0","0.00"
"11433  :  โรงพยาบาลธารโต","0","0","0.00","42","3","7.14"
"11434  :  โรงพยาบาลรามัน","16","0","0.00","28","0","0.00"
"11461  :  โรงพยาบาลสมเด็จพระยุพราชยะหา","604","4","0.66","650","20","3.08"
"12238  :  โรงพยาบาลสิโรรส","0","0","0.00","0","0","0.00"
"13806  :  โรงพยาบาลกาบัง","16","0","0.00","187","2","1.07"
"14663  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 12","0","0","0.00","0","0","0.00"
"24689  :  โรงพยาบาลกรงปินัง","9","0","0.00","82","0","0.00"
"10750  :  โรงพยาบาลนราธิวาสราชนครินทร์","0","0","0.00","0","0","0.00"
"10751  :  โรงพยาบาลสุไหงโก-ลก","71","22","30.99","1","0","0.00"
"11435  :  โรงพยาบาลตากใบ","1,002","127","12.67","1,818","104","5.72"
"11436  :  โรงพยาบาลบาเจาะ","1","0","0.00","1","0","0.00"
"11437  :  โรงพยาบาลระแงะ","737","25","3.39","59","2","3.39"
"11438  :  โรงพยาบาลรือเสาะ","20","1","5.00","2","0","0.00"
"11439  :  โรงพยาบาลศรีสาคร","169","5","2.96","10","2","20.00"
"11440  :  โรงพยาบาลแว้ง","31","0","0.00","1,626","81","4.98"
"11441  :  โรงพยาบาลสุคิริน","0","0","0.00","380","32","8.42"
"11442  :  โรงพยาบาลสุไหงปาดี","23","4","17.39","495","23","4.65"
"13818  :  โรงพยาบาลจะแนะ","0","0","0.00","0","0","0.00"
"15010  :  โรงพยาบาลเจาะไอร้อง","15","0","0.00","28","0","0.00"
"23771  :  โรงพยาบาลยี่งอเฉลิมพระเกียรติ 80 พรรษา","1","0","0.00","226","8","3.54"
