"รหัส","ชื่อโรงพยาบาล","อายุ(ปี)","ระดับการศึกษา","รวม"
"12270","โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 10 จ.อุบลราชธานี","-","-","0"
"12272","โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์ จ.ขอนแก่น","-","-","0"
"12273","โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 7 จ.ขอนแก่น","-","-","0"
"12275","โรงพยาบาลสิรินธร(ภาคตะวันออกเฉียงเหนือ) จ.ขอนแก่น","-","-","0"
"12276","โรงพยาบาลมะเร็งอุดรธานี จ.อุดรธานี","-","-","0"
"12277","โรงพยาบาลจิตเวชนครพนมราชนครินทร์ จ.นครพนม","-","-","0"
"12279","โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 1 จ.เชียงใหม่","-","-","0"
"12280","โรงพยาบาลสวนปรุง จ.เชียงใหม่","-","-","0"
"12281","โรงพยาบาลประสาทเชียงใหม่ จ.เชียงใหม่","-","-","0"
"12283","โรงพยาบาลมะเร็งลำปาง  จ.ลำปาง","-","-","0"
"12284","โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3 จ.นครสวรรค์","-","-","0"
"12286","โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5 จ.ราชบุรี","14","มัธยมศึกษา (ม.1-ม.6) หรือ ปวช.","1"
"12287","โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11 จ.นครศรีธรรมราช","-","-","0"
"12289","โรงพยาบาลสวนสราญรมย์ จ.สุราษฎร์ธานี","-","-","0"
"12290","โรงพยาบาลจิตเวชสงขลาราชนครินทร์ จ.สงขลา","-","-","0"
"12438","สถาบันสุขภาพเด็กแห่งชาติมหาราชินี จ.กรุงเทพมหานคร","-","-","0"
"12439","สถาบันประสาทวิทยา จ.กรุงเทพมหานคร","-","-","0"
"12471","สถานีกาชาดหัวหินเฉลิมพระเกียรติ จ.ประจวบคีรีขันธ์","14","ประถมศึกษา","1"
"12472","สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง) จ.นครศรีธรรมราช","-","-","0"
"13747","โรงพยาบาลราชสาส์น จ.ฉะเชิงเทรา","-","-","0"
"13754","โรงพยาบาลสมเด็จพระบรมราชเทวี ณ ศรีราชา จ.ชลบุรี","-","-","0"
"13755","โรงพยาบาลโรคผิวหนังเขตร้อนภาคใต้ จังหวัดตรัง จ.ตรัง","-","-","0"
"13756","โรงพยาบาลจุฬาลงกรณ์สภากาชาดไทย จ.กรุงเทพมหานคร","-","-","0"
"13757","โรงพยาบาลเวชศาสตร์เขตร้อน มหาวิทยาลัยมหิดล จ.กรุงเทพมหานคร","-","-","0"
"13758","โรงพยาบาลสมเด็จพระนางเจ้าสิริกิติ์ จ.ชลบุรี","-","-","0"
"13760","โรงพยาบาลมะเร็งชลบุรี   จ.ชลบุรี","-","-","0"
"13766","โรงพยาบาลมหาวิทยาลัยบูรพา จ.ชลบุรี","-","-","0"
"13775","สถาบันพัฒนาการเด็กราชนครินทร์ จ.เชียงใหม่","14","ประถมศึกษา","1"
"13777","โรงพยาบาลศรีนครินทร์ มหาวิทยาลัยขอนแก่น จ.ขอนแก่น","-","-","0"
"13780","โรงพยาบาลมหาราชนครเชียงใหม่  มหาวิทยาลัยเชียงใหม่ จ.เชียงใหม่","-","-","0"
"13785","โรงพยาบาลธัญญารักษ์เชียงใหม่ จ.เชียงใหม่","-","-","0"
"13806","โรงพยาบาลกาบัง จ.ยะลา","-","-","0"
"13814","โรงพยาบาลศิริราช จ.กรุงเทพมหานคร","-","-","0"
"13815","ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ  จ.นนทบุรี","-","-","0"
"13816","โรงพยาบาลเกาะช้าง จ.ตราด","-","-","0"
"13817","โรงพยาบาลเขาฉกรรจ์ จ.สระแก้ว","-","-","0"
"13818","โรงพยาบาลจะแนะ จ.นราธิวาส","-","-","0"
"13819","โรงพยาบาลหลวงพ่อเปิ่น จ.นครปฐม","-","-","0"
"14132","โรงพยาบาลซำสูง จ.ขอนแก่น","-","-","0"
"14133","โรงพยาบาลเอราวัณ จ.เลย","-","-","0"
"14135","โรงพยาบาลบึงสามัคคี จ.กำแพงเพชร","-","-","0"
"14136","โรงพยาบาลศุกร์ศิริศรีสวัสดิ์ จ.กาญจนบุรี","-","-","0"
"14138","โรงพยาบาลท่าโรงช้าง จ.สุราษฎร์ธานี","-","-","0"
"14139","โรงพยาบาลรัษฎา จ.ตรัง","-","-","0"
"14161","โรงพยาบาลกองบิน กองบิน1 จ.นครราชสีมา","-","-","0"
"14171","โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์ จ.นครสวรรค์","-","-","0"
"14173","โรงพยาบาลตำรวจ จ.กรุงเทพมหานคร","-","-","0"
"14194","โรงพยาบาลธัญญารักษ์สงขลา จ.สงขลา","-","-","0"
"14195","โรงพยาบาลธัญญรักษ์ปัตตานี จ.ปัตตานี","-","-","0"
"14196","โรงพยาบาลธัญญรักษ์ขอนแก่น จ.ขอนแก่น","-","-","0"
"14197","โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน จ.แม่ฮ่องสอน","-","-","0"
"14199","โรงพยาบาลมะเร็งลพบุรี จ.ลพบุรี","-","-","0"
"14203","โรงพยาบาลมะเร็งสุราษฎร์ธานี จ.สุราษฎร์ธานี","-","-","0"
"14550","โรงพยาบาลทั่วไปขนาดใหญ่ เชียงใหม่ใกล้หมอ จ.เชียงใหม่","14","ประถมศึกษา","1"
"14555","โรงพยาบาลทั่วไปขนาดกลางศิริเวช ลำพูน จ.ลำพูน","-","-","0"
"14558","โรงพยาบาลพิสัยเวช จ.หนองคาย","-","-","0"
"14572","โรงพยาบาลบี.แคร์.เมดิคอลเซ็นเตอร์ จ.กรุงเทพมหานคร","-","-","0"
"14574","โรงพยาบาลพญาไท 3 จ.กรุงเทพมหานคร","-","-","0"
"14577","โรงพยาบาลวิภาราม จ.กรุงเทพมหานคร","-","-","0"
"14641","โรงพยาบาลราชพิพัฒน์ จ.กรุงเทพมหานคร","-","-","0"
"14644","โรงพยาบาลจิตเวชเลยราชนครินทร์ จ.เลย","-","-","0"
"14663","โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 12 จ.ยะลา","-","-","0"
"14717","โรงพยาบาลจิตเวชสระแก้วราชนครินทร์ จ.สระแก้ว","-","-","0"
"14862","โรงพยาบาลกองบิน7 จ.สุราษฎร์ธานี","-","-","0"
"14901","โรงพยาบาลค่ายวิภาวดีรังสิต จ.สุราษฎร์ธานี","-","-","0"
"14904","โรงพยาบาลศูนย์การแพทย์สมเด็จพระเทพรัตนราชสุดาฯ จ.นครนายก","-","-","0"
"14908","โรงพยาบาลการุญเวช สุขาภิบาล3 จ.กรุงเทพมหานคร","-","-","0"
"14916","โรงพยาบาลทั่วไปขนาดกลางเชียงใหม่ฮอสพิทอล จ.เชียงใหม่","-","-","0"
"14918","โรงพยาบาลค่ายเทพสตรีศรีสุนทร จ.นครศรีธรรมราช","-","-","0"
"14923","โรงพยาบาลมหาวชิราลงกรณ ธัญบุรี  จ.ปทุมธานี","-","-","0"
"14928","โรงพยาบาลกองบิน 2 จ.ลพบุรี","-","-","0"
"14972","โรงพยาบาลมหาวิทยาลัยนเรศวร จ.พิษณุโลก","-","-","0"
"15010","โรงพยาบาลเจาะไอร้อง จ.นราธิวาส","-","-","0"
"15012","โรงพยาบาลสมเด็จพระญาณสังวร จ.เชียงราย","-","-","0"
"15049","โรงพยาบาลสิรินธร จ.กรุงเทพมหานคร","-","-","0"
"15138","โรงพยาบาลเมืองสมุทรบางปูโรงพยาบาลทั่วไปขนาดเล็ก จ.สมุทรปราการ","-","-","0"
"15140","โรงพยาบาลค่ายขุนเจืองธรรมิกราช จ.พะเยา","-","-","0"
"15147","โรงพยาบาลบางปะกอก 8 โรงพยาบาลทั่วไปขนาดใหญ่ จ.กรุงเทพมหานคร","-","-","0"
"21323","โรงพยาบาลพระอาจารย์แบน  ธนากโร จ.สกลนคร","-","-","0"
"21356","โรงพยาบาลสระใคร จ.หนองคาย","-","-","0"
"21673","โรงพยาบาลซีจีเอช สายไหม โรงพยาบาลทั่วไปขนาดใหญ่ จ.กรุงเทพมหานคร","-","-","0"
"21771","โรงพยาบาลเทศบาลนครนครศรีธรรมราช จ.นครศรีธรรมราช","14","ประถมศึกษา","1"
"21948","โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา จ.กาญจนบุรี","13","ประถมศึกษา","1"
"21984","โรงพยาบาล 50 พรรษา มหาวชิราลงกรณ จ.อุบลราชธานี","-","-","0"
"22127","โรงพยาบาลชลลดา จ.นนทบุรี","-","-","0"
"22155","โรงพยาบาลครู จ.กรุงเทพมหานคร","-","-","0"
"22302","โรงพยาบาลพนมดงรัก เฉลิมพระเกียรติ 80 พรรษา จ.สุรินทร์","-","-","0"
"22456","โรงพยาบาลพระทองคำ เฉลิมพระเกียรติ 80 พรรษา จ.นครราชสีมา","-","-","0"
"22734","โรงพยาบาลเขาชะเมา เฉลิมพระเกียรติ 80 พรรษา จ.ระยอง","-","-","0"
"22737","โรงพยาบาลจุฬาภรณ์ จ.กรุงเทพมหานคร","-","-","0"
"22953","โรงพยาบาลสุทธาเวช คณะแพทยศาสตร์ มหาวิทยาลัยมหาสารคาม จ.มหาสารคาม","-","-","0"
"23125","โรงพยาบาลเบญจลักษ์เฉลิมพระเกียรติ 80 พรรษา จ.ศรีสะเกษ","14","ไม่ระบุ/ไม่ทราบ","1"
"23367","โรงพยาบาลนาวัง เฉลิมพระเกียรติ 80 พรรษา จ.หนองบัวลำภู","-","-","0"
"23429","โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง จ.เชียงราย","-","-","0"
"23578","โรงพยาบาลแคนดง  จ.บุรีรัมย์","-","-","0"
"23736","โรงพยาบาลวัดจันทร์ เฉลิมพระเกียรติ 80 พรรษา จ.เชียงใหม่","-","-","0"
"23762","โรงพยาบาลนวุติสมเด็จย่า จ.กรุงเทพมหานคร","-","-","0"
"23771","โรงพยาบาลยี่งอเฉลิมพระเกียรติ 80 พรรษา จ.นราธิวาส","-","-","0"
"23781","นวมินทร์ 9โรงพยาบาลทั่วไปขนาดใหญ่ จ.กรุงเทพมหานคร","-","-","0"
"23783","โรงพยาบาลเสรีรักษ์ จ.กรุงเทพมหานคร","-","-","0"
"23839","โรงพยาบาลเทพรัตน์นครราชสีมา  จ.นครราชสีมา","-","-","0"
"23951","โรงพยาบาลธัญญารักษ์อุดรธานี จ.อุดรธานี","-","-","0"
"23962","โรงพยาบาลนิคมพัฒนา จ.ระยอง","-","-","0"
"24032","โรงพยาบาลนาตาล จ.อุบลราชธานี","-","-","0"
"24060","โรงพยาบาลมหาวิทยาลัยเทคโนโลยีสุรนารี จ.นครราชสีมา","-","-","0"
"24085","สถาบันวิจัยการแพทย์แผนไทย จ.กรุงเทพมหานคร","-","-","0"
"24673","โรงพยาบาลศรีนครินทร์(ปัญญานันทภิขุ) จ.พัทลุง","-","-","0"
"24678","โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต จ.ภูเก็ต","-","-","0"
"24689","โรงพยาบาลกรงปินัง จ.ยะลา","-","-","0"
"24692","โรงพยาบาลเฉลิมพระเกียรติ จ.นครราชสีมา","-","-","0"
"24704","โรงพยาบาลกุดรัง จ.มหาสารคาม","-","-","0"
"24746","สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคตะวันออกเฉียงเหนือ จ.ขอนแก่น","-","-","0"
"24748","โรงพยาบาลศิริราช ปิยมหาราชการุณย์ จ.กรุงเทพมหานคร","-","-","0"
"24821","โรงพยาบาลนาเยีย จ.อุบลราชธานี","-","-","0"
"24956","โรงพยาบาลเวียงหนองล่อง จ.ลำพูน","-","-","0"
"24976","โรงพยาบาลการแพทย์แผนไทยสกลนคร หลวงปู่แฟ๊ป สุภัทโท จ.สกลนคร","-","-","0"
"25015","โรงพยาบาลทั่วไปขนาดใหญ่มิตรประชา จ.กรุงเทพมหานคร","-","-","0"
"25017","โรงพยาบาลภูเพียง จ.น่าน","-","-","0"
"25058","โรงพยาบาลกู่แก้ว จ.อุดรธานี","-","-","0"
"25059","โรงพยาบาลประจักษ์ศิลปาคม จ.อุดรธานี","-","-","0"
"25060","โรงพยาบาลผู้สูงอายุบางขุนเทียน จ.กรุงเทพมหานคร","-","-","0"
"27443","โรงพยาบาลวังเจ้า จ.ตาก","-","-","0"
"27839","โรงพยาบาลบัวลาย จ.นครราชสีมา","-","-","0"
"27840","โรงพยาบาลสีดา จ.นครราชสีมา","-","-","0"
"27841","โรงพยาบาลเทพารักษ์ จ.นครราชสีมา","-","-","0"
"27842","โรงพยาบาลเขวาสินรินทร์ จ.สุรินทร์","-","-","0"
"27843","โรงพยาบาลศรีณรงค์ จ.สุรินทร์","-","-","0"
"27844","โรงพยาบาลโนนนารายณ์ จ.สุรินทร์","-","-","0"
"27967","โรงพยาบาลสว่างวีระวงศ์ จ.อุบลราชธานี","-","-","0"
"27968","โรงพยาบาลน้ำขุ่น จ.อุบลราชธานี","-","-","0"
"27974","โรงพยาบาลหนองมะโมง จ.ชัยนาท","-","-","0"
"27975","โรงพยาบาลเนินขาม จ.ชัยนาท","-","-","0"
"27976","โรงพยาบาลเหล่าเสือโก้ก จ.อุบลราชธานี","-","-","0"
"27978","โรงพยาบาลสากเหล็ก จ.พิจิตร","-","-","0"
"27979","โรงพยาบาลบึงนาราง จ.พิจิตร","-","-","0"
"27980","โรงพยาบาลดงเจริญ จ.พิจิตร","-","-","0"
"27988","โรงพยาบาลทุ่งเขาหลวง จ.ร้อยเอ็ด","-","-","0"
"27989","โรงพยาบาลเชียงขวัญ จ.ร้อยเอ็ด","-","-","0"
"27990","โรงพยาบาลหนองฮี จ.ร้อยเอ็ด","-","-","0"
"28005","โรงพยาบาลเมืองพัทยา จ.ชลบุรี","-","-","0"
"28006","โรงพยาบาลเกาะจันทร์ จ.ชลบุรี","-","-","0"
"28010","โรงพยาบาลโกสัมพีนคร จ.กำแพงเพชร","-","-","0"
"28014","โรงพยาบาลพยุห์ จ.ศรีสะเกษ","-","-","0"
"28015","โรงพยาบาลโพธิ์ศรีสุวรรณ จ.ศรีสะเกษ","-","-","0"
"28016","โรงพยาบาลศิลาลาด จ.ศรีสะเกษ","-","-","0"
"28017","โรงพยาบาลนาคู จ.กาฬสินธุ์","-","-","0"
"28020","โรงพยาบาลบ้านด่าน จ.บุรีรัมย์","-","-","0"
"28778","โรงพยาบาลโพธิ์ตาก จ.หนองคาย","-","-","0"
"28785","โรงพยาบาลบางเสาธง จ.สมุทรปราการ","-","-","0"
"28786","โรงพยาบาลมะนัง จ.สตูล","-","-","0"
"28789","โรงพยาบาลฆ้องชัย จ.กาฬสินธุ์","-","-","0"
"28790","โรงพยาบาลดอนจาน จ.กาฬสินธุ์","-","-","0"
"28791","โรงพยาบาลสามชัย จ.กาฬสินธุ์","-","-","0"
"28811","โรงพยาบาลเฝ้าไร่ จ.หนองคาย","-","-","0"
"28815","โรงพยาบาลรัตนวาปี จ.หนองคาย","-","-","0"
"28817","โรงพยาบาลหาดสำราญเฉลิมพระเกียรติ 80 พรรษา จ.ตรัง","-","-","0"
"28823","โรงพยาบาลดอยหลวง จ.เชียงราย","-","-","0"
"28843","โรงพยาบาลชื่นชม จ.มหาสารคาม","-","-","0"
"28858","โรงพยาบาลบ้านคา จ.ราชบุรี","-","-","0"
"28861","โรงพยาบาลหนองหิน จ.เลย","-","-","0"
"28875","โรงพยาบาลบางบัวทอง ๒ จ.นนทบุรี","-","-","0"
"31327","โรงพยาบาลคลองเขื่อน จ.ฉะเชิงเทรา","-","-","0"
"40491","โรงพยาบาลเฉลิมพระเกียรติ จ.นครศรีธรรมราช","-","-","0"
"40492","โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์ จ.นครศรีธรรมราช","-","-","0"
"40742","โรงพยาบาลนบพิตำ จ.นครศรีธรรมราช","-","-","0"
"40743","โรงพยาบาลพระพรหม จ.นครศรีธรรมราช","-","-","0"
"40744","โรงพยาบาลภูซาง จ.พะเยา","-","-","0"
"40745","โรงพยาบาลภูกามยาว จ.พะเยา","-","-","0"
"40749","โรงพยาบาลชุมตาบง จ.นครสวรรค์","-","-","0"
"40840","โรงพยาบาลวังยาง จ.นครพนม","-","-","0"
"40915","สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้ จ.สุราษฎร์ธานี","-","-","0"
"40970","โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์ จ.นครศรีธรรมราช","-","-","0"
"41329","โรงพยาบาลเฉพาะประเภทผู้ป่วยสูงอายุ เฌ้อสเซอรี่โฮมขนาดเล็ก จ.กรุงเทพมหานคร","-","-","0"
"41347","โรงพยาบาลมหาวิทยาลัยพะเยา จ.พะเยา","-","-","0"
"41414","โรงพยาบาลทหารอากาศ (สีกัน) จ.กรุงเทพมหานคร","-","-","0"
"41429","โรงพยาบาลจิตเวชพิษณุโลก จ.พิษณุโลก","-","-","0"
"41436","โรงพยาบาลฉลอง จ.ภูเก็ต","-","-","0"
"41509","โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง จ.เชียงราย","-","-","0"
"41701","โรงพยาบาลหนองปรือ จ.กาญจนบุรี","-","-","0"
"77649","โรงพยาบาลหนองนาคำ จ.ขอนแก่น","-","-","0"
"77650","โรงพยาบาลเวียงเก่า จ.ขอนแก่น","-","-","0"
"77651","โรงพยาบาลโคกโพธิ์ไชย จ.ขอนแก่น","-","-","0"
"77652","โรงพยาบาลโนนศิลา จ.ขอนแก่น","-","-","0"
"77665","โรงพยาบาลการแพทย์แผนไทยและการแพทย์ผสมผสาน จ.กรุงเทพมหานคร","-","-","0"
"77753","โรงพยาบาลเกาะพีพี จ.กระบี่","-","-","0"
