"โรงพยาบาล","วันที่ตามเดือนที่เลือก"
"รวม","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128"
"11238  :  โรงพยาบาลบ้านตาก","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"11239  :  โรงพยาบาลสามเงา","4","1","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11240  :  โรงพยาบาลแม่ระมาด","26","3","0","0","0","0","2","0","0","1","1","0","1","0","1","0","0","0","3","1","3","0","2","0","1","0","2","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0"
"11241  :  โรงพยาบาลท่าสองยาง","5","20","0","0","0","0","0","3","0","2","0","0","0","1","0","2","0","2","0","0","0","1","0","1","1","1","0","0","0","0","0","2","1","0","0","0","0","3","0","1","0","1","0","1","0","0","0","0","0","0","0","1","0","2","0","0","2","1","0","1","1","2","0","0"
"11242  :  โรงพยาบาลพบพระ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11243  :  โรงพยาบาลอุ้มผาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27443  :  โรงพยาบาลวังเจ้า","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"10724  :  โรงพยาบาลสุโขทัย","36","1","1","0","3","0","1","0","0","0","3","0","2","0","0","0","1","0","0","0","1","0","0","1","2","0","0","0","1","0","3","0","2","0","0","0","1","0","0","0","1","0","1","0","2","0","0","0","1","0","1","0","1","0","3","0","2","0","2","0","1","0","0","0"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","29","4","1","0","2","0","2","0","1","0","1","0","3","1","2","0","0","0","3","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","1","0","2","1","3","1","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","2","0"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11245  :  โรงพยาบาลคีรีมาศ","6","2","1","0","0","1","1","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"11246  :  โรงพยาบาลกงไกรลาศ","9","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0"
"11247  :  โรงพยาบาลศรีสัชนาลัย","5","2","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"11248  :  โรงพยาบาลสวรรคโลก","5","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"11249  :  โรงพยาบาลศรีนคร","4","2","0","0","0","0","0","0","0","2","0","1","0","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","137","0","3","0","12","0","5","0","3","0","6","0","2","0","6","0","5","0","2","0","9","0","5","0","2","0","1","0","1","0","2","0","7","0","13","0","4","0","4","0","7","0","4","0","0","0","11","0","1","0","10","0","9","0","4","0","3","0","0","0","0","0","0","0"
"10676  :  โรงพยาบาลพุทธชินราช","268","3","6","0","12","0","14","0","13","0","11","0","11","1","8","0","4","0","7","0","7","0","10","0","9","0","17","0","13","0","7","0","3","1","10","0","8","0","8","0","12","0","9","0","7","0","2","0","11","0","15","0","6","1","7","0","16","0","7","0","5","0","5","0"
"11251  :  โรงพยาบาลชาติตระการ","3","8","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0"
"11252  :  โรงพยาบาลบางระกำ","7","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"11253  :  โรงพยาบาลบางกระทุ่ม","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11254  :  โรงพยาบาลพรหมพิราม","151","9","4","1","9","0","4","0","5","0","3","0","13","0","2","0","4","0","7","0","9","1","9","0","4","0","7","1","9","0","5","1","8","0","4","1","4","0","5","1","5","1","5","1","5","0","10","1","4","1","9","0","3","0","5","1","5","0","2","0","8","0","1","0"
"11255  :  โรงพยาบาลวัดโบสถ์","6","2","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"11256  :  โรงพยาบาลวังทอง","4","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11257  :  โรงพยาบาลเนินมะปราง","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","11","3","1","0","0","0","0","1","1","0","0","0","2","1","1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","80","6","0","1","2","0","2","0","4","0","3","0","3","0","4","0","3","1","5","0","2","0","0","0","2","0","3","0","0","0","3","0","2","1","4","0","1","0","1","0","2","0","2","0","3","0","4","0","2","2","4","0","2","1","6","0","3","0","3","1","1","1","6","0"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10726  :  โรงพยาบาลพิจิตร","27","15","2","0","5","0","3","0","1","1","0","0","1","0","0","0","0","2","0","0","1","0","1","0","1","0","2","0","1","0","2","1","0","0","0","0","2","1","1","0","1","0","0","0","0","2","0","0","1","0","1","1","0","0","0","2","0","0","2","1","0","4","0","0"
"11258  :  โรงพยาบาลวังทรายพูน","237","2","6","0","7","0","10","0","3","0","7","1","14","0","8","0","6","0","10","0","14","0","18","0","4","0","6","0","9","0","5","0","8","0","16","0","10","0","10","0","9","0","10","0","4","1","5","0","8","1","4","0","7","0","6","0","9","0","4","0","10","0","3","0"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","11","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","2","0","2","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11260  :  โรงพยาบาลบางมูลนาก","32","0","4","0","0","0","0","0","3","0","1","0","3","0","5","0","1","0","0","0","4","0","0","0","1","0","1","0","1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0"
"11261  :  โรงพยาบาลโพทะเล","27","2","1","0","1","0","0","0","2","0","0","1","3","0","0","0","2","0","1","0","0","0","1","0","0","1","1","0","1","0","2","0","1","0","1","0","2","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","2","0","1","0"
"11262  :  โรงพยาบาลสามง่าม","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11263  :  โรงพยาบาลทับคล้อ","13","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","2","0","2","0","0","0","1","0","0","0","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","1","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"11631  :  โรงพยาบาลวชิรบารมี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27978  :  โรงพยาบาลสากเหล็ก","24","0","2","0","2","0","3","0","0","0","2","0","2","0","1","0","2","0","0","0","0","0","1","0","0","0","2","0","2","0","1","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27979  :  โรงพยาบาลบึงนาราง","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"27980  :  โรงพยาบาลดงเจริญ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10727  :  โรงพยาบาลเพชรบูรณ์","58","2","1","1","4","0","1","0","0","0","1","0","5","0","0","0","2","0","3","0","2","0","0","0","0","0","1","0","2","0","2","0","1","0","3","1","3","0","3","0","4","0","3","0","5","0","4","0","1","0","0","0","2","0","1","0","1","0","3","0","0","0","1","0"
"11264  :  โรงพยาบาลชนแดน","9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"11265  :  โรงพยาบาลหล่มสัก","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"11266  :  โรงพยาบาลวิเชียรบุรี","113","1","6","0","5","0","2","0","6","0","3","0","4","0","3","0","5","0","3","0","3","0","3","0","4","0","3","0","1","0","1","0","2","0","2","0","6","1","5","0","1","0","6","0","2","0","1","0","4","0","5","0","3","0","5","0","4","0","4","0","3","0","10","0"
"11267  :  โรงพยาบาลศรีเทพ","17","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","4","0","2","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","1","0","1","0","1","0","1","0","0","0"
"11268  :  โรงพยาบาลหนองไผ่","9","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"11269  :  โรงพยาบาลบึงสามพัน","68","1","0","0","1","0","3","0","2","0","5","0","7","0","1","0","0","0","5","0","1","0","1","0","8","0","3","1","0","0","1","0","3","0","1","0","5","0","3","0","3","0","0","0","2","0","3","0","3","0","2","0","4","0","0","0","3","0","0","0","0","0","0","0"
"11270  :  โรงพยาบาลน้ำหนาว","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11271  :  โรงพยาบาลวังโป่ง","4","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"11272  :  โรงพยาบาลเขาค้อ","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","32","1","0","0","2","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","0","0","2","0","0","0","2","0","3","0","0","0","3","0","2","0","2","0","1","0","0","0","0","0","1","0","1","0","1","0","0","0","3","0","1","0","0","0","2","0","1","0","2","0"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"10677  :  โรงพยาบาลราชบุรี","147","4","2","2","9","0","8","0","1","0","0","0","5","0","11","0","11","0","6","0","4","1","7","0","5","0","3","0","7","0","2","0","1","0","4","0","5","0","1","0","4","0","3","0","11","0","8","0","10","0","3","0","3","0","1","0","4","0","4","0","4","1","1","0"
"10728  :  โรงพยาบาลดำเนินสะดวก","76","0","2","0","0","0","1","0","0","0","1","0","1","0","3","0","2","0","2","0","6","0","4","0","0","0","4","0","1","0","2","0","1","0","3","0","1","0","4","0","3","0","4","0","2","0","3","0","4","0","4","0","3","0","4","0","2","0","5","0","2","0","3","0"
"10729  :  โรงพยาบาลบ้านโป่ง","135","7","7","0","3","0","10","0","4","0","10","0","3","0","4","0","2","0","1","0","4","0","2","0","3","0","3","0","9","1","5","1","4","0","8","1","7","1","3","0","2","0","8","2","0","0","6","0","3","0","8","0","1","0","4","0","5","1","1","0","2","0","6","0"
"10730  :  โรงพยาบาลโพธาราม","343","1","7","0","11","0","13","0","8","0","10","0","15","0","7","0","5","0","9","0","10","0","9","0","14","0","10","0","8","0","10","0","14","0","17","0","17","0","11","0","11","0","18","0","8","0","15","0","17","0","16","0","7","0","13","0","14","1","9","0","10","0","11","0"
"11273  :  โรงพยาบาลสวนผึ้ง","12","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","2","0","3","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0"
"11274  :  โรงพยาบาลบางแพ","130","0","4","0","2","0","2","0","5","0","8","0","3","0","3","0","6","0","4","0","7","0","4","0","7","0","3","0","2","0","1","0","5","0","8","0","4","0","6","0","5","0","3","0","5","0","4","0","4","0","5","0","5","0","3","0","6","0","6","0","2","0","0","0"
"11275  :  โรงพยาบาลเจ็ดเสมียน","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"11276  :  โรงพยาบาลปากท่อ","633","4","10","0","20","0","28","0","32","0","7","0","19","0","4","0","14","0","20","0","25","0","33","0","20","0","16","0","22","0","25","1","25","1","29","0","29","0","17","0","32","0","28","0","16","0","19","0","39","0","26","0","14","1","22","1","14","0","26","0","12","0","10","0"
"11277  :  โรงพยาบาลวัดเพลง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","21","8","1","0","2","0","1","0","0","0","0","1","0","1","0","0","3","0","1","0","0","0","0","0","2","0","0","1","1","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","1","0","3","1","1","1","1","0"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","10","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28858  :  โรงพยาบาลบ้านคา","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","29","10","0","0","0","0","1","0","0","0","0","1","2","0","2","0","1","0","1","0","0","1","1","1","1","0","3","1","1","1","0","0","0","0","2","1","1","0","0","1","2","1","0","0","0","0","1","1","2","1","2","0","3","0","0","0","0","0","1","0","2","0","0","1"
"10732  :  โรงพยาบาลมะการักษ์","209","2","3","0","4","1","6","0","2","0","2","0","21","0","7","0","12","0","8","0","6","0","4","0","2","0","9","0","0","0","3","0","8","0","39","0","10","0","5","0","6","0","3","0","4","0","7","1","11","0","3","0","2","0","6","0","4","0","8","0","8","0","4","0"
"11278  :  โรงพยาบาลไทรโยค","8","6","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","2","1","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11280  :  โรงพยาบาลบ่อพลอย","15","3","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","1","0","0","0","0","0","0","0","3","0","1","1","1","2","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
"11281  :  โรงพยาบาลท่ากระดาน","6","3","0","0","0","0","0","1","0","0","1","0","0","1","1","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","17","7","0","0","1","0","1","0","0","0","0","0","0","1","0","0","2","0","1","0","0","0","2","1","0","0","0","1","1","0","0","0","0","2","0","0","0","0","0","1","1","0","1","0","0","0","1","0","1","1","0","0","0","0","2","0","1","0","1","1","1","0","0","0"
"11283  :  โรงพยาบาลทองผาภูมิ","14","1","1","0","1","0","2","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11284  :  โรงพยาบาลสังขละบุรี","1","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","175","1","2","0","15","0","9","0","5","0","2","0","5","0","10","0","4","0","7","0","5","0","6","0","1","0","9","0","9","0","4","0","3","0","4","0","5","0","8","0","10","0","8","0","3","0","7","0","1","1","4","0","5","0","1","0","10","0","9","0","4","0","2","0"
"11286  :  โรงพยาบาลเลาขวัญ","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11288  :  โรงพยาบาลสถานพระบารมี","9","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","2","0","0","1","1","0","0","0","0","0"
"11520  :  โรงพยาบาลค่ายสุรสีห์","2","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","16","2","1","0","0","1","0","0","0","0","0","0","1","0","3","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0"
"41701  :  โรงพยาบาลหนองปรือ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","43","4","3","0","1","0","1","1","0","0","1","0","3","0","4","0","2","0","2","0","0","0","1","0","0","1","1","0","3","0","0","0","2","0","2","0","3","0","3","0","2","0","3","1","0","0","0","1","0","0","0","0","0","0","1","0","1","0","1","0","2","0","1","0"
