"โรงพยาบาล","วันที่ตามเดือนที่เลือก"
"รวม","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","412","1,111","9","18","7","28","11","37","10","33","2","14","17","18","10","32","8","26","15","34","4","36","10","34","7","25","6","37","13","29","7","31","15","53","22","53","17","20","13","36","8","54","6","44","14","46","24","55","14","33","51","28","3","26","9","60","43","42","24","55","20","67","5","26"
"11322  :  โรงพยาบาลพรหมคีรี","25","146","1","1","0","7","0","0","2","1","1","4","0","4","2","3","1","3","0","5","3","0","1","7","2","3","0","3","2","8","0","14","0","21","0","15","1","3","0","8","1","6","1","1","0","2","0","1","1","10","1","4","0","0","1","1","0","0","0","6","1","5","3","0"
"11324  :  โรงพยาบาลลานสะกา","41","71","1","0","0","0","1","1","2","1","0","0","3","0","1","0","0","1","0","2","1","0","1","2","0","1","2","0","0","3","0","1","2","5","6","6","0","1","1","4","0","0","3","0","3","2","0","1","4","4","0","1","2","5","0","2","4","5","3","1","0","22","1","0"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","31","19","2","1","4","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","1","2","0","0","2","2","2","1","0","1","0","0","2","1","5","2","1","0","0","3","1","0","1","1","2","3","0","2","0","0","0","0","2","1","0","1"
"11326  :  โรงพยาบาลพิปูน","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","3","0","5","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"11327  :  โรงพยาบาลเชียรใหญ่","77","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","2","0","1","0","2","0","30","0","0","0","0","0","10","0","4","0","0","0","32","0","1","0"
"11328  :  โรงพยาบาลชะอวด","19","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","2","0","3","0","0","0","2","0","0","0","2","0","2","0","0","0","0","0","0","0","1","0","0","0"
"11329  :  โรงพยาบาลท่าศาลา","138","291","4","10","3","6","1","9","4","16","5","3","4","8","7","9","4","8","10","8","4","13","2","11","3","4","1","16","2","5","1","7","7","8","10","4","3","6","10","10","8","7","1","7","4","20","3","9","3","16","4","7","7","7","4","14","2","15","10","11","5","16","3","10"
"11330  :  โรงพยาบาลทุ่งสง","203","322","6","8","6","19","14","11","11","8","7","12","2","7","1","6","2","6","11","13","20","4","3","4","7","8","4","5","11","4","2","1","3","3","5","5","9","10","8","3","13","24","10","32","10","10","9","22","1","20","9","17","2","15","5","8","2","18","4","10","3","14","5","2"
"11331  :  โรงพยาบาลนาบอน","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11332  :  โรงพยาบาลทุ่งใหญ่","40","22","0","0","2","0","0","2","1","0","3","1","1","2","2","2","1","0","3","0","1","0","2","0","1","0","3","0","1","0","1","0","2","0","0","0","1","1","0","0","0","3","0","1","1","0","0","1","0","0","2","0","0","0","1","3","2","5","2","1","6","0","1","1"
"11333  :  โรงพยาบาลปากพนัง","482","729","16","4","22","26","37","27","5","38","12","55","12","90","14","56","24","32","11","74","18","14","27","99","10","26","12","63","18","37","18","63","7","61","9","53","9","46","20","42","13","30","13","22","42","41","8","24","26","20","12","62","14","35","10","27","14","10","20","22","9","20","2","6"
"11334  :  โรงพยาบาลร่อนพิบูลย์","5","43","0","0","1","3","0","2","0","1","0","1","1","3","0","2","0","3","0","0","0","5","0","1","0","1","1","4","1","10","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0"
"11335  :  โรงพยาบาลสิชล","455","897","17","15","10","15","18","43","15","34","20","35","7","13","16","35","17","22","11","30","19","28","12","20","18","32","13","26","16","28","9","15","11","30","17","31","16","32","32","43","15","31","15","17","14","26","17","25","17","40","4","31","9","44","19","38","13","38","17","36","12","31","15","22"
"11336  :  โรงพยาบาลขนอม","152","131","1","3","2","1","3","3","3","4","1","1","6","1","0","1","11","5","7","3","5","6","4","5","4","4","4","7","3","3","3","0","0","9","5","1","1","3","3","2","7","2","8","7","9","4","5","14","7","6","8","4","9","6","13","2","7","9","4","6","6","7","3","3"
"11337  :  โรงพยาบาลหัวไทร","23","42","0","0","0","0","1","4","0","1","0","5","1","1","0","5","0","3","0","1","0","6","1","2","0","4","0","3","7","1","0","0","2","1","0","1","0","1","1","1","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","2"
"11338  :  โรงพยาบาลบางขัน","58","81","2","0","3","0","2","4","3","0","1","1","3","3","1","0","3","1","0","0","5","4","3","0","0","1","0","0","1","0","1","0","1","4","6","2","0","3","3","2","2","6","1","7","2","12","2","20","1","1","2","7","1","0","2","0","1","0","1","0","3","0","4","3"
"11339  :  โรงพยาบาลถ้ำพรรณรา","20","8","0","0","1","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","1","2","1","0","0","0","0","0","0","1","3","0","1","0","1","0","0","0","1","0","1","0","0","1","1","0","2","1","2","1","0","0","0","1","0","2","1","0","0","0","0","0","1","0"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","94","9","4","0","1","0","1","0","8","0","6","0","1","0","0","0","2","0","3","0","7","3","7","0","9","0","6","0","7","2","11","0","1","0","3","1","1","0","0","0","5","1","0","0","2","0","0","0","4","1","4","0","2","0","1","0","1","1","1","0","0","0","1","1"
"11660  :  โรงพยาบาลจุฬาภรณ์","53","26","0","0","4","0","1","0","2","4","0","5","0","4","0","0","3","0","8","1","2","0","0","1","8","0","4","0","0","0","6","1","0","0","1","0","0","0","0","2","17","1","1","0","0","0","1","0","2","0","4","1","6","0","0","3","2","0","0","0","4","3","0","0"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","0","16","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","3","0","0","0","0","0","2","0","0","0","0","0","1","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","1","0","2","0","0"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","243","0","7","0","5","0","6","0","6","0","8","0","3","0","4","0","11","0","10","0","2","0","6","0","4","0","5","0","5","0","6","0","46","0","12","0","3","0","9","0","8","0","12","0","9","0","16","0","10","0","3","0","4","0","8","0","15","0","4","0","5","0","1","0"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","57","0","0","0","4","0","0","0","3","0","1","0","4","0","0","0","0","0","0","0","3","0","8","0","7","0","0","0","1","0","4","0","0","0","0","0","2","0","0","0","10","0","1","0","3","0","0","0","3","0","1","0","0","0","1","0","1","0","3","0","0","0","0","0"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","2","16","0","0","0","0","0","0","1","1","0","1","0","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","3"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","82","4","2","0","1","0","1","1","4","0","5","0","5","1","2","0","4","0","6","0","2","0","2","0","1","0","8","0","4","0","2","0","4","0","1","0","1","0","3","0","0","0","3","0","2","0","2","0","3","1","4","0","3","1","3","0","1","0","6","0","0","0","1","0"
"40742  :  โรงพยาบาลนบพิตำ","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"40743  :  โรงพยาบาลพระพรหม","204","5","10","0","7","0","6","0","6","0","4","0","5","0","6","0","7","0","10","0","6","0","5","0","7","1","2","0","4","0","13","0","11","0","5","0","11","0","6","0","6","0","7","0","4","0","9","0","6","1","5","1","4","0","9","0","8","0","4","2","11","0","3","0"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10738  :  โรงพยาบาลกระบี่","40","87","1","0","0","1","0","3","2","2","0","2","0","2","2","1","0","6","3","0","0","1","0","3","3","0","0","3","3","4","1","4","3","7","1","16","7","3","2","11","0","3","1","1","2","1","2","5","2","1","0","1","0","1","2","1","1","1","1","1","1","1","0","1"
"11340  :  โรงพยาบาลเขาพนม","76","13","0","0","3","0","0","0","1","0","5","1","4","0","7","0","4","2","3","0","1","0","0","0","3","2","5","0","2","0","2","1","3","1","0","2","1","1","5","0","2","0","4","2","2","0","1","0","3","0","1","0","2","0","3","0","2","1","3","0","4","0","1","0"
"11341  :  โรงพยาบาลเกาะลันตา","130","72","3","1","1","1","1","2","1","1","7","0","0","0","1","3","4","0","0","0","11","4","7","1","0","0","2","0","0","0","0","0","34","12","18","18","6","8","6","0","1","0","13","12","2","4","0","1","7","1","0","0","2","3","0","0","3","0","1","0","0","0","1","0"
"11342  :  โรงพยาบาลคลองท่อม","155","3","2","2","0","0","0","0","3","1","3","0","2","0","3","0","2","0","5","0","6","0","1","0","0","0","3","0","1","0","2","0","6","0","6","0","4","0","0","0","4","0","19","0","8","0","3","0","20","0","7","0","10","0","17","0","12","0","4","0","1","0","4","0"
"11343  :  โรงพยาบาลอ่าวลึก","54","14","1","0","2","0","1","0","0","1","0","0","0","0","1","0","7","0","0","0","3","0","3","1","1","0","1","0","4","0","4","0","2","0","4","1","2","1","2","0","0","0","1","0","2","0","2","0","2","1","4","2","2","3","2","0","1","1","0","1","3","0","1","2"
"11344  :  โรงพยาบาลปลายพระยา","12","52","2","0","0","2","1","1","0","0","2","3","0","0","0","2","0","1","0","3","0","1","3","2","0","0","0","0","0","0","0","0","0","5","1","3","0","3","0","4","0","1","0","2","0","0","0","7","4","3","0","3","0","4","0","1","0","1","0","0","0","0","0","0"
"11345  :  โรงพยาบาลลำทับ","2","14","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","4","0","1","0","2","0","1","0","0","0","2","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"11346  :  โรงพยาบาลเหนือคลอง","199","25","0","1","0","3","0","0","8","1","0","0","28","1","0","0","1","0","0","0","3","2","1","1","0","0","5","0","2","0","0","0","18","0","0","0","15","1","25","1","0","1","2","0","15","0","19","1","23","5","21","0","2","0","3","1","6","4","3","0","0","2","0","0"
"77753  :  โรงพยาบาลเกาะพีพี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10739  :  โรงพยาบาลพังงา","10","41","0","0","0","1","0","0","0","1","0","0","0","1","1","3","0","0","0","3","0","2","0","0","0","1","1","1","0","1","1","0","0","0","4","1","0","1","0","2","1","0","1","0","0","3","0","1","0","3","1","5","0","2","0","1","0","1","0","1","0","6","0","1"
"10740  :  โรงพยาบาลตะกั่วป่า","561","81","15","0","24","8","14","2","20","2","19","5","14","2","32","5","28","4","26","0","20","3","22","1","11","3","15","0","10","2","13","2","19","3","17","7","20","3","21","4","9","2","16","2","23","1","26","7","25","1","25","4","13","5","11","1","26","5","21","0","18","6","10","1"
"11347  :  โรงพยาบาลเกาะยาวชัยพัฒน์","10","1","1","0","2","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"11348  :  โรงพยาบาลกะปงชัยพัฒน์","39","9","0","0","1","0","2","0","1","0","0","0","0","0","4","0","2","0","1","1","1","4","1","0","1","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","2","0","1","0","1","0","12","0","1","3","2","0","1","0","0","0","1","0"
"11349  :  โรงพยาบาลตะกั่วทุ่ง","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"11350  :  โรงพยาบาลบางไทร","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"11352  :  โรงพยาบาลคุระบุรีชัยพัฒน์","30","5","0","0","0","1","3","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","5","0","1","0","0","0","0","0","0","0","0","1","2","0","9","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","8","0","0","0","0","0","0","0","0","0","0","0"
"11353  :  โรงพยาบาลทับปุด","100","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","4","3","0","0","8","0","20","0","14","0","7","0","6","1","1","0","4","0","1","0","2","1","13","0","3","0","2","0","6","0","8","0","5","0","2","0","8","0","1","0","3","0","0","0"
"11354  :  โรงพยาบาลท้ายเหมืองชัยพัฒน์","10","0","0","0","2","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"10741  :  โรงพยาบาลวชิระภูเก็ต","281","360","15","4","7","6","9","8","8","7","5","9","14","12","8","3","14","9","8","11","4","5","10","6","11","9","4","13","7","20","8","10","8","19","4","12","9","19","5","20","4","16","4","13","8","6","24","26","17","32","8","13","11","13","7","13","30","16","5","8","18","13","0","2"
"11355  :  โรงพยาบาลป่าตอง","19","143","0","5","1","0","0","1","2","3","1","0","0","8","2","9","0","3","1","5","2","4","2","4","1","7","0","6","1","7","1","5","3","3","0","9","1","3","0","4","0","3","0","3","1","6","0","2","0","10","0","7","0","9","1","6","0","5","0","7","0","10","0","0"
"11356  :  โรงพยาบาลถลาง","6","134","0","0","0","0","0","0","1","3","1","7","0","1","0","6","0","4","1","1","0","2","0","4","0","8","0","7","1","4","0","2","0","8","2","4","0","5","0","10","0","8","0","1","0","2","0","5","0","4","0","5","0","12","0","0","0","5","0","10","0","4","0","3"
"24678  :  โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต","80","80","2","3","6","0","2","0","3","4","4","2","1","0","4","1","1","4","2","2","4","3","2","2","2","1","1","2","3","3","5","4","0","2","3","6","2","7","2","4","6","6","0","3","2","4","2","8","3","7","4","2","3","1","6","8","4","4","9","3","4","5","1","2"
"41436  :  โรงพยาบาลฉลอง","0","20","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","1","0","2","0","0","0","3","0","1","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"09192  :  โรงพยาบาลเกาะเต่า","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10681  :  โรงพยาบาลสุราษฎร์ธานี","103","318","6","16","8","13","7","7","6","9","7","14","6","9","4","7","4","5","3","6","0","7","3","11","3","8","8","6","2","10","3","9","3","18","4","11","2","12","5","11","2","13","2","12","3","14","1","14","3","13","0","13","0","4","2","6","2","16","3","10","1","12","0","7"
"10742  :  โรงพยาบาลเกาะสมุย","48","136","0","2","5","6","1","3","4","1","1","3","0","2","4","1","3","2","1","1","1","7","1","5","2","8","1","3","3","7","0","7","2","8","1","2","3","6","3","3","1","4","1","9","1","7","3","9","0","7","1","4","1","8","0","6","0","2","1","2","3","1","1","0"
"11357  :  โรงพยาบาลกาญจนดิษฐ์","148","328","6","10","0","12","8","17","2","16","14","10","2","3","4","9","2","12","3","8","6","9","2","10","4","6","6","7","0","14","11","10","10","8","7","12","4","23","4","9","4","5","0","14","0","11","4","9","10","13","5","12","1","9","4","12","2","12","12","17","12","11","3","8"
"11358  :  โรงพยาบาลดอนสัก","12","22","0","0","0","1","0","1","0","1","0","0","2","0","0","0","1","0","3","0","0","1","0","2","0","2","0","2","0","1","0","1","0","0","0","0","0","0","1","1","0","1","0","1","1","0","0","0","2","1","0","1","0","0","2","3","0","0","0","1","0","1","0","0"
"11359  :  โรงพยาบาลเกาะพงัน","19","15","0","0","1","0","0","2","0","2","1","1","1","1","0","0","0","1","0","0","0","1","1","0","2","0","0","0","4","0","1","0","1","0","0","0","2","0","2","0","0","0","1","1","0","1","0","0","0","0","0","2","0","0","0","0","1","1","0","1","1","0","0","1"
"11360  :  โรงพยาบาลไชยา","3","4","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"11361  :  โรงพยาบาลท่าชนะ","4","45","0","0","0","1","0","0","0","0","0","0","0","2","0","1","0","7","0","0","0","0","0","0","0","1","0","0","0","2","0","1","0","3","0","1","0","3","0","1","0","3","0","0","0","3","0","1","0","3","0","1","0","0","0","3","2","0","0","1","2","7","0","1"
"11362  :  โรงพยาบาลคีรีรัฐนิคม","54","33","0","0","0","1","0","1","1","1","0","0","0","1","0","0","0","0","1","4","1","1","1","0","0","3","1","1","4","3","3","2","1","0","2","0","3","0","1","0","2","0","1","1","3","2","4","0","0","0","2","3","4","1","3","1","3","0","5","1","2","4","6","2"
"11363  :  โรงพยาบาลบ้านตาขุน","17","19","0","1","0","0","4","0","0","0","0","0","1","0","1","0","1","0","4","2","0","3","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","2","1","7","0","0","0","0","0","0","4","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0"
"11364  :  โรงพยาบาลพนม","67","27","2","1","4","0","3","2","3","1","1","2","1","2","5","1","2","2","3","0","1","1","3","0","0","1","0","1","3","0","1","0","2","1","2","2","3","2","2","0","3","2","3","0","3","2","5","0","1","0","1","0","1","1","2","0","1","1","5","0","4","0","0","2"
"11365  :  โรงพยาบาลท่าฉาง","87","149","3","13","1","4","5","14","3","5","1","0","1","3","4","19","5","7","8","10","4","5","3","3","6","2","6","6","3","4","4","1","9","5","5","8","2","2","8","11","8","14","5","6","8","8","7","10","4","5","5","11","3","7","4","18","5","8","8","11","5","15","0","3"
"11366  :  โรงพยาบาลบ้านนาสาร","366","201","0","9","0","5","12","6","9","11","2","4","1","4","1","12","0","4","7","5","0","5","11","3","7","3","32","7","26","10","12","8","0","7","25","10","12","2","18","21","1","9","28","5","74","2","6","5","9","2","2","0","10","2","33","11","0","4","18","19","3","6","9","4"
"11367  :  โรงพยาบาลบ้านนาเดิม","0","19","0","1","0","1","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","2","0","0","0","3","0","0","0","0","0","4","0","0","0","0"
"11368  :  โรงพยาบาลเคียนซา","79","10","2","0","0","0","4","1","3","1","1","0","3","2","5","0","8","1","1","1","3","0","1","0","1","0","1","0","1","0","2","0","0","0","7","2","1","0","2","0","3","0","3","0","5","0","4","0","3","0","0","1","2","1","1","0","7","0","1","0","5","0","1","0"
"11369  :  โรงพยาบาลพระแสง","40","102","1","2","0","1","0","2","0","1","0","2","0","3","7","6","5","3","0","8","3","5","2","2","3","2","0","4","0","3","0","8","1","6","0","5","4","12","0","9","0","2","0","1","0","1","3","5","2","2","3","3","6","5","0","4","0","1","0","4","0","4","0","2"
"11370  :  โรงพยาบาลพุนพิน","547","160","45","3","29","2","32","4","3","5","17","0","7","8","9","7","20","3","25","1","13","3","4","9","47","4","19","7","20","2","30","11","48","19","17","6","8","2","4","3","22","3","27","3","38","4","15","7","24","19","40","7","41","5","17","7","11","8","13","8","17","6","16","10"
"11371  :  โรงพยาบาลชัยบุรี","43","13","0","0","1","0","4","0","2","0","3","0","0","0","0","0","3","0","3","0","1","0","0","0","4","2","5","0","6","0","5","4","3","0","1","0","3","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","1","0","1","1","4","2","2","0","0"
"11459  :  โรงพยาบาลสมเด็จพระยุพราชเวียงสระ","108","111","3","5","0","5","0","1","4","0","5","1","2","2","0","3","1","1","8","12","1","2","1","3","1","0","2","2","2","10","1","0","0","6","4","4","6","4","2","4","4","3","5","7","11","7","11","12","12","3","6","5","4","1","8","1","8","3","3","2","4","3","0","1"
"11654  :  โรงพยาบาลวิภาวดี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12289  :  โรงพยาบาลสวนสราญรมย์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14138  :  โรงพยาบาลท่าโรงช้าง","55","7","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","5","0","0","1","1","0","24","0","24","1","1","1","2","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
"14203  :  โรงพยาบาลมะเร็งสุราษฎร์ธานี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14862  :  โรงพยาบาลกองบิน7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14901  :  โรงพยาบาลค่ายวิภาวดีรังสิต","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1"
"40915  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10743  :  โรงพยาบาลระนอง","104","540","3","10","9","10","6","17","0","8","1","22","4","15","0","13","2","17","0","28","2","20","9","19","2","19","1","21","12","22","8","23","6","16","2","18","1","15","3","17","1","15","2","18","3","21","1","22","1","24","2","20","6","12","2","21","1","17","8","14","1","28","6","7"
"11323  :  โรงพยาบาลละอุ่น","40","12","0","1","2","0","0","0","0","0","0","0","2","1","6","0","0","0","1","0","0","1","0","0","0","0","3","0","3","2","2","0","0","2","0","2","0","0","2","0","1","0","6","1","3","0","1","0","0","0","0","0","0","0","1","2","2","1","0","0","4","0","1","0"
"11372  :  โรงพยาบาลกะเปอร์","0","24","0","0","0","2","0","0","0","1","0","0","0","4","0","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","2","0","0","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","1","0","1"
"11373  :  โรงพยาบาลกระบุรี","0","48","0","0","0","1","0","3","0","0","0","3","0","4","0","2","0","5","0","2","0","1","0","2","0","0","0","2","0","0","0","2","0","5","0","1","0","1","0","3","0","1","0","2","0","1","0","0","0","0","0","0","0","1","0","3","0","1","0","0","0","1","0","1"
"11374  :  โรงพยาบาลสุขสำราญ","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10744  :  โรงพยาบาลชุมพรเขตรอุดมศักดิ์","94","523","3","9","0","28","2","15","1","10","1","12","1","12","7","8","4","16","4","18","2","12","0","26","0","17","3","10","1","13","5","14","1","12","5","15","8","17","1","17","4","16","3","16","3","10","8","19","11","27","2","19","2","34","6","23","2","23","2","31","1","19","1","12"
"11375  :  โรงพยาบาลปากน้ำชุมพร","8","108","0","0","1","0","0","0","0","1","0","0","1","0","1","2","0","3","0","2","0","0","0","1","0","0","0","3","0","1","1","3","1","2","0","0","1","1","0","0","0","7","0","14","0","8","1","11","0","1","0","1","0","18","0","0","1","11","0","8","0","13","0","1"
