"โรงพยาบาล","วันที่ตามเดือนที่เลือก"
"รวม","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31"
"J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128","J028","J128"
"10737  :  โรงพยาบาลประจวบคีรีขันธ์","506","585","33","24","9","20","18","23","17","23","42","23","24","22","25","23","28","21","31","13","40","14","26","31","43","23","11","23","22","15","18","23","14","19","10","37","24","14","16","20","13","28","12","30","11","17","15","18","16","42","4","40","17","27","11","22","11","14","4","17","8","19","3","3"
"11315  :  โรงพยาบาลกุยบุรี","54","232","0","12","0","8","0","3","2","2","0","48","0","29","2","9","0","5","1","16","0","11","0","4","0","4","2","11","1","2","1","5","0","1","0","4","2","4","0","3","0","1","1","9","0","7","15","0","2","5","22","4","0","14","0","2","2","1","0","2","0","1","1","5"
"11316  :  โรงพยาบาลทับสะแก","3","253","0","7","0","2","0","9","0","5","0","10","0","12","0","7","0","23","0","17","1","15","0","2","0","12","0","3","1","10","0","5","0","7","0","9","0","8","0","9","0","10","0","8","0","7","0","15","0","5","0","16","1","4","0","5","0","6","0","4","0","4","0","1"
"11317  :  โรงพยาบาลบางสะพาน","151","925","10","36","2","19","1","35","2","27","4","23","2","24","8","30","7","64","3","12","5","37","3","30","4","39","4","29","6","31","11","42","9","58","5","49","8","56","3","46","8","22","3","28","4","19","3","15","0","10","6","34","4","12","6","32","3","19","8","15","10","28","0","5"
"11318  :  โรงพยาบาลบางสะพานน้อย","3,162","86","128","3","150","1","93","0","94","0","145","3","129","2","96","0","79","5","68","7","46","1","60","3","75","3","108","1","75","1","73","1","72","3","116","3","47","1","78","2","49","5","102","3","178","14","126","6","100","4","168","1","111","1","141","4","161","1","107","3","172","4","133","2"
"11319  :  โรงพยาบาลปราณบุรี","51","466","7","24","2","18","3","19","1","24","1","22","13","28","0","20","15","32","0","32","0","27","0","29","0","39","0","21","1","30","1","28","1","16","1","34","0","13","1","21","0","9","2","22","2","18","0","14","0","18","0","18","0","10","1","17","0","13","0","13","0","16","0","5"
"11320  :  โรงพยาบาลหัวหิน","3,032","469","95","25","207","31","164","40","68","34","154","36","74","22","141","28","101","33","155","22","141","24","125","25","60","27","78","23","144","19","90","34","122","22","121","8","80","25","51","18","108","7","156","14","129","11","109","17","84","21","40","14","89","14","96","7","108","11","102","7","95","6","90","2"
"11321  :  โรงพยาบาลสามร้อยยอด","396","137","23","9","17","7","15","6","22","9","19","4","31","2","7","5","20","5","3","0","9","7","21","5","8","4","11","4","19","12","15","2","8","2","18","2","11","5","8","10","16","1","18","3","19","7","10","3","8","3","7","3","11","2","2","5","3","4","7","3","7","4","3","0"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","480","0","25","0","0","0","0","0","23","0","27","0","0","0","20","0","24","0","2","0","4","0","43","0","26","0","0","0","25","0","20","0","22","0","31","0","17","0","4","0","3","0","23","0","23","0","25","0","26","0","26","0","1","0","5","0","15","0","15","0","10","0","11","0"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","418","2,038","25","78","24","73","7","76","9","66","5","49","15","89","10","87","9","65","27","59","5","55","9","65","35","119","25","73","7","51","6","77","10","77","12","53","4","61","14","68","4","64","8","67","11","67","28","55","17","74","22","57","1","61","15","72","17","77","19","43","12","48","7","37"
"11322  :  โรงพยาบาลพรหมคีรี","5","508","0","9","0","7","0","39","0","28","0","35","0","16","0","22","0","6","0","28","0","18","0","29","0","8","1","18","0","10","0","14","0","8","0","49","0","20","0","7","2","15","0","9","0","7","0","24","0","24","1","13","0","6","0","10","0","14","0","6","1","2","0","16"
"11324  :  โรงพยาบาลลานสะกา","16","86","0","0","0","0","0","0","1","0","1","0","1","0","0","1","0","1","0","2","2","1","0","0","0","0","0","1","0","12","0","7","0","2","1","6","1","7","2","5","0","1","2","3","1","3","1","8","1","10","1","5","0","0","0","2","0","1","0","5","1","3","0","0"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","349","503","25","18","27","26","13","14","21","8","29","26","12","20","21","28","3","32","8","24","8","17","5","12","2","13","11","31","13","11","13","37","14","18","9","4","3","14","3","23","3","11","0","12","0","21","6","5","20","15","13","12","4","8","21","23","15","8","4","11","27","12","6","7"
"11326  :  โรงพยาบาลพิปูน","59","113","0","1","0","0","1","2","1","12","0","2","12","0","0","10","0","2","2","7","1","7","0","0","0","4","0","0","18","15","5","3","0","12","4","1","0","1","1","5","5","1","0","1","1","13","2","3","0","0","2","8","0","1","4","1","0","0","0","2","0","0","0","0"
"11327  :  โรงพยาบาลเชียรใหญ่","3,975","49","244","3","130","3","101","3","161","2","125","1","39","1","207","2","66","2","114","2","112","3","197","0","116","1","15","1","183","0","144","2","133","2","110","0","216","2","60","1","56","2","201","0","209","2","194","1","202","2","204","0","111","4","61","2","285","1","154","2","161","2","103","2"
"11328  :  โรงพยาบาลชะอวด","2,239","241","22","10","41","8","27","5","78","8","205","8","39","14","50","5","28","5","29","7","47","9","42","5","27","3","77","5","135","5","38","13","29","6","17","6","22","11","220","9","215","9","202","4","16","13","46","9","27","8","68","21","175","19","196","15","40","5","105","7","51","5","17","6"
"11329  :  โรงพยาบาลท่าศาลา","341","802","8","36","6","33","10","17","11","32","12","22","10","21","13","30","8","29","20","39","11","25","24","29","14","38","6","23","6","33","8","30","13","28","7","26","10","42","13","34","6","17","7","29","14","32","10","26","4","17","26","23","14","34","11","13","15","25","9","20","6","22","10","18"
"11330  :  โรงพยาบาลทุ่งสง","5,157","983","164","29","206","26","132","28","209","49","322","28","208","50","147","66","206","54","193","37","151","31","180","35","217","27","131","51","193","24","193","50","140","30","278","34","216","35","182","26","112","40","179","25","197","37","177","26","80","27","101","32","175","55","120","28","92","28","159","28","112","18","78","21"
"11331  :  โรงพยาบาลนาบอน","183","66","0","1","20","3","4","1","2","4","7","3","2","5","22","1","13","1","5","2","4","2","4","2","15","5","16","1","0","1","3","3","0","4","1","1","4","3","0","2","0","0","1","3","1","1","2","4","27","0","5","2","3","2","1","2","4","2","16","2","1","2","1","1"
"11332  :  โรงพยาบาลทุ่งใหญ่","26","352","3","14","0","19","1","19","0","20","4","7","2","12","2","10","0","23","0","19","0","8","3","14","1","8","1","11","1","10","0","16","4","2","1","12","0","18","1","11","0","14","0","18","1","8","0","3","0","7","0","4","0","7","0","13","1","9","1","6","0","8","0","8"
"11333  :  โรงพยาบาลปากพนัง","1,406","1,228","44","49","37","45","146","37","35","64","58","67","29","23","72","58","172","69","22","45","363","32","16","70","9","64","51","44","22","31","28","59","17","49","25","44","23","60","10","83","27","38","41","32","46","37","22","42","18","38","20","54","20","59","18","63","45","33","4","32","2","38","10","10"
"11334  :  โรงพยาบาลร่อนพิบูลย์","12","798","0","25","0","27","2","17","1","20","0","21","0","18","0","26","1","22","0","21","0","15","0","38","0","15","0","27","0","24","0","39","0","13","1","32","0","30","0","30","0","21","0","37","0","35","0","21","0","42","0","22","2","36","3","48","0","22","1","19","1","20","0","18"
"11335  :  โรงพยาบาลสิชล","2,025","2,201","26","96","41","50","125","57","51","87","85","62","72","96","95","45","57","93","79","86","84","79","68","92","48","60","50","98","62","71","28","63","73","66","84","71","67","46","87","60","67","75","62","63","67","69","78","67","47","80","61","62","143","96","62","69","57","82","38","79","39","59","30","29"
"11336  :  โรงพยาบาลขนอม","380","454","11","12","24","21","13","11","12","14","18","11","7","9","2","9","13","15","11","9","21","20","17","23","12","26","14","9","10","9","8","13","13","8","12","6","15","11","19","23","25","27","12","11","17","25","5","5","18","11","10","11","9","25","7","16","7","24","6","11","11","20","2","14"
"11337  :  โรงพยาบาลหัวไทร","293","561","0","31","0","20","23","13","2","17","15","21","7","16","0","14","1","22","0","28","3","34","2","23","37","17","1","21","9","7","0","23","7","18","15","20","0","17","3","21","27","39","13","6","59","19","61","27","16","14","11","26","0","19","0","22","0","19","0","8","0","5","0","18"
"11338  :  โรงพยาบาลบางขัน","14","778","1","33","0","18","0","60","0","30","0","29","0","30","0","22","0","8","0","14","1","12","0","14","1","24","1","33","0","15","2","26","0","13","1","12","0","41","0","21","0","22","1","8","0","29","1","20","0","33","0","39","0","37","2","30","2","50","0","30","1","11","0","18"
"11339  :  โรงพยาบาลถ้ำพรรณรา","317","76","17","3","10","1","10","6","11","3","9","0","2","1","15","9","8","2","15","1","11","4","17","4","14","3","3","0","15","7","18","2","15","2","13","5","18","3","8","5","6","4","19","6","22","4","12","0","19","3","17","0","18","1","15","1","11","2","9","2","7","1","4","2"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","761","80","14","1","25","1","29","8","4","3","28","0","25","1","5","2","16","3","15","3","9","1","8","3","22","2","5","1","24","2","7","2","15","3","11","5","18","3","5","3","24","0","59","4","38","0","59","2","41","6","49","4","13","3","12","4","59","7","43","3","63","2","30","1"
"11660  :  โรงพยาบาลจุฬาภรณ์","177","45","12","4","11","1","10","1","14","0","18","3","5","0","2","1","10","2","6","1","18","1","4","0","4","1","4","1","4","0","2","0","6","1","6","3","4","4","8","0","1","0","7","0","5","1","3","1","1","0","6","4","1","0","4","13","3","2","0","0","1","0","3","1"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","2","329","0","14","0","24","0","8","0","17","0","14","0","16","0","11","1","21","0","15","0","15","0","11","0","13","0","9","0","11","0","11","0","18","0","18","0","15","0","16","0","17","0","13","0","26","0","23","0","14","0","13","0","15","0","20","1","17","0","5","0","16","0","4"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","1,590","0","52","0","63","0","55","0","44","0","69","0","46","0","43","0","106","0","114","0","75","0","58","0","84","0","62","0","64","0","111","0","100","0","57","0","102","0","158","0","68","0","64","0","63","0","78","0","79","0","107","0","114","0","80","0","74","0","94","0","37","0","56","0"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","86","35","5","6","0","6","0","1","9","1","6","2","1","1","9","0","2","2","5","3","6","3","3","0","6","0","4","1","1","1","14","0","9","0","3","1","1","0","1","0","2","3","1","2","6","5","3","1","0","1","1","1","0","3","25","1","15","1","0","1","0","0","0","1"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","24","23","0","1","1","1","0","0","1","0","0","0","0","1","0","0","3","1","2","1","0","2","2","2","1","1","0","0","1","4","0","2","0","0","0","0","0","0","2","0","0","0","0","1","3","0","1","2","1","1","0","0","0","0","2","1","1","0","0","2","3","0","0","0"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","157","165","5","9","3","2","8","10","5","2","3","3","6","2","2","8","5","6","4","5","8","2","6","4","4","11","4","3","3","8","2","19","2","3","4","6","5","5","5","1","3","4","9","6","9","1","3","2","8","4","4","7","44","5","4","12","4","4","1","1","3","10","2","2"
"40742  :  โรงพยาบาลนบพิตำ","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40743  :  โรงพยาบาลพระพรหม","130","355","8","5","2","4","2","9","5","14","3","7","2","9","5","5","7","8","5","9","3","13","0","10","8","14","3","12","3","17","15","8","4","14","9","21","1","8","5","25","2","21","2","13","5","11","7","19","7","11","1","13","5","16","2","25","3","3","6","2","1","3","1","6"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10738  :  โรงพยาบาลกระบี่","23","174","2","4","2","13","1","13","1","6","1","4","0","6","0","6","1","6","0","4","0","4","1","5","0","5","1","7","1","10","1","4","3","7","0","12","0","2","3","5","0","6","1","1","0","5","0","4","0","5","3","2","1","2","0","4","0","10","0","6","0","5","0","1"
"11340  :  โรงพยาบาลเขาพนม","77","129","15","3","4","4","3","4","0","8","2","3","0","2","4","2","1","0","1","5","8","3","0","4","6","5","1","7","0","2","3","3","2","4","1","2","2","3","2","6","0","4","2","11","5","9","1","4","2","3","0","4","0","5","2","6","7","5","1","4","2","2","1","2"
"11341  :  โรงพยาบาลเกาะลันตา","223","133","7","0","15","8","7","7","7","6","9","2","13","5","4","2","13","16","7","6","5","4","3","9","3","8","2","9","7","9","0","0","2","1","10","6","3","1","13","1","8","1","12","6","6","8","14","6","7","0","3","1","5","1","11","0","9","2","7","4","5","2","6","2"
"11342  :  โรงพยาบาลคลองท่อม","8,691","249","232","9","259","5","200","9","247","6","234","3","299","9","390","12","501","11","335","6","369","9","384","16","158","11","322","6","508","6","193","7","341","13","498","12","443","5","266","16","310","10","310","10","211","12","252","10","321","9","484","10","294","13","295","11","534","3","257","8","248","2","109","3"
"11343  :  โรงพยาบาลอ่าวลึก","956","114","21","10","28","4","38","5","26","8","11","3","14","5","36","7","15","5","27","4","18","3","28","5","29","3","39","2","128","5","26","0","43","2","49","5","37","1","48","4","30","3","35","2","37","5","19","4","25","8","22","3","39","1","24","2","26","2","16","2","17","2","7","0"
"11344  :  โรงพยาบาลปลายพระยา","1,702","623","69","32","71","31","56","18","42","41","58","15","46","15","59","28","73","19","46","18","32","15","45","24","57","18","55","11","34","15","36","12","74","17","60","21","69","28","55","17","57","25","110","23","64","25","57","16","64","28","94","19","46","17","54","15","68","22","22","14","17","11","14","14"
"11345  :  โรงพยาบาลลำทับ","81","179","7","1","4","5","13","6","5","5","13","11","5","7","5","5","2","6","1","4","5","1","0","6","1","4","1","12","0","12","0","6","1","9","0","10","5","11","2","3","1","8","0","9","0","7","1","3","0","7","0","2","0","4","0","4","2","6","3","3","0","2","4","4"
"11346  :  โรงพยาบาลเหนือคลอง","968","295","29","11","35","4","47","7","49","1","20","7","33","6","32","3","32","8","25","5","31","8","51","25","19","10","28","14","19","10","30","2","18","9","21","8","40","12","33","9","33","8","27","9","41","15","27","18","57","10","26","7","37","32","18","6","49","14","30","3","36","15","18","5"
"77753  :  โรงพยาบาลเกาะพีพี","882","5","27","0","21","1","27","0","35","0","43","0","29","0","56","0","26","1","36","0","26","0","26","0","44","1","28","0","57","0","47","0","29","0","48","0","33","0","29","0","35","0","50","0","54","0","25","0","56","0","52","0","39","0","32","0","28","2","20","0","15","0","4","0"
"10739  :  โรงพยาบาลพังงา","38","272","1","6","1","14","1","7","0","13","0","9","0","9","0","7","2","9","1","11","2","10","2","13","1","7","1","6","0","11","1","11","0","10","4","12","0","7","2","10","2","12","2","5","6","11","2","13","4","6","1","4","0","9","2","9","0","3","0","2","0","7","0","10"
"10740  :  โรงพยาบาลตะกั่วป่า","188","166","6","6","5","5","3","7","5","2","4","9","3","7","11","3","11","10","10","10","8","6","7","9","6","11","4","6","6","7","4","6","6","6","15","13","9","8","7","6","8","6","8","5","6","4","11","6","11","3","11","1","7","5","7","2","8","6","3","8","0","2","1","2"
"11347  :  โรงพยาบาลเกาะยาวชัยพัฒน์","925","4","33","1","23","0","43","0","51","0","54","0","47","0","28","1","36","0","42","0","64","0","63","0","56","0","28","0","36","0","42","0","13","0","22","0","33","0","29","0","38","0","68","0","50","0","19","1","21","0","26","0","43","1","51","0","35","0","22","0","10","0","10","0"
"11348  :  โรงพยาบาลกะปงชัยพัฒน์","1,170","39","63","2","77","3","87","6","51","4","11","0","9","2","18","2","20","1","33","2","22","1","54","3","36","0","9","0","19","2","42","0","15","1","31","1","29","0","11","0","48","0","76","1","51","2","76","1","63","0","89","4","33","0","47","1","87","2","9","0","7","0","4","0"
"11349  :  โรงพยาบาลตะกั่วทุ่ง","7","80","0","1","1","3","2","5","0","1","0","4","0","0","1","0","0","3","0","1","0","5","0","1","0","6","0","2","0","3","0","2","0","2","0","5","0","1","0","3","0","4","0","2","1","5","2","7","0","3","0","1","0","4","0","2","0","2","0","5","0","0","0","1"
"11350  :  โรงพยาบาลบางไทร","1","12","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","0","1","1","1","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"11352  :  โรงพยาบาลคุระบุรีชัยพัฒน์","0","90","0","1","0","1","0","13","0","4","0","4","0","2","0","1","0","2","0","3","0","1","0","5","0","3","0","4","0","3","0","2","0","9","0","4","0","2","0","1","0","4","0","0","0","1","0","3","0","2","0","2","0","4","0","1","0","5","0","2","0","1","0","3"
"11353  :  โรงพยาบาลทับปุด","6,523","43","301","2","238","2","266","1","203","1","274","2","196","0","215","1","290","4","207","3","321","0","237","2","244","1","217","2","173","4","292","2","290","3","260","5","324","4","409","2","265","1","250","5","338","5","287","2","304","0","286","0","228","2","204","2","212","2","137","1","88","1","95","0"
"11354  :  โรงพยาบาลท้ายเหมืองชัยพัฒน์","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10741  :  โรงพยาบาลวชิระภูเก็ต","1,724","878","43","29","46","39","28","35","38","33","50","30","47","22","53","32","48","41","44","29","43","36","45","36","49","30","50","32","84","28","64","26","44","22","69","22","83","28","84","32","83","46","94","33","70","25","99","29","84","31","71","24","69","26","54","19","46","29","17","23","20","16","10","17"
"11355  :  โรงพยาบาลป่าตอง","48","207","4","11","2","3","3","9","1","10","6","9","0","4","0","17","0","5","1","6","0","7","3","11","1","11","6","8","1","8","1","5","0","4","1","8","1","9","1","9","1","11","1","6","0","8","2","2","2","7","1","8","3","6","1","4","5","5","0","7","0","3","0","0"
"11356  :  โรงพยาบาลถลาง","1","371","0","17","0","11","0","17","0","9","0","13","0","7","0","12","1","17","0","14","0","13","0","16","0","12","0","14","0","19","0","18","0","13","0","19","0","22","0","9","0","11","0","15","0","19","0","8","0","10","0","10","0","10","0","8","0","12","0","14","0","5","0","4"
"24678  :  โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต","499","130","12","7","22","9","26","5","19","5","19","5","23","4","24","4","22","4","27","3","13","6","32","7","29","10","26","5","23","4","17","7","18","10","19","7","18","3","12","2","13","8","12","3","13","2","26","3","27","4","29","3","36","4","14","4","12","2","11","0","6","6","12","5"
"41436  :  โรงพยาบาลฉลอง","0","62","0","1","0","1","0","2","0","3","0","3","0","3","0","3","0","1","0","0","0","1","0","3","0","3","0","0","0","5","0","3","0","1","0","2","0","6","0","1","0","4","0","1","0","1","0","2","0","6","0","2","0","1","0","0","0","1","0","1","0","2","0","0"
"09192  :  โรงพยาบาลเกาะเต่า","192","20","11","1","6","1","12","0","10","2","7","0","4","1","6","0","9","0","6","0","7","0","5","1","11","1","12","0","6","0","7","1","2","1","9","0","12","2","18","1","2","0","8","0","4","1","4","0","2","0","0","0","3","6","4","1","9","1","4","0","1","0","0","0"
"10681  :  โรงพยาบาลสุราษฎร์ธานี","291","855","183","33","4","24","3","24","6","28","8","34","6","24","5","25","8","38","18","26","4","16","4","35","3","36","0","28","5","42","0","40","1","23","0","42","9","30","2","26","2","20","3","30","1","36","5","34","5","23","5","35","2","27","4","25","0","18","1","25","6","27","5","10"
"10742  :  โรงพยาบาลเกาะสมุย","1,005","253","13","10","6","9","7","10","1","7","4","6","4","11","9","8","7","6","8","14","11","6","3","8","10","3","8","9","3","13","202","8","29","8","187","4","175","14","29","14","23","8","47","7","16","10","87","3","89","8","8","8","14","22","4","6","3","7","3","6","1","8","0","3"
"11357  :  โรงพยาบาลกาญจนดิษฐ์","413","764","18","35","12","27","27","23","26","28","9","36","12","19","13","30","56","36","15","34","6","31","15","24","13","24","4","19","17","19","26","20","4","24","1","27","2","30","2","20","10","18","12","29","13","25","4","23","15","29","22","25","13","12","22","32","15","34","12","19","2","12","6","14"
"11358  :  โรงพยาบาลดอนสัก","69","161","0","4","3","3","2","3","2","3","3","4","2","10","8","1","3","12","3","6","4","1","4","7","0","6","1","4","2","6","5","10","1","3","2","4","1","8","1","5","1","7","2","2","0","9","1","6","2","7","1","4","1","1","2","4","4","6","3","2","3","6","2","7"
"11359  :  โรงพยาบาลเกาะพงัน","1,299","136","40","2","43","4","8","0","44","2","38","7","46","5","65","3","53","3","50","6","53","4","27","4","67","6","15","8","31","6","24","3","54","2","34","4","89","9","63","5","59","4","53","8","66","3","22","5","56","1","80","2","29","9","49","4","30","9","16","4","6","2","24","3"
"11360  :  โรงพยาบาลไชยา","39","854","2","24","2","42","2","34","7","47","5","18","0","36","4","26","0","19","1","24","0","23","1","25","1","31","0","15","0","28","0","18","1","34","1","21","2","30","2","24","0","24","0","29","0","30","0","26","1","44","1","36","3","44","0","34","1","22","1","46","1","21","0","8"
"11361  :  โรงพยาบาลท่าชนะ","0","119","0","7","0","2","0","2","0","2","0","3","0","9","0","2","0","3","0","1","0","11","0","3","0","5","0","4","0","2","0","6","0","5","0","3","0","2","0","4","0","6","0","4","0","2","0","5","0","4","0","5","0","6","0","7","0","0","0","6","0","0","0","0"
"11362  :  โรงพยาบาลคีรีรัฐนิคม","667","188","21","5","16","7","20","5","26","4","31","5","31","4","18","15","22","10","23","9","19","8","23","3","30","8","14","4","24","7","12","4","16","9","19","6","36","6","27","3","23","11","26","8","24","8","18","7","26","6","11","7","12","6","15","1","29","11","28","3","25","6","12","1"
"11363  :  โรงพยาบาลบ้านตาขุน","4","11","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","1","0","0","1","0","0","0","0","0","0","0","2","0","1","0","1","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"11364  :  โรงพยาบาลพนม","71","1,255","0","38","3","20","5","16","4","49","4","27","3","16","1","26","9","15","1","51","5","29","2","39","3","44","0","40","1","57","2","38","1","66","0","66","1","31","2","65","1","64","2","74","3","79","5","40","2","27","2","38","0","53","1","91","3","24","2","15","1","25","2","14"
"11365  :  โรงพยาบาลท่าฉาง","875","1,439","63","76","33","67","30","94","38","67","41","55","38","57","35","63","27","104","40","107","25","80","23","66","30","79","16","57","20","57","46","73","34","65","43","73","42","94","52","82","51","64","30","68","54","62","54","101","40","79","48","90","26","60","35","77","34","59","23","45","16","67","21","27"
"11366  :  โรงพยาบาลบ้านนาสาร","290","283","2","5","13","16","0","7","0","14","25","11","1","13","48","7","38","24","25","3","41","4","2","10","0","5","14","26","13","5","1","3","1","16","0","17","9","13","7","7","7","7","18","15","0","4","12","7","0","4","0","4","12","11","0","4","6","1","0","2","0","18","0","1"
"11367  :  โรงพยาบาลบ้านนาเดิม","0","119","0","3","0","7","0","2","0","5","0","1","0","9","0","5","0","1","0","2","0","1","0","0","0","1","0","8","0","13","0","0","0","8","0","10","0","16","0","5","0","2","0","1","0","4","0","0","0","1","0","2","0","3","0","4","0","1","0","1","0","0","0","4"
"11368  :  โรงพยาบาลเคียนซา","66","125","2","3","1","2","2","2","2","10","3","3","5","4","5","3","2","3","6","1","3","2","4","3","1","3","0","3","0","5","2","4","2","6","0","7","2","5","4","11","1","8","2","5","4","3","2","8","3","3","0","1","1","6","2","6","1","2","2","1","1","2","1","3"
"11369  :  โรงพยาบาลพระแสง","1,351","351","13","9","35","8","42","14","29","14","60","13","96","12","7","13","22","9","14","15","6","16","36","8","20","14","30","18","91","11","64","17","70","11","65","14","60","17","78","9","45","13","102","11","109","17","49","17","100","7","100","5","19","4","9","10","21","7","32","10","14","10","2","3"
"11370  :  โรงพยาบาลพุนพิน","8,131","606","314","22","218","22","224","31","236","31","161","24","349","20","410","19","374","28","322","11","336","21","92","31","250","24","361","24","350","20","329","21","283","32","350","28","382","24","434","17","191","21","371","27","294","14","255","18","334","22","341","11","427","21","314","32","303","18","250","13","245","21","216","11"
"11371  :  โรงพยาบาลชัยบุรี","650","264","20","19","54","8","3","2","1","3","5","3","8","2","2","1","5","8","12","12","4","7","50","24","31","16","6","14","103","17","29","19","14","12","15","9","92","12","97","23","4","14","8","9","11","9","17","3","26","15","3","12","2","10","47","20","6","4","1","7","2","8","3","3"
"11459  :  โรงพยาบาลสมเด็จพระยุพราชเวียงสระ","800","195","28","7","19","10","38","10","35","9","29","8","25","6","49","10","25","11","22","11","30","7","15","9","14","3","16","8","36","4","25","0","20","7","11","4","28","5","35","2","18","5","57","3","27","6","52","10","16","7","28","9","18","7","16","5","23","4","7","3","26","7","16","3"
"11654  :  โรงพยาบาลวิภาวดี","0","54","0","1","0","3","0","0","0","1","0","0","0","1","0","2","0","1","0","1","0","0","0","1","0","0","0","4","0","1","0","1","0","3","0","5","0","1","0","6","0","2","0","0","0","4","0","3","0","1","0","2","0","1","0","4","0","0","0","3","0","1","0","1"
"12289  :  โรงพยาบาลสวนสราญรมย์","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"14138  :  โรงพยาบาลท่าโรงช้าง","51","172","0","1","0","4","4","6","0","6","0","5","0","6","0","3","0","3","0","7","3","3","4","8","3","10","0","12","0","13","0","14","0","8","0","5","2","3","1","3","14","3","6","4","4","9","3","7","0","4","1","3","3","1","0","4","3","8","0","4","0","6","0","0"
"14203  :  โรงพยาบาลมะเร็งสุราษฎร์ธานี","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14862  :  โรงพยาบาลกองบิน7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14901  :  โรงพยาบาลค่ายวิภาวดีรังสิต","559","15","15","1","16","2","28","0","14","0","14","0","22","2","13","0","8","0","11","0","8","0","24","0","20","0","8","0","13","1","37","0","9","0","22","0","33","0","34","0","19","0","35","0","27","1","15","0","37","6","18","0","15","1","8","0","20","1","3","0","2","0","12","0"
