"โรงพยาบาล","ปีการศึกษา 2562 เทอม1","ปีการศึกษา 2562 เทอม2"
"เด็กนักเรียน ม.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%","เด็กนักเรียน ม.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%"
"11184  :  โรงพยาบาลจุน","639","49","7.67","48","97.96","575","4","0.70","4","100.00"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","475","6","1.26","6","100.00","473","1","0.21","0","0.00"
"11187  :  โรงพยาบาลปง","430","5","1.16","4","80.00","345","8","2.32","8","100.00"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","3,453","36","1.04","23","63.89","2,785","2","0.07","0","0.00"
"11189  :  โรงพยาบาลเทิง","1,566","109","6.96","91","83.49","1,364","20","1.47","17","85.00"
"11190  :  โรงพยาบาลพาน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","238","0","0.00","0","0.00","236","0","0.00","0","0.00"
"11192  :  โรงพยาบาลแม่จัน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11194  :  โรงพยาบาลแม่สาย","1,445","75","5.19","42","56.00","2,040","13","0.64","3","23.08"
"11195  :  โรงพยาบาลแม่สรวย","109","2","1.83","1","50.00","118","0","0.00","0","0.00"
"11196  :  โรงพยาบาลเวียงป่าเป้า","579","4","0.69","3","75.00","604","1","0.17","0","0.00"
"11197  :  โรงพยาบาลพญาเม็งราย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11198  :  โรงพยาบาลเวียงแก่น","384","2","0.52","0","0.00","425","0","0.00","0","0.00"
"11199  :  โรงพยาบาลขุนตาล","80","10","12.50","9","90.00","89","6","6.74","6","100.00"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11201  :  โรงพยาบาลแม่ลาว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","293","2","0.68","2","100.00","287","1","0.35","0","0.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","904","18","1.99","17","94.44","850","0","0.00","0","0.00"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","625","0","0.00","0","0.00","775","0","0.00","0","0.00"
"11203  :  โรงพยาบาลขุนยวม","474","12","2.53","7","58.33","480","0","0.00","0","0.00"
"11204  :  โรงพยาบาลปาย","655","0","0.00","0","0.00","760","0","0.00","0","0.00"
"11205  :  โรงพยาบาลแม่สะเรียง","1,247","6","0.48","3","50.00","1,310","0","0.00","0","0.00"
"11206  :  โรงพยาบาลแม่ลาน้อย","634","2","0.32","1","50.00","637","0","0.00","0","0.00"
"11207  :  โรงพยาบาลสบเมย","326","41","12.58","28","68.29","333","3","0.90","1","33.33"
"11208  :  โรงพยาบาลปางมะผ้า","102","0","0.00","0","0.00","307","0","0.00","0","0.00"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","3,543","37","1.04","21","56.76","2,705","3","0.11","1","33.33"
"11209  :  โรงพยาบาลโกรกพระ","129","0","0.00","0","0.00","112","0","0.00","0","0.00"
"11210  :  โรงพยาบาลชุมแสง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11211  :  โรงพยาบาลหนองบัว","957","0","0.00","0","0.00","914","0","0.00","0","0.00"
"11212  :  โรงพยาบาลบรรพตพิสัย","200","1","0.50","1","100.00","37","0","0.00","0","0.00"
"11213  :  โรงพยาบาลเก้าเลี้ยว","420","5","1.19","5","100.00","394","1","0.25","1","100.00"
"11214  :  โรงพยาบาลตาคลี","1,699","27","1.59","26","96.30","1,696","3","0.18","3","100.00"
"11215  :  โรงพยาบาลท่าตะโก","21","0","0.00","0","0.00","4","0","0.00","0","0.00"
"11216  :  โรงพยาบาลไพศาลี","698","0","0.00","0","0.00","636","0","0.00","0","0.00"
"11217  :  โรงพยาบาลพยุหะคีรี","900","8","0.89","3","37.50","465","0","0.00","0","0.00"
"11218  :  โรงพยาบาลลาดยาว","115","0","0.00","0","0.00","45","0","0.00","0","0.00"
"11219  :  โรงพยาบาลตากฟ้า","619","5","0.81","2","40.00","567","0","0.00","0","0.00"
"11220  :  โรงพยาบาลแม่วงก์","258","0","0.00","0","0.00","233","0","0.00","0","0.00"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10720  :  โรงพยาบาลอุทัยธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11221  :  โรงพยาบาลทัพทัน","488","1","0.20","1","100.00","466","0","0.00","0","0.00"
"11222  :  โรงพยาบาลสว่างอารมณ์","241","0","0.00","0","0.00","236","0","0.00","0","0.00"
"11223  :  โรงพยาบาลหนองฉาง","1,141","3","0.26","2","66.67","1,136","1","0.09","0","0.00"
"11224  :  โรงพยาบาลหนองขาหย่าง","142","1","0.70","0","0.00","139","0","0.00","0","0.00"
"11225  :  โรงพยาบาลบ้านไร่","874","8","0.92","5","62.50","866","0","0.00","0","0.00"
"11226  :  โรงพยาบาลลานสัก","434","0","0.00","0","0.00","424","0","0.00","0","0.00"
"11227  :  โรงพยาบาลห้วยคต","43","1","2.33","1","100.00","43","0","0.00","0","0.00"
"10721  :  โรงพยาบาลกำแพงเพชร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","464","11","2.37","3","27.27","454","3","0.66","1","33.33"
"11229  :  โรงพยาบาลไทรงาม","354","4","1.13","2","50.00","350","0","0.00","0","0.00"
"11230  :  โรงพยาบาลคลองลาน","862","0","0.00","0","0.00","845","0","0.00","0","0.00"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","1,054","44","4.17","37","84.09","1,039","1","0.10","1","100.00"
"11232  :  โรงพยาบาลคลองขลุง","760","5","0.66","5","100.00","752","0","0.00","0","0.00"
"11233  :  โรงพยาบาลพรานกระต่าย","53","0","0.00","0","0.00","56","0","0.00","0","0.00"
"11234  :  โรงพยาบาลลานกระบือ","592","2","0.34","1","50.00","591","0","0.00","0","0.00"
"11235  :  โรงพยาบาลทรายทองวัฒนา","529","11","2.08","7","63.64","506","1","0.20","1","100.00"
"11236  :  โรงพยาบาลปางศิลาทอง","58","37","63.79","19","51.35","57","0","0.00","0","0.00"
"14135  :  โรงพยาบาลบึงสามัคคี","460","4","0.87","3","75.00","452","0","0.00","0","0.00"
"28010  :  โรงพยาบาลโกสัมพีนคร","160","3","1.88","1","33.33","147","0","0.00","0","0.00"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","1,992","28","1.41","23","82.14","1,766","1","0.06","0","0.00"
"10723  :  โรงพยาบาลแม่สอด","1,467","3","0.20","2","66.67","1,591","1","0.06","0","0.00"
"11238  :  โรงพยาบาลบ้านตาก","440","54","12.27","48","88.89","438","1","0.23","1","100.00"
"11239  :  โรงพยาบาลสามเงา","296","0","0.00","0","0.00","293","0","0.00","0","0.00"
"11240  :  โรงพยาบาลแม่ระมาด","497","3","0.60","1","33.33","328","0","0.00","0","0.00"
"11241  :  โรงพยาบาลท่าสองยาง","256","0","0.00","0","0.00","286","0","0.00","0","0.00"
"11242  :  โรงพยาบาลพบพระ","577","0","0.00","0","0.00","750","0","0.00","0","0.00"
"11243  :  โรงพยาบาลอุ้มผาง","605","0","0.00","0","0.00","698","0","0.00","0","0.00"
"27443  :  โรงพยาบาลวังเจ้า","77","1","1.30","0","0.00","78","0","0.00","0","0.00"
"10724  :  โรงพยาบาลสุโขทัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","806","7","0.87","3","42.86","738","2","0.27","0","0.00"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","689","21","3.05","17","80.95","682","5","0.73","4","80.00"
"11245  :  โรงพยาบาลคีรีมาศ","546","1","0.18","1","100.00","546","0","0.00","0","0.00"
"11246  :  โรงพยาบาลกงไกรลาศ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11247  :  โรงพยาบาลศรีสัชนาลัย","730","11","1.51","10","90.91","715","8","1.12","7","87.50"
"11248  :  โรงพยาบาลสวรรคโลก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11249  :  โรงพยาบาลศรีนคร","362","3","0.83","0","0.00","348","2","0.57","0","0.00"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","750","6","0.80","3","50.00","736","3","0.41","2","66.67"
"10676  :  โรงพยาบาลพุทธชินราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11251  :  โรงพยาบาลชาติตระการ","479","1","0.21","1","100.00","466","0","0.00","0","0.00"
"11252  :  โรงพยาบาลบางระกำ","675","2","0.30","2","100.00","658","3","0.46","1","33.33"
"11253  :  โรงพยาบาลบางกระทุ่ม","520","3","0.58","3","100.00","517","0","0.00","0","0.00"
"11254  :  โรงพยาบาลพรหมพิราม","836","18","2.15","17","94.44","748","0","0.00","0","0.00"
"11255  :  โรงพยาบาลวัดโบสถ์","454","0","0.00","0","0.00","442","0","0.00","0","0.00"
"11256  :  โรงพยาบาลวังทอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11257  :  โรงพยาบาลเนินมะปราง","584","14","2.40","10","71.43","494","0","0.00","0","0.00"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","858","14","1.63","4","28.57","853","6","0.70","2","33.33"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","1,730","38","2.20","16","42.11","1,267","1","0.08","1","100.00"
"11258  :  โรงพยาบาลวังทรายพูน","77","0","0.00","0","0.00","80","0","0.00","0","0.00"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","91","0","0.00","0","0.00","82","0","0.00","0","0.00"
"11260  :  โรงพยาบาลบางมูลนาก","1,040","9","0.87","8","88.89","1,039","0","0.00","0","0.00"
"11261  :  โรงพยาบาลโพทะเล","648","5","0.77","3","60.00","637","0","0.00","0","0.00"
"11262  :  โรงพยาบาลสามง่าม","348","1","0.29","1","100.00","333","0","0.00","0","0.00"
"11263  :  โรงพยาบาลทับคล้อ","80","35","43.75","31","88.57","77","2","2.60","1","50.00"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","1,246","8","0.64","3","37.50","1,123","1","0.09","1","100.00"
"11631  :  โรงพยาบาลวชิรบารมี","110","1","0.91","1","100.00","28","0","0.00","0","0.00"
"27978  :  โรงพยาบาลสากเหล็ก","162","0","0.00","0","0.00","154","0","0.00","0","0.00"
"27979  :  โรงพยาบาลบึงนาราง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27980  :  โรงพยาบาลดงเจริญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10727  :  โรงพยาบาลเพชรบูรณ์","3,064","30","0.98","7","23.33","2,799","2","0.07","2","100.00"
"11264  :  โรงพยาบาลชนแดน","1,028","8","0.78","5","62.50","553","0","0.00","0","0.00"
"11265  :  โรงพยาบาลหล่มสัก","1,733","42","2.42","35","83.33","1,310","4","0.31","2","50.00"
"11266  :  โรงพยาบาลวิเชียรบุรี","45","0","0.00","0","0.00","49","0","0.00","0","0.00"
"11267  :  โรงพยาบาลศรีเทพ","620","7","1.13","1","14.29","561","0","0.00","0","0.00"
"11268  :  โรงพยาบาลหนองไผ่","1,462","31","2.12","19","61.29","1,334","2","0.15","1","50.00"
"11269  :  โรงพยาบาลบึงสามพัน","610","18","2.95","16","88.89","212","1","0.47","0","0.00"
"11270  :  โรงพยาบาลน้ำหนาว","193","0","0.00","0","0.00","198","0","0.00","0","0.00"
"11271  :  โรงพยาบาลวังโป่ง","330","0","0.00","0","0.00","331","0","0.00","0","0.00"
"11272  :  โรงพยาบาลเขาค้อ","155","4","2.58","2","50.00","141","0","0.00","0","0.00"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","1,274","58","4.55","56","96.55","1,177","2","0.17","1","50.00"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10677  :  โรงพยาบาลราชบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10728  :  โรงพยาบาลดำเนินสะดวก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10729  :  โรงพยาบาลบ้านโป่ง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10730  :  โรงพยาบาลโพธาราม","287","4","1.39","4","100.00","23","0","0.00","0","0.00"
"11273  :  โรงพยาบาลสวนผึ้ง","103","0","0.00","0","0.00","101","0","0.00","0","0.00"
"11274  :  โรงพยาบาลบางแพ","588","26","4.42","25","96.15","578","4","0.69","4","100.00"
"11275  :  โรงพยาบาลเจ็ดเสมียน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11276  :  โรงพยาบาลปากท่อ","452","1","0.22","1","100.00","392","0","0.00","0","0.00"
"11277  :  โรงพยาบาลวัดเพลง","214","1","0.47","0","0.00","214","0","0.00","0","0.00"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","1,004","7","0.70","5","71.43","975","2","0.21","1","50.00"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","251","0","0.00","0","0.00","24","0","0.00","0","0.00"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28858  :  โรงพยาบาลบ้านคา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","1,927","9","0.47","4","44.44","1,933","4","0.21","2","50.00"
"10732  :  โรงพยาบาลมะการักษ์","1,130","3","0.27","1","33.33","1,014","0","0.00","0","0.00"
"11278  :  โรงพยาบาลไทรโยค","489","1","0.20","1","100.00","533","0","0.00","0","0.00"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","418","3","0.72","3","100.00","499","1","0.20","0","0.00"
"11280  :  โรงพยาบาลบ่อพลอย","624","1","0.16","1","100.00","601","0","0.00","0","0.00"
"11281  :  โรงพยาบาลท่ากระดาน","134","0","0.00","0","0.00","138","0","0.00","0","0.00"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","1,419","5","0.35","3","60.00","1,088","0","0.00","0","0.00"
"11283  :  โรงพยาบาลทองผาภูมิ","266","2","0.75","1","50.00","427","1","0.23","0","0.00"
"11284  :  โรงพยาบาลสังขละบุรี","371","2","0.54","2","100.00","914","0","0.00","0","0.00"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","601","5","0.83","1","20.00","723","0","0.00","0","0.00"
"11286  :  โรงพยาบาลเลาขวัญ","476","0","0.00","0","0.00","459","0","0.00","0","0.00"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","640","1","0.16","1","100.00","555","1","0.18","1","100.00"
"11288  :  โรงพยาบาลสถานพระบารมี","358","3","0.84","0","0.00","365","0","0.00","0","0.00"
"11520  :  โรงพยาบาลค่ายสุรสีห์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","69","1","1.45","0","0.00","83","1","1.20","1","100.00"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","95","22","23.16","7","31.82","98","0","0.00","0","0.00"
"41701  :  โรงพยาบาลหนองปรือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","2,830","5","0.18","4","80.00","2,824","55","1.95","32","58.18"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","733","2","0.27","2","100.00","708","2","0.28","2","100.00"
"11289  :  โรงพยาบาลเดิมบางนางบวช","976","3","0.31","1","33.33","944","0","0.00","0","0.00"
"11290  :  โรงพยาบาลด่านช้าง","1,406","12","0.85","12","100.00","1,392","0","0.00","0","0.00"
"11291  :  โรงพยาบาลบางปลาม้า","1,083","0","0.00","0","0.00","1,077","0","0.00","0","0.00"
"11292  :  โรงพยาบาลศรีประจันต์","456","0","0.00","0","0.00","456","0","0.00","0","0.00"
"11293  :  โรงพยาบาลดอนเจดีย์","1,218","0","0.00","0","0.00","1,196","0","0.00","0","0.00"
"11294  :  โรงพยาบาลสามชุก","1,058","2","0.19","1","50.00","1,057","0","0.00","0","0.00"
"11295  :  โรงพยาบาลอู่ทอง","2,174","3","0.14","3","100.00","1,741","0","0.00","0","0.00"
"11296  :  โรงพยาบาลหนองหญ้าไซ","761","0","0.00","0","0.00","711","0","0.00","0","0.00"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10679  :  โรงพยาบาลนครปฐม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11297  :  โรงพยาบาลกำแพงแสน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11298  :  โรงพยาบาลนครชัยศรี","99","0","0.00","0","0.00","99","0","0.00","0","0.00"
"11299  :  โรงพยาบาลห้วยพลู","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11300  :  โรงพยาบาลดอนตูม","1,278","1","0.08","0","0.00","1,078","0","0.00","0","0.00"
"11301  :  โรงพยาบาลบางเลน","435","0","0.00","0","0.00","448","1","0.22","0","0.00"
"11302  :  โรงพยาบาลสามพราน","19","0","0.00","0","0.00","20","0","0.00","0","0.00"
"11303  :  โรงพยาบาลพุทธมณฑล","479","0","0.00","0","0.00","474","0","0.00","0","0.00"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11521  :  โรงพยาบาลจันทรุเบกษา","921","0","0.00","0","0.00","912","0","0.00","0","0.00"
"13819  :  โรงพยาบาลหลวงพ่อเปิ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10734  :  โรงพยาบาลสมุทรสาคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11304  :  โรงพยาบาลกระทุ่มแบน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11305  :  โรงพยาบาลบ้านแพ้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12137  :  โรงพยาบาลทั่วไปขนาดเล็กเจษฎา","1,368","1","0.07","0","0.00","1,373","0","0.00","0","0.00"
"10735  :  โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11306  :  โรงพยาบาลนภาลัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11307  :  โรงพยาบาลอัมพวา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10736  :  โรงพยาบาลพระจอมเกล้า","5,718","25","0.44","12","48.00","3,622","1","0.03","1","100.00"
"11308  :  โรงพยาบาลเขาย้อย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11309  :  โรงพยาบาลหนองหญ้าปล้อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11310  :  โรงพยาบาลชะอำ","384","2","0.52","0","0.00","381","1","0.26","0","0.00"
"11311  :  โรงพยาบาลท่ายาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11312  :  โรงพยาบาลบ้านลาด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11313  :  โรงพยาบาลบ้านแหลม","340","0","0.00","0","0.00","315","0","0.00","0","0.00"
"11314  :  โรงพยาบาลแก่งกระจาน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10737  :  โรงพยาบาลประจวบคีรีขันธ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11315  :  โรงพยาบาลกุยบุรี","860","4","0.47","0","0.00","718","1","0.14","0","0.00"
"11316  :  โรงพยาบาลทับสะแก","426","0","0.00","0","0.00","415","0","0.00","0","0.00"
"11317  :  โรงพยาบาลบางสะพาน","1,313","20","1.52","15","75.00","1,297","3","0.23","1","33.33"
"11318  :  โรงพยาบาลบางสะพานน้อย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11319  :  โรงพยาบาลปราณบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11320  :  โรงพยาบาลหัวหิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11321  :  โรงพยาบาลสามร้อยยอด","118","3","2.54","2","66.67","112","15","13.39","8","53.33"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","926","32","3.46","31","96.88","268","0","0.00","0","0.00"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11322  :  โรงพยาบาลพรหมคีรี","37","0","0.00","0","0.00","39","1","2.56","0","0.00"
"11324  :  โรงพยาบาลลานสะกา","602","0","0.00","0","0.00","588","0","0.00","0","0.00"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","1,069","1","0.09","0","0.00","1,051","0","0.00","0","0.00"
"11326  :  โรงพยาบาลพิปูน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11327  :  โรงพยาบาลเชียรใหญ่","234","0","0.00","0","0.00","227","0","0.00","0","0.00"
"11328  :  โรงพยาบาลชะอวด","1,727","33","1.91","30","90.91","1,597","1","0.06","0","0.00"
"11329  :  โรงพยาบาลท่าศาลา","2,143","2","0.09","0","0.00","1,544","2","0.13","0","0.00"
"11330  :  โรงพยาบาลทุ่งสง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11331  :  โรงพยาบาลนาบอน","559","1","0.18","1","100.00","458","1","0.22","1","100.00"
"11332  :  โรงพยาบาลทุ่งใหญ่","885","0","0.00","0","0.00","783","0","0.00","0","0.00"
"11333  :  โรงพยาบาลปากพนัง","2,021","118","5.84","112","94.92","1,970","1","0.05","0","0.00"
"11334  :  โรงพยาบาลร่อนพิบูลย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11335  :  โรงพยาบาลสิชล","88","0","0.00","0","0.00","87","0","0.00","0","0.00"
"11336  :  โรงพยาบาลขนอม","487","5","1.03","1","20.00","478","3","0.63","1","33.33"
"11337  :  โรงพยาบาลหัวไทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11338  :  โรงพยาบาลบางขัน","673","1","0.15","1","100.00","636","0","0.00","0","0.00"
"11339  :  โรงพยาบาลถ้ำพรรณรา","30","0","0.00","0","0.00","30","0","0.00","0","0.00"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","1,286","3","0.23","1","33.33","1,262","1","0.08","0","0.00"
"11660  :  โรงพยาบาลจุฬาภรณ์","273","0","0.00","0","0.00","258","0","0.00","0","0.00"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","199","2","1.01","0","0.00","189","4","2.12","0","0.00"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","7,317","25","0.34","10","40.00","3,647","7","0.19","3","42.86"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","602","8","1.33","1","12.50","595","2","0.34","1","50.00"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","299","0","0.00","0","0.00","233","0","0.00","0","0.00"
"40742  :  โรงพยาบาลนบพิตำ","374","0","0.00","0","0.00","365","0","0.00","0","0.00"
"40743  :  โรงพยาบาลพระพรหม","88","0","0.00","0","0.00","92","24","26.09","16","66.67"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10738  :  โรงพยาบาลกระบี่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
