"โรงพยาบาล","ปีการศึกษา 2563 เทอม1","ปีการศึกษา 2563 เทอม2"
"เด็กนักเรียน ม.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%","เด็กนักเรียน ม.1 ทั้งหมด(C)","ตรวจฟันตามเงื่อนไข(B)","%","ปราศจากฟันแท้ผุ(A)","%"
"25017  :  โรงพยาบาลภูเพียง","95","0","0.00","0","0.00","141","1","0.71","1","100.00"
"10717  :  โรงพยาบาลพะเยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11184  :  โรงพยาบาลจุน","804","100","12.44","99","99.00","663","52","7.84","50","96.15"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","659","29","4.40","28","96.55","439","14","3.19","14","100.00"
"11187  :  โรงพยาบาลปง","335","36","10.75","29","80.56","423","8","1.89","7","87.50"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","4,271","106","2.48","89","83.96","5,571","70","1.26","53","75.71"
"11189  :  โรงพยาบาลเทิง","1,918","87","4.54","58","66.67","1,701","57","3.35","55","96.49"
"11190  :  โรงพยาบาลพาน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","253","63","24.90","32","50.79","271","1","0.37","0","0.00"
"11192  :  โรงพยาบาลแม่จัน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11194  :  โรงพยาบาลแม่สาย","1,817","113","6.22","68","60.18","2,400","120","5.00","47","39.17"
"11195  :  โรงพยาบาลแม่สรวย","131","6","4.58","4","66.67","132","2","1.52","0","0.00"
"11196  :  โรงพยาบาลเวียงป่าเป้า","593","15","2.53","13","86.67","628","10","1.59","8","80.00"
"11197  :  โรงพยาบาลพญาเม็งราย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11198  :  โรงพยาบาลเวียงแก่น","426","2","0.47","1","50.00","455","0","0.00","0","0.00"
"11199  :  โรงพยาบาลขุนตาล","84","19","22.62","13","68.42","89","14","15.73","12","85.71"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11201  :  โรงพยาบาลแม่ลาว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","292","103","35.27","41","39.81","290","1","0.34","1","100.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","1,197","5","0.42","5","100.00","1,102","41","3.72","41","100.00"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","726","1","0.14","1","100.00","1,360","2","0.15","2","100.00"
"11203  :  โรงพยาบาลขุนยวม","525","13","2.48","8","61.54","535","2","0.37","2","100.00"
"11204  :  โรงพยาบาลปาย","790","0","0.00","0","0.00","886","3","0.34","2","66.67"
"11205  :  โรงพยาบาลแม่สะเรียง","1,333","2","0.15","1","50.00","1,417","1","0.07","1","100.00"
"11206  :  โรงพยาบาลแม่ลาน้อย","767","1","0.13","0","0.00","763","0","0.00","0","0.00"
"11207  :  โรงพยาบาลสบเมย","333","53","15.92","42","79.25","336","4","1.19","2","50.00"
"11208  :  โรงพยาบาลปางมะผ้า","326","3","0.92","0","0.00","351","1","0.28","1","100.00"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","3,796","97","2.56","62","63.92","5,243","84","1.60","61","72.62"
"11209  :  โรงพยาบาลโกรกพระ","180","5","2.78","3","60.00","113","0","0.00","0","0.00"
"11210  :  โรงพยาบาลชุมแสง","276","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11211  :  โรงพยาบาลหนองบัว","980","4","0.41","1","25.00","979","3","0.31","3","100.00"
"11212  :  โรงพยาบาลบรรพตพิสัย","197","2","1.02","1","50.00","201","7","3.48","2","28.57"
"11213  :  โรงพยาบาลเก้าเลี้ยว","674","6","0.89","6","100.00","457","1","0.22","1","100.00"
"11214  :  โรงพยาบาลตาคลี","1,854","88","4.75","73","82.95","1,847","48","2.60","32","66.67"
"11215  :  โรงพยาบาลท่าตะโก","314","2","0.64","0","0.00","22","0","0.00","0","0.00"
"11216  :  โรงพยาบาลไพศาลี","982","5","0.51","4","80.00","784","6","0.77","6","100.00"
"11217  :  โรงพยาบาลพยุหะคีรี","1,253","38","3.03","31","81.58","1,006","17","1.69","9","52.94"
"11218  :  โรงพยาบาลลาดยาว","394","5","1.27","3","60.00","96","7","7.29","3","42.86"
"11219  :  โรงพยาบาลตากฟ้า","789","5","0.63","4","80.00","773","10","1.29","9","90.00"
"11220  :  โรงพยาบาลแม่วงก์","436","0","0.00","0","0.00","276","0","0.00","0","0.00"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","444","15","3.38","9","60.00","436","7","1.61","5","71.43"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10720  :  โรงพยาบาลอุทัยธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11221  :  โรงพยาบาลทัพทัน","499","0","0.00","0","0.00","499","0","0.00","0","0.00"
"11222  :  โรงพยาบาลสว่างอารมณ์","279","0","0.00","0","0.00","272","0","0.00","0","0.00"
"11223  :  โรงพยาบาลหนองฉาง","1,298","9","0.69","7","77.78","1,293","28","2.17","22","78.57"
"11224  :  โรงพยาบาลหนองขาหย่าง","144","2","1.39","1","50.00","143","6","4.20","5","83.33"
"11225  :  โรงพยาบาลบ้านไร่","967","31","3.21","20","64.52","956","46","4.81","18","39.13"
"11226  :  โรงพยาบาลลานสัก","448","0","0.00","0","0.00","446","0","0.00","0","0.00"
"11227  :  โรงพยาบาลห้วยคต","44","0","0.00","0","0.00","45","0","0.00","0","0.00"
"10721  :  โรงพยาบาลกำแพงเพชร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","468","10","2.14","6","60.00","463","12","2.59","7","58.33"
"11229  :  โรงพยาบาลไทรงาม","495","1","0.20","0","0.00","364","1","0.27","1","100.00"
"11230  :  โรงพยาบาลคลองลาน","911","20","2.20","16","80.00","899","8","0.89","7","87.50"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","1,486","408","27.46","257","62.99","1,221","1,039","85.09","474","45.62"
"11232  :  โรงพยาบาลคลองขลุง","1,062","13","1.22","12","92.31","795","17","2.14","15","88.24"
"11233  :  โรงพยาบาลพรานกระต่าย","52","1","1.92","1","100.00","54","0","0.00","0","0.00"
"11234  :  โรงพยาบาลลานกระบือ","882","19","2.15","18","94.74","647","23","3.55","22","95.65"
"11235  :  โรงพยาบาลทรายทองวัฒนา","671","10","1.49","8","80.00","544","27","4.96","22","81.48"
"11236  :  โรงพยาบาลปางศิลาทอง","60","54","90.00","26","48.15","60","49","81.67","30","61.22"
"14135  :  โรงพยาบาลบึงสามัคคี","625","4","0.64","3","75.00","518","16","3.09","14","87.50"
"28010  :  โรงพยาบาลโกสัมพีนคร","185","4","2.16","3","75.00","191","3","1.57","3","100.00"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","2,719","39","1.43","30","76.92","2,754","24","0.87","18","75.00"
"10723  :  โรงพยาบาลแม่สอด","1,758","6","0.34","4","66.67","2,086","4","0.19","4","100.00"
"11238  :  โรงพยาบาลบ้านตาก","469","3","0.64","2","66.67","466","35","7.51","29","82.86"
"11239  :  โรงพยาบาลสามเงา","366","8","2.19","2","25.00","363","0","0.00","0","0.00"
"11240  :  โรงพยาบาลแม่ระมาด","578","17","2.94","4","23.53","605","4","0.66","1","25.00"
"11241  :  โรงพยาบาลท่าสองยาง","289","0","0.00","0","0.00","312","0","0.00","0","0.00"
"11242  :  โรงพยาบาลพบพระ","653","1","0.15","0","0.00","778","172","22.11","169","98.26"
"11243  :  โรงพยาบาลอุ้มผาง","665","0","0.00","0","0.00","783","1","0.13","1","100.00"
"27443  :  โรงพยาบาลวังเจ้า","91","3","3.30","1","33.33","92","1","1.09","0","0.00"
"10724  :  โรงพยาบาลสุโขทัย","1,204","45","3.74","23","51.11","1,200","50","4.17","29","58.00"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","765","22","2.88","11","50.00","757","14","1.85","9","64.29"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","742","29","3.91","26","89.66","741","36","4.86","27","75.00"
"11245  :  โรงพยาบาลคีรีมาศ","576","0","0.00","0","0.00","693","3","0.43","3","100.00"
"11246  :  โรงพยาบาลกงไกรลาศ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11247  :  โรงพยาบาลศรีสัชนาลัย","782","18","2.30","12","66.67","775","13","1.68","9","69.23"
"11248  :  โรงพยาบาลสวรรคโลก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11249  :  โรงพยาบาลศรีนคร","481","7","1.46","0","0.00","479","9","1.88","1","11.11"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","876","12","1.37","7","58.33","868","18","2.07","11","61.11"
"10676  :  โรงพยาบาลพุทธชินราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11251  :  โรงพยาบาลชาติตระการ","487","2","0.41","2","100.00","477","1","0.21","0","0.00"
"11252  :  โรงพยาบาลบางระกำ","714","84","11.76","50","59.52","704","6","0.85","6","100.00"
"11253  :  โรงพยาบาลบางกระทุ่ม","541","169","31.24","133","78.70","540","3","0.56","2","66.67"
"11254  :  โรงพยาบาลพรหมพิราม","858","10","1.17","10","100.00","845","15","1.78","15","100.00"
"11255  :  โรงพยาบาลวัดโบสถ์","501","56","11.18","19","33.93","493","2","0.41","2","100.00"
"11256  :  โรงพยาบาลวังทอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11257  :  โรงพยาบาลเนินมะปราง","621","40","6.44","34","85.00","615","244","39.67","206","84.43"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","952","9","0.95","2","22.22","948","164","17.30","41","25.00"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","1,907","28","1.47","12","42.86","2,537","34","1.34","23","67.65"
"11258  :  โรงพยาบาลวังทรายพูน","80","0","0.00","0","0.00","81","29","35.80","7","24.14"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","175","1","0.57","0","0.00","71","15","21.13","3","20.00"
"11260  :  โรงพยาบาลบางมูลนาก","1,282","11","0.86","10","90.91","1,418","33","2.33","23","69.70"
"11261  :  โรงพยาบาลโพทะเล","841","1","0.12","1","100.00","621","36","5.80","26","72.22"
"11262  :  โรงพยาบาลสามง่าม","446","53","11.88","50","94.34","338","2","0.59","1","50.00"
"11263  :  โรงพยาบาลทับคล้อ","108","79","73.15","66","83.54","106","101","95.28","87","86.14"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","1,687","12","0.71","7","58.33","1,623","48","2.96","30","62.50"
"11631  :  โรงพยาบาลวชิรบารมี","153","1","0.65","1","100.00","155","1","0.65","1","100.00"
"27978  :  โรงพยาบาลสากเหล็ก","256","26","10.16","4","15.38","171","1","0.58","0","0.00"
"27979  :  โรงพยาบาลบึงนาราง","110","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27980  :  โรงพยาบาลดงเจริญ","99","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10727  :  โรงพยาบาลเพชรบูรณ์","3,189","45","1.41","26","57.78","3,520","26","0.74","12","46.15"
"11264  :  โรงพยาบาลชนแดน","1,146","11","0.96","9","81.82","1,141","32","2.80","32","100.00"
"11265  :  โรงพยาบาลหล่มสัก","2,121","83","3.91","66","79.52","2,492","117","4.70","96","82.05"
"11266  :  โรงพยาบาลวิเชียรบุรี","57","1","1.75","1","100.00","57","0","0.00","0","0.00"
"11267  :  โรงพยาบาลศรีเทพ","1,029","8","0.78","3","37.50","737","7","0.95","2","28.57"
"11268  :  โรงพยาบาลหนองไผ่","2,147","41","1.91","29","70.73","1,513","28","1.85","11","39.29"
"11269  :  โรงพยาบาลบึงสามพัน","658","69","10.49","53","76.81","667","13","1.95","3","23.08"
"11270  :  โรงพยาบาลน้ำหนาว","229","0","0.00","0","0.00","230","1","0.43","0","0.00"
"11271  :  โรงพยาบาลวังโป่ง","555","48","8.65","22","45.83","359","0","0.00","0","0.00"
"11272  :  โรงพยาบาลเขาค้อ","158","5","3.16","1","20.00","154","2","1.30","1","50.00"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","1,698","81","4.77","78","96.30","1,437","18","1.25","13","72.22"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10677  :  โรงพยาบาลราชบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10728  :  โรงพยาบาลดำเนินสะดวก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10729  :  โรงพยาบาลบ้านโป่ง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10730  :  โรงพยาบาลโพธาราม","294","2","0.68","2","100.00","718","8","1.11","7","87.50"
"11273  :  โรงพยาบาลสวนผึ้ง","107","0","0.00","0","0.00","109","0","0.00","0","0.00"
"11274  :  โรงพยาบาลบางแพ","596","22","3.69","19","86.36","615","22","3.58","18","81.82"
"11275  :  โรงพยาบาลเจ็ดเสมียน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11276  :  โรงพยาบาลปากท่อ","848","3","0.35","2","66.67","866","2","0.23","2","100.00"
"11277  :  โรงพยาบาลวัดเพลง","317","2","0.63","1","50.00","320","0","0.00","0","0.00"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","1,073","25","2.33","17","68.00","1,065","20","1.88","15","75.00"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","306","0","0.00","0","0.00","313","14","4.47","12","85.71"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28858  :  โรงพยาบาลบ้านคา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","2,050","16","0.78","7","43.75","2,044","96","4.70","74","77.08"
"10732  :  โรงพยาบาลมะการักษ์","1,183","3","0.25","2","66.67","1,178","12","1.02","8","66.67"
"11278  :  โรงพยาบาลไทรโยค","574","3","0.52","1","33.33","583","2","0.34","2","100.00"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","597","2","0.34","1","50.00","632","0","0.00","0","0.00"
"11280  :  โรงพยาบาลบ่อพลอย","666","1","0.15","0","0.00","659","0","0.00","0","0.00"
"11281  :  โรงพยาบาลท่ากระดาน","147","1","0.68","0","0.00","151","0","0.00","0","0.00"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","1,508","79","5.24","73","92.41","1,537","200","13.01","162","81.00"
"11283  :  โรงพยาบาลทองผาภูมิ","408","1","0.25","0","0.00","448","0","0.00","0","0.00"
"11284  :  โรงพยาบาลสังขละบุรี","877","5","0.57","3","60.00","1,065","35","3.29","33","94.29"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","816","11","1.35","7","63.64","858","16","1.86","9","56.25"
"11286  :  โรงพยาบาลเลาขวัญ","565","0","0.00","0","0.00","564","0","0.00","0","0.00"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","759","5","0.66","1","20.00","767","2","0.26","1","50.00"
"11288  :  โรงพยาบาลสถานพระบารมี","841","6","0.71","1","16.67","828","4","0.48","2","50.00"
"11520  :  โรงพยาบาลค่ายสุรสีห์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","85","1","1.18","0","0.00","94","0","0.00","0","0.00"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","93","36","38.71","15","41.67","94","18","19.15","10","55.56"
"41701  :  โรงพยาบาลหนองปรือ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","3,741","227","6.07","103","45.37","4,127","6","0.15","5","83.33"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","1,275","7","0.55","7","100.00","1,055","1","0.09","1","100.00"
"11289  :  โรงพยาบาลเดิมบางนางบวช","1,181","3","0.25","2","66.67","1,171","1","0.09","0","0.00"
"11290  :  โรงพยาบาลด่านช้าง","1,831","20","1.09","19","95.00","1,723","13","0.75","13","100.00"
"11291  :  โรงพยาบาลบางปลาม้า","1,496","1","0.07","1","100.00","1,285","8","0.62","8","100.00"
"11292  :  โรงพยาบาลศรีประจันต์","554","1","0.18","1","100.00","572","0","0.00","0","0.00"
"11293  :  โรงพยาบาลดอนเจดีย์","1,391","0","0.00","0","0.00","1,298","4","0.31","4","100.00"
"11294  :  โรงพยาบาลสามชุก","1,165","2","0.17","1","50.00","1,166","8","0.69","6","75.00"
"11295  :  โรงพยาบาลอู่ทอง","3,027","5","0.17","4","80.00","2,769","5","0.18","4","80.00"
"11296  :  โรงพยาบาลหนองหญ้าไซ","743","1","0.13","0","0.00","746","0","0.00","0","0.00"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10679  :  โรงพยาบาลนครปฐม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11297  :  โรงพยาบาลกำแพงแสน","409","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11298  :  โรงพยาบาลนครชัยศรี","135","0","0.00","0","0.00","139","0","0.00","0","0.00"
"11299  :  โรงพยาบาลห้วยพลู","184","0","0.00","0","0.00","188","0","0.00","0","0.00"
"11300  :  โรงพยาบาลดอนตูม","1,451","3","0.21","2","66.67","1,442","3","0.21","2","66.67"
"11301  :  โรงพยาบาลบางเลน","528","1","0.19","0","0.00","509","0","0.00","0","0.00"
"11302  :  โรงพยาบาลสามพราน","396","0","0.00","0","0.00","391","0","0.00","0","0.00"
"11303  :  โรงพยาบาลพุทธมณฑล","1,569","14","0.89","7","50.00","1,555","8","0.51","6","75.00"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11521  :  โรงพยาบาลจันทรุเบกษา","1,529","1","0.07","1","100.00","1,512","0","0.00","0","0.00"
"13819  :  โรงพยาบาลหลวงพ่อเปิ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10734  :  โรงพยาบาลสมุทรสาคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11304  :  โรงพยาบาลกระทุ่มแบน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11305  :  โรงพยาบาลบ้านแพ้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12137  :  โรงพยาบาลทั่วไปขนาดเล็กเจษฎา","1,482","12","0.81","8","66.67","1,492","0","0.00","0","0.00"
"10735  :  โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11306  :  โรงพยาบาลนภาลัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11307  :  โรงพยาบาลอัมพวา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10736  :  โรงพยาบาลพระจอมเกล้า","6,192","42","0.68","28","66.67","6,201","103","1.66","95","92.23"
"11308  :  โรงพยาบาลเขาย้อย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11309  :  โรงพยาบาลหนองหญ้าปล้อง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11310  :  โรงพยาบาลชะอำ","688","3","0.44","1","33.33","926","3","0.32","0","0.00"
"11311  :  โรงพยาบาลท่ายาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11312  :  โรงพยาบาลบ้านลาด","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11313  :  โรงพยาบาลบ้านแหลม","341","2","0.59","1","50.00","341","0","0.00","0","0.00"
"11314  :  โรงพยาบาลแก่งกระจาน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10737  :  โรงพยาบาลประจวบคีรีขันธ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11315  :  โรงพยาบาลกุยบุรี","914","9","0.98","1","11.11","919","10","1.09","8","80.00"
"11316  :  โรงพยาบาลทับสะแก","445","0","0.00","0","0.00","437","4","0.92","4","100.00"
"11317  :  โรงพยาบาลบางสะพาน","1,395","31","2.22","26","83.87","1,382","26","1.88","21","80.77"
"11318  :  โรงพยาบาลบางสะพานน้อย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11319  :  โรงพยาบาลปราณบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11320  :  โรงพยาบาลหัวหิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11321  :  โรงพยาบาลสามร้อยยอด","99","19","19.19","8","42.11","99","0","0.00","0","0.00"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","0","0","0.00","0","0.00","172","0","0.00","0","0.00"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","1,377","61","4.43","59","96.72","1,386","0","0.00","0","0.00"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11322  :  โรงพยาบาลพรหมคีรี","40","1","2.50","0","0.00","40","0","0.00","0","0.00"
"11324  :  โรงพยาบาลลานสะกา","641","6","0.94","5","83.33","628","4","0.64","2","50.00"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","1,282","5","0.39","2","40.00","1,265","9","0.71","7","77.78"
"11326  :  โรงพยาบาลพิปูน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11327  :  โรงพยาบาลเชียรใหญ่","209","0","0.00","0","0.00","199","1","0.50","0","0.00"
"11328  :  โรงพยาบาลชะอวด","2,067","91","4.40","81","89.01","2,064","48","2.33","36","75.00"
"11329  :  โรงพยาบาลท่าศาลา","2,352","7","0.30","1","14.29","2,349","6","0.26","2","33.33"
"11330  :  โรงพยาบาลทุ่งสง","285","1","0.35","0","0.00","493","5","1.01","3","60.00"
"11331  :  โรงพยาบาลนาบอน","606","3","0.50","3","100.00","595","21","3.53","19","90.48"
"11332  :  โรงพยาบาลทุ่งใหญ่","1,177","2","0.17","2","100.00","1,179","14","1.19","14","100.00"
"11333  :  โรงพยาบาลปากพนัง","2,030","85","4.19","79","92.94","1,996","164","8.22","160","97.56"
"11334  :  โรงพยาบาลร่อนพิบูลย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11335  :  โรงพยาบาลสิชล","103","0","0.00","0","0.00","110","0","0.00","0","0.00"
"11336  :  โรงพยาบาลขนอม","637","6","0.94","2","33.33","648","13","2.01","6","46.15"
"11337  :  โรงพยาบาลหัวไทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11338  :  โรงพยาบาลบางขัน","728","1","0.14","1","100.00","725","1","0.14","0","0.00"
"11339  :  โรงพยาบาลถ้ำพรรณรา","43","0","0.00","0","0.00","43","0","0.00","0","0.00"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","1,325","8","0.60","2","25.00","1,312","9","0.69","4","44.44"
"11660  :  โรงพยาบาลจุฬาภรณ์","278","1","0.36","1","100.00","271","2","0.74","1","50.00"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","389","94","24.16","32","34.04","375","5","1.33","4","80.00"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","6,389","42","0.66","23","54.76","9,207","79","0.86","67","84.81"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","867","11","1.27","5","45.45","666","2","0.30","0","0.00"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","303","0","0.00","0","0.00","304","5","1.64","5","100.00"
