"โรงพยาบาล","รวมทั้งปีการศึกษา 2561","ปีการศึกษา 2561 เทอม1","ปีการศึกษา 2561 เทอม2"
"เด็กนักเรียน ป.1-6(B)","ได้รับการตรวจเหา และได้รับการแก้ไข(A)","%","เด็กนักเรียน ป.1-6(B)","ได้รับการตรวจเหา และได้รับการแก้ไข(A)","%","เด็กนักเรียน ป.1-6(B)","ได้รับการตรวจเหา และได้รับการแก้ไข(A)","%"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0.00","0","0","0.00","0","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","0","0","0.00","0","0","0.00","0","0","0.00"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0.00","0","0","0.00","0","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","0","0","0.00","0","0","0.00","0","0","0.00"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","0","0","0.00","0","0","0.00","0","0","0.00"
"10720  :  โรงพยาบาลอุทัยธานี","0","0","0.00","0","0","0.00","0","0","0.00"
"11221  :  โรงพยาบาลทัพทัน","604","0","0.00","0","0","0.00","604","0","0.00"
"11222  :  โรงพยาบาลสว่างอารมณ์","374","3","0.80","0","0","0.00","374","3","0.80"
"11223  :  โรงพยาบาลหนองฉาง","697","0","0.00","0","0","0.00","697","0","0.00"
"11224  :  โรงพยาบาลหนองขาหย่าง","142","0","0.00","0","0","0.00","142","0","0.00"
"11225  :  โรงพยาบาลบ้านไร่","969","0","0.00","0","0","0.00","969","0","0.00"
"11226  :  โรงพยาบาลลานสัก","846","0","0.00","0","0","0.00","846","0","0.00"
"11227  :  โรงพยาบาลห้วยคต","514","0","0.00","0","0","0.00","514","0","0.00"
"10721  :  โรงพยาบาลกำแพงเพชร","0","0","0.00","0","0","0.00","0","0","0.00"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","607","0","0.00","0","0","0.00","607","0","0.00"
"11229  :  โรงพยาบาลไทรงาม","609","0","0.00","0","0","0.00","609","0","0.00"
"11230  :  โรงพยาบาลคลองลาน","1,286","0","0.00","0","0","0.00","1,286","0","0.00"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","294","0","0.00","0","0","0.00","294","0","0.00"
"11232  :  โรงพยาบาลคลองขลุง","432","0","0.00","0","0","0.00","432","0","0.00"
"11233  :  โรงพยาบาลพรานกระต่าย","151","0","0.00","0","0","0.00","151","0","0.00"
"11234  :  โรงพยาบาลลานกระบือ","1,458","0","0.00","227","0","0.00","1,231","0","0.00"
"11235  :  โรงพยาบาลทรายทองวัฒนา","278","0","0.00","0","0","0.00","278","0","0.00"
"11236  :  โรงพยาบาลปางศิลาทอง","168","0","0.00","0","0","0.00","168","0","0.00"
"14135  :  โรงพยาบาลบึงสามัคคี","171","0","0.00","0","0","0.00","171","0","0.00"
"28010  :  โรงพยาบาลโกสัมพีนคร","151","0","0.00","0","0","0.00","151","0","0.00"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","2,379","0","0.00","749","0","0.00","1,630","0","0.00"
"10723  :  โรงพยาบาลแม่สอด","538","0","0.00","0","0","0.00","538","0","0.00"
"11238  :  โรงพยาบาลบ้านตาก","692","0","0.00","0","0","0.00","692","0","0.00"
"11239  :  โรงพยาบาลสามเงา","624","0","0.00","0","0","0.00","624","0","0.00"
"11240  :  โรงพยาบาลแม่ระมาด","1,661","1","0.06","0","0","0.00","1,661","1","0.06"
"11241  :  โรงพยาบาลท่าสองยาง","845","97","11.48","0","0","0.00","845","97","11.48"
"11242  :  โรงพยาบาลพบพระ","1,658","0","0.00","353","0","0.00","1,305","0","0.00"
"11243  :  โรงพยาบาลอุ้มผาง","1,094","0","0.00","0","0","0.00","1,094","0","0.00"
"27443  :  โรงพยาบาลวังเจ้า","25","0","0.00","0","0","0.00","25","0","0.00"
"10724  :  โรงพยาบาลสุโขทัย","0","0","0.00","0","0","0.00","0","0","0.00"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","0","0","0.00","0","0","0.00","0","0","0.00"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","0","0","0.00","0","0","0.00","0","0","0.00"
"11245  :  โรงพยาบาลคีรีมาศ","0","0","0.00","0","0","0.00","0","0","0.00"
"11246  :  โรงพยาบาลกงไกรลาศ","0","0","0.00","0","0","0.00","0","0","0.00"
"11247  :  โรงพยาบาลศรีสัชนาลัย","0","0","0.00","0","0","0.00","0","0","0.00"
"11248  :  โรงพยาบาลสวรรคโลก","0","0","0.00","0","0","0.00","0","0","0.00"
"11249  :  โรงพยาบาลศรีนคร","0","0","0.00","0","0","0.00","0","0","0.00"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","0","0","0.00","0","0","0.00","0","0","0.00"
"10676  :  โรงพยาบาลพุทธชินราช","0","0","0.00","0","0","0.00","0","0","0.00"
"11251  :  โรงพยาบาลชาติตระการ","559","0","0.00","0","0","0.00","559","0","0.00"
"11252  :  โรงพยาบาลบางระกำ","1,209","0","0.00","0","0","0.00","1,209","0","0.00"
"11253  :  โรงพยาบาลบางกระทุ่ม","487","0","0.00","0","0","0.00","487","0","0.00"
"11254  :  โรงพยาบาลพรหมพิราม","917","0","0.00","597","0","0.00","320","0","0.00"
"11255  :  โรงพยาบาลวัดโบสถ์","722","0","0.00","0","0","0.00","722","0","0.00"
"11256  :  โรงพยาบาลวังทอง","0","0","0.00","0","0","0.00","0","0","0.00"
"11257  :  โรงพยาบาลเนินมะปราง","1,324","0","0.00","0","0","0.00","1,324","0","0.00"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","1,345","0","0.00","0","0","0.00","1,345","0","0.00"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","0","0","0.00","0","0","0.00","0","0","0.00"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","0","0","0.00","0","0","0.00","0","0","0.00"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0.00","0","0","0.00","0","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","5,242","1","0.02","1,072","0","0.00","4,170","1","0.02"
"11258  :  โรงพยาบาลวังทรายพูน","227","0","0.00","0","0","0.00","227","0","0.00"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","310","1","0.32","0","0","0.00","310","0","0.00"
"11260  :  โรงพยาบาลบางมูลนาก","0","0","0.00","0","0","0.00","0","0","0.00"
"11261  :  โรงพยาบาลโพทะเล","843","1","0.12","0","0","0.00","843","1","0.12"
"11262  :  โรงพยาบาลสามง่าม","335","0","0.00","0","0","0.00","335","0","0.00"
"11263  :  โรงพยาบาลทับคล้อ","317","2","0.63","0","0","0.00","317","0","0.00"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","0","0","0.00","0","0","0.00","0","0","0.00"
"11631  :  โรงพยาบาลวชิรบารมี","213","0","0.00","0","0","0.00","213","0","0.00"
"27978  :  โรงพยาบาลสากเหล็ก","401","0","0.00","0","0","0.00","401","0","0.00"
"27979  :  โรงพยาบาลบึงนาราง","0","0","0.00","0","0","0.00","0","0","0.00"
"27980  :  โรงพยาบาลดงเจริญ","0","0","0.00","0","0","0.00","0","0","0.00"
"10727  :  โรงพยาบาลเพชรบูรณ์","3,386","0","0.00","1,176","0","0.00","2,210","0","0.00"
"11264  :  โรงพยาบาลชนแดน","2,115","0","0.00","0","0","0.00","2,115","0","0.00"
"11265  :  โรงพยาบาลหล่มสัก","3,412","0","0.00","610","0","0.00","2,802","0","0.00"
"11266  :  โรงพยาบาลวิเชียรบุรี","165","0","0.00","0","0","0.00","165","0","0.00"
"11267  :  โรงพยาบาลศรีเทพ","1,021","0","0.00","0","0","0.00","1,021","0","0.00"
"11268  :  โรงพยาบาลหนองไผ่","1,818","0","0.00","0","0","0.00","1,818","0","0.00"
"11269  :  โรงพยาบาลบึงสามพัน","2,455","0","0.00","0","0","0.00","2,455","0","0.00"
"11270  :  โรงพยาบาลน้ำหนาว","370","0","0.00","0","0","0.00","370","0","0.00"
"11271  :  โรงพยาบาลวังโป่ง","526","0","0.00","0","0","0.00","526","0","0.00"
"11272  :  โรงพยาบาลเขาค้อ","0","0","0.00","0","0","0.00","0","0","0.00"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","2,013","0","0.00","0","0","0.00","2,013","0","0.00"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","0","0","0.00","0","0","0.00","0","0","0.00"
"10677  :  โรงพยาบาลราชบุรี","0","0","0.00","0","0","0.00","0","0","0.00"
"10728  :  โรงพยาบาลดำเนินสะดวก","0","0","0.00","0","0","0.00","0","0","0.00"
"10729  :  โรงพยาบาลบ้านโป่ง","0","0","0.00","0","0","0.00","0","0","0.00"
"10730  :  โรงพยาบาลโพธาราม","3,480","13","0.37","737","0","0.00","2,743","5","0.18"
"11273  :  โรงพยาบาลสวนผึ้ง","528","1","0.19","0","0","0.00","528","0","0.00"
"11274  :  โรงพยาบาลบางแพ","433","15","3.46","0","0","0.00","433","1","0.23"
"11275  :  โรงพยาบาลเจ็ดเสมียน","231","0","0.00","0","0","0.00","231","0","0.00"
"11276  :  โรงพยาบาลปากท่อ","694","0","0.00","0","0","0.00","694","0","0.00"
"11277  :  โรงพยาบาลวัดเพลง","665","0","0.00","0","0","0.00","665","0","0.00"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","1,810","0","0.00","0","0","0.00","1,810","0","0.00"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","448","0","0.00","0","0","0.00","448","0","0.00"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0.00","0","0","0.00","0","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0.00","0","0","0.00","0","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","0","0","0.00","0","0","0.00","0","0","0.00"
"28858  :  โรงพยาบาลบ้านคา","80","0","0.00","0","0","0.00","80","0","0.00"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","499","2","0.40","0","0","0.00","499","2","0.40"
"10732  :  โรงพยาบาลมะการักษ์","1,352","3","0.22","0","0","0.00","1,352","2","0.15"
"11278  :  โรงพยาบาลไทรโยค","591","1","0.17","0","0","0.00","591","1","0.17"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","223","1","0.45","0","0","0.00","223","1","0.45"
"11280  :  โรงพยาบาลบ่อพลอย","1,069","0","0.00","0","0","0.00","1,069","0","0.00"
"11281  :  โรงพยาบาลท่ากระดาน","266","0","0.00","0","0","0.00","266","0","0.00"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","3,978","1","0.03","0","0","0.00","3,978","0","0.00"
"11283  :  โรงพยาบาลทองผาภูมิ","544","0","0.00","0","0","0.00","544","0","0.00"
"11284  :  โรงพยาบาลสังขละบุรี","1,535","0","0.00","0","0","0.00","1,535","0","0.00"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","226","0","0.00","0","0","0.00","226","0","0.00"
"11286  :  โรงพยาบาลเลาขวัญ","372","0","0.00","0","0","0.00","372","0","0.00"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","584","2","0.34","0","0","0.00","584","2","0.34"
"11288  :  โรงพยาบาลสถานพระบารมี","717","0","0.00","0","0","0.00","717","0","0.00"
"11520  :  โรงพยาบาลค่ายสุรสีห์","0","0","0.00","0","0","0.00","0","0","0.00"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","179","0","0.00","0","0","0.00","179","0","0.00"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","321","0","0.00","0","0","0.00","321","0","0.00"
"41701  :  โรงพยาบาลหนองปรือ","0","0","0.00","0","0","0.00","0","0","0.00"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","7,008","24","0.34","1,477","1","0.07","5,531","0","0.00"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","1,239","0","0.00","878","0","0.00","361","0","0.00"
"11289  :  โรงพยาบาลเดิมบางนางบวช","1,009","0","0.00","0","0","0.00","1,009","0","0.00"
"11290  :  โรงพยาบาลด่านช้าง","2,605","0","0.00","0","0","0.00","2,605","0","0.00"
"11291  :  โรงพยาบาลบางปลาม้า","208","1","0.48","0","0","0.00","208","1","0.48"
"11292  :  โรงพยาบาลศรีประจันต์","417","0","0.00","0","0","0.00","417","0","0.00"
"11293  :  โรงพยาบาลดอนเจดีย์","1,636","1","0.06","0","0","0.00","1,636","1","0.06"
"11294  :  โรงพยาบาลสามชุก","1,322","1","0.08","0","0","0.00","1,322","1","0.08"
"11295  :  โรงพยาบาลอู่ทอง","4,697","0","0.00","0","0","0.00","4,697","0","0.00"
"11296  :  โรงพยาบาลหนองหญ้าไซ","792","1","0.13","0","0","0.00","792","1","0.13"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00"
"10679  :  โรงพยาบาลนครปฐม","0","0","0.00","0","0","0.00","0","0","0.00"
"11297  :  โรงพยาบาลกำแพงแสน","1,283","5","0.39","0","0","0.00","1,283","1","0.08"
"11298  :  โรงพยาบาลนครชัยศรี","1,044","0","0.00","0","0","0.00","1,044","0","0.00"
"11299  :  โรงพยาบาลห้วยพลู","930","0","0.00","358","0","0.00","572","0","0.00"
"11300  :  โรงพยาบาลดอนตูม","1,887","1","0.05","0","0","0.00","1,887","1","0.05"
"11301  :  โรงพยาบาลบางเลน","297","0","0.00","0","0","0.00","297","0","0.00"
"11302  :  โรงพยาบาลสามพราน","421","170","40.38","0","0","0.00","421","170","40.38"
"11303  :  โรงพยาบาลพุทธมณฑล","0","0","0.00","0","0","0.00","0","0","0.00"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0.00","0","0","0.00","0","0","0.00"
"11521  :  โรงพยาบาลจันทรุเบกษา","1,336","0","0.00","0","0","0.00","1,336","0","0.00"
"13819  :  โรงพยาบาลหลวงพ่อเปิ่น","0","0","0.00","0","0","0.00","0","0","0.00"
"10734  :  โรงพยาบาลสมุทรสาคร","3,919","0","0.00","2,276","0","0.00","1,643","0","0.00"
"11304  :  โรงพยาบาลกระทุ่มแบน","0","0","0.00","0","0","0.00","0","0","0.00"
"11305  :  โรงพยาบาลบ้านแพ้ว","1,291","0","0.00","0","0","0.00","1,291","0","0.00"
"12137  :  โรงพยาบาลทั่วไปขนาดเล็กเจษฎา","4,636","0","0.00","0","0","0.00","4,636","0","0.00"
"10735  :  โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","0","0","0.00","0","0","0.00","0","0","0.00"
"11306  :  โรงพยาบาลนภาลัย","0","0","0.00","0","0","0.00","0","0","0.00"
"11307  :  โรงพยาบาลอัมพวา","31","0","0.00","0","0","0.00","31","0","0.00"
"10736  :  โรงพยาบาลพระจอมเกล้า","6,998","499","7.13","0","0","0.00","6,998","310","4.43"
"11308  :  โรงพยาบาลเขาย้อย","762","0","0.00","0","0","0.00","762","0","0.00"
"11309  :  โรงพยาบาลหนองหญ้าปล้อง","21","0","0.00","0","0","0.00","21","0","0.00"
"11310  :  โรงพยาบาลชะอำ","2,036","0","0.00","1,599","0","0.00","437","0","0.00"
"11311  :  โรงพยาบาลท่ายาง","1,083","0","0.00","0","0","0.00","1,083","0","0.00"
"11312  :  โรงพยาบาลบ้านลาด","72","0","0.00","0","0","0.00","72","0","0.00"
"11313  :  โรงพยาบาลบ้านแหลม","821","0","0.00","0","0","0.00","821","0","0.00"
"11314  :  โรงพยาบาลแก่งกระจาน","58","0","0.00","0","0","0.00","58","0","0.00"
"10737  :  โรงพยาบาลประจวบคีรีขันธ์","0","0","0.00","0","0","0.00","0","0","0.00"
"11315  :  โรงพยาบาลกุยบุรี","1,011","0","0.00","0","0","0.00","1,011","0","0.00"
"11316  :  โรงพยาบาลทับสะแก","801","0","0.00","0","0","0.00","801","0","0.00"
"11317  :  โรงพยาบาลบางสะพาน","1,204","0","0.00","0","0","0.00","1,204","0","0.00"
"11318  :  โรงพยาบาลบางสะพานน้อย","0","0","0.00","0","0","0.00","0","0","0.00"
"11319  :  โรงพยาบาลปราณบุรี","0","0","0.00","0","0","0.00","0","0","0.00"
"11320  :  โรงพยาบาลหัวหิน","0","0","0.00","0","0","0.00","0","0","0.00"
"11321  :  โรงพยาบาลสามร้อยยอด","895","0","0.00","123","0","0.00","772","0","0.00"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0.00","0","0","0.00","0","0","0.00"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","218","0","0.00","218","0","0.00","0","0","0.00"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","2,222","0","0.00","408","0","0.00","1,814","0","0.00"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","0","0","0.00","0","0","0.00","0","0","0.00"
"11322  :  โรงพยาบาลพรหมคีรี","175","0","0.00","0","0","0.00","175","0","0.00"
"11324  :  โรงพยาบาลลานสะกา","375","0","0.00","0","0","0.00","375","0","0.00"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","653","0","0.00","0","0","0.00","653","0","0.00"
"11326  :  โรงพยาบาลพิปูน","391","0","0.00","0","0","0.00","391","0","0.00"
"11327  :  โรงพยาบาลเชียรใหญ่","639","0","0.00","0","0","0.00","639","0","0.00"
"11328  :  โรงพยาบาลชะอวด","2,011","1","0.05","0","0","0.00","2,011","1","0.05"
"11329  :  โรงพยาบาลท่าศาลา","3,854","2","0.05","0","0","0.00","3,854","1","0.03"
"11330  :  โรงพยาบาลทุ่งสง","0","0","0.00","0","0","0.00","0","0","0.00"
"11331  :  โรงพยาบาลนาบอน","396","0","0.00","0","0","0.00","396","0","0.00"
"11332  :  โรงพยาบาลทุ่งใหญ่","2,225","1,708","76.76","0","0","0.00","2,225","1,604","72.09"
"11333  :  โรงพยาบาลปากพนัง","3,020","0","0.00","1,713","0","0.00","1,307","0","0.00"
"11334  :  โรงพยาบาลร่อนพิบูลย์","0","0","0.00","0","0","0.00","0","0","0.00"
"11335  :  โรงพยาบาลสิชล","1,800","836","46.44","0","0","0.00","1,800","0","0.00"
"11336  :  โรงพยาบาลขนอม","1,678","0","0.00","0","0","0.00","1,678","0","0.00"
"11337  :  โรงพยาบาลหัวไทร","319","0","0.00","0","0","0.00","319","0","0.00"
"11338  :  โรงพยาบาลบางขัน","1,031","0","0.00","0","0","0.00","1,031","0","0.00"
"11339  :  โรงพยาบาลถ้ำพรรณรา","322","19","5.90","0","0","0.00","322","19","5.90"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","108","0","0.00","0","0","0.00","108","0","0.00"
"11660  :  โรงพยาบาลจุฬาภรณ์","233","0","0.00","0","0","0.00","233","0","0.00"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","0","0","0.00","0","0","0.00","0","0","0.00"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","98","0","0.00","0","0","0.00","98","0","0.00"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","0","0","0.00","0","0","0.00","0","0","0.00"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","18,726","3","0.02","8,478","0","0.00","10,248","2","0.02"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","197","0","0.00","0","0","0.00","197","0","0.00"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","530","0","0.00","0","0","0.00","530","0","0.00"
"40742  :  โรงพยาบาลนบพิตำ","430","0","0.00","0","0","0.00","430","0","0.00"
"40743  :  โรงพยาบาลพระพรหม","54","0","0.00","0","0","0.00","54","0","0.00"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0.00","0","0","0.00","0","0","0.00"
"10738  :  โรงพยาบาลกระบี่","0","0","0.00","0","0","0.00","0","0","0.00"
"11340  :  โรงพยาบาลเขาพนม","1,334","0","0.00","0","0","0.00","1,334","0","0.00"
"11341  :  โรงพยาบาลเกาะลันตา","592","0","0.00","0","0","0.00","592","0","0.00"
"11342  :  โรงพยาบาลคลองท่อม","0","0","0.00","0","0","0.00","0","0","0.00"
"11343  :  โรงพยาบาลอ่าวลึก","0","0","0.00","0","0","0.00","0","0","0.00"
"11344  :  โรงพยาบาลปลายพระยา","0","0","0.00","0","0","0.00","0","0","0.00"
"11345  :  โรงพยาบาลลำทับ","1,865","0","0.00","0","0","0.00","1,865","0","0.00"
"11346  :  โรงพยาบาลเหนือคลอง","0","0","0.00","0","0","0.00","0","0","0.00"
"77753  :  โรงพยาบาลเกาะพีพี","125","0","0.00","0","0","0.00","125","0","0.00"
"10739  :  โรงพยาบาลพังงา","0","0","0.00","0","0","0.00","0","0","0.00"
"10740  :  โรงพยาบาลตะกั่วป่า","2,587","0","0.00","1,649","0","0.00","938","0","0.00"
"11347  :  โรงพยาบาลเกาะยาวชัยพัฒน์","472","0","0.00","0","0","0.00","472","0","0.00"
"11348  :  โรงพยาบาลกะปงชัยพัฒน์","341","0","0.00","0","0","0.00","341","0","0.00"
"11349  :  โรงพยาบาลตะกั่วทุ่ง","1,173","0","0.00","0","0","0.00","1,173","0","0.00"
"11350  :  โรงพยาบาลบางไทร","12","0","0.00","0","0","0.00","12","0","0.00"
"11352  :  โรงพยาบาลคุระบุรีชัยพัฒน์","982","27","2.75","0","0","0.00","982","27","2.75"
"11353  :  โรงพยาบาลทับปุด","857","0","0.00","0","0","0.00","857","0","0.00"
"11354  :  โรงพยาบาลท้ายเหมืองชัยพัฒน์","995","0","0.00","122","0","0.00","873","0","0.00"
"10741  :  โรงพยาบาลวชิระภูเก็ต","3,578","2","0.06","0","0","0.00","3,578","2","0.06"
"11355  :  โรงพยาบาลป่าตอง","1,036","491","47.39","615","317","51.54","421","174","41.33"
"11356  :  โรงพยาบาลถลาง","0","0","0.00","0","0","0.00","0","0","0.00"
"24678  :  โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต","720","0","0.00","720","0","0.00","0","0","0.00"
"41436  :  โรงพยาบาลฉลอง","0","0","0.00","0","0","0.00","0","0","0.00"
"09192  :  โรงพยาบาลเกาะเต่า","197","0","0.00","0","0","0.00","197","0","0.00"
"10681  :  โรงพยาบาลสุราษฎร์ธานี","0","0","0.00","0","0","0.00","0","0","0.00"
"10742  :  โรงพยาบาลเกาะสมุย","930","0","0.00","0","0","0.00","930","0","0.00"
"11357  :  โรงพยาบาลกาญจนดิษฐ์","0","0","0.00","0","0","0.00","0","0","0.00"
"11358  :  โรงพยาบาลดอนสัก","1,311","0","0.00","0","0","0.00","1,311","0","0.00"
"11359  :  โรงพยาบาลเกาะพงัน","297","0","0.00","0","0","0.00","297","0","0.00"
"11360  :  โรงพยาบาลไชยา","886","0","0.00","0","0","0.00","886","0","0.00"
"11361  :  โรงพยาบาลท่าชนะ","558","1","0.18","0","0","0.00","558","0","0.00"
"11362  :  โรงพยาบาลคีรีรัฐนิคม","0","0","0.00","0","0","0.00","0","0","0.00"
"11363  :  โรงพยาบาลบ้านตาขุน","472","0","0.00","0","0","0.00","472","0","0.00"
"11364  :  โรงพยาบาลพนม","565","1","0.18","0","0","0.00","565","0","0.00"
"11365  :  โรงพยาบาลท่าฉาง","444","0","0.00","0","0","0.00","444","0","0.00"
"11366  :  โรงพยาบาลบ้านนาสาร","0","0","0.00","0","0","0.00","0","0","0.00"
"11367  :  โรงพยาบาลบ้านนาเดิม","835","1","0.12","764","0","0.00","71","0","0.00"
"11368  :  โรงพยาบาลเคียนซา","1,732","0","0.00","0","0","0.00","1,732","0","0.00"
"11369  :  โรงพยาบาลพระแสง","888","0","0.00","0","0","0.00","888","0","0.00"
"11370  :  โรงพยาบาลพุนพิน","2,903","2","0.07","1,071","0","0.00","1,832","0","0.00"
"11371  :  โรงพยาบาลชัยบุรี","242","0","0.00","0","0","0.00","242","0","0.00"
"11459  :  โรงพยาบาลสมเด็จพระยุพราชเวียงสระ","437","0","0.00","0","0","0.00","437","0","0.00"
"11654  :  โรงพยาบาลวิภาวดี","246","0","0.00","0","0","0.00","246","0","0.00"
"12289  :  โรงพยาบาลสวนสราญรมย์","0","0","0.00","0","0","0.00","0","0","0.00"
"14138  :  โรงพยาบาลท่าโรงช้าง","153","0","0.00","0","0","0.00","153","0","0.00"
"14203  :  โรงพยาบาลมะเร็งสุราษฎร์ธานี","0","0","0.00","0","0","0.00","0","0","0.00"
"14862  :  โรงพยาบาลกองบิน7","0","0","0.00","0","0","0.00","0","0","0.00"
"14901  :  โรงพยาบาลค่ายวิภาวดีรังสิต","0","0","0.00","0","0","0.00","0","0","0.00"
"40915  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้","0","0","0.00","0","0","0.00","0","0","0.00"
"10743  :  โรงพยาบาลระนอง","2,459","0","0.00","0","0","0.00","2,459","0","0.00"
"11323  :  โรงพยาบาลละอุ่น","0","0","0.00","0","0","0.00","0","0","0.00"
"11372  :  โรงพยาบาลกะเปอร์","816","0","0.00","0","0","0.00","816","0","0.00"
"11373  :  โรงพยาบาลกระบุรี","917","0","0.00","0","0","0.00","917","0","0.00"
"11374  :  โรงพยาบาลสุขสำราญ","338","0","0.00","0","0","0.00","338","0","0.00"
"10744  :  โรงพยาบาลชุมพรเขตรอุดมศักดิ์","0","0","0.00","0","0","0.00","0","0","0.00"
"11375  :  โรงพยาบาลปากน้ำชุมพร","583","0","0.00","0","0","0.00","583","0","0.00"
"11376  :  โรงพยาบาลท่าแซะ","76","0","0.00","0","0","0.00","76","0","0.00"
"11377  :  โรงพยาบาลปะทิว","514","0","0.00","0","0","0.00","514","0","0.00"
"11378  :  โรงพยาบาลมาบอำมฤต","1,262","0","0.00","0","0","0.00","1,262","0","0.00"
"11379  :  โรงพยาบาลหลังสวน","154","0","0.00","0","0","0.00","154","0","0.00"
"11380  :  โรงพยาบาลปากน้ำหลังสวน","351","0","0.00","0","0","0.00","351","0","0.00"
"11381  :  โรงพยาบาลละแม","246","0","0.00","0","0","0.00","246","0","0.00"
"11382  :  โรงพยาบาลพะโต๊ะ","725","0","0.00","0","0","0.00","725","0","0.00"
"11383  :  โรงพยาบาลสวี","1,328","0","0.00","0","0","0.00","1,328","0","0.00"
"11385  :  โรงพยาบาลทุ่งตะโก","459","0","0.00","0","0","0.00","459","0","0.00"
"11525  :  โรงพยาบาลค่ายเขตอุดมศักดิ์","0","0","0.00","0","0","0.00","0","0","0.00"
"10682  :  โรงพยาบาลหาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00"
"10745  :  โรงพยาบาลสงขลา","0","0","0.00","0","0","0.00","0","0","0.00"
"11386  :  โรงพยาบาลสทิงพระ","0","0","0.00","0","0","0.00","0","0","0.00"
