"โรงพยาบาล","ภาคเรียนที่  1 ปีการศึกษา 2562","ภาคเรียนที่  2 ปีการศึกษา 2562"
"นักเรียน","ได้รับวัคซีน","ร้อยละ","นักเรียน","ได้รับวัคซีน","ร้อยละ"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","98","94","95.92","100","1","1.00"
"11326  :  โรงพยาบาลพิปูน","65","0","0.00","65","62","95.38"
"11327  :  โรงพยาบาลเชียรใหญ่","101","0","0.00","99","0","0.00"
"11328  :  โรงพยาบาลชะอวด","315","266","84.44","271","1","0.37"
"11329  :  โรงพยาบาลท่าศาลา","657","6","0.91","595","0","0.00"
"11330  :  โรงพยาบาลทุ่งสง","0","0","0.00","0","0","0.00"
"11331  :  โรงพยาบาลนาบอน","69","0","0.00","44","29","65.91"
"11332  :  โรงพยาบาลทุ่งใหญ่","244","189","77.46","145","1","0.69"
"11333  :  โรงพยาบาลปากพนัง","150","4","2.67","20","13","65.00"
"11334  :  โรงพยาบาลร่อนพิบูลย์","0","0","0.00","0","0","0.00"
"11335  :  โรงพยาบาลสิชล","273","0","0.00","273","246","90.11"
"11336  :  โรงพยาบาลขนอม","258","0","0.00","166","0","0.00"
"11337  :  โรงพยาบาลหัวไทร","53","28","52.83","39","1","2.56"
"11338  :  โรงพยาบาลบางขัน","133","0","0.00","130","1","0.77"
"11339  :  โรงพยาบาลถ้ำพรรณรา","50","44","88.00","50","0","0.00"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","31","1","3.23","30","0","0.00"
"11660  :  โรงพยาบาลจุฬาภรณ์","40","25","62.50","40","0","0.00"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","0","0","0.00","0","0","0.00"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","54","7","12.96","58","18","31.03"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","0","0","0.00","0","0","0.00"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","1,601","684","42.72","1,062","0","0.00"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","21","11","52.38","22","0","0.00"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","84","0","0.00","75","0","0.00"
"40742  :  โรงพยาบาลนบพิตำ","65","0","0.00","66","0","0.00"
"40743  :  โรงพยาบาลพระพรหม","23","22","95.65","22","0","0.00"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0.00","0","0","0.00"
"10738  :  โรงพยาบาลกระบี่","0","0","0.00","0","0","0.00"
"11340  :  โรงพยาบาลเขาพนม","0","0","0.00","0","0","0.00"
"11341  :  โรงพยาบาลเกาะลันตา","0","0","0.00","0","0","0.00"
"11342  :  โรงพยาบาลคลองท่อม","0","0","0.00","0","0","0.00"
"11343  :  โรงพยาบาลอ่าวลึก","0","0","0.00","0","0","0.00"
"11344  :  โรงพยาบาลปลายพระยา","0","0","0.00","0","0","0.00"
"11345  :  โรงพยาบาลลำทับ","0","0","0.00","0","0","0.00"
"11346  :  โรงพยาบาลเหนือคลอง","0","0","0.00","0","0","0.00"
"77753  :  โรงพยาบาลเกาะพีพี","8","0","0.00","8","0","0.00"
"10739  :  โรงพยาบาลพังงา","0","0","0.00","0","0","0.00"
"10740  :  โรงพยาบาลตะกั่วป่า","147","128","87.07","4","0","0.00"
"11347  :  โรงพยาบาลเกาะยาวชัยพัฒน์","57","54","94.74","56","0","0.00"
"11348  :  โรงพยาบาลกะปงชัยพัฒน์","63","59","93.65","60","0","0.00"
"11349  :  โรงพยาบาลตะกั่วทุ่ง","145","0","0.00","73","0","0.00"
"11350  :  โรงพยาบาลบางไทร","0","0","0.00","0","0","0.00"
"11352  :  โรงพยาบาลคุระบุรีชัยพัฒน์","137","127","92.70","119","0","0.00"
"11353  :  โรงพยาบาลทับปุด","86","86","100.00","91","1","1.10"
"11354  :  โรงพยาบาลท้ายเหมืองชัยพัฒน์","136","123","90.44","108","0","0.00"
"10741  :  โรงพยาบาลวชิระภูเก็ต","556","0","0.00","312","0","0.00"
"11355  :  โรงพยาบาลป่าตอง","46","0","0.00","45","41","91.11"
"11356  :  โรงพยาบาลถลาง","0","0","0.00","0","0","0.00"
"24678  :  โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต","0","0","0.00","0","0","0.00"
"41436  :  โรงพยาบาลฉลอง","0","0","0.00","0","0","0.00"
"09192  :  โรงพยาบาลเกาะเต่า","13","0","0.00","13","0","0.00"
"10681  :  โรงพยาบาลสุราษฎร์ธานี","0","0","0.00","0","0","0.00"
"10742  :  โรงพยาบาลเกาะสมุย","129","0","0.00","8","7","87.50"
"11357  :  โรงพยาบาลกาญจนดิษฐ์","0","0","0.00","0","0","0.00"
"11358  :  โรงพยาบาลดอนสัก","191","24","12.57","136","97","71.32"
"11359  :  โรงพยาบาลเกาะพงัน","37","0","0.00","41","34","82.93"
"11360  :  โรงพยาบาลไชยา","140","0","0.00","78","0","0.00"
"11361  :  โรงพยาบาลท่าชนะ","91","81","89.01","91","4","4.40"
"11362  :  โรงพยาบาลคีรีรัฐนิคม","0","0","0.00","0","0","0.00"
"11363  :  โรงพยาบาลบ้านตาขุน","84","82","97.62","84","0","0.00"
"11364  :  โรงพยาบาลพนม","80","0","0.00","81","74","91.36"
"11365  :  โรงพยาบาลท่าฉาง","68","0","0.00","69","65","94.20"
"11366  :  โรงพยาบาลบ้านนาสาร","0","0","0.00","0","0","0.00"
"11367  :  โรงพยาบาลบ้านนาเดิม","9","8","88.89","8","0","0.00"
"11368  :  โรงพยาบาลเคียนซา","266","96","36.09","140","64","45.71"
"11369  :  โรงพยาบาลพระแสง","147","137","93.20","105","4","3.81"
"11370  :  โรงพยาบาลพุนพิน","284","249","87.68","75","2","2.67"
"11371  :  โรงพยาบาลชัยบุรี","32","26","81.25","35","4","11.43"
"11459  :  โรงพยาบาลสมเด็จพระยุพราชเวียงสระ","69","51","73.91","71","1","1.41"
"11654  :  โรงพยาบาลวิภาวดี","23","1","4.35","23","18","78.26"
"12289  :  โรงพยาบาลสวนสราญรมย์","0","0","0.00","0","0","0.00"
"14138  :  โรงพยาบาลท่าโรงช้าง","15","15","100.00","16","0","0.00"
"14203  :  โรงพยาบาลมะเร็งสุราษฎร์ธานี","0","0","0.00","0","0","0.00"
"14862  :  โรงพยาบาลกองบิน7","0","0","0.00","0","0","0.00"
"14901  :  โรงพยาบาลค่ายวิภาวดีรังสิต","0","0","0.00","0","0","0.00"
"40915  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้","0","0","0.00","0","0","0.00"
"10743  :  โรงพยาบาลระนอง","368","0","0.00","192","0","0.00"
"11323  :  โรงพยาบาลละอุ่น","0","0","0.00","0","0","0.00"
"11372  :  โรงพยาบาลกะเปอร์","120","101","84.17","120","0","0.00"
"11373  :  โรงพยาบาลกระบุรี","148","142","95.95","113","0","0.00"
"11374  :  โรงพยาบาลสุขสำราญ","48","39","81.25","48","3","6.25"
"10744  :  โรงพยาบาลชุมพรเขตรอุดมศักดิ์","0","0","0.00","0","0","0.00"
"11375  :  โรงพยาบาลปากน้ำชุมพร","0","0","0.00","0","0","0.00"
"11376  :  โรงพยาบาลท่าแซะ","0","0","0.00","0","0","0.00"
"11377  :  โรงพยาบาลปะทิว","0","0","0.00","0","0","0.00"
"11378  :  โรงพยาบาลมาบอำมฤต","0","0","0.00","0","0","0.00"
"11379  :  โรงพยาบาลหลังสวน","3","2","66.67","4","0","0.00"
"11380  :  โรงพยาบาลปากน้ำหลังสวน","0","0","0.00","0","0","0.00"
"11381  :  โรงพยาบาลละแม","90","74","82.22","88","0","0.00"
"11382  :  โรงพยาบาลพะโต๊ะ","0","0","0.00","0","0","0.00"
"11383  :  โรงพยาบาลสวี","156","0","0.00","156","0","0.00"
"11385  :  โรงพยาบาลทุ่งตะโก","0","0","0.00","0","0","0.00"
"11525  :  โรงพยาบาลค่ายเขตอุดมศักดิ์","0","0","0.00","0","0","0.00"
"10682  :  โรงพยาบาลหาดใหญ่","0","0","0.00","0","0","0.00"
"10745  :  โรงพยาบาลสงขลา","0","0","0.00","0","0","0.00"
"11386  :  โรงพยาบาลสทิงพระ","0","0","0.00","0","0","0.00"
"11387  :  โรงพยาบาลจะนะ","0","0","0.00","0","0","0.00"
"11388  :  โรงพยาบาลสมเด็จพระบรมราชินีนาถ ณ  อำเภอนาทวี","0","0","0.00","0","0","0.00"
"11390  :  โรงพยาบาลเทพา","0","0","0.00","0","0","0.00"
"11391  :  โรงพยาบาลสะบ้าย้อย","0","0","0.00","0","0","0.00"
"11392  :  โรงพยาบาลระโนด","0","0","0.00","0","0","0.00"
"11393  :  โรงพยาบาลกระแสสินธุ์","0","0","0.00","0","0","0.00"
"11394  :  โรงพยาบาลรัตภูมิ","0","0","0.00","0","0","0.00"
"11395  :  โรงพยาบาลสะเดา","0","0","0.00","0","0","0.00"
"11396  :  โรงพยาบาลนาหม่อม","0","0","0.00","0","0","0.00"
"11397  :  โรงพยาบาลควนเนียง","0","0","0.00","0","0","0.00"
"11398  :  โรงพยาบาลปาดังเบซาร์","0","0","0.00","0","0","0.00"
"11399  :  โรงพยาบาลบางกล่ำ","0","0","0.00","0","0","0.00"
"11400  :  โรงพยาบาลสิงหนคร","0","0","0.00","0","0","0.00"
"11401  :  โรงพยาบาลคลองหอยโข่ง","0","0","0.00","0","0","0.00"
"12290  :  โรงพยาบาลจิตเวชสงขลาราชนครินทร์","0","0","0.00","0","0","0.00"
"14194  :  โรงพยาบาลธัญญารักษ์สงขลา","0","0","0.00","0","0","0.00"
"10746  :  โรงพยาบาลสตูล","0","0","0.00","0","0","0.00"
"11402  :  โรงพยาบาลควนโดน","86","0","0.00","51","51","100.00"
"11403  :  โรงพยาบาลควนกาหลง","41","0","0.00","41","5","12.20"
"11404  :  โรงพยาบาลท่าแพ","239","0","0.00","176","0","0.00"
"11405  :  โรงพยาบาลละงู","0","0","0.00","0","0","0.00"
"11406  :  โรงพยาบาลทุ่งหว้า","101","86","85.15","75","0","0.00"
"28786  :  โรงพยาบาลมะนัง","27","0","0.00","27","0","0.00"
"10683  :  โรงพยาบาลตรัง","598","571","95.48","237","0","0.00"
"11407  :  โรงพยาบาลกันตัง","210","0","0.00","16","10","62.50"
"11408  :  โรงพยาบาลย่านตาขาว","293","289","98.63","169","0","0.00"
"11409  :  โรงพยาบาลปะเหลียน","0","0","0.00","0","0","0.00"
"11410  :  โรงพยาบาลสิเกา","59","34","57.63","59","21","35.59"
"11411  :  โรงพยาบาลห้วยยอด","0","0","0.00","0","0","0.00"
"11412  :  โรงพยาบาลวังวิเศษ","138","124","89.86","142","0","0.00"
"11413  :  โรงพยาบาลนาโยง","0","0","0.00","0","0","0.00"
"12226  :  โรงพยาบาลวัฒนแพทย์","0","0","0.00","0","0","0.00"
"12230  :  โรงพยาบาล ทีอาร์พีเอช โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"13755  :  โรงพยาบาลโรคผิวหนังเขตร้อนภาคใต้ จังหวัดตรัง","0","0","0.00","0","0","0.00"
"14139  :  โรงพยาบาลรัษฎา","37","36","97.30","0","0","0.00"
"28817  :  โรงพยาบาลหาดสำราญเฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00"
"10747  :  โรงพยาบาลพัทลุง","0","0","0.00","0","0","0.00"
"11414  :  โรงพยาบาลกงหรา","39","0","0.00","39","0","0.00"
"11415  :  โรงพยาบาลเขาชัยสน","50","1","2.00","51","0","0.00"
"11416  :  โรงพยาบาลตะโหมด","95","88","92.63","96","2","2.08"
"11417  :  โรงพยาบาลควนขนุน","0","0","0.00","0","0","0.00"
"11418  :  โรงพยาบาลปากพะยูน","0","0","0.00","0","0","0.00"
"11419  :  โรงพยาบาลศรีบรรพต","31","14","45.16","31","0","0.00"
"11420  :  โรงพยาบาลป่าบอน","95","86","90.53","95","4","4.21"
"11421  :  โรงพยาบาลบางแก้ว","98","89","90.82","98","0","0.00"
"11422  :  โรงพยาบาลป่าพะยอม","0","0","0.00","0","0","0.00"
"24673  :  โรงพยาบาลศรีนครินทร์(ปัญญานันทภิขุ)","47","0","0.00","47","0","0.00"
"10748  :  โรงพยาบาลปัตตานี","244","0","0.00","77","0","0.00"
"11423  :  โรงพยาบาลโคกโพธิ์","0","0","0.00","0","0","0.00"
"11424  :  โรงพยาบาลหนองจิก","122","0","0.00","123","106","86.18"
"11425  :  โรงพยาบาลปะนาเระ","31","20","64.52","31","0","0.00"
"11426  :  โรงพยาบาลมายอ","129","0","0.00","70","54","77.14"
"11427  :  โรงพยาบาลทุ่งยางแดง","26","22","84.62","27","0","0.00"
"11428  :  โรงพยาบาลไม้แก่น","59","0","0.00","58","0","0.00"
"11429  :  โรงพยาบาลยะหริ่ง","162","123","75.93","126","0","0.00"
"11430  :  โรงพยาบาลยะรัง","0","0","0.00","0","0","0.00"
"11431  :  โรงพยาบาลแม่ลาน","0","0","0.00","0","0","0.00"
"11460  :  โรงพยาบาลสมเด็จพระยุพราชสายบุรี","235","0","0.00","4","0","0.00"
"11464  :  โรงพยาบาลกะพ้อ","50","41","82.00","49","0","0.00"
"11529  :  โรงพยาบาลค่ายอิงคยุทธบริหาร","0","0","0.00","0","0","0.00"
"14195  :  โรงพยาบาลธัญญรักษ์ปัตตานี","0","0","0.00","0","0","0.00"
"10684  :  โรงพยาบาลยะลา","0","0","0.00","0","0","0.00"
"10749  :  โรงพยาบาลเบตง","178","1","0.56","6","0","0.00"
"11432  :  โรงพยาบาลบันนังสตา","0","0","0.00","0","0","0.00"
"11433  :  โรงพยาบาลธารโต","116","0","0.00","116","0","0.00"
"11434  :  โรงพยาบาลรามัน","0","0","0.00","0","0","0.00"
"11461  :  โรงพยาบาลสมเด็จพระยุพราชยะหา","0","0","0.00","0","0","0.00"
"12238  :  โรงพยาบาลสิโรรส","0","0","0.00","0","0","0.00"
"13806  :  โรงพยาบาลกาบัง","0","0","0.00","0","0","0.00"
"14663  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 12","0","0","0.00","0","0","0.00"
"24689  :  โรงพยาบาลกรงปินัง","0","0","0.00","0","0","0.00"
"10750  :  โรงพยาบาลนราธิวาสราชนครินทร์","0","0","0.00","0","0","0.00"
"10751  :  โรงพยาบาลสุไหงโก-ลก","0","0","0.00","0","0","0.00"
"11435  :  โรงพยาบาลตากใบ","257","1","0.39","258","0","0.00"
"11436  :  โรงพยาบาลบาเจาะ","209","173","82.78","208","0","0.00"
"11437  :  โรงพยาบาลระแงะ","407","2","0.49","160","0","0.00"
"11438  :  โรงพยาบาลรือเสาะ","297","0","0.00","101","8","7.92"
"11439  :  โรงพยาบาลศรีสาคร","295","0","0.00","165","0","0.00"
"11440  :  โรงพยาบาลแว้ง","250","174","69.60","231","47","20.35"
"11441  :  โรงพยาบาลสุคิริน","75","31","41.33","74","0","0.00"
"11442  :  โรงพยาบาลสุไหงปาดี","253","0","0.00","225","85","37.78"
"13818  :  โรงพยาบาลจะแนะ","187","0","0.00","188","0","0.00"
"15010  :  โรงพยาบาลเจาะไอร้อง","259","0","0.00","128","0","0.00"
"23771  :  โรงพยาบาลยี่งอเฉลิมพระเกียรติ 80 พรรษา","60","6","10.00","60","0","0.00"
