"โรงพยาบาล","ปีการศึกษา 2563 เทอม1","ปีการศึกษา 2563 เทอม2"
"เด็กนักเรียน ป.1(B)","เคลือบหลุมร่องฟันแท้(A)","%","เด็กนักเรียน ป.1(B)","เคลือบหลุมร่องฟันแท้(A)","%"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","0","0","0.00","0","0","0.00"
"11322  :  โรงพยาบาลพรหมคีรี","29","0","0.00","28","7","25.00"
"11324  :  โรงพยาบาลลานสะกา","69","2","2.90","70","40","57.14"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","229","2","0.87","228","124","54.39"
"11326  :  โรงพยาบาลพิปูน","61","0","0.00","63","1","1.59"
"11327  :  โรงพยาบาลเชียรใหญ่","105","18","17.14","107","7","6.54"
"11328  :  โรงพยาบาลชะอวด","304","10","3.29","305","14","4.59"
"11329  :  โรงพยาบาลท่าศาลา","676","26","3.85","682","36","5.28"
"11330  :  โรงพยาบาลทุ่งสง","104","1","0.96","106","2","1.89"
"11331  :  โรงพยาบาลนาบอน","84","2","2.38","90","30","33.33"
"11332  :  โรงพยาบาลทุ่งใหญ่","400","6","1.50","411","185","45.01"
"11333  :  โรงพยาบาลปากพนัง","237","11","4.64","428","5","1.17"
"11334  :  โรงพยาบาลร่อนพิบูลย์","0","0","0.00","0","0","0.00"
"11335  :  โรงพยาบาลสิชล","343","25","7.29","351","117","33.33"
"11336  :  โรงพยาบาลขนอม","305","4","1.31","324","63","19.44"
"11337  :  โรงพยาบาลหัวไทร","48","3","6.25","49","39","79.59"
"11338  :  โรงพยาบาลบางขัน","186","25","13.44","188","94","50.00"
"11339  :  โรงพยาบาลถ้ำพรรณรา","56","3","5.36","54","14","25.93"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","37","1","2.70","38","0","0.00"
"11660  :  โรงพยาบาลจุฬาภรณ์","34","1","2.94","36","1","2.78"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","0","0","0.00","0","0","0.00"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","60","2","3.33","64","3","4.69"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","0","0","0.00","0","0","0.00"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","1,690","39","2.31","3,186","371","11.64"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","31","4","12.90","31","1","3.23"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","66","2","3.03","74","11","14.86"
"40742  :  โรงพยาบาลนบพิตำ","123","1","0.81","125","0","0.00"
"40743  :  โรงพยาบาลพระพรหม","31","10","32.26","32","11","34.38"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0.00","0","0","0.00"
"10738  :  โรงพยาบาลกระบี่","0","0","0.00","0","0","0.00"
"11340  :  โรงพยาบาลเขาพนม","0","0","0.00","0","0","0.00"
"11341  :  โรงพยาบาลเกาะลันตา","0","0","0.00","0","0","0.00"
"11342  :  โรงพยาบาลคลองท่อม","0","0","0.00","0","0","0.00"
"11343  :  โรงพยาบาลอ่าวลึก","0","0","0.00","0","0","0.00"
"11344  :  โรงพยาบาลปลายพระยา","0","0","0.00","0","0","0.00"
"11345  :  โรงพยาบาลลำทับ","0","0","0.00","0","0","0.00"
"11346  :  โรงพยาบาลเหนือคลอง","0","0","0.00","0","0","0.00"
"77753  :  โรงพยาบาลเกาะพีพี","17","0","0.00","14","9","64.29"
"10739  :  โรงพยาบาลพังงา","0","0","0.00","0","0","0.00"
"10740  :  โรงพยาบาลตะกั่วป่า","147","84","57.14","402","193","48.01"
"11347  :  โรงพยาบาลเกาะยาวชัยพัฒน์","82","0","0.00","80","62","77.50"
"11348  :  โรงพยาบาลกะปงชัยพัฒน์","63","44","69.84","72","3","4.17"
"11349  :  โรงพยาบาลตะกั่วทุ่ง","115","8","6.96","120","56","46.67"
"11350  :  โรงพยาบาลบางไทร","0","0","0.00","0","0","0.00"
"11352  :  โรงพยาบาลคุระบุรีชัยพัฒน์","186","5","2.69","202","10","4.95"
"11353  :  โรงพยาบาลทับปุด","152","1","0.66","147","79","53.74"
"11354  :  โรงพยาบาลท้ายเหมืองชัยพัฒน์","134","49","36.57","169","50","29.59"
"10741  :  โรงพยาบาลวชิระภูเก็ต","528","7","1.33","528","121","22.92"
"11355  :  โรงพยาบาลป่าตอง","173","0","0.00","148","40","27.03"
"11356  :  โรงพยาบาลถลาง","0","0","0.00","0","0","0.00"
"24678  :  โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต","0","0","0.00","120","89","74.17"
"41436  :  โรงพยาบาลฉลอง","0","0","0.00","0","0","0.00"
"09192  :  โรงพยาบาลเกาะเต่า","42","2","4.76","33","0","0.00"
"10681  :  โรงพยาบาลสุราษฎร์ธานี","0","0","0.00","0","0","0.00"
"10742  :  โรงพยาบาลเกาะสมุย","160","0","0.00","160","76","47.50"
"11357  :  โรงพยาบาลกาญจนดิษฐ์","0","0","0.00","0","0","0.00"
"11358  :  โรงพยาบาลดอนสัก","204","0","0.00","208","115","55.29"
"11359  :  โรงพยาบาลเกาะพงัน","52","11","21.15","52","14","26.92"
"11360  :  โรงพยาบาลไชยา","159","98","61.64","161","5","3.11"
"11361  :  โรงพยาบาลท่าชนะ","66","0","0.00","65","32","49.23"
"11362  :  โรงพยาบาลคีรีรัฐนิคม","0","0","0.00","0","0","0.00"
"11363  :  โรงพยาบาลบ้านตาขุน","95","1","1.05","98","49","50.00"
"11364  :  โรงพยาบาลพนม","85","2","2.35","85","1","1.18"
"11365  :  โรงพยาบาลท่าฉาง","60","0","0.00","61","2","3.28"
"11366  :  โรงพยาบาลบ้านนาสาร","0","0","0.00","0","0","0.00"
"11367  :  โรงพยาบาลบ้านนาเดิม","13","0","0.00","120","37","30.83"
"11368  :  โรงพยาบาลเคียนซา","343","8","2.33","344","6","1.74"
"11369  :  โรงพยาบาลพระแสง","174","2","1.15","175","139","79.43"
"11370  :  โรงพยาบาลพุนพิน","395","60","15.19","514","220","42.80"
"11371  :  โรงพยาบาลชัยบุรี","50","0","0.00","49","26","53.06"
"11459  :  โรงพยาบาลสมเด็จพระยุพราชเวียงสระ","84","0","0.00","88","0","0.00"
"11654  :  โรงพยาบาลวิภาวดี","57","17","29.82","65","27","41.54"
"12289  :  โรงพยาบาลสวนสราญรมย์","0","0","0.00","0","0","0.00"
"14138  :  โรงพยาบาลท่าโรงช้าง","36","0","0.00","36","0","0.00"
"14203  :  โรงพยาบาลมะเร็งสุราษฎร์ธานี","0","0","0.00","0","0","0.00"
"14862  :  โรงพยาบาลกองบิน7","0","0","0.00","0","0","0.00"
"14901  :  โรงพยาบาลค่ายวิภาวดีรังสิต","0","0","0.00","0","0","0.00"
"40915  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้","0","0","0.00","0","0","0.00"
"10743  :  โรงพยาบาลระนอง","398","110","27.64","395","3","0.76"
"11323  :  โรงพยาบาลละอุ่น","0","0","0.00","0","0","0.00"
"11372  :  โรงพยาบาลกะเปอร์","113","1","0.88","113","15","13.27"
"11373  :  โรงพยาบาลกระบุรี","135","0","0.00","142","64","45.07"
"11374  :  โรงพยาบาลสุขสำราญ","67","0","0.00","77","35","45.45"
"10744  :  โรงพยาบาลชุมพรเขตรอุดมศักดิ์","0","0","0.00","0","0","0.00"
"11375  :  โรงพยาบาลปากน้ำชุมพร","0","0","0.00","0","0","0.00"
"11376  :  โรงพยาบาลท่าแซะ","0","0","0.00","0","0","0.00"
"11377  :  โรงพยาบาลปะทิว","0","0","0.00","0","0","0.00"
"11378  :  โรงพยาบาลมาบอำมฤต","0","0","0.00","0","0","0.00"
"11379  :  โรงพยาบาลหลังสวน","7","0","0.00","7","3","42.86"
"11380  :  โรงพยาบาลปากน้ำหลังสวน","0","0","0.00","0","0","0.00"
"11381  :  โรงพยาบาลละแม","157","23","14.65","165","67","40.61"
"11382  :  โรงพยาบาลพะโต๊ะ","123","37","30.08","119","46","38.66"
"11383  :  โรงพยาบาลสวี","156","5","3.21","156","90","57.69"
"11385  :  โรงพยาบาลทุ่งตะโก","0","0","0.00","0","0","0.00"
"11525  :  โรงพยาบาลค่ายเขตอุดมศักดิ์","0","0","0.00","0","0","0.00"
"10682  :  โรงพยาบาลหาดใหญ่","0","0","0.00","0","0","0.00"
"10745  :  โรงพยาบาลสงขลา","0","0","0.00","0","0","0.00"
"11386  :  โรงพยาบาลสทิงพระ","0","0","0.00","0","0","0.00"
"11387  :  โรงพยาบาลจะนะ","0","0","0.00","0","0","0.00"
"11388  :  โรงพยาบาลสมเด็จพระบรมราชินีนาถ ณ  อำเภอนาทวี","0","0","0.00","0","0","0.00"
"11390  :  โรงพยาบาลเทพา","0","0","0.00","0","0","0.00"
"11391  :  โรงพยาบาลสะบ้าย้อย","0","0","0.00","0","0","0.00"
"11392  :  โรงพยาบาลระโนด","0","0","0.00","0","0","0.00"
"11393  :  โรงพยาบาลกระแสสินธุ์","0","0","0.00","0","0","0.00"
"11394  :  โรงพยาบาลรัตภูมิ","0","0","0.00","0","0","0.00"
"11395  :  โรงพยาบาลสะเดา","0","0","0.00","0","0","0.00"
"11396  :  โรงพยาบาลนาหม่อม","0","0","0.00","0","0","0.00"
"11397  :  โรงพยาบาลควนเนียง","0","0","0.00","0","0","0.00"
"11398  :  โรงพยาบาลปาดังเบซาร์","0","0","0.00","0","0","0.00"
"11399  :  โรงพยาบาลบางกล่ำ","0","0","0.00","0","0","0.00"
"11400  :  โรงพยาบาลสิงหนคร","0","0","0.00","0","0","0.00"
"11401  :  โรงพยาบาลคลองหอยโข่ง","0","0","0.00","0","0","0.00"
"12290  :  โรงพยาบาลจิตเวชสงขลาราชนครินทร์","0","0","0.00","0","0","0.00"
"14194  :  โรงพยาบาลธัญญารักษ์สงขลา","0","0","0.00","0","0","0.00"
"10746  :  โรงพยาบาลสตูล","0","0","0.00","0","0","0.00"
"11402  :  โรงพยาบาลควนโดน","115","1","0.87","119","41","34.45"
"11403  :  โรงพยาบาลควนกาหลง","65","1","1.54","66","4","6.06"
"11404  :  โรงพยาบาลท่าแพ","250","8","3.20","253","141","55.73"
"11405  :  โรงพยาบาลละงู","0","0","0.00","0","0","0.00"
"11406  :  โรงพยาบาลทุ่งหว้า","59","25","42.37","62","16","25.81"
"28786  :  โรงพยาบาลมะนัง","26","13","50.00","25","1","4.00"
"10683  :  โรงพยาบาลตรัง","604","4","0.66","604","12","1.99"
"11407  :  โรงพยาบาลกันตัง","201","0","0.00","204","53","25.98"
"11408  :  โรงพยาบาลย่านตาขาว","267","73","27.34","320","12","3.75"
"11409  :  โรงพยาบาลปะเหลียน","0","0","0.00","0","0","0.00"
"11410  :  โรงพยาบาลสิเกา","73","9","12.33","74","49","66.22"
"11411  :  โรงพยาบาลห้วยยอด","0","0","0.00","0","0","0.00"
"11412  :  โรงพยาบาลวังวิเศษ","151","4","2.65","150","65","43.33"
"11413  :  โรงพยาบาลนาโยง","0","0","0.00","0","0","0.00"
"12226  :  โรงพยาบาลวัฒนแพทย์","0","0","0.00","0","0","0.00"
"12230  :  โรงพยาบาล ทีอาร์พีเอช โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"13755  :  โรงพยาบาลโรคผิวหนังเขตร้อนภาคใต้ จังหวัดตรัง","0","0","0.00","0","0","0.00"
"14139  :  โรงพยาบาลรัษฎา","89","30","33.71","89","0","0.00"
"28817  :  โรงพยาบาลหาดสำราญเฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00"
"10747  :  โรงพยาบาลพัทลุง","0","0","0.00","0","0","0.00"
"11414  :  โรงพยาบาลกงหรา","44","23","52.27","43","0","0.00"
"11415  :  โรงพยาบาลเขาชัยสน","60","3","5.00","151","19","12.58"
"11416  :  โรงพยาบาลตะโหมด","200","128","64.00","202","83","41.09"
"11417  :  โรงพยาบาลควนขนุน","0","0","0.00","0","0","0.00"
"11418  :  โรงพยาบาลปากพะยูน","0","0","0.00","0","0","0.00"
"11419  :  โรงพยาบาลศรีบรรพต","31","0","0.00","29","0","0.00"
"11420  :  โรงพยาบาลป่าบอน","153","11","7.19","152","47","30.92"
"11421  :  โรงพยาบาลบางแก้ว","108","6","5.56","122","81","66.39"
"11422  :  โรงพยาบาลป่าพะยอม","0","0","0.00","0","0","0.00"
"24673  :  โรงพยาบาลศรีนครินทร์(ปัญญานันทภิขุ)","57","7","12.28","55","16","29.09"
"10748  :  โรงพยาบาลปัตตานี","256","2","0.78","628","107","17.04"
"11423  :  โรงพยาบาลโคกโพธิ์","0","0","0.00","0","0","0.00"
"11424  :  โรงพยาบาลหนองจิก","117","1","0.85","117","0","0.00"
"11425  :  โรงพยาบาลปะนาเระ","31","1","3.23","29","12","41.38"
"11426  :  โรงพยาบาลมายอ","93","3","3.23","93","37","39.78"
"11427  :  โรงพยาบาลทุ่งยางแดง","44","26","59.09","45","0","0.00"
"11428  :  โรงพยาบาลไม้แก่น","74","0","0.00","76","36","47.37"
"11429  :  โรงพยาบาลยะหริ่ง","82","53","64.63","82","0","0.00"
"11430  :  โรงพยาบาลยะรัง","0","0","0.00","0","0","0.00"
"11431  :  โรงพยาบาลแม่ลาน","0","0","0.00","0","0","0.00"
"11460  :  โรงพยาบาลสมเด็จพระยุพราชสายบุรี","309","8","2.59","448","171","38.17"
"11464  :  โรงพยาบาลกะพ้อ","40","2","5.00","42","4","9.52"
"11529  :  โรงพยาบาลค่ายอิงคยุทธบริหาร","0","0","0.00","0","0","0.00"
"14195  :  โรงพยาบาลธัญญรักษ์ปัตตานี","0","0","0.00","0","0","0.00"
"10684  :  โรงพยาบาลยะลา","0","0","0.00","0","0","0.00"
"10749  :  โรงพยาบาลเบตง","202","9","4.46","204","105","51.47"
"11432  :  โรงพยาบาลบันนังสตา","0","0","0.00","0","0","0.00"
"11433  :  โรงพยาบาลธารโต","86","0","0.00","85","0","0.00"
"11434  :  โรงพยาบาลรามัน","0","0","0.00","0","0","0.00"
"11461  :  โรงพยาบาลสมเด็จพระยุพราชยะหา","0","0","0.00","0","0","0.00"
"12238  :  โรงพยาบาลสิโรรส","0","0","0.00","0","0","0.00"
"13806  :  โรงพยาบาลกาบัง","0","0","0.00","0","0","0.00"
"14663  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 12","0","0","0.00","0","0","0.00"
"24689  :  โรงพยาบาลกรงปินัง","0","0","0.00","0","0","0.00"
"10750  :  โรงพยาบาลนราธิวาสราชนครินทร์","0","0","0.00","0","0","0.00"
"10751  :  โรงพยาบาลสุไหงโก-ลก","0","0","0.00","0","0","0.00"
"11435  :  โรงพยาบาลตากใบ","363","2","0.55","361","105","29.09"
"11436  :  โรงพยาบาลบาเจาะ","211","2","0.95","213","7","3.29"
"11437  :  โรงพยาบาลระแงะ","369","5","1.36","368","119","32.34"
"11438  :  โรงพยาบาลรือเสาะ","294","22","7.48","296","72","24.32"
"11439  :  โรงพยาบาลศรีสาคร","350","97","27.71","360","168","46.67"
"11440  :  โรงพยาบาลแว้ง","250","1","0.40","256","55","21.48"
"11441  :  โรงพยาบาลสุคิริน","72","1","1.39","75","39","52.00"
"11442  :  โรงพยาบาลสุไหงปาดี","200","35","17.50","204","99","48.53"
"13818  :  โรงพยาบาลจะแนะ","223","85","38.12","221","47","21.27"
"15010  :  โรงพยาบาลเจาะไอร้อง","430","125","29.07","434","145","33.41"
"23771  :  โรงพยาบาลยี่งอเฉลิมพระเกียรติ 80 พรรษา","63","0","0.00","66","43","65.15"
