"โรงพยาบาล","ปีการศึกษา 2562 เทอม1","ปีการศึกษา 2562 เทอม2"
"เด็กนักเรียน ป.1(B)","เคลือบหลุมร่องฟันแท้(A)","%","เด็กนักเรียน ป.1(B)","เคลือบหลุมร่องฟันแท้(A)","%"
"11322  :  โรงพยาบาลพรหมคีรี","27","0","0.00","28","0","0.00"
"11324  :  โรงพยาบาลลานสะกา","85","10","11.76","88","11","12.50"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","131","6","4.58","128","6","4.69"
"11326  :  โรงพยาบาลพิปูน","61","42","68.85","62","43","69.35"
"11327  :  โรงพยาบาลเชียรใหญ่","100","2","2.00","100","2","2.00"
"11328  :  โรงพยาบาลชะอวด","286","11","3.85","248","13","5.24"
"11329  :  โรงพยาบาลท่าศาลา","696","14","2.01","620","13","2.10"
"11330  :  โรงพยาบาลทุ่งสง","0","0","0.00","0","0","0.00"
"11331  :  โรงพยาบาลนาบอน","87","37","42.53","57","23","40.35"
"11332  :  โรงพยาบาลทุ่งใหญ่","284","1","0.35","131","1","0.76"
"11333  :  โรงพยาบาลปากพนัง","159","3","1.89","22","0","0.00"
"11334  :  โรงพยาบาลร่อนพิบูลย์","0","0","0.00","0","0","0.00"
"11335  :  โรงพยาบาลสิชล","296","7","2.36","296","7","2.36"
"11336  :  โรงพยาบาลขนอม","278","0","0.00","167","0","0.00"
"11337  :  โรงพยาบาลหัวไทร","61","1","1.64","39","0","0.00"
"11338  :  โรงพยาบาลบางขัน","162","102","62.96","144","98","68.06"
"11339  :  โรงพยาบาลถ้ำพรรณรา","40","4","10.00","39","4","10.26"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","33","0","0.00","33","0","0.00"
"11660  :  โรงพยาบาลจุฬาภรณ์","34","1","2.94","33","1","3.03"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","0","0","0.00","0","0","0.00"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","34","7","20.59","35","7","20.00"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","0","0","0.00","0","0","0.00"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","1,718","25","1.46","1,167","20","1.71"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","13","1","7.69","16","1","6.25"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","82","2","2.44","72","2","2.78"
"40742  :  โรงพยาบาลนบพิตำ","54","7","12.96","57","7","12.28"
"40743  :  โรงพยาบาลพระพรหม","27","1","3.70","26","1","3.85"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0.00","0","0","0.00"
"10738  :  โรงพยาบาลกระบี่","0","0","0.00","0","0","0.00"
"11340  :  โรงพยาบาลเขาพนม","0","0","0.00","0","0","0.00"
"11341  :  โรงพยาบาลเกาะลันตา","0","0","0.00","0","0","0.00"
"11342  :  โรงพยาบาลคลองท่อม","0","0","0.00","0","0","0.00"
"11343  :  โรงพยาบาลอ่าวลึก","0","0","0.00","0","0","0.00"
"11344  :  โรงพยาบาลปลายพระยา","0","0","0.00","0","0","0.00"
"11345  :  โรงพยาบาลลำทับ","0","0","0.00","0","0","0.00"
"11346  :  โรงพยาบาลเหนือคลอง","0","0","0.00","0","0","0.00"
"77753  :  โรงพยาบาลเกาะพีพี","20","0","0.00","18","0","0.00"
"10739  :  โรงพยาบาลพังงา","0","0","0.00","0","0","0.00"
"10740  :  โรงพยาบาลตะกั่วป่า","154","1","0.65","4","0","0.00"
"11347  :  โรงพยาบาลเกาะยาวชัยพัฒน์","68","0","0.00","59","0","0.00"
"11348  :  โรงพยาบาลกะปงชัยพัฒน์","41","25","60.98","39","21","53.85"
"11349  :  โรงพยาบาลตะกั่วทุ่ง","119","15","12.61","72","12","16.67"
"11350  :  โรงพยาบาลบางไทร","0","0","0.00","0","0","0.00"
"11352  :  โรงพยาบาลคุระบุรีชัยพัฒน์","211","2","0.95","176","1","0.57"
"11353  :  โรงพยาบาลทับปุด","109","8","7.34","108","7","6.48"
"11354  :  โรงพยาบาลท้ายเหมืองชัยพัฒน์","120","0","0.00","99","0","0.00"
"10741  :  โรงพยาบาลวชิระภูเก็ต","547","1","0.18","268","1","0.37"
"11355  :  โรงพยาบาลป่าตอง","59","3","5.08","64","2","3.13"
"11356  :  โรงพยาบาลถลาง","0","0","0.00","0","0","0.00"
"24678  :  โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต","0","0","0.00","0","0","0.00"
"41436  :  โรงพยาบาลฉลอง","0","0","0.00","0","0","0.00"
"09192  :  โรงพยาบาลเกาะเต่า","26","1","3.85","26","1","3.85"
"10681  :  โรงพยาบาลสุราษฎร์ธานี","0","0","0.00","0","0","0.00"
"10742  :  โรงพยาบาลเกาะสมุย","125","1","0.80","3","0","0.00"
"11357  :  โรงพยาบาลกาญจนดิษฐ์","0","0","0.00","0","0","0.00"
"11358  :  โรงพยาบาลดอนสัก","216","4","1.85","138","4","2.90"
"11359  :  โรงพยาบาลเกาะพงัน","47","0","0.00","51","0","0.00"
"11360  :  โรงพยาบาลไชยา","160","0","0.00","106","0","0.00"
"11361  :  โรงพยาบาลท่าชนะ","71","0","0.00","71","0","0.00"
"11362  :  โรงพยาบาลคีรีรัฐนิคม","0","0","0.00","0","0","0.00"
"11363  :  โรงพยาบาลบ้านตาขุน","73","1","1.37","75","1","1.33"
"11364  :  โรงพยาบาลพนม","96","0","0.00","100","0","0.00"
"11365  :  โรงพยาบาลท่าฉาง","74","1","1.35","73","1","1.37"
"11366  :  โรงพยาบาลบ้านนาสาร","0","0","0.00","0","0","0.00"
"11367  :  โรงพยาบาลบ้านนาเดิม","5","0","0.00","7","0","0.00"
"11368  :  โรงพยาบาลเคียนซา","317","79","24.92","150","17","11.33"
"11369  :  โรงพยาบาลพระแสง","146","0","0.00","107","0","0.00"
"11370  :  โรงพยาบาลพุนพิน","317","7","2.21","106","6","5.66"
"11371  :  โรงพยาบาลชัยบุรี","50","1","2.00","53","1","1.89"
"11459  :  โรงพยาบาลสมเด็จพระยุพราชเวียงสระ","94","0","0.00","92","0","0.00"
"11654  :  โรงพยาบาลวิภาวดี","37","0","0.00","43","0","0.00"
"12289  :  โรงพยาบาลสวนสราญรมย์","0","0","0.00","0","0","0.00"
"14138  :  โรงพยาบาลท่าโรงช้าง","21","2","9.52","21","2","9.52"
"14203  :  โรงพยาบาลมะเร็งสุราษฎร์ธานี","0","0","0.00","0","0","0.00"
"14862  :  โรงพยาบาลกองบิน7","0","0","0.00","0","0","0.00"
"14901  :  โรงพยาบาลค่ายวิภาวดีรังสิต","0","0","0.00","0","0","0.00"
"40915  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้","0","0","0.00","0","0","0.00"
"10743  :  โรงพยาบาลระนอง","348","1","0.29","204","0","0.00"
"11323  :  โรงพยาบาลละอุ่น","0","0","0.00","0","0","0.00"
"11372  :  โรงพยาบาลกะเปอร์","127","0","0.00","128","0","0.00"
"11373  :  โรงพยาบาลกระบุรี","124","1","0.81","67","1","1.49"
"11374  :  โรงพยาบาลสุขสำราญ","52","2","3.85","57","2","3.51"
"10744  :  โรงพยาบาลชุมพรเขตรอุดมศักดิ์","0","0","0.00","0","0","0.00"
"11375  :  โรงพยาบาลปากน้ำชุมพร","0","0","0.00","0","0","0.00"
"11376  :  โรงพยาบาลท่าแซะ","0","0","0.00","0","0","0.00"
"11377  :  โรงพยาบาลปะทิว","0","0","0.00","0","0","0.00"
"11378  :  โรงพยาบาลมาบอำมฤต","0","0","0.00","0","0","0.00"
"11379  :  โรงพยาบาลหลังสวน","8","0","0.00","8","0","0.00"
"11380  :  โรงพยาบาลปากน้ำหลังสวน","0","0","0.00","0","0","0.00"
"11381  :  โรงพยาบาลละแม","110","4","3.64","96","3","3.13"
"11382  :  โรงพยาบาลพะโต๊ะ","0","0","0.00","0","0","0.00"
"11383  :  โรงพยาบาลสวี","142","23","16.20","143","23","16.08"
"11385  :  โรงพยาบาลทุ่งตะโก","0","0","0.00","0","0","0.00"
"11525  :  โรงพยาบาลค่ายเขตอุดมศักดิ์","0","0","0.00","0","0","0.00"
"10682  :  โรงพยาบาลหาดใหญ่","0","0","0.00","0","0","0.00"
"10745  :  โรงพยาบาลสงขลา","0","0","0.00","0","0","0.00"
"11386  :  โรงพยาบาลสทิงพระ","0","0","0.00","0","0","0.00"
"11387  :  โรงพยาบาลจะนะ","0","0","0.00","0","0","0.00"
"11388  :  โรงพยาบาลสมเด็จพระบรมราชินีนาถ ณ  อำเภอนาทวี","0","0","0.00","0","0","0.00"
"11390  :  โรงพยาบาลเทพา","0","0","0.00","0","0","0.00"
"11391  :  โรงพยาบาลสะบ้าย้อย","0","0","0.00","0","0","0.00"
"11392  :  โรงพยาบาลระโนด","0","0","0.00","0","0","0.00"
"11393  :  โรงพยาบาลกระแสสินธุ์","0","0","0.00","0","0","0.00"
"11394  :  โรงพยาบาลรัตภูมิ","0","0","0.00","0","0","0.00"
"11395  :  โรงพยาบาลสะเดา","0","0","0.00","0","0","0.00"
"11396  :  โรงพยาบาลนาหม่อม","0","0","0.00","0","0","0.00"
"11397  :  โรงพยาบาลควนเนียง","0","0","0.00","0","0","0.00"
"11398  :  โรงพยาบาลปาดังเบซาร์","0","0","0.00","0","0","0.00"
"11399  :  โรงพยาบาลบางกล่ำ","0","0","0.00","0","0","0.00"
"11400  :  โรงพยาบาลสิงหนคร","0","0","0.00","0","0","0.00"
"11401  :  โรงพยาบาลคลองหอยโข่ง","0","0","0.00","0","0","0.00"
"12290  :  โรงพยาบาลจิตเวชสงขลาราชนครินทร์","0","0","0.00","0","0","0.00"
"14194  :  โรงพยาบาลธัญญารักษ์สงขลา","0","0","0.00","0","0","0.00"
"10746  :  โรงพยาบาลสตูล","0","0","0.00","0","0","0.00"
"11402  :  โรงพยาบาลควนโดน","118","1","0.85","55","0","0.00"
"11403  :  โรงพยาบาลควนกาหลง","52","3","5.77","54","3","5.56"
"11404  :  โรงพยาบาลท่าแพ","236","105","44.49","148","63","42.57"
"11405  :  โรงพยาบาลละงู","0","0","0.00","0","0","0.00"
"11406  :  โรงพยาบาลทุ่งหว้า","77","6","7.79","56","6","10.71"
"28786  :  โรงพยาบาลมะนัง","34","5","14.71","35","4","11.43"
"10683  :  โรงพยาบาลตรัง","615","9","1.46","255","9","3.53"
"11407  :  โรงพยาบาลกันตัง","228","0","0.00","24","0","0.00"
"11408  :  โรงพยาบาลย่านตาขาว","264","109","41.29","136","91","66.91"
"11409  :  โรงพยาบาลปะเหลียน","0","0","0.00","0","0","0.00"
"11410  :  โรงพยาบาลสิเกา","70","32","45.71","72","32","44.44"
"11411  :  โรงพยาบาลห้วยยอด","0","0","0.00","0","0","0.00"
"11412  :  โรงพยาบาลวังวิเศษ","122","1","0.82","117","0","0.00"
"11413  :  โรงพยาบาลนาโยง","0","0","0.00","0","0","0.00"
"12226  :  โรงพยาบาลวัฒนแพทย์","0","0","0.00","0","0","0.00"
"12230  :  โรงพยาบาล ทีอาร์พีเอช โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00"
"13755  :  โรงพยาบาลโรคผิวหนังเขตร้อนภาคใต้ จังหวัดตรัง","0","0","0.00","0","0","0.00"
"14139  :  โรงพยาบาลรัษฎา","44","1","2.27","1","0","0.00"
"28817  :  โรงพยาบาลหาดสำราญเฉลิมพระเกียรติ 80 พรรษา","0","0","0.00","0","0","0.00"
"10747  :  โรงพยาบาลพัทลุง","0","0","0.00","0","0","0.00"
"11414  :  โรงพยาบาลกงหรา","48","35","72.92","53","35","66.04"
"11415  :  โรงพยาบาลเขาชัยสน","58","45","77.59","60","45","75.00"
"11416  :  โรงพยาบาลตะโหมด","117","42","35.90","68","12","17.65"
"11417  :  โรงพยาบาลควนขนุน","0","0","0.00","0","0","0.00"
"11418  :  โรงพยาบาลปากพะยูน","0","0","0.00","0","0","0.00"
"11419  :  โรงพยาบาลศรีบรรพต","23","3","13.04","23","4","17.39"
"11420  :  โรงพยาบาลป่าบอน","113","86","76.11","115","86","74.78"
"11421  :  โรงพยาบาลบางแก้ว","125","60","48.00","122","56","45.90"
"11422  :  โรงพยาบาลป่าพะยอม","0","0","0.00","0","0","0.00"
"24673  :  โรงพยาบาลศรีนครินทร์(ปัญญานันทภิขุ)","40","24","60.00","41","24","58.54"
"10748  :  โรงพยาบาลปัตตานี","265","35","13.21","74","0","0.00"
"11423  :  โรงพยาบาลโคกโพธิ์","0","0","0.00","0","0","0.00"
"11424  :  โรงพยาบาลหนองจิก","98","2","2.04","98","2","2.04"
"11425  :  โรงพยาบาลปะนาเระ","23","1","4.35","23","1","4.35"
"11426  :  โรงพยาบาลมายอ","87","0","0.00","41","0","0.00"
"11427  :  โรงพยาบาลทุ่งยางแดง","50","0","0.00","31","0","0.00"
"11428  :  โรงพยาบาลไม้แก่น","63","13","20.63","63","13","20.63"
"11429  :  โรงพยาบาลยะหริ่ง","190","2","1.05","92","3","3.26"
"11430  :  โรงพยาบาลยะรัง","0","0","0.00","0","0","0.00"
"11431  :  โรงพยาบาลแม่ลาน","0","0","0.00","0","0","0.00"
"11460  :  โรงพยาบาลสมเด็จพระยุพราชสายบุรี","230","2","0.87","0","0","0.00"
"11464  :  โรงพยาบาลกะพ้อ","51","0","0.00","54","0","0.00"
"11529  :  โรงพยาบาลค่ายอิงคยุทธบริหาร","0","0","0.00","0","0","0.00"
"14195  :  โรงพยาบาลธัญญรักษ์ปัตตานี","0","0","0.00","0","0","0.00"
"10684  :  โรงพยาบาลยะลา","0","0","0.00","0","0","0.00"
"10749  :  โรงพยาบาลเบตง","189","1","0.53","9","0","0.00"
"11432  :  โรงพยาบาลบันนังสตา","0","0","0.00","0","0","0.00"
"11433  :  โรงพยาบาลธารโต","112","61","54.46","110","61","55.45"
"11434  :  โรงพยาบาลรามัน","0","0","0.00","0","0","0.00"
"11461  :  โรงพยาบาลสมเด็จพระยุพราชยะหา","0","0","0.00","0","0","0.00"
"12238  :  โรงพยาบาลสิโรรส","0","0","0.00","0","0","0.00"
"13806  :  โรงพยาบาลกาบัง","0","0","0.00","0","0","0.00"
"14663  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 12","0","0","0.00","0","0","0.00"
"24689  :  โรงพยาบาลกรงปินัง","0","0","0.00","0","0","0.00"
"10750  :  โรงพยาบาลนราธิวาสราชนครินทร์","0","0","0.00","0","0","0.00"
"10751  :  โรงพยาบาลสุไหงโก-ลก","0","0","0.00","0","0","0.00"
"11435  :  โรงพยาบาลตากใบ","376","74","19.68","322","74","22.98"
"11436  :  โรงพยาบาลบาเจาะ","197","4","2.03","174","3","1.72"
"11437  :  โรงพยาบาลระแงะ","383","188","49.09","163","81","49.69"
"11438  :  โรงพยาบาลรือเสาะ","302","38","12.58","103","23","22.33"
"11439  :  โรงพยาบาลศรีสาคร","356","7","1.97","162","1","0.62"
"11440  :  โรงพยาบาลแว้ง","264","58","21.97","218","54","24.77"
"11441  :  โรงพยาบาลสุคิริน","71","0","0.00","69","0","0.00"
"11442  :  โรงพยาบาลสุไหงปาดี","241","43","17.84","207","42","20.29"
"13818  :  โรงพยาบาลจะแนะ","221","52","23.53","212","51","24.06"
"15010  :  โรงพยาบาลเจาะไอร้อง","406","61","15.02","135","37","27.41"
"23771  :  โรงพยาบาลยี่งอเฉลิมพระเกียรติ 80 พรรษา","51","0","0.00","47","0","0.00"
