"โรงพยาบาล","ปีการศึกษา 2562 เทอม1","ปีการศึกษา 2562 เทอม2"
"เด็กนักเรียนอนุบาล -ป.6 ทั้งหมด(C)","ตรวจฟัน(B)","%","ทาฟลูออไรด์(A)","%","เด็กนักเรียนอนุบาล -ป.6 ทั้งหมด(C)","ตรวจฟัน(B)","%","ทาฟลูออไรด์(A)","%"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","110","9","8.18","1","0.91","111","0","0.00","0","0.00"
"25017  :  โรงพยาบาลภูเพียง","81","0","0.00","1","1.23","90","0","0.00","1","1.11"
"10717  :  โรงพยาบาลพะเยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11184  :  โรงพยาบาลจุน","1,027","100","9.74","1","0.10","868","122","14.06","94","10.83"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","368","59","16.03","0","0.00","364","58","15.93","42","11.54"
"11187  :  โรงพยาบาลปง","368","142","38.59","4","1.09","369","159","43.09","157","42.55"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","6,100","0","0.00","0","0.00","4,834","0","0.00","0","0.00"
"11189  :  โรงพยาบาลเทิง","2,382","0","0.00","0","0.00","1,533","0","0.00","0","0.00"
"11190  :  โรงพยาบาลพาน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","317","0","0.00","0","0.00","95","0","0.00","0","0.00"
"11192  :  โรงพยาบาลแม่จัน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","590","0","0.00","0","0.00","353","0","0.00","0","0.00"
"11194  :  โรงพยาบาลแม่สาย","2,577","0","0.00","0","0.00","2,548","0","0.00","0","0.00"
"11195  :  โรงพยาบาลแม่สรวย","569","0","0.00","0","0.00","605","0","0.00","0","0.00"
"11196  :  โรงพยาบาลเวียงป่าเป้า","993","0","0.00","0","0.00","980","0","0.00","0","0.00"
"11197  :  โรงพยาบาลพญาเม็งราย","488","0","0.00","0","0.00","136","0","0.00","0","0.00"
"11198  :  โรงพยาบาลเวียงแก่น","600","0","0.00","0","0.00","640","0","0.00","0","0.00"
"11199  :  โรงพยาบาลขุนตาล","168","0","0.00","0","0.00","176","0","0.00","0","0.00"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","367","0","0.00","0","0.00","489","0","0.00","0","0.00"
"11201  :  โรงพยาบาลแม่ลาว","105","0","0.00","0","0.00","107","0","0.00","0","0.00"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","536","0","0.00","0","0.00","437","0","0.00","0","0.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","2,171","0","0.00","0","0.00","1,753","0","0.00","0","0.00"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","47","0","0.00","0","0.00","53","0","0.00","0","0.00"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","1,006","187","18.59","1","0.10","743","188","25.30","209","28.13"
"11203  :  โรงพยาบาลขุนยวม","476","29","6.09","1","0.21","706","211","29.89","214","30.31"
"11204  :  โรงพยาบาลปาย","889","46","5.17","0","0.00","904","1","0.11","0","0.00"
"11205  :  โรงพยาบาลแม่สะเรียง","2,379","177","7.44","3","0.13","1,597","6","0.38","0","0.00"
"11206  :  โรงพยาบาลแม่ลาน้อย","416","96","23.08","6","1.44","423","50","11.82","1","0.24"
"11207  :  โรงพยาบาลสบเมย","223","26","11.66","0","0.00","329","2","0.61","0","0.00"
"11208  :  โรงพยาบาลปางมะผ้า","94","3","3.19","0","0.00","740","30","4.05","0","0.00"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","2,560","0","0.00","0","0.00","205","0","0.00","0","0.00"
"11209  :  โรงพยาบาลโกรกพระ","744","0","0.00","0","0.00","293","0","0.00","0","0.00"
"11210  :  โรงพยาบาลชุมแสง","1,504","0","0.00","0","0.00","210","0","0.00","0","0.00"
"11211  :  โรงพยาบาลหนองบัว","1,444","0","0.00","0","0.00","1,446","0","0.00","0","0.00"
"11212  :  โรงพยาบาลบรรพตพิสัย","877","0","0.00","0","0.00","130","0","0.00","0","0.00"
"11213  :  โรงพยาบาลเก้าเลี้ยว","579","0","0.00","0","0.00","365","0","0.00","0","0.00"
"11214  :  โรงพยาบาลตาคลี","852","0","0.00","0","0.00","761","0","0.00","0","0.00"
"11215  :  โรงพยาบาลท่าตะโก","1,430","0","0.00","0","0.00","1,116","0","0.00","0","0.00"
"11216  :  โรงพยาบาลไพศาลี","596","0","0.00","0","0.00","341","0","0.00","0","0.00"
"11217  :  โรงพยาบาลพยุหะคีรี","1,852","0","0.00","0","0.00","666","0","0.00","0","0.00"
"11218  :  โรงพยาบาลลาดยาว","1,583","0","0.00","0","0.00","1,378","0","0.00","0","0.00"
"11219  :  โรงพยาบาลตากฟ้า","1,425","0","0.00","0","0.00","681","0","0.00","0","0.00"
"11220  :  โรงพยาบาลแม่วงก์","359","0","0.00","0","0.00","352","0","0.00","0","0.00"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10720  :  โรงพยาบาลอุทัยธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11221  :  โรงพยาบาลทัพทัน","778","83","10.67","1","0.13","780","166","21.28","33","4.23"
"11222  :  โรงพยาบาลสว่างอารมณ์","438","41","9.36","0","0.00","435","208","47.82","222","51.03"
"11223  :  โรงพยาบาลหนองฉาง","755","351","46.49","4","0.53","153","71","46.41","91","59.48"
"11224  :  โรงพยาบาลหนองขาหย่าง","179","44","24.58","0","0.00","183","131","71.58","111","60.66"
"11225  :  โรงพยาบาลบ้านไร่","1,148","291","25.35","48","4.18","815","171","20.98","142","17.42"
"11226  :  โรงพยาบาลลานสัก","1,023","150","14.66","2","0.20","1,012","191","18.87","95","9.39"
"11227  :  โรงพยาบาลห้วยคต","586","119","20.31","9","1.54","591","126","21.32","123","20.81"
"10721  :  โรงพยาบาลกำแพงเพชร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","737","0","0.00","0","0.00","755","0","0.00","0","0.00"
"11229  :  โรงพยาบาลไทรงาม","767","0","0.00","0","0.00","780","0","0.00","0","0.00"
"11230  :  โรงพยาบาลคลองลาน","1,598","0","0.00","0","0.00","1,132","0","0.00","0","0.00"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","312","0","0.00","0","0.00","317","0","0.00","0","0.00"
"11232  :  โรงพยาบาลคลองขลุง","509","0","0.00","0","0.00","285","0","0.00","0","0.00"
"11233  :  โรงพยาบาลพรานกระต่าย","196","0","0.00","0","0.00","203","0","0.00","0","0.00"
"11234  :  โรงพยาบาลลานกระบือ","1,163","0","0.00","0","0.00","603","0","0.00","0","0.00"
"11235  :  โรงพยาบาลทรายทองวัฒนา","306","0","0.00","0","0.00","309","0","0.00","0","0.00"
"11236  :  โรงพยาบาลปางศิลาทอง","205","0","0.00","0","0.00","201","0","0.00","0","0.00"
"14135  :  โรงพยาบาลบึงสามัคคี","216","0","0.00","0","0.00","223","0","0.00","0","0.00"
"28010  :  โรงพยาบาลโกสัมพีนคร","213","0","0.00","0","0.00","168","0","0.00","0","0.00"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","1,859","0","0.00","0","0.00","1,046","0","0.00","0","0.00"
"10723  :  โรงพยาบาลแม่สอด","1,057","0","0.00","0","0.00","1,350","0","0.00","0","0.00"
"11238  :  โรงพยาบาลบ้านตาก","864","0","0.00","0","0.00","501","0","0.00","0","0.00"
"11239  :  โรงพยาบาลสามเงา","737","0","0.00","0","0.00","758","0","0.00","0","0.00"
"11240  :  โรงพยาบาลแม่ระมาด","909","0","0.00","0","0.00","1,004","0","0.00","0","0.00"
"11241  :  โรงพยาบาลท่าสองยาง","1,017","0","0.00","0","0.00","1,563","0","0.00","0","0.00"
"11242  :  โรงพยาบาลพบพระ","1,494","0","0.00","0","0.00","1,922","0","0.00","0","0.00"
"11243  :  โรงพยาบาลอุ้มผาง","0","0","0.00","0","0.00","508","0","0.00","0","0.00"
"27443  :  โรงพยาบาลวังเจ้า","13","0","0.00","0","0.00","13","0","0.00","0","0.00"
"10724  :  โรงพยาบาลสุโขทัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","482","0","0.00","0","0.00","35","0","0.00","0","0.00"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","1,154","0","0.00","0","0.00","1,170","0","0.00","0","0.00"
"11245  :  โรงพยาบาลคีรีมาศ","207","0","0.00","0","0.00","211","0","0.00","0","0.00"
"11246  :  โรงพยาบาลกงไกรลาศ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11247  :  โรงพยาบาลศรีสัชนาลัย","1,142","0","0.00","0","0.00","971","0","0.00","0","0.00"
"11248  :  โรงพยาบาลสวรรคโลก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11249  :  โรงพยาบาลศรีนคร","860","0","0.00","0","0.00","851","0","0.00","0","0.00"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","1,232","0","0.00","0","0.00","1,235","0","0.00","0","0.00"
"10676  :  โรงพยาบาลพุทธชินราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11251  :  โรงพยาบาลชาติตระการ","604","0","0.00","0","0.00","600","0","0.00","0","0.00"
"11252  :  โรงพยาบาลบางระกำ","1,506","0","0.00","0","0.00","1,501","0","0.00","0","0.00"
"11253  :  โรงพยาบาลบางกระทุ่ม","624","0","0.00","0","0.00","619","0","0.00","0","0.00"
"11254  :  โรงพยาบาลพรหมพิราม","406","0","0.00","0","0.00","409","0","0.00","0","0.00"
"11255  :  โรงพยาบาลวัดโบสถ์","844","0","0.00","0","0.00","842","0","0.00","0","0.00"
"11256  :  โรงพยาบาลวังทอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11257  :  โรงพยาบาลเนินมะปราง","1,632","0","0.00","0","0.00","1,335","0","0.00","0","0.00"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","1,597","0","0.00","0","0.00","890","0","0.00","0","0.00"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","4,665","328","7.03","17","0.36","2,252","277","12.30","103","4.57"
"11258  :  โรงพยาบาลวังทรายพูน","296","203","68.58","1","0.34","301","199","66.11","212","70.43"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","400","39","9.75","3","0.75","405","41","10.12","43","10.62"
"11260  :  โรงพยาบาลบางมูลนาก","2,079","226","10.87","5","0.24","1,775","516","29.07","434","24.45"
"11261  :  โรงพยาบาลโพทะเล","1,090","196","17.98","0","0.00","1,096","658","60.04","700","63.87"
"11262  :  โรงพยาบาลสามง่าม","388","172","44.33","27","6.96","387","115","29.72","298","77.00"
"11263  :  โรงพยาบาลทับคล้อ","429","156","36.36","0","0.00","430","158","36.74","159","36.98"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","1,772","70","3.95","32","1.81","191","6","3.14","10","5.24"
"11631  :  โรงพยาบาลวชิรบารมี","865","146","16.88","1","0.12","353","150","42.49","98","27.76"
"27978  :  โรงพยาบาลสากเหล็ก","438","1","0.23","1","0.23","426","210","49.30","110","25.82"
"27979  :  โรงพยาบาลบึงนาราง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27980  :  โรงพยาบาลดงเจริญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10727  :  โรงพยาบาลเพชรบูรณ์","3,160","14","0.44","1","0.03","792","135","17.05","64","8.08"
"11264  :  โรงพยาบาลชนแดน","2,558","414","16.18","0","0.00","914","433","47.37","348","38.07"
"11265  :  โรงพยาบาลหล่มสัก","3,692","109","2.95","0","0.00","315","27","8.57","7","2.22"
"11266  :  โรงพยาบาลวิเชียรบุรี","206","7","3.40","0","0.00","208","11","5.29","1","0.48"
"11267  :  โรงพยาบาลศรีเทพ","1,267","60","4.74","0","0.00","873","58","6.64","10","1.15"
"11268  :  โรงพยาบาลหนองไผ่","2,331","877","37.62","1","0.04","1,501","937","62.43","915","60.96"
"11269  :  โรงพยาบาลบึงสามพัน","3,037","62","2.04","0","0.00","733","177","24.15","181","24.69"
"11270  :  โรงพยาบาลน้ำหนาว","427","206","48.24","32","7.49","426","210","49.30","210","49.30"
"11271  :  โรงพยาบาลวังโป่ง","637","125","19.62","0","0.00","637","74","11.62","82","12.87"
"11272  :  โรงพยาบาลเขาค้อ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","2,359","226","9.58","1","0.04","1,353","679","50.18","670","49.52"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10677  :  โรงพยาบาลราชบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10728  :  โรงพยาบาลดำเนินสะดวก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10729  :  โรงพยาบาลบ้านโป่ง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10730  :  โรงพยาบาลโพธาราม","3,615","0","0.00","0","0.00","209","0","0.00","0","0.00"
"11273  :  โรงพยาบาลสวนผึ้ง","610","0","0.00","0","0.00","624","0","0.00","0","0.00"
"11274  :  โรงพยาบาลบางแพ","490","0","0.00","0","0.00","516","0","0.00","0","0.00"
"11275  :  โรงพยาบาลเจ็ดเสมียน","243","0","0.00","0","0.00","243","0","0.00","0","0.00"
"11276  :  โรงพยาบาลปากท่อ","685","0","0.00","0","0.00","463","0","0.00","0","0.00"
"11277  :  โรงพยาบาลวัดเพลง","681","0","0.00","0","0.00","408","0","0.00","0","0.00"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","2,355","0","0.00","0","0.00","2,434","0","0.00","0","0.00"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","617","0","0.00","0","0.00","22","0","0.00","0","0.00"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28858  :  โรงพยาบาลบ้านคา","108","0","0.00","0","0.00","122","0","0.00","0","0.00"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10732  :  โรงพยาบาลมะการักษ์","1,497","0","0.00","0","0.00","853","0","0.00","0","0.00"
"11278  :  โรงพยาบาลไทรโยค","715","0","0.00","0","0.00","624","0","0.00","0","0.00"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","326","0","0.00","0","0.00","387","0","0.00","0","0.00"
"11280  :  โรงพยาบาลบ่อพลอย","1,198","0","0.00","0","0.00","1,231","0","0.00","0","0.00"
"11281  :  โรงพยาบาลท่ากระดาน","320","0","0.00","0","0.00","346","0","0.00","0","0.00"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","5,348","0","0.00","0","0.00","1,094","0","0.00","0","0.00"
"11283  :  โรงพยาบาลทองผาภูมิ","515","0","0.00","0","0.00","807","0","0.00","0","0.00"
"11284  :  โรงพยาบาลสังขละบุรี","57","0","0.00","0","0.00","2,337","0","0.00","0","0.00"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","351","0","0.00","0","0.00","355","0","0.00","0","0.00"
"11286  :  โรงพยาบาลเลาขวัญ","427","0","0.00","0","0.00","436","0","0.00","0","0.00"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","706","0","0.00","0","0.00","712","0","0.00","0","0.00"
"11288  :  โรงพยาบาลสถานพระบารมี","561","0","0.00","0","0.00","563","0","0.00","0","0.00"
"11520  :  โรงพยาบาลค่ายสุรสีห์","135","0","0.00","0","0.00","4","0","0.00","0","0.00"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","215","0","0.00","0","0.00","259","0","0.00","0","0.00"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","384","0","0.00","0","0.00","387","0","0.00","0","0.00"
"41701  :  โรงพยาบาลหนองปรือ","294","0","0.00","0","0.00","297","0","0.00","0","0.00"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","6,163","0","0.00","0","0.00","4,794","0","0.00","0","0.00"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","432","0","0.00","0","0.00","38","0","0.00","0","0.00"
"11289  :  โรงพยาบาลเดิมบางนางบวช","1,260","0","0.00","0","0.00","1,156","0","0.00","0","0.00"
"11290  :  โรงพยาบาลด่านช้าง","3,039","0","0.00","0","0.00","2,303","0","0.00","0","0.00"
"11291  :  โรงพยาบาลบางปลาม้า","201","0","0.00","0","0.00","201","0","0.00","0","0.00"
"11292  :  โรงพยาบาลศรีประจันต์","439","0","0.00","0","0.00","445","0","0.00","0","0.00"
"11293  :  โรงพยาบาลดอนเจดีย์","1,916","0","0.00","0","0.00","1,555","0","0.00","0","0.00"
"11294  :  โรงพยาบาลสามชุก","1,507","0","0.00","0","0.00","1,349","0","0.00","0","0.00"
"11295  :  โรงพยาบาลอู่ทอง","4,780","0","0.00","0","0.00","1,624","0","0.00","0","0.00"
"11296  :  โรงพยาบาลหนองหญ้าไซ","887","0","0.00","0","0.00","859","0","0.00","0","0.00"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10679  :  โรงพยาบาลนครปฐม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11297  :  โรงพยาบาลกำแพงแสน","1,457","0","0.00","0","0.00","1,470","0","0.00","0","0.00"
"11298  :  โรงพยาบาลนครชัยศรี","1,151","0","0.00","0","0.00","931","0","0.00","0","0.00"
"11299  :  โรงพยาบาลห้วยพลู","753","0","0.00","0","0.00","204","0","0.00","0","0.00"
"11300  :  โรงพยาบาลดอนตูม","2,349","0","0.00","0","0.00","1,394","0","0.00","0","0.00"
"11301  :  โรงพยาบาลบางเลน","334","0","0.00","0","0.00","343","0","0.00","0","0.00"
"11302  :  โรงพยาบาลสามพราน","188","0","0.00","0","0.00","186","0","0.00","0","0.00"
"11303  :  โรงพยาบาลพุทธมณฑล","134","0","0.00","0","0.00","110","0","0.00","0","0.00"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11521  :  โรงพยาบาลจันทรุเบกษา","867","0","0.00","0","0.00","874","0","0.00","0","0.00"
"13819  :  โรงพยาบาลหลวงพ่อเปิ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10734  :  โรงพยาบาลสมุทรสาคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11304  :  โรงพยาบาลกระทุ่มแบน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11305  :  โรงพยาบาลบ้านแพ้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12137  :  โรงพยาบาลทั่วไปขนาดเล็กเจษฎา","4,672","0","0.00","0","0.00","3,065","0","0.00","0","0.00"
"10735  :  โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11306  :  โรงพยาบาลนภาลัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11307  :  โรงพยาบาลอัมพวา","38","25","65.79","1","2.63","37","25","67.57","0","0.00"
"10736  :  โรงพยาบาลพระจอมเกล้า","9,076","337","3.71","281","3.10","1,904","870","45.69","878","46.11"
"11308  :  โรงพยาบาลเขาย้อย","979","13","1.33","0","0.00","240","41","17.08","43","17.92"
"11309  :  โรงพยาบาลหนองหญ้าปล้อง","28","6","21.43","0","0.00","28","6","21.43","6","21.43"
"11310  :  โรงพยาบาลชะอำ","588","89","15.14","0","0.00","40","9","22.50","2","5.00"
"11311  :  โรงพยาบาลท่ายาง","1,445","509","35.22","75","5.19","1,447","433","29.92","456","31.51"
"11312  :  โรงพยาบาลบ้านลาด","88","6","6.82","1","1.14","87","75","86.21","73","83.91"
"11313  :  โรงพยาบาลบ้านแหลม","981","63","6.42","4","0.41","987","155","15.70","154","15.60"
"11314  :  โรงพยาบาลแก่งกระจาน","88","5","5.68","0","0.00","88","1","1.14","1","1.14"
"10737  :  โรงพยาบาลประจวบคีรีขันธ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11315  :  โรงพยาบาลกุยบุรี","1,232","180","14.61","0","0.00","925","205","22.16","249","26.92"
"11316  :  โรงพยาบาลทับสะแก","934","280","29.98","1","0.11","650","98","15.08","34","5.23"
"11317  :  โรงพยาบาลบางสะพาน","1,440","424","29.44","0","0.00","1,293","378","29.23","367","28.38"
"11318  :  โรงพยาบาลบางสะพานน้อย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11319  :  โรงพยาบาลปราณบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11320  :  โรงพยาบาลหัวหิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11321  :  โรงพยาบาลสามร้อยยอด","1,021","190","18.61","113","11.07","623","372","59.71","385","61.80"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","200","0","0.00","0","0.00","11","0","0.00","0","0.00"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","1,927","5","0.26","0","0.00","310","2","0.65","2","0.65"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11322  :  โรงพยาบาลพรหมคีรี","663","1","0.15","2","0.30","184","76","41.30","84","45.65"
"11324  :  โรงพยาบาลลานสะกา","625","1","0.16","0","0.00","434","66","15.21","2","0.46"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","854","138","16.16","0","0.00","849","41","4.83","124","14.61"
"11326  :  โรงพยาบาลพิปูน","413","103","24.94","1","0.24","411","62","15.09","4","0.97"
"11327  :  โรงพยาบาลเชียรใหญ่","843","0","0.00","6","0.71","732","146","19.95","150","20.49"
"11328  :  โรงพยาบาลชะอวด","2,135","50","2.34","0","0.00","1,604","224","13.97","221","13.78"
"11329  :  โรงพยาบาลท่าศาลา","4,870","0","0.00","36","0.74","3,816","587","15.38","438","11.48"
"11330  :  โรงพยาบาลทุ่งสง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11331  :  โรงพยาบาลนาบอน","532","59","11.09","0","0.00","322","100","31.06","101","31.37"
"11332  :  โรงพยาบาลทุ่งใหญ่","2,291","114","4.98","1","0.04","1,081","10","0.93","9","0.83"
"11333  :  โรงพยาบาลปากพนัง","1,776","32","1.80","1","0.06","213","28","13.15","21","9.86"
"11334  :  โรงพยาบาลร่อนพิบูลย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11335  :  โรงพยาบาลสิชล","2,240","60","2.68","0","0.00","1,851","247","13.34","30","1.62"
"11336  :  โรงพยาบาลขนอม","1,821","8","0.44","0","0.00","1,110","112","10.09","43","3.87"
"11337  :  โรงพยาบาลหัวไทร","411","1","0.24","0","0.00","275","45","16.36","44","16.00"
"11338  :  โรงพยาบาลบางขัน","1,296","697","53.78","0","0.00","1,068","598","55.99","443","41.48"
"11339  :  โรงพยาบาลถ้ำพรรณรา","351","32","9.12","1","0.28","347","31","8.93","33","9.51"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","188","1","0.53","0","0.00","186","1","0.54","2","1.08"
"11660  :  โรงพยาบาลจุฬาภรณ์","270","0","0.00","0","0.00","276","20","7.25","18","6.52"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","361","27","7.48","0","0.00","368","28","7.61","2","0.54"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","14,211","39","0.27","16","0.11","7,331","377","5.14","110","1.50"
