"โรงพยาบาล","ปีการศึกษา 2562 เทอม1","ปีการศึกษา 2562 เทอม2"
"เด็กนักเรียน ป.1-6 ทั้งหมด(C)","ตรวจฟัน(B)","%","เคลือบหลุมร่องฟันแท้(A)","%","เด็กนักเรียน ป.1-6 ทั้งหมด (C)","ตรวจฟัน(B)","%","เคลือบหลุมร่องฟันแท้(A)","%"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11184  :  โรงพยาบาลจุน","733","100","13.64","75","10.23","640","122","19.06","117","18.28"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","282","59","20.92","13","4.61","282","58","20.57","64","22.70"
"11187  :  โรงพยาบาลปง","282","141","50.00","33","11.70","283","158","55.83","134","47.35"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","5,014","0","0.00","0","0.00","4,147","0","0.00","0","0.00"
"11189  :  โรงพยาบาลเทิง","1,938","0","0.00","0","0.00","1,321","0","0.00","0","0.00"
"11190  :  โรงพยาบาลพาน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","230","0","0.00","0","0.00","67","0","0.00","0","0.00"
"11192  :  โรงพยาบาลแม่จัน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","400","0","0.00","0","0.00","261","0","0.00","0","0.00"
"11194  :  โรงพยาบาลแม่สาย","1,892","0","0.00","0","0.00","1,874","0","0.00","0","0.00"
"11195  :  โรงพยาบาลแม่สรวย","469","0","0.00","0","0.00","498","0","0.00","0","0.00"
"11196  :  โรงพยาบาลเวียงป่าเป้า","713","0","0.00","0","0.00","690","0","0.00","0","0.00"
"11197  :  โรงพยาบาลพญาเม็งราย","346","0","0.00","0","0.00","99","0","0.00","0","0.00"
"11198  :  โรงพยาบาลเวียงแก่น","448","0","0.00","0","0.00","483","0","0.00","0","0.00"
"11199  :  โรงพยาบาลขุนตาล","134","0","0.00","0","0.00","140","0","0.00","0","0.00"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","248","0","0.00","0","0.00","339","0","0.00","0","0.00"
"11201  :  โรงพยาบาลแม่ลาว","79","0","0.00","0","0.00","81","0","0.00","0","0.00"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","380","0","0.00","0","0.00","379","0","0.00","0","0.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","1,618","0","0.00","0","0.00","1,333","0","0.00","0","0.00"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","29","0","0.00","0","0.00","34","0","0.00","0","0.00"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","740","187","25.27","176","23.78","586","188","32.08","208","35.49"
"11203  :  โรงพยาบาลขุนยวม","414","26","6.28","2","0.48","592","196","33.11","201","33.95"
"11204  :  โรงพยาบาลปาย","646","46","7.12","50","7.74","691","1","0.14","1","0.14"
"11205  :  โรงพยาบาลแม่สะเรียง","1,677","176","10.49","180","10.73","1,210","5","0.41","17","1.40"
"11206  :  โรงพยาบาลแม่ลาน้อย","332","96","28.92","50","15.06","341","50","14.66","61","17.89"
"11207  :  โรงพยาบาลสบเมย","158","26","16.46","35","22.15","237","2","0.84","0","0.00"
"11208  :  โรงพยาบาลปางมะผ้า","77","3","3.90","0","0.00","530","29","5.47","29","5.47"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11209  :  โรงพยาบาลโกรกพระ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11210  :  โรงพยาบาลชุมแสง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11211  :  โรงพยาบาลหนองบัว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11212  :  โรงพยาบาลบรรพตพิสัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11213  :  โรงพยาบาลเก้าเลี้ยว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11214  :  โรงพยาบาลตาคลี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11215  :  โรงพยาบาลท่าตะโก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11216  :  โรงพยาบาลไพศาลี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11217  :  โรงพยาบาลพยุหะคีรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11218  :  โรงพยาบาลลาดยาว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11219  :  โรงพยาบาลตากฟ้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11220  :  โรงพยาบาลแม่วงก์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10720  :  โรงพยาบาลอุทัยธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11221  :  โรงพยาบาลทัพทัน","564","81","14.36","71","12.59","567","135","23.81","140","24.69"
"11222  :  โรงพยาบาลสว่างอารมณ์","324","40","12.35","38","11.73","322","195","60.56","209","64.91"
"11223  :  โรงพยาบาลหนองฉาง","578","349","60.38","98","16.96","108","65","60.19","79","73.15"
"11224  :  โรงพยาบาลหนองขาหย่าง","140","43","30.71","56","40.00","140","117","83.57","112","80.00"
"11225  :  โรงพยาบาลบ้านไร่","859","286","33.29","86","10.01","619","168","27.14","191","30.86"
"11226  :  โรงพยาบาลลานสัก","742","148","19.95","52","7.01","732","189","25.82","161","21.99"
"11227  :  โรงพยาบาลห้วยคต","456","117","25.66","89","19.52","458","124","27.07","121","26.42"
"10721  :  โรงพยาบาลกำแพงเพชร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","549","0","0.00","0","0.00","562","0","0.00","0","0.00"
"11229  :  โรงพยาบาลไทรงาม","587","0","0.00","0","0.00","594","0","0.00","0","0.00"
"11230  :  โรงพยาบาลคลองลาน","1,141","0","0.00","0","0.00","837","0","0.00","0","0.00"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","262","0","0.00","0","0.00","264","0","0.00","0","0.00"
"11232  :  โรงพยาบาลคลองขลุง","375","0","0.00","0","0.00","198","0","0.00","0","0.00"
"11233  :  โรงพยาบาลพรานกระต่าย","136","0","0.00","0","0.00","140","0","0.00","0","0.00"
"11234  :  โรงพยาบาลลานกระบือ","814","0","0.00","0","0.00","428","0","0.00","0","0.00"
"11235  :  โรงพยาบาลทรายทองวัฒนา","246","0","0.00","0","0.00","248","0","0.00","0","0.00"
"11236  :  โรงพยาบาลปางศิลาทอง","160","0","0.00","0","0.00","155","0","0.00","0","0.00"
"14135  :  โรงพยาบาลบึงสามัคคี","151","0","0.00","0","0.00","157","0","0.00","0","0.00"
"28010  :  โรงพยาบาลโกสัมพีนคร","134","0","0.00","0","0.00","134","0","0.00","0","0.00"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","1,374","0","0.00","0","0.00","847","0","0.00","0","0.00"
"10723  :  โรงพยาบาลแม่สอด","467","0","0.00","0","0.00","1,088","0","0.00","0","0.00"
"11238  :  โรงพยาบาลบ้านตาก","632","0","0.00","0","0.00","383","0","0.00","0","0.00"
"11239  :  โรงพยาบาลสามเงา","534","0","0.00","0","0.00","547","0","0.00","0","0.00"
"11240  :  โรงพยาบาลแม่ระมาด","647","0","0.00","0","0.00","712","0","0.00","0","0.00"
"11241  :  โรงพยาบาลท่าสองยาง","736","0","0.00","0","0.00","1,156","0","0.00","0","0.00"
"11242  :  โรงพยาบาลพบพระ","1,161","0","0.00","0","0.00","1,501","0","0.00","0","0.00"
"11243  :  โรงพยาบาลอุ้มผาง","0","0","0.00","0","0.00","374","0","0.00","0","0.00"
"27443  :  โรงพยาบาลวังเจ้า","11","0","0.00","0","0.00","11","0","0.00","0","0.00"
"10724  :  โรงพยาบาลสุโขทัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","931","0","0.00","0","0.00","946","0","0.00","0","0.00"
"11245  :  โรงพยาบาลคีรีมาศ","165","0","0.00","0","0.00","170","0","0.00","0","0.00"
"11246  :  โรงพยาบาลกงไกรลาศ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11247  :  โรงพยาบาลศรีสัชนาลัย","899","0","0.00","0","0.00","903","0","0.00","0","0.00"
"11248  :  โรงพยาบาลสวรรคโลก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11249  :  โรงพยาบาลศรีนคร","688","0","0.00","0","0.00","685","0","0.00","0","0.00"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","943","0","0.00","0","0.00","947","0","0.00","0","0.00"
"10676  :  โรงพยาบาลพุทธชินราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11251  :  โรงพยาบาลชาติตระการ","513","0","0.00","0","0.00","507","0","0.00","0","0.00"
"11252  :  โรงพยาบาลบางระกำ","1,121","0","0.00","0","0.00","1,115","0","0.00","0","0.00"
"11253  :  โรงพยาบาลบางกระทุ่ม","480","0","0.00","0","0.00","476","0","0.00","0","0.00"
"11254  :  โรงพยาบาลพรหมพิราม","299","0","0.00","0","0.00","299","0","0.00","0","0.00"
"11255  :  โรงพยาบาลวัดโบสถ์","699","0","0.00","0","0.00","696","0","0.00","0","0.00"
"11256  :  โรงพยาบาลวังทอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11257  :  โรงพยาบาลเนินมะปราง","1,188","0","0.00","0","0.00","991","0","0.00","0","0.00"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","1,200","0","0.00","0","0.00","691","0","0.00","0","0.00"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","3,548","327","9.22","310","8.74","1,753","272","15.52","281","16.03"
"11258  :  โรงพยาบาลวังทรายพูน","221","203","91.86","0","0.00","225","199","88.44","211","93.78"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","289","39","13.49","17","5.88","291","41","14.09","32","11.00"
"11260  :  โรงพยาบาลบางมูลนาก","1,525","226","14.82","230","15.08","1,322","513","38.80","514","38.88"
"11261  :  โรงพยาบาลโพทะเล","837","196","23.42","140","16.73","844","641","75.95","675","79.98"
"11262  :  โรงพยาบาลสามง่าม","294","171","58.16","182","61.90","295","114","38.64","285","96.61"
"11263  :  โรงพยาบาลทับคล้อ","307","156","50.81","46","14.98","304","158","51.97","155","50.99"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","1,348","70","5.19","92","6.82","150","6","4.00","11","7.33"
"11631  :  โรงพยาบาลวชิรบารมี","558","146","26.16","137","24.55","249","150","60.24","149","59.84"
"27978  :  โรงพยาบาลสากเหล็ก","352","1","0.28","0","0.00","344","210","61.05","213","61.92"
"27979  :  โรงพยาบาลบึงนาราง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27980  :  โรงพยาบาลดงเจริญ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10727  :  โรงพยาบาลเพชรบูรณ์","2,187","13","0.59","4","0.18","614","133","21.66","133","21.66"
"11264  :  โรงพยาบาลชนแดน","1,891","412","21.79","33","1.75","702","407","57.98","403","57.41"
"11265  :  โรงพยาบาลหล่มสัก","2,569","104","4.05","15","0.58","236","27","11.44","27","11.44"
"11266  :  โรงพยาบาลวิเชียรบุรี","139","7","5.04","0","0.00","142","11","7.75","13","9.15"
"11267  :  โรงพยาบาลศรีเทพ","860","60","6.98","4","0.47","608","54","8.88","55","9.05"
"11268  :  โรงพยาบาลหนองไผ่","1,668","877","52.58","4","0.24","1,207","937","77.63","956","79.20"
"11269  :  โรงพยาบาลบึงสามพัน","2,209","62","2.81","0","0.00","539","177","32.84","183","33.95"
"11270  :  โรงพยาบาลน้ำหนาว","323","206","63.78","28","8.67","319","210","65.83","206","64.58"
"11271  :  โรงพยาบาลวังโป่ง","476","122","25.63","14","2.94","473","46","9.73","115","24.31"
"11272  :  โรงพยาบาลเขาค้อ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","1,817","222","12.22","85","4.68","1,177","667","56.67","684","58.11"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10677  :  โรงพยาบาลราชบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10728  :  โรงพยาบาลดำเนินสะดวก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10729  :  โรงพยาบาลบ้านโป่ง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10730  :  โรงพยาบาลโพธาราม","2,599","0","0.00","0","0.00","161","0","0.00","0","0.00"
"11273  :  โรงพยาบาลสวนผึ้ง","469","0","0.00","0","0.00","479","0","0.00","0","0.00"
"11274  :  โรงพยาบาลบางแพ","377","0","0.00","0","0.00","395","0","0.00","0","0.00"
"11275  :  โรงพยาบาลเจ็ดเสมียน","212","0","0.00","0","0.00","212","0","0.00","0","0.00"
"11276  :  โรงพยาบาลปากท่อ","441","0","0.00","0","0.00","363","0","0.00","0","0.00"
"11277  :  โรงพยาบาลวัดเพลง","466","0","0.00","0","0.00","276","0","0.00","0","0.00"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","1,712","0","0.00","0","0.00","1,772","0","0.00","0","0.00"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","398","0","0.00","0","0.00","17","0","0.00","0","0.00"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28858  :  โรงพยาบาลบ้านคา","77","0","0.00","0","0.00","87","0","0.00","0","0.00"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10732  :  โรงพยาบาลมะการักษ์","1,118","0","0.00","0","0.00","628","0","0.00","0","0.00"
"11278  :  โรงพยาบาลไทรโยค","504","0","0.00","0","0.00","433","0","0.00","0","0.00"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","265","0","0.00","0","0.00","312","0","0.00","0","0.00"
"11280  :  โรงพยาบาลบ่อพลอย","936","0","0.00","0","0.00","955","0","0.00","0","0.00"
"11281  :  โรงพยาบาลท่ากระดาน","247","0","0.00","0","0.00","265","0","0.00","0","0.00"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","3,731","0","0.00","0","0.00","779","0","0.00","0","0.00"
"11283  :  โรงพยาบาลทองผาภูมิ","434","0","0.00","0","0.00","645","0","0.00","0","0.00"
"11284  :  โรงพยาบาลสังขละบุรี","36","0","0.00","0","0.00","1,846","0","0.00","0","0.00"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","284","0","0.00","0","0.00","287","0","0.00","0","0.00"
"11286  :  โรงพยาบาลเลาขวัญ","307","0","0.00","0","0.00","312","0","0.00","0","0.00"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","537","0","0.00","0","0.00","541","0","0.00","0","0.00"
"11288  :  โรงพยาบาลสถานพระบารมี","386","0","0.00","0","0.00","393","0","0.00","0","0.00"
"11520  :  โรงพยาบาลค่ายสุรสีห์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","160","0","0.00","0","0.00","195","0","0.00","0","0.00"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","285","0","0.00","0","0.00","286","0","0.00","0","0.00"
"41701  :  โรงพยาบาลหนองปรือ","210","0","0.00","0","0.00","213","0","0.00","0","0.00"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","4,902","0","0.00","0","0.00","3,907","0","0.00","0","0.00"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","302","0","0.00","0","0.00","29","0","0.00","0","0.00"
"11289  :  โรงพยาบาลเดิมบางนางบวช","934","0","0.00","0","0.00","874","0","0.00","0","0.00"
"11290  :  โรงพยาบาลด่านช้าง","2,306","0","0.00","0","0.00","1,812","0","0.00","0","0.00"
"11291  :  โรงพยาบาลบางปลาม้า","160","0","0.00","0","0.00","160","0","0.00","0","0.00"
"11292  :  โรงพยาบาลศรีประจันต์","348","0","0.00","0","0.00","352","0","0.00","0","0.00"
"11293  :  โรงพยาบาลดอนเจดีย์","1,496","0","0.00","0","0.00","1,217","0","0.00","0","0.00"
"11294  :  โรงพยาบาลสามชุก","1,159","0","0.00","0","0.00","1,047","0","0.00","0","0.00"
"11295  :  โรงพยาบาลอู่ทอง","3,467","0","0.00","0","0.00","1,207","0","0.00","0","0.00"
"11296  :  โรงพยาบาลหนองหญ้าไซ","752","0","0.00","0","0.00","754","0","0.00","0","0.00"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10679  :  โรงพยาบาลนครปฐม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11297  :  โรงพยาบาลกำแพงแสน","1,131","0","0.00","0","0.00","1,140","0","0.00","0","0.00"
"11298  :  โรงพยาบาลนครชัยศรี","832","0","0.00","0","0.00","670","0","0.00","0","0.00"
"11299  :  โรงพยาบาลห้วยพลู","533","0","0.00","0","0.00","129","0","0.00","0","0.00"
"11300  :  โรงพยาบาลดอนตูม","1,717","0","0.00","0","0.00","1,061","0","0.00","0","0.00"
"11301  :  โรงพยาบาลบางเลน","265","0","0.00","0","0.00","269","0","0.00","0","0.00"
"11302  :  โรงพยาบาลสามพราน","146","0","0.00","0","0.00","142","0","0.00","0","0.00"
"11303  :  โรงพยาบาลพุทธมณฑล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11521  :  โรงพยาบาลจันทรุเบกษา","738","0","0.00","0","0.00","742","0","0.00","0","0.00"
"13819  :  โรงพยาบาลหลวงพ่อเปิ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10734  :  โรงพยาบาลสมุทรสาคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11304  :  โรงพยาบาลกระทุ่มแบน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11305  :  โรงพยาบาลบ้านแพ้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12137  :  โรงพยาบาลทั่วไปขนาดเล็กเจษฎา","3,968","0","0.00","0","0.00","2,534","0","0.00","0","0.00"
"10735  :  โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11306  :  โรงพยาบาลนภาลัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11307  :  โรงพยาบาลอัมพวา","30","25","83.33","23","76.67","29","25","86.21","19","65.52"
"10736  :  โรงพยาบาลพระจอมเกล้า","6,538","322","4.93","137","2.10","1,515","825","54.46","929","61.32"
"11308  :  โรงพยาบาลเขาย้อย","689","13","1.89","2","0.29","191","41","21.47","44","23.04"
"11309  :  โรงพยาบาลหนองหญ้าปล้อง","19","6","31.58","0","0.00","19","6","31.58","6","31.58"
"11310  :  โรงพยาบาลชะอำ","401","86","21.45","71","17.71","35","9","25.71","9","25.71"
"11311  :  โรงพยาบาลท่ายาง","1,103","507","45.97","469","42.52","1,101","376","34.15","384","34.88"
"11312  :  โรงพยาบาลบ้านลาด","65","3","4.62","0","0.00","65","62","95.38","62","95.38"
"11313  :  โรงพยาบาลบ้านแหลม","737","62","8.41","1","0.14","743","153","20.59","168","22.61"
"11314  :  โรงพยาบาลแก่งกระจาน","61","3","4.92","8","13.11","61","0","0.00","7","11.48"
"10737  :  โรงพยาบาลประจวบคีรีขันธ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11315  :  โรงพยาบาลกุยบุรี","911","180","19.76","164","18.00","723","205","28.35","264","36.51"
"11316  :  โรงพยาบาลทับสะแก","704","280","39.77","132","18.75","481","97","20.17","29","6.03"
"11317  :  โรงพยาบาลบางสะพาน","1,022","424","41.49","1","0.10","931","378","40.60","380","40.82"
"11318  :  โรงพยาบาลบางสะพานน้อย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11319  :  โรงพยาบาลปราณบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11320  :  โรงพยาบาลหัวหิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11321  :  โรงพยาบาลสามร้อยยอด","738","190","25.75","66","8.94","464","372","80.17","389","83.84"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","1,398","5","0.36","3","0.21","258","2","0.78","2","0.78"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11322  :  โรงพยาบาลพรหมคีรี","163","1","0.61","0","0.00","163","76","46.63","84","51.53"
"11324  :  โรงพยาบาลลานสะกา","371","0","0.00","3","0.81","375","66","17.60","66","17.60"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","683","138","20.20","28","4.10","680","41","6.03","123","18.09"
"11326  :  โรงพยาบาลพิปูน","377","103","27.32","104","27.59","376","62","16.49","70","18.62"
"11327  :  โรงพยาบาลเชียรใหญ่","573","0","0.00","5","0.87","574","129","22.47","126","21.95"
"11328  :  โรงพยาบาลชะอวด","1,691","47","2.78","15","0.89","1,441","220","15.27","211","14.64"
"11329  :  โรงพยาบาลท่าศาลา","3,749","0","0.00","33","0.88","3,326","584","17.56","571","17.17"
"11330  :  โรงพยาบาลทุ่งสง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11331  :  โรงพยาบาลนาบอน","363","59","16.25","50","13.77","251","100","39.84","88","35.06"
"11332  :  โรงพยาบาลทุ่งใหญ่","1,648","111","6.74","2","0.12","848","7","0.83","42","4.95"
"11333  :  โรงพยาบาลปากพนัง","866","30","3.46","1","0.12","115","27","23.48","28","24.35"
"11334  :  โรงพยาบาลร่อนพิบูลย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11335  :  โรงพยาบาลสิชล","1,680","60","3.57","26","1.55","1,697","239","14.08","222","13.08"
"11336  :  โรงพยาบาลขนอม","1,398","8","0.57","3","0.21","915","110","12.02","111","12.13"
"11337  :  โรงพยาบาลหัวไทร","302","1","0.33","1","0.33","213","45","21.13","45","21.13"
"11338  :  โรงพยาบาลบางขัน","953","692","72.61","209","21.93","867","595","68.63","583","67.24"
"11339  :  โรงพยาบาลถ้ำพรรณรา","279","31","11.11","4","1.43","275","31","11.27","32","11.64"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","159","1","0.63","1","0.63","158","1","0.63","2","1.27"
"11660  :  โรงพยาบาลจุฬาภรณ์","225","0","0.00","2","0.89","230","18","7.83","16","6.96"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","321","24","7.48","20","6.23","326","25","7.67","7","2.15"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","9,900","33","0.33","53","0.54","6,534","372","5.69","409","6.26"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","164","12","7.32","2","1.22","169","31","18.34","33","19.53"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","493","87","17.65","0","0.00","422","87","20.62","89","21.09"
"40742  :  โรงพยาบาลนบพิตำ","387","0","0.00","0","0.00","386","186","48.19","188","48.70"
"40743  :  โรงพยาบาลพระพรหม","136","96","70.59","1","0.74","138","103","74.64","108","78.26"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
