"โรงพยาบาล","ปีการศึกษา 2564 เทอม1","ปีการศึกษา 2564 เทอม2"
"เด็กนักเรียนอนุบาล -ป.6 ทั้งหมด(C)","ตรวจฟัน(B)","%","ทาฟลูออไรด์(A)","%","เด็กนักเรียนอนุบาล -ป.6 ทั้งหมด(C)","ตรวจฟัน(B)","%","ทาฟลูออไรด์(A)","%"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11184  :  โรงพยาบาลจุน","1,222","92","7.53","82","6.71","0","0","0.00","0","0.00"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","474","12","2.53","7","1.48","0","0","0.00","0","0.00"
"11187  :  โรงพยาบาลปง","467","83","17.77","2","0.43","0","0","0.00","0","0.00"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","9,579","302","3.15","238","2.48","0","0","0.00","0","0.00"
"11189  :  โรงพยาบาลเทิง","2,872","11","0.38","11","0.38","0","0","0.00","0","0.00"
"11190  :  โรงพยาบาลพาน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","612","1","0.16","0","0.00","0","0","0.00","0","0.00"
"11192  :  โรงพยาบาลแม่จัน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","721","1","0.14","0","0.00","0","0","0.00","0","0.00"
"11194  :  โรงพยาบาลแม่สาย","4,670","28","0.60","16","0.34","0","0","0.00","0","0.00"
"11195  :  โรงพยาบาลแม่สรวย","613","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11196  :  โรงพยาบาลเวียงป่าเป้า","1,658","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11197  :  โรงพยาบาลพญาเม็งราย","439","3","0.68","0","0.00","0","0","0.00","0","0.00"
"11198  :  โรงพยาบาลเวียงแก่น","857","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11199  :  โรงพยาบาลขุนตาล","185","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","547","62","11.33","53","9.69","0","0","0.00","0","0.00"
"11201  :  โรงพยาบาลแม่ลาว","134","8","5.97","7","5.22","0","0","0.00","0","0.00"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","655","1","0.15","1","0.15","0","0","0.00","0","0.00"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","2,489","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","68","26","38.24","0","0.00","0","0","0.00","0","0.00"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","2,425","1","0.04","1","0.04","0","0","0.00","0","0.00"
"11203  :  โรงพยาบาลขุนยวม","1,064","3","0.28","1","0.09","0","0","0.00","0","0.00"
"11204  :  โรงพยาบาลปาย","1,461","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11205  :  โรงพยาบาลแม่สะเรียง","2,661","2","0.08","1","0.04","0","0","0.00","0","0.00"
"11206  :  โรงพยาบาลแม่ลาน้อย","743","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11207  :  โรงพยาบาลสบเมย","446","6","1.35","9","2.02","0","0","0.00","0","0.00"
"11208  :  โรงพยาบาลปางมะผ้า","844","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","7,060","3","0.04","4","0.06","0","0","0.00","0","0.00"
"11209  :  โรงพยาบาลโกรกพระ","722","2","0.28","0","0.00","0","0","0.00","0","0.00"
"11210  :  โรงพยาบาลชุมแสง","1,768","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11211  :  โรงพยาบาลหนองบัว","1,536","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11212  :  โรงพยาบาลบรรพตพิสัย","902","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11213  :  โรงพยาบาลเก้าเลี้ยว","556","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11214  :  โรงพยาบาลตาคลี","985","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11215  :  โรงพยาบาลท่าตะโก","1,547","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11216  :  โรงพยาบาลไพศาลี","620","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11217  :  โรงพยาบาลพยุหะคีรี","2,029","0","0.00","1","0.05","0","0","0.00","0","0.00"
"11218  :  โรงพยาบาลลาดยาว","1,604","1","0.06","0","0.00","0","0","0.00","0","0.00"
"11219  :  โรงพยาบาลตากฟ้า","1,705","2","0.12","1","0.06","0","0","0.00","0","0.00"
"11220  :  โรงพยาบาลแม่วงก์","390","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10720  :  โรงพยาบาลอุทัยธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11221  :  โรงพยาบาลทัพทัน","880","58","6.59","54","6.14","0","0","0.00","0","0.00"
"11222  :  โรงพยาบาลสว่างอารมณ์","489","2","0.41","2","0.41","0","0","0.00","0","0.00"
"11223  :  โรงพยาบาลหนองฉาง","725","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11224  :  โรงพยาบาลหนองขาหย่าง","183","5","2.73","5","2.73","0","0","0.00","0","0.00"
"11225  :  โรงพยาบาลบ้านไร่","1,351","97","7.18","17","1.26","0","0","0.00","0","0.00"
"11226  :  โรงพยาบาลลานสัก","1,301","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11227  :  โรงพยาบาลห้วยคต","628","4","0.64","1","0.16","0","0","0.00","0","0.00"
"10721  :  โรงพยาบาลกำแพงเพชร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","723","6","0.83","0","0.00","0","0","0.00","0","0.00"
"11229  :  โรงพยาบาลไทรงาม","844","82","9.72","82","9.72","0","0","0.00","0","0.00"
"11230  :  โรงพยาบาลคลองลาน","1,725","201","11.65","202","11.71","0","0","0.00","0","0.00"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","348","100","28.74","89","25.57","0","0","0.00","0","0.00"
"11232  :  โรงพยาบาลคลองขลุง","536","0","0.00","1","0.19","0","0","0.00","0","0.00"
"11233  :  โรงพยาบาลพรานกระต่าย","204","37","18.14","0","0.00","0","0","0.00","0","0.00"
"11234  :  โรงพยาบาลลานกระบือ","1,969","25","1.27","34","1.73","0","0","0.00","0","0.00"
"11235  :  โรงพยาบาลทรายทองวัฒนา","330","20","6.06","4","1.21","0","0","0.00","0","0.00"
"11236  :  โรงพยาบาลปางศิลาทอง","209","75","35.89","74","35.41","0","0","0.00","0","0.00"
"14135  :  โรงพยาบาลบึงสามัคคี","235","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28010  :  โรงพยาบาลโกสัมพีนคร","248","1","0.40","0","0.00","0","0","0.00","0","0.00"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","4,375","2","0.05","0","0.00","0","0","0.00","0","0.00"
"10723  :  โรงพยาบาลแม่สอด","4,211","1","0.02","5","0.12","0","0","0.00","0","0.00"
"11238  :  โรงพยาบาลบ้านตาก","906","0","0.00","1","0.11","0","0","0.00","0","0.00"
"11239  :  โรงพยาบาลสามเงา","801","1","0.12","1","0.12","0","0","0.00","0","0.00"
"11240  :  โรงพยาบาลแม่ระมาด","2,389","2","0.08","1","0.04","0","0","0.00","0","0.00"
"11241  :  โรงพยาบาลท่าสองยาง","1,677","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11242  :  โรงพยาบาลพบพระ","2,683","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11243  :  โรงพยาบาลอุ้มผาง","1,295","1","0.08","1","0.08","0","0","0.00","0","0.00"
"27443  :  โรงพยาบาลวังเจ้า","32","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10724  :  โรงพยาบาลสุโขทัย","1,149","3","0.26","2","0.17","0","0","0.00","0","0.00"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","689","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","1,232","20","1.62","2","0.16","0","0","0.00","0","0.00"
"11245  :  โรงพยาบาลคีรีมาศ","419","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11246  :  โรงพยาบาลกงไกรลาศ","72","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11247  :  โรงพยาบาลศรีสัชนาลัย","1,271","5","0.39","0","0.00","0","0","0.00","0","0.00"
"11248  :  โรงพยาบาลสวรรคโลก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11249  :  โรงพยาบาลศรีนคร","1,141","4","0.35","1","0.09","0","0","0.00","0","0.00"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","1,827","8","0.44","2","0.11","0","0","0.00","0","0.00"
"10676  :  โรงพยาบาลพุทธชินราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11251  :  โรงพยาบาลชาติตระการ","666","1","0.15","0","0.00","0","0","0.00","0","0.00"
"11252  :  โรงพยาบาลบางระกำ","1,546","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11253  :  โรงพยาบาลบางกระทุ่ม","676","3","0.44","0","0.00","0","0","0.00","0","0.00"
"11254  :  โรงพยาบาลพรหมพิราม","1,112","2","0.18","0","0.00","0","0","0.00","0","0.00"
"11255  :  โรงพยาบาลวัดโบสถ์","823","0","0.00","1","0.12","0","0","0.00","0","0.00"
"11256  :  โรงพยาบาลวังทอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11257  :  โรงพยาบาลเนินมะปราง","1,791","8","0.45","4","0.22","0","0","0.00","0","0.00"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","1,696","8","0.47","6","0.35","0","0","0.00","0","0.00"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","6,219","6","0.10","3","0.05","0","0","0.00","0","0.00"
"11258  :  โรงพยาบาลวังทรายพูน","311","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","426","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11260  :  โรงพยาบาลบางมูลนาก","3,046","7","0.23","5","0.16","0","0","0.00","0","0.00"
"11261  :  โรงพยาบาลโพทะเล","1,133","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11262  :  โรงพยาบาลสามง่าม","426","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11263  :  โรงพยาบาลทับคล้อ","560","1","0.18","0","0.00","0","0","0.00","0","0.00"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","2,600","1","0.04","0","0.00","0","0","0.00","0","0.00"
"11631  :  โรงพยาบาลวชิรบารมี","1,159","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27978  :  โรงพยาบาลสากเหล็ก","642","7","1.09","6","0.93","0","0","0.00","0","0.00"
"27979  :  โรงพยาบาลบึงนาราง","17","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27980  :  โรงพยาบาลดงเจริญ","20","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10727  :  โรงพยาบาลเพชรบูรณ์","4,829","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11264  :  โรงพยาบาลชนแดน","2,660","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11265  :  โรงพยาบาลหล่มสัก","5,213","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11266  :  โรงพยาบาลวิเชียรบุรี","235","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11267  :  โรงพยาบาลศรีเทพ","1,292","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11268  :  โรงพยาบาลหนองไผ่","2,511","2","0.08","2","0.08","0","0","0.00","0","0.00"
"11269  :  โรงพยาบาลบึงสามพัน","3,189","1","0.03","0","0.00","0","0","0.00","0","0.00"
"11270  :  โรงพยาบาลน้ำหนาว","474","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11271  :  โรงพยาบาลวังโป่ง","735","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11272  :  โรงพยาบาลเขาค้อ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","2,533","2","0.08","0","0.00","0","0","0.00","0","0.00"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10677  :  โรงพยาบาลราชบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10728  :  โรงพยาบาลดำเนินสะดวก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10729  :  โรงพยาบาลบ้านโป่ง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10730  :  โรงพยาบาลโพธาราม","4,603","0","0.00","3","0.07","0","0","0.00","0","0.00"
"11273  :  โรงพยาบาลสวนผึ้ง","724","0","0.00","2","0.28","0","0","0.00","0","0.00"
"11274  :  โรงพยาบาลบางแพ","561","1","0.18","0","0.00","0","0","0.00","0","0.00"
"11275  :  โรงพยาบาลเจ็ดเสมียน","238","3","1.26","1","0.42","0","0","0.00","0","0.00"
"11276  :  โรงพยาบาลปากท่อ","1,029","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11277  :  โรงพยาบาลวัดเพลง","928","2","0.22","0","0.00","0","0","0.00","0","0.00"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","2,699","4","0.15","1","0.04","0","0","0.00","0","0.00"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","695","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28858  :  โรงพยาบาลบ้านคา","124","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","1,101","3","0.27","9","0.82","0","0","0.00","0","0.00"
"10732  :  โรงพยาบาลมะการักษ์","1,517","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11278  :  โรงพยาบาลไทรโยค","907","1","0.11","2","0.22","0","0","0.00","0","0.00"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","410","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11280  :  โรงพยาบาลบ่อพลอย","1,292","14","1.08","9","0.70","0","0","0.00","0","0.00"
"11281  :  โรงพยาบาลท่ากระดาน","367","1","0.27","0","0.00","0","0","0.00","0","0.00"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","5,690","10","0.18","6","0.11","0","0","0.00","0","0.00"
"11283  :  โรงพยาบาลทองผาภูมิ","1,455","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11284  :  โรงพยาบาลสังขละบุรี","2,527","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","490","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11286  :  โรงพยาบาลเลาขวัญ","464","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","734","0","0.00","1","0.14","0","0","0.00","0","0.00"
"11288  :  โรงพยาบาลสถานพระบารมี","1,023","1","0.10","0","0.00","0","0","0.00","0","0.00"
"11520  :  โรงพยาบาลค่ายสุรสีห์","168","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","283","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","394","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41701  :  โรงพยาบาลหนองปรือ","304","0","0.00","1","0.33","0","0","0.00","0","0.00"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","8,530","24","0.28","4","0.05","0","0","0.00","0","0.00"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","1,654","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11289  :  โรงพยาบาลเดิมบางนางบวช","1,458","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11290  :  โรงพยาบาลด่านช้าง","3,671","2","0.05","0","0.00","0","0","0.00","0","0.00"
"11291  :  โรงพยาบาลบางปลาม้า","272","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11292  :  โรงพยาบาลศรีประจันต์","448","1","0.22","0","0.00","0","0","0.00","0","0.00"
"11293  :  โรงพยาบาลดอนเจดีย์","2,018","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11294  :  โรงพยาบาลสามชุก","1,665","2","0.12","1","0.06","0","0","0.00","0","0.00"
"11295  :  โรงพยาบาลอู่ทอง","6,093","4","0.07","0","0.00","0","0","0.00","0","0.00"
"11296  :  โรงพยาบาลหนองหญ้าไซ","1,108","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10679  :  โรงพยาบาลนครปฐม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11297  :  โรงพยาบาลกำแพงแสน","1,752","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11298  :  โรงพยาบาลนครชัยศรี","1,654","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11299  :  โรงพยาบาลห้วยพลู","1,219","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11300  :  โรงพยาบาลดอนตูม","2,492","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11301  :  โรงพยาบาลบางเลน","357","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11302  :  โรงพยาบาลสามพราน","506","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11303  :  โรงพยาบาลพุทธมณฑล","242","1","0.41","0","0.00","0","0","0.00","0","0.00"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11521  :  โรงพยาบาลจันทรุเบกษา","1,342","0","0.00","0","0.00","0","0","0.00","0","0.00"
"13819  :  โรงพยาบาลหลวงพ่อเปิ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10734  :  โรงพยาบาลสมุทรสาคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11304  :  โรงพยาบาลกระทุ่มแบน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11305  :  โรงพยาบาลบ้านแพ้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12137  :  โรงพยาบาลทั่วไปขนาดเล็กเจษฎา","5,282","10","0.19","4","0.08","0","0","0.00","0","0.00"
"10735  :  โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11306  :  โรงพยาบาลนภาลัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11307  :  โรงพยาบาลอัมพวา","51","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10736  :  โรงพยาบาลพระจอมเกล้า","9,208","1","0.01","3","0.03","0","0","0.00","0","0.00"
"11308  :  โรงพยาบาลเขาย้อย","1,162","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11309  :  โรงพยาบาลหนองหญ้าปล้อง","43","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11310  :  โรงพยาบาลชะอำ","3,056","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11311  :  โรงพยาบาลท่ายาง","1,431","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11312  :  โรงพยาบาลบ้านลาด","62","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11313  :  โรงพยาบาลบ้านแหลม","1,016","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11314  :  โรงพยาบาลแก่งกระจาน","104","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10737  :  โรงพยาบาลประจวบคีรีขันธ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11315  :  โรงพยาบาลกุยบุรี","1,226","2","0.16","0","0.00","0","0","0.00","0","0.00"
"11316  :  โรงพยาบาลทับสะแก","968","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11317  :  โรงพยาบาลบางสะพาน","1,497","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11318  :  โรงพยาบาลบางสะพานน้อย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11319  :  โรงพยาบาลปราณบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11320  :  โรงพยาบาลหัวหิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11321  :  โรงพยาบาลสามร้อยยอด","1,142","14","1.23","1","0.09","0","0","0.00","0","0.00"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","435","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","3,157","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11322  :  โรงพยาบาลพรหมคีรี","670","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11324  :  โรงพยาบาลลานสะกา","635","0","0.00","1","0.16","0","0","0.00","0","0.00"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","1,842","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11326  :  โรงพยาบาลพิปูน","428","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11327  :  โรงพยาบาลเชียรใหญ่","873","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11328  :  โรงพยาบาลชะอวด","2,419","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11329  :  โรงพยาบาลท่าศาลา","5,088","1","0.02","12","0.24","0","0","0.00","0","0.00"
"11330  :  โรงพยาบาลทุ่งสง","967","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11331  :  โรงพยาบาลนาบอน","690","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11332  :  โรงพยาบาลทุ่งใหญ่","3,172","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11333  :  โรงพยาบาลปากพนัง","3,449","1","0.03","3","0.09","0","0","0.00","0","0.00"
"11334  :  โรงพยาบาลร่อนพิบูลย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11335  :  โรงพยาบาลสิชล","2,588","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11336  :  โรงพยาบาลขนอม","2,245","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11337  :  โรงพยาบาลหัวไทร","412","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11338  :  โรงพยาบาลบางขัน","1,410","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11339  :  โรงพยาบาลถ้ำพรรณรา","397","0","0.00","1","0.25","0","0","0.00","0","0.00"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","277","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11660  :  โรงพยาบาลจุฬาภรณ์","317","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","637","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","25,629","5","0.02","99","0.39","0","0","0.00","0","0.00"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","151","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","605","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40742  :  โรงพยาบาลนบพิตำ","854","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40743  :  โรงพยาบาลพระพรหม","279","0","0.00","0","0.00","0","0","0.00","0","0.00"
