"โรงพยาบาล","รวมทั้งปีการศึกษา 2562","ปีการศึกษา 2562 เทอม1","ปีการศึกษา 2562 เทอม2"
"เด็กนักเรียน ป.1-6(B)","ได้รับการตรวจเหา และได้รับการแก้ไข(A)","%","เด็กนักเรียน ป.1-6(B)","ได้รับการตรวจเหา และได้รับการแก้ไข(A)","%","เด็กนักเรียน ป.1-6(B)","ได้รับการตรวจเหา และได้รับการแก้ไข(A)","%"
"11220  :  โรงพยาบาลแม่วงก์","0","0","0.00","0","0","0.00","0","0","0.00"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","0","0","0.00","0","0","0.00","0","0","0.00"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0.00","0","0","0.00","0","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","0","0","0.00","0","0","0.00","0","0","0.00"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0.00","0","0","0.00","0","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","0","0","0.00","0","0","0.00","0","0","0.00"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0.00","0","0","0.00","0","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","0","0","0.00","0","0","0.00","0","0","0.00"
"10720  :  โรงพยาบาลอุทัยธานี","0","0","0.00","0","0","0.00","0","0","0.00"
"11221  :  โรงพยาบาลทัพทัน","570","0","0.00","564","0","0.00","567","0","0.00"
"11222  :  โรงพยาบาลสว่างอารมณ์","326","0","0.00","324","0","0.00","322","0","0.00"
"11223  :  โรงพยาบาลหนองฉาง","582","0","0.00","578","0","0.00","108","0","0.00"
"11224  :  โรงพยาบาลหนองขาหย่าง","142","0","0.00","140","0","0.00","140","0","0.00"
"11225  :  โรงพยาบาลบ้านไร่","874","0","0.00","859","0","0.00","619","0","0.00"
"11226  :  โรงพยาบาลลานสัก","751","0","0.00","742","0","0.00","732","0","0.00"
"11227  :  โรงพยาบาลห้วยคต","465","0","0.00","456","0","0.00","458","0","0.00"
"10721  :  โรงพยาบาลกำแพงเพชร","0","0","0.00","0","0","0.00","0","0","0.00"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","572","0","0.00","549","0","0.00","562","0","0.00"
"11229  :  โรงพยาบาลไทรงาม","606","0","0.00","587","0","0.00","594","0","0.00"
"11230  :  โรงพยาบาลคลองลาน","1,179","0","0.00","1,141","0","0.00","837","0","0.00"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","268","0","0.00","262","0","0.00","264","0","0.00"
"11232  :  โรงพยาบาลคลองขลุง","391","0","0.00","375","0","0.00","198","0","0.00"
"11233  :  โรงพยาบาลพรานกระต่าย","142","0","0.00","136","0","0.00","140","0","0.00"
"11234  :  โรงพยาบาลลานกระบือ","831","0","0.00","814","0","0.00","428","0","0.00"
"11235  :  โรงพยาบาลทรายทองวัฒนา","250","0","0.00","246","0","0.00","248","0","0.00"
"11236  :  โรงพยาบาลปางศิลาทอง","161","0","0.00","160","0","0.00","155","0","0.00"
"14135  :  โรงพยาบาลบึงสามัคคี","159","0","0.00","151","0","0.00","157","0","0.00"
"28010  :  โรงพยาบาลโกสัมพีนคร","136","0","0.00","134","0","0.00","134","0","0.00"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","1,435","0","0.00","1,374","0","0.00","847","0","0.00"
"10723  :  โรงพยาบาลแม่สอด","1,230","0","0.00","467","0","0.00","1,088","0","0.00"
"11238  :  โรงพยาบาลบ้านตาก","648","0","0.00","632","0","0.00","383","0","0.00"
"11239  :  โรงพยาบาลสามเงา","555","0","0.00","534","0","0.00","547","0","0.00"
"11240  :  โรงพยาบาลแม่ระมาด","1,018","0","0.00","647","0","0.00","712","0","0.00"
"11241  :  โรงพยาบาลท่าสองยาง","1,159","101","8.71","736","71","9.65","1,156","101","8.74"
"11242  :  โรงพยาบาลพบพระ","1,508","0","0.00","1,161","0","0.00","1,501","0","0.00"
"11243  :  โรงพยาบาลอุ้มผาง","374","0","0.00","0","0","0.00","374","0","0.00"
"27443  :  โรงพยาบาลวังเจ้า","11","0","0.00","11","0","0.00","11","0","0.00"
"10724  :  โรงพยาบาลสุโขทัย","0","0","0.00","0","0","0.00","0","0","0.00"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","0","0","0.00","0","0","0.00","0","0","0.00"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","0","0","0.00","0","0","0.00","0","0","0.00"
"11245  :  โรงพยาบาลคีรีมาศ","0","0","0.00","0","0","0.00","0","0","0.00"
"11246  :  โรงพยาบาลกงไกรลาศ","0","0","0.00","0","0","0.00","0","0","0.00"
"11247  :  โรงพยาบาลศรีสัชนาลัย","0","0","0.00","0","0","0.00","0","0","0.00"
"11248  :  โรงพยาบาลสวรรคโลก","0","0","0.00","0","0","0.00","0","0","0.00"
"11249  :  โรงพยาบาลศรีนคร","0","0","0.00","0","0","0.00","0","0","0.00"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","0","0","0.00","0","0","0.00","0","0","0.00"
"10676  :  โรงพยาบาลพุทธชินราช","0","0","0.00","0","0","0.00","0","0","0.00"
"11251  :  โรงพยาบาลชาติตระการ","516","0","0.00","513","0","0.00","507","0","0.00"
"11252  :  โรงพยาบาลบางระกำ","1,135","0","0.00","1,121","0","0.00","1,115","0","0.00"
"11253  :  โรงพยาบาลบางกระทุ่ม","487","0","0.00","480","0","0.00","476","0","0.00"
"11254  :  โรงพยาบาลพรหมพิราม","301","0","0.00","299","0","0.00","299","0","0.00"
"11255  :  โรงพยาบาลวัดโบสถ์","708","0","0.00","699","0","0.00","696","0","0.00"
"11256  :  โรงพยาบาลวังทอง","0","0","0.00","0","0","0.00","0","0","0.00"
"11257  :  โรงพยาบาลเนินมะปราง","1,206","0","0.00","1,188","0","0.00","991","0","0.00"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","1,218","0","0.00","1,200","0","0.00","691","0","0.00"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","0","0","0.00","0","0","0.00","0","0","0.00"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","0","0","0.00","0","0","0.00","0","0","0.00"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0.00","0","0","0.00","0","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","3,591","2","0.06","3,548","2","0.06","1,753","2","0.11"
"11258  :  โรงพยาบาลวังทรายพูน","226","0","0.00","221","0","0.00","225","0","0.00"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","295","0","0.00","289","0","0.00","291","0","0.00"
"11260  :  โรงพยาบาลบางมูลนาก","1,540","0","0.00","1,525","0","0.00","1,322","0","0.00"
"11261  :  โรงพยาบาลโพทะเล","849","0","0.00","837","0","0.00","844","0","0.00"
"11262  :  โรงพยาบาลสามง่าม","300","0","0.00","294","0","0.00","295","0","0.00"
"11263  :  โรงพยาบาลทับคล้อ","308","0","0.00","307","0","0.00","304","0","0.00"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","1,375","0","0.00","1,348","0","0.00","150","0","0.00"
"11631  :  โรงพยาบาลวชิรบารมี","583","0","0.00","558","0","0.00","249","0","0.00"
"27978  :  โรงพยาบาลสากเหล็ก","356","0","0.00","352","0","0.00","344","0","0.00"
"27979  :  โรงพยาบาลบึงนาราง","0","0","0.00","0","0","0.00","0","0","0.00"
"27980  :  โรงพยาบาลดงเจริญ","0","0","0.00","0","0","0.00","0","0","0.00"
"10727  :  โรงพยาบาลเพชรบูรณ์","2,225","0","0.00","2,187","0","0.00","614","0","0.00"
"11264  :  โรงพยาบาลชนแดน","1,922","0","0.00","1,891","0","0.00","702","0","0.00"
"11265  :  โรงพยาบาลหล่มสัก","2,599","0","0.00","2,569","0","0.00","236","0","0.00"
"11266  :  โรงพยาบาลวิเชียรบุรี","145","0","0.00","139","0","0.00","142","0","0.00"
"11267  :  โรงพยาบาลศรีเทพ","883","0","0.00","860","0","0.00","608","0","0.00"
"11268  :  โรงพยาบาลหนองไผ่","1,705","0","0.00","1,668","0","0.00","1,207","0","0.00"
"11269  :  โรงพยาบาลบึงสามพัน","2,262","0","0.00","2,209","0","0.00","539","0","0.00"
"11270  :  โรงพยาบาลน้ำหนาว","324","0","0.00","323","0","0.00","319","0","0.00"
"11271  :  โรงพยาบาลวังโป่ง","481","0","0.00","476","0","0.00","473","0","0.00"
"11272  :  โรงพยาบาลเขาค้อ","0","0","0.00","0","0","0.00","0","0","0.00"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","1,829","0","0.00","1,817","0","0.00","1,177","0","0.00"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","0","0","0.00","0","0","0.00","0","0","0.00"
"10677  :  โรงพยาบาลราชบุรี","0","0","0.00","0","0","0.00","0","0","0.00"
"10728  :  โรงพยาบาลดำเนินสะดวก","0","0","0.00","0","0","0.00","0","0","0.00"
"10729  :  โรงพยาบาลบ้านโป่ง","0","0","0.00","0","0","0.00","0","0","0.00"
"10730  :  โรงพยาบาลโพธาราม","2,629","9","0.34","2,599","8","0.31","161","2","1.24"
"11273  :  โรงพยาบาลสวนผึ้ง","483","0","0.00","469","0","0.00","479","0","0.00"
"11274  :  โรงพยาบาลบางแพ","401","10","2.49","377","9","2.39","395","8","2.03"
"11275  :  โรงพยาบาลเจ็ดเสมียน","225","0","0.00","212","0","0.00","212","0","0.00"
"11276  :  โรงพยาบาลปากท่อ","456","0","0.00","441","0","0.00","363","0","0.00"
"11277  :  โรงพยาบาลวัดเพลง","484","0","0.00","466","0","0.00","276","0","0.00"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","1,797","1","0.06","1,712","0","0.00","1,772","1","0.06"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","403","0","0.00","398","0","0.00","17","0","0.00"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0.00","0","0","0.00","0","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0","0.00","0","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0.00","0","0","0.00","0","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","0","0","0.00","0","0","0.00","0","0","0.00"
"28858  :  โรงพยาบาลบ้านคา","88","0","0.00","77","0","0.00","87","0","0.00"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","0","0","0.00","0","0","0.00","0","0","0.00"
"10732  :  โรงพยาบาลมะการักษ์","1,154","1","0.09","1,118","1","0.09","628","0","0.00"
"11278  :  โรงพยาบาลไทรโยค","573","0","0.00","504","0","0.00","433","0","0.00"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","316","0","0.00","265","0","0.00","312","0","0.00"
"11280  :  โรงพยาบาลบ่อพลอย","974","0","0.00","936","0","0.00","955","0","0.00"
"11281  :  โรงพยาบาลท่ากระดาน","266","0","0.00","247","0","0.00","265","0","0.00"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","3,809","0","0.00","3,731","0","0.00","779","0","0.00"
"11283  :  โรงพยาบาลทองผาภูมิ","733","0","0.00","434","0","0.00","645","0","0.00"
"11284  :  โรงพยาบาลสังขละบุรี","1,882","0","0.00","36","0","0.00","1,846","0","0.00"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","294","1","0.34","284","1","0.35","287","1","0.35"
"11286  :  โรงพยาบาลเลาขวัญ","316","0","0.00","307","0","0.00","312","0","0.00"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","551","0","0.00","537","0","0.00","541","0","0.00"
"11288  :  โรงพยาบาลสถานพระบารมี","397","0","0.00","386","0","0.00","393","0","0.00"
"11520  :  โรงพยาบาลค่ายสุรสีห์","0","0","0.00","0","0","0.00","0","0","0.00"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","196","0","0.00","160","0","0.00","195","0","0.00"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","295","0","0.00","285","0","0.00","286","0","0.00"
"41701  :  โรงพยาบาลหนองปรือ","213","0","0.00","210","0","0.00","213","0","0.00"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","4,970","0","0.00","4,902","0","0.00","3,907","0","0.00"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","312","0","0.00","302","0","0.00","29","0","0.00"
"11289  :  โรงพยาบาลเดิมบางนางบวช","955","0","0.00","934","0","0.00","874","0","0.00"
"11290  :  โรงพยาบาลด่านช้าง","2,345","0","0.00","2,306","0","0.00","1,812","0","0.00"
"11291  :  โรงพยาบาลบางปลาม้า","163","0","0.00","160","0","0.00","160","0","0.00"
"11292  :  โรงพยาบาลศรีประจันต์","356","0","0.00","348","0","0.00","352","0","0.00"
"11293  :  โรงพยาบาลดอนเจดีย์","1,525","0","0.00","1,496","0","0.00","1,217","0","0.00"
"11294  :  โรงพยาบาลสามชุก","1,180","0","0.00","1,159","0","0.00","1,047","0","0.00"
"11295  :  โรงพยาบาลอู่ทอง","3,559","0","0.00","3,467","0","0.00","1,207","0","0.00"
"11296  :  โรงพยาบาลหนองหญ้าไซ","763","1","0.13","752","0","0.00","754","1","0.13"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","0","0","0.00","0","0","0.00","0","0","0.00"
"10679  :  โรงพยาบาลนครปฐม","0","0","0.00","0","0","0.00","0","0","0.00"
"11297  :  โรงพยาบาลกำแพงแสน","1,143","0","0.00","1,131","0","0.00","1,140","0","0.00"
"11298  :  โรงพยาบาลนครชัยศรี","851","0","0.00","832","0","0.00","670","0","0.00"
"11299  :  โรงพยาบาลห้วยพลู","561","0","0.00","533","0","0.00","129","0","0.00"
"11300  :  โรงพยาบาลดอนตูม","1,748","0","0.00","1,717","0","0.00","1,061","0","0.00"
"11301  :  โรงพยาบาลบางเลน","277","0","0.00","265","0","0.00","269","0","0.00"
"11302  :  โรงพยาบาลสามพราน","146","92","63.01","146","92","63.01","142","89","62.68"
"11303  :  โรงพยาบาลพุทธมณฑล","0","0","0.00","0","0","0.00","0","0","0.00"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0.00","0","0","0.00","0","0","0.00"
"11521  :  โรงพยาบาลจันทรุเบกษา","743","0","0.00","738","0","0.00","742","0","0.00"
"13819  :  โรงพยาบาลหลวงพ่อเปิ่น","0","0","0.00","0","0","0.00","0","0","0.00"
"10734  :  โรงพยาบาลสมุทรสาคร","0","0","0.00","0","0","0.00","0","0","0.00"
"11304  :  โรงพยาบาลกระทุ่มแบน","0","0","0.00","0","0","0.00","0","0","0.00"
"11305  :  โรงพยาบาลบ้านแพ้ว","0","0","0.00","0","0","0.00","0","0","0.00"
"12137  :  โรงพยาบาลทั่วไปขนาดเล็กเจษฎา","4,032","0","0.00","3,968","0","0.00","2,534","0","0.00"
"10735  :  โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","0","0","0.00","0","0","0.00","0","0","0.00"
"11306  :  โรงพยาบาลนภาลัย","0","0","0.00","0","0","0.00","0","0","0.00"
"11307  :  โรงพยาบาลอัมพวา","31","0","0.00","30","0","0.00","29","0","0.00"
"10736  :  โรงพยาบาลพระจอมเกล้า","6,585","0","0.00","6,538","0","0.00","1,515","0","0.00"
"11308  :  โรงพยาบาลเขาย้อย","696","0","0.00","689","0","0.00","191","0","0.00"
"11309  :  โรงพยาบาลหนองหญ้าปล้อง","19","0","0.00","19","0","0.00","19","0","0.00"
"11310  :  โรงพยาบาลชะอำ","413","0","0.00","401","0","0.00","35","0","0.00"
"11311  :  โรงพยาบาลท่ายาง","1,104","0","0.00","1,103","0","0.00","1,101","0","0.00"
"11312  :  โรงพยาบาลบ้านลาด","65","0","0.00","65","0","0.00","65","0","0.00"
"11313  :  โรงพยาบาลบ้านแหลม","750","0","0.00","737","0","0.00","743","0","0.00"
"11314  :  โรงพยาบาลแก่งกระจาน","61","0","0.00","61","0","0.00","61","0","0.00"
"10737  :  โรงพยาบาลประจวบคีรีขันธ์","0","0","0.00","0","0","0.00","0","0","0.00"
"11315  :  โรงพยาบาลกุยบุรี","945","0","0.00","911","0","0.00","723","0","0.00"
"11316  :  โรงพยาบาลทับสะแก","724","0","0.00","704","0","0.00","481","0","0.00"
"11317  :  โรงพยาบาลบางสะพาน","1,047","0","0.00","1,022","0","0.00","931","0","0.00"
"11318  :  โรงพยาบาลบางสะพานน้อย","0","0","0.00","0","0","0.00","0","0","0.00"
"11319  :  โรงพยาบาลปราณบุรี","0","0","0.00","0","0","0.00","0","0","0.00"
"11320  :  โรงพยาบาลหัวหิน","0","0","0.00","0","0","0.00","0","0","0.00"
"11321  :  โรงพยาบาลสามร้อยยอด","754","0","0.00","738","0","0.00","464","0","0.00"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0.00","0","0","0.00","0","0","0.00"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","0","0","0.00","0","0","0.00","0","0","0.00"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","1,460","0","0.00","1,398","0","0.00","258","0","0.00"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","0","0","0.00","0","0","0.00","0","0","0.00"
"11322  :  โรงพยาบาลพรหมคีรี","167","0","0.00","163","0","0.00","163","0","0.00"
"11324  :  โรงพยาบาลลานสะกา","382","0","0.00","371","0","0.00","375","0","0.00"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","696","0","0.00","683","0","0.00","680","0","0.00"
"11326  :  โรงพยาบาลพิปูน","383","0","0.00","377","0","0.00","376","0","0.00"
"11327  :  โรงพยาบาลเชียรใหญ่","582","0","0.00","573","0","0.00","574","0","0.00"
"11328  :  โรงพยาบาลชะอวด","1,713","0","0.00","1,691","0","0.00","1,441","0","0.00"
"11329  :  โรงพยาบาลท่าศาลา","3,789","1","0.03","3,749","0","0.00","3,326","0","0.00"
"11330  :  โรงพยาบาลทุ่งสง","0","0","0.00","0","0","0.00","0","0","0.00"
"11331  :  โรงพยาบาลนาบอน","397","0","0.00","363","0","0.00","251","0","0.00"
"11332  :  โรงพยาบาลทุ่งใหญ่","1,681","231","13.74","1,648","230","13.96","848","163","19.22"
"11333  :  โรงพยาบาลปากพนัง","886","0","0.00","866","0","0.00","115","0","0.00"
"11334  :  โรงพยาบาลร่อนพิบูลย์","0","0","0.00","0","0","0.00","0","0","0.00"
"11335  :  โรงพยาบาลสิชล","1,724","66","3.83","1,680","66","3.93","1,697","66","3.89"
"11336  :  โรงพยาบาลขนอม","1,482","0","0.00","1,398","0","0.00","915","0","0.00"
"11337  :  โรงพยาบาลหัวไทร","307","0","0.00","302","0","0.00","213","0","0.00"
"11338  :  โรงพยาบาลบางขัน","964","0","0.00","953","0","0.00","867","0","0.00"
"11339  :  โรงพยาบาลถ้ำพรรณรา","281","0","0.00","279","0","0.00","275","0","0.00"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","164","0","0.00","159","0","0.00","158","0","0.00"
"11660  :  โรงพยาบาลจุฬาภรณ์","231","0","0.00","225","0","0.00","230","0","0.00"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","0","0","0.00","0","0","0.00","0","0","0.00"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","347","0","0.00","321","0","0.00","326","0","0.00"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","0","0","0.00","0","0","0.00","0","0","0.00"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","9,985","0","0.00","9,900","0","0.00","6,534","0","0.00"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","170","0","0.00","164","0","0.00","169","0","0.00"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","501","0","0.00","493","0","0.00","422","0","0.00"
"40742  :  โรงพยาบาลนบพิตำ","393","0","0.00","387","0","0.00","386","0","0.00"
"40743  :  โรงพยาบาลพระพรหม","142","0","0.00","136","0","0.00","138","0","0.00"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0.00","0","0","0.00","0","0","0.00"
"10738  :  โรงพยาบาลกระบี่","0","0","0.00","0","0","0.00","0","0","0.00"
"11340  :  โรงพยาบาลเขาพนม","0","0","0.00","0","0","0.00","0","0","0.00"
"11341  :  โรงพยาบาลเกาะลันตา","0","0","0.00","0","0","0.00","0","0","0.00"
"11342  :  โรงพยาบาลคลองท่อม","0","0","0.00","0","0","0.00","0","0","0.00"
"11343  :  โรงพยาบาลอ่าวลึก","0","0","0.00","0","0","0.00","0","0","0.00"
"11344  :  โรงพยาบาลปลายพระยา","0","0","0.00","0","0","0.00","0","0","0.00"
"11345  :  โรงพยาบาลลำทับ","0","0","0.00","0","0","0.00","0","0","0.00"
"11346  :  โรงพยาบาลเหนือคลอง","0","0","0.00","0","0","0.00","0","0","0.00"
"77753  :  โรงพยาบาลเกาะพีพี","81","0","0.00","77","0","0.00","76","0","0.00"
"10739  :  โรงพยาบาลพังงา","0","0","0.00","0","0","0.00","0","0","0.00"
"10740  :  โรงพยาบาลตะกั่วป่า","875","0","0.00","870","0","0.00","33","0","0.00"
"11347  :  โรงพยาบาลเกาะยาวชัยพัฒน์","405","0","0.00","398","0","0.00","350","0","0.00"
"11348  :  โรงพยาบาลกะปงชัยพัฒน์","307","0","0.00","281","0","0.00","272","0","0.00"
"11349  :  โรงพยาบาลตะกั่วทุ่ง","807","0","0.00","779","0","0.00","431","0","0.00"
"11350  :  โรงพยาบาลบางไทร","0","0","0.00","0","0","0.00","0","0","0.00"
"11352  :  โรงพยาบาลคุระบุรีชัยพัฒน์","937","3","0.32","893","3","0.34","748","3","0.40"
"11353  :  โรงพยาบาลทับปุด","649","0","0.00","611","0","0.00","638","0","0.00"
"11354  :  โรงพยาบาลท้ายเหมืองชัยพัฒน์","775","0","0.00","746","0","0.00","569","0","0.00"
"10741  :  โรงพยาบาลวชิระภูเก็ต","3,395","0","0.00","3,378","0","0.00","1,735","0","0.00"
"11355  :  โรงพยาบาลป่าตอง","322","115","35.71","303","112","36.96","304","111","36.51"
"11356  :  โรงพยาบาลถลาง","0","0","0.00","0","0","0.00","0","0","0.00"
"24678  :  โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต","0","0","0.00","0","0","0.00","0","0","0.00"
"41436  :  โรงพยาบาลฉลอง","0","0","0.00","0","0","0.00","0","0","0.00"
"09192  :  โรงพยาบาลเกาะเต่า","115","0","0.00","109","0","0.00","108","0","0.00"
"10681  :  โรงพยาบาลสุราษฎร์ธานี","0","0","0.00","0","0","0.00","0","0","0.00"
"10742  :  โรงพยาบาลเกาะสมุย","777","0","0.00","768","0","0.00","24","0","0.00"
"11357  :  โรงพยาบาลกาญจนดิษฐ์","0","0","0.00","0","0","0.00","0","0","0.00"
"11358  :  โรงพยาบาลดอนสัก","1,223","0","0.00","1,179","0","0.00","811","0","0.00"
"11359  :  โรงพยาบาลเกาะพงัน","237","0","0.00","219","0","0.00","233","0","0.00"
"11360  :  โรงพยาบาลไชยา","900","0","0.00","888","0","0.00","543","0","0.00"
"11361  :  โรงพยาบาลท่าชนะ","491","0","0.00","481","0","0.00","487","0","0.00"
"11362  :  โรงพยาบาลคีรีรัฐนิคม","0","0","0.00","0","0","0.00","0","0","0.00"
"11363  :  โรงพยาบาลบ้านตาขุน","421","0","0.00","409","0","0.00","414","0","0.00"
"11364  :  โรงพยาบาลพนม","563","0","0.00","538","0","0.00","546","0","0.00"
"11365  :  โรงพยาบาลท่าฉาง","424","0","0.00","413","0","0.00","418","0","0.00"
"11366  :  โรงพยาบาลบ้านนาสาร","0","0","0.00","0","0","0.00","0","0","0.00"
"11367  :  โรงพยาบาลบ้านนาเดิม","55","0","0.00","54","0","0.00","52","0","0.00"
"11368  :  โรงพยาบาลเคียนซา","1,730","0","0.00","1,702","0","0.00","887","0","0.00"
"11369  :  โรงพยาบาลพระแสง","853","0","0.00","843","0","0.00","602","0","0.00"
"11370  :  โรงพยาบาลพุนพิน","1,748","0","0.00","1,718","0","0.00","563","0","0.00"
"11371  :  โรงพยาบาลชัยบุรี","234","0","0.00","222","0","0.00","229","0","0.00"
"11459  :  โรงพยาบาลสมเด็จพระยุพราชเวียงสระ","437","0","0.00","422","0","0.00","422","0","0.00"
"11654  :  โรงพยาบาลวิภาวดี","238","0","0.00","216","0","0.00","233","0","0.00"
"12289  :  โรงพยาบาลสวนสราญรมย์","0","0","0.00","0","0","0.00","0","0","0.00"
"14138  :  โรงพยาบาลท่าโรงช้าง","140","0","0.00","122","0","0.00","129","0","0.00"
"14203  :  โรงพยาบาลมะเร็งสุราษฎร์ธานี","0","0","0.00","0","0","0.00","0","0","0.00"
"14862  :  โรงพยาบาลกองบิน7","0","0","0.00","0","0","0.00","0","0","0.00"
"14901  :  โรงพยาบาลค่ายวิภาวดีรังสิต","0","0","0.00","0","0","0.00","0","0","0.00"
"40915  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้","0","0","0.00","0","0","0.00","0","0","0.00"
"10743  :  โรงพยาบาลระนอง","2,231","0","0.00","2,172","0","0.00","1,183","0","0.00"
"11323  :  โรงพยาบาลละอุ่น","0","0","0.00","0","0","0.00","0","0","0.00"
"11372  :  โรงพยาบาลกะเปอร์","784","0","0.00","767","0","0.00","780","0","0.00"
"11373  :  โรงพยาบาลกระบุรี","824","0","0.00","792","0","0.00","498","0","0.00"
"11374  :  โรงพยาบาลสุขสำราญ","295","0","0.00","276","0","0.00","290","0","0.00"
"10744  :  โรงพยาบาลชุมพรเขตรอุดมศักดิ์","0","0","0.00","0","0","0.00","0","0","0.00"
"11375  :  โรงพยาบาลปากน้ำชุมพร","0","0","0.00","0","0","0.00","0","0","0.00"
"11376  :  โรงพยาบาลท่าแซะ","0","0","0.00","0","0","0.00","0","0","0.00"
"11377  :  โรงพยาบาลปะทิว","0","0","0.00","0","0","0.00","0","0","0.00"
"11378  :  โรงพยาบาลมาบอำมฤต","0","0","0.00","0","0","0.00","0","0","0.00"
"11379  :  โรงพยาบาลหลังสวน","42","0","0.00","39","0","0.00","42","0","0.00"
"11380  :  โรงพยาบาลปากน้ำหลังสวน","0","0","0.00","0","0","0.00","0","0","0.00"
"11381  :  โรงพยาบาลละแม","648","0","0.00","628","0","0.00","571","0","0.00"
"11382  :  โรงพยาบาลพะโต๊ะ","0","0","0.00","0","0","0.00","0","0","0.00"
"11383  :  โรงพยาบาลสวี","907","0","0.00","903","0","0.00","904","0","0.00"
"11385  :  โรงพยาบาลทุ่งตะโก","0","0","0.00","0","0","0.00","0","0","0.00"
"11525  :  โรงพยาบาลค่ายเขตอุดมศักดิ์","0","0","0.00","0","0","0.00","0","0","0.00"
"10682  :  โรงพยาบาลหาดใหญ่","0","0","0.00","0","0","0.00","0","0","0.00"
