"โรงพยาบาล","ปีการศึกษา 2563 เทอม1","ปีการศึกษา 2563 เทอม2"
"เด็กนักเรียน ป.1-6 ทั้งหมด(C)","ตรวจฟัน(B)","%","เคลือบหลุมร่องฟันแท้(A)","%","เด็กนักเรียน ป.1-6 ทั้งหมด (C)","ตรวจฟัน(B)","%","เคลือบหลุมร่องฟันแท้(A)","%"
"11453  :  โรงพยาบาลสมเด็จพระยุพราชปัว","544","345","63.42","344","63.24","479","64","13.36","44","9.19"
"11510  :  โรงพยาบาลค่ายสุริยพงษ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11625  :  โรงพยาบาลเฉลิมพระเกียรติ","80","45","56.25","47","58.75","80","2","2.50","0","0.00"
"25017  :  โรงพยาบาลภูเพียง","105","1","0.95","1","0.95","112","1","0.89","1","0.89"
"10717  :  โรงพยาบาลพะเยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10718  :  โรงพยาบาลเชียงคำ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11184  :  โรงพยาบาลจุน","875","428","48.91","152","17.37","816","123","15.07","317","38.85"
"11185  :  โรงพยาบาลเชียงม่วน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11186  :  โรงพยาบาลดอกคำใต้","339","148","43.66","79","23.30","339","145","42.77","74","21.83"
"11187  :  โรงพยาบาลปง","312","185","59.29","171","54.81","283","26","9.19","13","4.59"
"11188  :  โรงพยาบาลแม่ใจ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"15140  :  โรงพยาบาลค่ายขุนเจืองธรรมิกราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40744  :  โรงพยาบาลภูซาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40745  :  โรงพยาบาลภูกามยาว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41347  :  โรงพยาบาลมหาวิทยาลัยพะเยา","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10674  :  โรงพยาบาลเชียงรายประชานุเคราะห์","5,779","88","1.52","115","1.99","7,832","311","3.97","353","4.51"
"11189  :  โรงพยาบาลเทิง","2,315","54","2.33","25","1.08","2,139","58","2.71","54","2.52"
"11190  :  โรงพยาบาลพาน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11191  :  โรงพยาบาลป่าแดด","413","185","44.79","71","17.19","428","13","3.04","180","42.06"
"11192  :  โรงพยาบาลแม่จัน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11193  :  โรงพยาบาลเชียงแสน","464","85","18.32","82","17.67","532","115","21.62","114","21.43"
"11194  :  โรงพยาบาลแม่สาย","2,401","176","7.33","77","3.21","3,445","189","5.49","148","4.30"
"11195  :  โรงพยาบาลแม่สรวย","520","63","12.12","42","8.08","540","23","4.26","20","3.70"
"11196  :  โรงพยาบาลเวียงป่าเป้า","803","72","8.97","0","0.00","1,044","88","8.43","88","8.43"
"11197  :  โรงพยาบาลพญาเม็งราย","365","60","16.44","6","1.64","369","128","34.69","142","38.48"
"11198  :  โรงพยาบาลเวียงแก่น","479","2","0.42","89","18.58","577","137","23.74","61","10.57"
"11199  :  โรงพยาบาลขุนตาล","122","9","7.38","9","7.38","133","7","5.26","9","6.77"
"11200  :  โรงพยาบาลแม่ฟ้าหลวง","302","103","34.11","103","34.11","354","8","2.26","0","0.00"
"11201  :  โรงพยาบาลแม่ลาว","85","39","45.88","14","16.47","99","27","27.27","26","26.26"
"11202  :  โรงพยาบาลเวียงเชียงรุ้ง","405","172","42.47","7","1.73","426","184","43.19","179","42.02"
"11454  :  โรงพยาบาลสมเด็จพระยุพราชเชียงของ","1,834","214","11.67","60","3.27","1,855","40","2.16","214","11.54"
"15012  :  โรงพยาบาลสมเด็จพระญาณสังวร","44","24","54.55","1","2.27","50","0","0.00","33","66.00"
"23429  :  โรงพยาบาลมหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28823  :  โรงพยาบาลดอยหลวง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41509  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยแม่ฟ้าหลวง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10719  :  โรงพยาบาลศรีสังวาลย์","1,318","6","0.46","1","0.08","1,691","226","13.36","229","13.54"
"11203  :  โรงพยาบาลขุนยวม","651","26","3.99","18","2.76","769","230","29.91","216","28.09"
"11204  :  โรงพยาบาลปาย","934","0","0.00","0","0.00","1,071","11","1.03","11","1.03"
"11205  :  โรงพยาบาลแม่สะเรียง","1,854","200","10.79","349","18.82","1,900","248","13.05","286","15.05"
"11206  :  โรงพยาบาลแม่ลาน้อย","536","238","44.40","180","33.58","542","30","5.54","77","14.21"
"11207  :  โรงพยาบาลสบเมย","250","91","36.40","97","38.80","289","12","4.15","0","0.00"
"11208  :  โรงพยาบาลปางมะผ้า","527","26","4.93","25","4.74","589","40","6.79","17","2.89"
"14197  :  โรงพยาบาลธัญญรักษ์แม่ฮ่องสอน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10675  :  โรงพยาบาลสวรรค์ประชารักษ์","2,004","10","0.50","20","1.00","5,000","88","1.76","124","2.48"
"11209  :  โรงพยาบาลโกรกพระ","573","108","18.85","95","16.58","572","79","13.81","67","11.71"
"11210  :  โรงพยาบาลชุมแสง","1,297","171","13.18","84","6.48","1,287","111","8.62","219","17.02"
"11211  :  โรงพยาบาลหนองบัว","1,246","11","0.88","944","75.76","1,251","36","2.88","16","1.28"
"11212  :  โรงพยาบาลบรรพตพิสัย","651","217","33.33","219","33.64","671","81","12.07","0","0.00"
"11213  :  โรงพยาบาลเก้าเลี้ยว","448","181","40.40","101","22.54","439","176","40.09","100","22.78"
"11214  :  โรงพยาบาลตาคลี","746","0","0.00","1","0.13","744","3","0.40","3","0.40"
"11215  :  โรงพยาบาลท่าตะโก","1,268","114","8.99","138","10.88","1,229","95","7.73","155","12.61"
"11216  :  โรงพยาบาลไพศาลี","514","157","30.54","151","29.38","484","118","24.38","139","28.72"
"11217  :  โรงพยาบาลพยุหะคีรี","1,535","248","16.16","252","16.42","1,552","217","13.98","179","11.53"
"11218  :  โรงพยาบาลลาดยาว","1,329","17","1.28","10","0.75","1,331","111","8.34","116","8.72"
"11219  :  โรงพยาบาลตากฟ้า","1,270","1","0.08","0","0.00","1,268","72","5.68","72","5.68"
"11220  :  โรงพยาบาลแม่วงก์","310","1","0.32","25","8.06","289","16","5.54","2","0.69"
"11513  :  โรงพยาบาลค่ายจิรประวัติ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12030  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 1 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12033  :  โรงพยาบาลรวมแพทย์นครสวรรค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12034  :  โรงพยาบาลพริ้นซ์ ปากน้ำโพ 2 โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12042  :  โรงพยาบาลร่มฉัตร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12044  :  โรงพยาบาลศรีสวรรค์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12284  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 3","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14171  :  โรงพยาบาลจิตเวชนครสวรรค์ราชนครินทร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"40749  :  โรงพยาบาลชุมตาบง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10720  :  โรงพยาบาลอุทัยธานี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11221  :  โรงพยาบาลทัพทัน","660","145","21.97","149","22.58","667","21","3.15","7","1.05"
"11222  :  โรงพยาบาลสว่างอารมณ์","363","0","0.00","2","0.55","365","70","19.18","73","20.00"
"11223  :  โรงพยาบาลหนองฉาง","599","256","42.74","249","41.57","602","52","8.64","28","4.65"
"11224  :  โรงพยาบาลหนองขาหย่าง","150","37","24.67","41","27.33","149","31","20.81","43","28.86"
"11225  :  โรงพยาบาลบ้านไร่","967","389","40.23","206","21.30","982","361","36.76","317","32.28"
"11226  :  โรงพยาบาลลานสัก","884","84","9.50","33","3.73","888","84","9.46","86","9.68"
"11227  :  โรงพยาบาลห้วยคต","485","154","31.75","163","33.61","488","156","31.97","130","26.64"
"10721  :  โรงพยาบาลกำแพงเพชร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11228  :  โรงพยาบาลทุ่งโพธิ์ทะเล","568","93","16.37","96","16.90","576","85","14.76","4","0.69"
"11229  :  โรงพยาบาลไทรงาม","621","489","78.74","489","78.74","642","42","6.54","22","3.43"
"11230  :  โรงพยาบาลคลองลาน","1,266","847","66.90","894","70.62","1,273","75","5.89","39","3.06"
"11231  :  โรงพยาบาลขาณุวรลักษบุรี","325","156","48.00","154","47.38","290","162","55.86","55","18.97"
"11232  :  โรงพยาบาลคลองขลุง","399","35","8.77","32","8.02","415","87","20.96","75","18.07"
"11233  :  โรงพยาบาลพรานกระต่าย","133","48","36.09","48","36.09","139","10","7.19","10","7.19"
"11234  :  โรงพยาบาลลานกระบือ","1,152","15","1.30","214","18.58","1,410","233","16.52","75","5.32"
"11235  :  โรงพยาบาลทรายทองวัฒนา","265","9","3.40","8","3.02","262","26","9.92","20","7.63"
"11236  :  โรงพยาบาลปางศิลาทอง","181","19","10.50","17","9.39","180","63","35.00","56","31.11"
"14135  :  โรงพยาบาลบึงสามัคคี","199","24","12.06","22","11.06","168","64","38.10","43","25.60"
"28010  :  โรงพยาบาลโกสัมพีนคร","156","14","8.97","23","14.74","156","9","5.77","7","4.49"
"10722  :  โรงพยาบาลสมเด็จพระเจ้าตากสินมหาราช","3,045","60","1.97","50","1.64","3,533","156","4.42","144","4.08"
"10723  :  โรงพยาบาลแม่สอด","1,935","1","0.05","4","0.21","2,750","2","0.07","11","0.40"
"11238  :  โรงพยาบาลบ้านตาก","638","4","0.63","1","0.16","657","191","29.07","196","29.83"
"11239  :  โรงพยาบาลสามเงา","575","1","0.17","0","0.00","578","18","3.11","23","3.98"
"11240  :  โรงพยาบาลแม่ระมาด","948","25","2.64","2","0.21","1,142","3","0.26","32","2.80"
"11241  :  โรงพยาบาลท่าสองยาง","991","106","10.70","1","0.10","1,224","160","13.07","213","17.40"
"11242  :  โรงพยาบาลพบพระ","1,271","80","6.29","114","8.97","1,907","212","11.12","196","10.28"
"11243  :  โรงพยาบาลอุ้มผาง","316","1","0.32","1","0.32","383","247","64.49","249","65.01"
"27443  :  โรงพยาบาลวังเจ้า","12","1","8.33","0","0.00","22","4","18.18","4","18.18"
"10724  :  โรงพยาบาลสุโขทัย","840","3","0.36","0","0.00","834","89","10.67","90","10.79"
"10725  :  โรงพยาบาลศรีสังวรสุโขทัย","0","0","0.00","0","0.00","100","24","24.00","25","25.00"
"11244  :  โรงพยาบาลบ้านด่านลานหอย","960","50","5.21","18","1.88","975","413","42.36","417","42.77"
"11245  :  โรงพยาบาลคีรีมาศ","179","0","0.00","1","0.56","335","147","43.88","156","46.57"
"11246  :  โรงพยาบาลกงไกรลาศ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11247  :  โรงพยาบาลศรีสัชนาลัย","1,002","20","2.00","5","0.50","1,000","224","22.40","227","22.70"
"11248  :  โรงพยาบาลสวรรคโลก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11249  :  โรงพยาบาลศรีนคร","891","237","26.60","240","26.94","889","64","7.20","65","7.31"
"11250  :  โรงพยาบาลทุ่งเสลี่ยม","1,034","203","19.63","26","2.51","1,180","224","18.98","224","18.98"
"10676  :  โรงพยาบาลพุทธชินราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11251  :  โรงพยาบาลชาติตระการ","520","7","1.35","3","0.58","518","40","7.72","40","7.72"
"11252  :  โรงพยาบาลบางระกำ","1,209","72","5.96","105","8.68","1,209","34","2.81","192","15.88"
"11253  :  โรงพยาบาลบางกระทุ่ม","499","54","10.82","44","8.82","506","113","22.33","119","23.52"
"11254  :  โรงพยาบาลพรหมพิราม","893","433","48.49","437","48.94","909","37","4.07","1","0.11"
"11255  :  โรงพยาบาลวัดโบสถ์","717","315","43.93","262","36.54","727","139","19.12","138","18.98"
"11256  :  โรงพยาบาลวังทอง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11257  :  โรงพยาบาลเนินมะปราง","1,425","107","7.51","5","0.35","1,422","483","33.97","498","35.02"
"11455  :  โรงพยาบาลสมเด็จพระยุพราชนครไทย","1,260","19","1.51","12","0.95","1,270","69","5.43","72","5.67"
"11517  :  โรงพยาบาลค่ายสมเด็จพระนเรศวร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14972  :  โรงพยาบาลมหาวิทยาลัยนเรศวร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"41429  :  โรงพยาบาลจิตเวชพิษณุโลก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10726  :  โรงพยาบาลพิจิตร","3,919","198","5.05","182","4.64","4,987","525","10.53","530","10.63"
"11258  :  โรงพยาบาลวังทรายพูน","239","1","0.42","0","0.00","243","179","73.66","180","74.07"
"11259  :  โรงพยาบาลโพธิ์ประทับช้าง","340","15","4.41","8","2.35","341","5","1.47","7","2.05"
"11260  :  โรงพยาบาลบางมูลนาก","1,580","99","6.27","107","6.77","2,245","346","15.41","348","15.50"
"11261  :  โรงพยาบาลโพทะเล","886","329","37.13","336","37.92","884","380","42.99","382","43.21"
"11262  :  โรงพยาบาลสามง่าม","334","221","66.17","231","69.16","316","265","83.86","156","49.37"
"11263  :  โรงพยาบาลทับคล้อ","340","81","23.82","32","9.41","404","149","36.88","111","27.48"
"11456  :  โรงพยาบาลสมเด็จพระยุพราชตะพานหิน","1,591","106","6.66","153","9.62","1,985","190","9.57","154","7.76"
"11631  :  โรงพยาบาลวชิรบารมี","792","227","28.66","155","19.57","802","386","48.13","231","28.80"
"27978  :  โรงพยาบาลสากเหล็ก","455","85","18.68","82","18.02","455","130","28.57","134","29.45"
"27979  :  โรงพยาบาลบึงนาราง","25","0","0.00","0","0.00","0","0","0.00","0","0.00"
"27980  :  โรงพยาบาลดงเจริญ","13","0","0.00","0","0.00","5","0","0.00","0","0.00"
"10727  :  โรงพยาบาลเพชรบูรณ์","2,335","5","0.21","4","0.17","3,534","529","14.97","532","15.05"
"11264  :  โรงพยาบาลชนแดน","2,037","53","2.60","42","2.06","2,066","419","20.28","425","20.57"
"11265  :  โรงพยาบาลหล่มสัก","3,363","127","3.78","63","1.87","4,005","160","4.00","184","4.59"
"11266  :  โรงพยาบาลวิเชียรบุรี","147","0","0.00","0","0.00","150","32","21.33","33","22.00"
"11267  :  โรงพยาบาลศรีเทพ","940","97","10.32","0","0.00","945","5","0.53","107","11.32"
"11268  :  โรงพยาบาลหนองไผ่","1,827","14","0.77","1","0.05","1,770","362","20.45","368","20.79"
"11269  :  โรงพยาบาลบึงสามพัน","2,420","21","0.87","9","0.37","2,447","71","2.90","69","2.82"
"11270  :  โรงพยาบาลน้ำหนาว","360","24","6.67","0","0.00","353","217","61.47","218","61.76"
"11271  :  โรงพยาบาลวังโป่ง","626","133","21.25","133","21.25","511","5","0.98","9","1.76"
"11272  :  โรงพยาบาลเขาค้อ","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11457  :  โรงพยาบาลสมเด็จพระยุพราชหล่มเก่า","1,534","27","1.76","0","0.00","1,957","609","31.12","618","31.58"
"11946  :  โรงพยาบาลค่ายพ่อขุนผาเมือง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10677  :  โรงพยาบาลราชบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10728  :  โรงพยาบาลดำเนินสะดวก","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10729  :  โรงพยาบาลบ้านโป่ง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10730  :  โรงพยาบาลโพธาราม","2,744","915","33.35","937","34.15","3,428","93","2.71","4","0.12"
"11273  :  โรงพยาบาลสวนผึ้ง","506","121","23.91","127","25.10","514","0","0.00","0","0.00"
"11274  :  โรงพยาบาลบางแพ","417","2","0.48","0","0.00","438","2","0.46","2","0.46"
"11275  :  โรงพยาบาลเจ็ดเสมียน","195","46","23.59","1","0.51","195","4","2.05","46","23.59"
"11276  :  โรงพยาบาลปากท่อ","759","0","0.00","3","0.40","781","108","13.83","109","13.96"
"11277  :  โรงพยาบาลวัดเพลง","687","184","26.78","55","8.01","689","146","21.19","145","21.04"
"11458  :  โรงพยาบาลสมเด็จพระยุพราชจอมบึง","1,911","503","26.32","24","1.26","1,973","557","28.23","552","27.98"
"11519  :  โรงพยาบาลค่ายภาณุรังษี","472","2","0.42","3","0.64","484","1","0.21","4","0.83"
"12093  :  สถานพยาบาลแพทย์ประดิษฐ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12097  :  มหาชัยพร้อมแพทย์โรงพยาบาลทั่วไปขนาดกลาง","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12098  :  โรงพยาบาลกรุงเทพเมืองราชโรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12103  :  โรงพยาบาลซานคามิลโล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12286  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 5","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"28858  :  โรงพยาบาลบ้านคา","76","1","1.32","1","1.32","82","0","0.00","0","0.00"
"10731  :  โรงพยาบาลพหลพลพยุหเสนา","0","0","0.00","0","0.00","855","6","0.70","8","0.94"
"10732  :  โรงพยาบาลมะการักษ์","1,189","10","0.84","8","0.67","1,214","1","0.08","5","0.41"
"11278  :  โรงพยาบาลไทรโยค","592","37","6.25","31","5.24","648","157","24.23","159","24.54"
"11279  :  โรงพยาบาลสมเด็จพระปิยมหาราชรมณียเขต","341","0","0.00","0","0.00","363","0","0.00","0","0.00"
"11280  :  โรงพยาบาลบ่อพลอย","1,026","348","33.92","11","1.07","1,045","370","35.41","372","35.60"
"11281  :  โรงพยาบาลท่ากระดาน","289","2","0.69","1","0.35","296","34","11.49","34","11.49"
"11282  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่ ๑๙","3,994","169","4.23","153","3.83","4,015","303","7.55","312","7.77"
"11283  :  โรงพยาบาลทองผาภูมิ","605","1","0.17","0","0.00","1,071","95","8.87","95","8.87"
"11284  :  โรงพยาบาลสังขละบุรี","1,645","4","0.24","0","0.00","2,016","80","3.97","80","3.97"
"11285  :  โรงพยาบาลเจ้าคุณไพบูลย์พนมทวน","378","4","1.06","0","0.00","388","126","32.47","130","33.51"
"11286  :  โรงพยาบาลเลาขวัญ","336","0","0.00","0","0.00","340","43","12.65","44","12.94"
"11287  :  โรงพยาบาลด่านมะขามเตี้ย","563","1","0.18","6","1.07","579","9","1.55","4","0.69"
"11288  :  โรงพยาบาลสถานพระบารมี","736","1","0.14","0","0.00","741","1","0.13","1","0.13"
"11520  :  โรงพยาบาลค่ายสุรสีห์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"14136  :  โรงพยาบาลศุกร์ศิริศรีสวัสดิ์","186","0","0.00","0","0.00","221","0","0.00","0","0.00"
"21948  :  โรงพยาบาลห้วยกระเจา เฉลิมพระเกียรติ 80 พรรษา","300","0","0.00","0","0.00","305","0","0.00","0","0.00"
"41701  :  โรงพยาบาลหนองปรือ","237","228","96.20","232","97.89","237","6","2.53","0","0.00"
"10678  :  โรงพยาบาลเจ้าพระยายมราช","5,859","57","0.97","33","0.56","6,868","43","0.63","39","0.57"
"10733  :  โรงพยาบาลสมเด็จพระสังฆราชองค์ที่17","870","1","0.11","0","0.00","1,187","11","0.93","11","0.93"
"11289  :  โรงพยาบาลเดิมบางนางบวช","1,098","0","0.00","0","0.00","1,100","48","4.36","53","4.82"
"11290  :  โรงพยาบาลด่านช้าง","2,703","54","2.00","16","0.59","2,713","41","1.51","42","1.55"
"11291  :  โรงพยาบาลบางปลาม้า","232","0","0.00","0","0.00","201","0","0.00","1","0.50"
"11292  :  โรงพยาบาลศรีประจันต์","367","2","0.54","1","0.27","374","2","0.53","2","0.53"
"11293  :  โรงพยาบาลดอนเจดีย์","1,587","0","0.00","3","0.19","1,598","1","0.06","3","0.19"
"11294  :  โรงพยาบาลสามชุก","1,230","100","8.13","109","8.86","1,229","8","0.65","7","0.57"
"11295  :  โรงพยาบาลอู่ทอง","4,651","40","0.86","12","0.26","4,712","36","0.76","35","0.74"
"11296  :  โรงพยาบาลหนองหญ้าไซ","807","29","3.59","6","0.74","803","70","8.72","83","10.34"
"12123  :  โรงพยาบาลวิภาวดี-ปิยราษฎร์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10679  :  โรงพยาบาลนครปฐม","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11297  :  โรงพยาบาลกำแพงแสน","1,348","0","0.00","1","0.07","1,283","5","0.39","6","0.47"
"11298  :  โรงพยาบาลนครชัยศรี","1,251","75","6.00","11","0.88","1,243","2","0.16","70","5.63"
"11299  :  โรงพยาบาลห้วยพลู","898","96","10.69","33","3.67","919","2","0.22","107","11.64"
"11300  :  โรงพยาบาลดอนตูม","1,854","0","0.00","4","0.22","1,872","6","0.32","7","0.37"
"11301  :  โรงพยาบาลบางเลน","284","75","26.41","93","32.75","291","0","0.00","0","0.00"
"11302  :  โรงพยาบาลสามพราน","417","0","0.00","41","9.83","416","0","0.00","9","2.16"
"11303  :  โรงพยาบาลพุทธมณฑล","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11473  :  โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11521  :  โรงพยาบาลจันทรุเบกษา","1,249","0","0.00","2","0.16","1,245","0","0.00","0","0.00"
"13819  :  โรงพยาบาลหลวงพ่อเปิ่น","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"10734  :  โรงพยาบาลสมุทรสาคร","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11304  :  โรงพยาบาลกระทุ่มแบน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11305  :  โรงพยาบาลบ้านแพ้ว","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12137  :  โรงพยาบาลทั่วไปขนาดเล็กเจษฎา","4,632","97","2.09","230","4.97","4,653","14","0.30","3","0.06"
"10735  :  โรงพยาบาลสมเด็จพระพุทธเลิศหล้า","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11306  :  โรงพยาบาลนภาลัย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11307  :  โรงพยาบาลอัมพวา","32","0","0.00","0","0.00","35","0","0.00","0","0.00"
"10736  :  โรงพยาบาลพระจอมเกล้า","6,917","33","0.48","42","0.61","6,961","16","0.23","14","0.20"
"11308  :  โรงพยาบาลเขาย้อย","823","77","9.36","78","9.48","830","75","9.04","76","9.16"
"11309  :  โรงพยาบาลหนองหญ้าปล้อง","26","0","0.00","0","0.00","28","15","53.57","15","53.57"
"11310  :  โรงพยาบาลชะอำ","938","4","0.43","1","0.11","2,105","68","3.23","70","3.33"
"11311  :  โรงพยาบาลท่ายาง","1,167","2","0.17","6","0.51","1,163","33","2.84","33","2.84"
"11312  :  โรงพยาบาลบ้านลาด","56","0","0.00","0","0.00","57","0","0.00","0","0.00"
"11313  :  โรงพยาบาลบ้านแหลม","776","307","39.56","223","28.74","793","154","19.42","126","15.89"
"11314  :  โรงพยาบาลแก่งกระจาน","67","0","0.00","0","0.00","79","18","22.78","21","26.58"
"10737  :  โรงพยาบาลประจวบคีรีขันธ์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11315  :  โรงพยาบาลกุยบุรี","959","127","13.24","168","17.52","967","13","1.34","0","0.00"
"11316  :  โรงพยาบาลทับสะแก","756","219","28.97","220","29.10","765","208","27.19","2","0.26"
"11317  :  โรงพยาบาลบางสะพาน","1,071","409","38.19","227","21.20","1,078","316","29.31","208","19.29"
"11318  :  โรงพยาบาลบางสะพานน้อย","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11319  :  โรงพยาบาลปราณบุรี","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11320  :  โรงพยาบาลหัวหิน","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11321  :  โรงพยาบาลสามร้อยยอด","899","52","5.78","63","7.01","906","29","3.20","19","2.10"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","0","0","0.00","0","0.00","183","0","0.00","3","1.64"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","1,832","7","0.38","3","0.16","2,268","0","0.00","5","0.22"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11322  :  โรงพยาบาลพรหมคีรี","173","0","0.00","0","0.00","178","28","15.73","29","16.29"
"11324  :  โรงพยาบาลลานสะกา","408","2","0.49","3","0.74","413","51","12.35","48","11.62"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","1,435","235","16.38","3","0.21","1,443","93","6.44","245","16.98"
"11326  :  โรงพยาบาลพิปูน","397","0","0.00","2","0.50","393","11","2.80","10","2.54"
"11327  :  โรงพยาบาลเชียรใหญ่","632","1","0.16","64","10.13","645","68","10.54","5","0.78"
"11328  :  โรงพยาบาลชะอวด","1,838","88","4.79","82","4.46","1,856","53","2.86","43","2.32"
"11329  :  โรงพยาบาลท่าศาลา","3,917","53","1.35","68","1.74","3,949","134","3.39","84","2.13"
"11330  :  โรงพยาบาลทุ่งสง","599","4","0.67","5","0.83","632","12","1.90","15","2.37"
"11331  :  โรงพยาบาลนาบอน","401","4","1.00","36","8.98","430","89","20.70","63","14.65"
"11332  :  โรงพยาบาลทุ่งใหญ่","2,323","319","13.73","62","2.67","2,361","145","6.14","370","15.67"
"11333  :  โรงพยาบาลปากพนัง","1,179","8","0.68","16","1.36","2,386","33","1.38","10","0.42"
"11334  :  โรงพยาบาลร่อนพิบูลย์","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"11335  :  โรงพยาบาลสิชล","1,844","184","9.98","86","4.66","1,889","222","11.75","175","9.26"
"11336  :  โรงพยาบาลขนอม","1,666","24","1.44","13","0.78","1,740","140","8.05","136","7.82"
"11337  :  โรงพยาบาลหัวไทร","302","77","25.50","8","2.65","306","5","1.63","75","24.51"
"11338  :  โรงพยาบาลบางขัน","1,077","181","16.81","39","3.62","1,070","32","2.99","171","15.98"
"11339  :  โรงพยาบาลถ้ำพรรณรา","306","82","26.80","15","4.90","309","6","1.94","75","24.27"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","210","1","0.48","5","2.38","216","0","0.00","1","0.46"
"11660  :  โรงพยาบาลจุฬาภรณ์","236","1","0.42","1","0.42","238","2","0.84","1","0.42"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","0","0","0.00","0","0.00","0","0","0.00","0","0.00"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","563","34","6.04","17","3.02","539","19","3.53","19","3.53"
