"โรงพยาบาล","ประชากร อายุ 18 - 59 ปี","ประชากร อายุ 18 - 59 ปีที่วัดรอบเอวและส่วนสูง(B)","ความครอบคลุมร้อยละ","ประชากร อายุ 18 - 59 ปีรอบเอวปกติ","ร้อยละ"
"11309  :  โรงพยาบาลหนองหญ้าปล้อง","758","463","61.08","240","51.84"
"11310  :  โรงพยาบาลชะอำ","13,664","7,446","54.49","2,473","33.21"
"11311  :  โรงพยาบาลท่ายาง","5,914","3,624","61.28","1,792","49.45"
"11312  :  โรงพยาบาลบ้านลาด","516","350","67.83","129","36.86"
"11313  :  โรงพยาบาลบ้านแหลม","10,337","5,729","55.42","2,890","50.45"
"11314  :  โรงพยาบาลแก่งกระจาน","446","223","50.00","102","45.74"
"10737  :  โรงพยาบาลประจวบคีรีขันธ์","0","0","0.00","0","0.00"
"11315  :  โรงพยาบาลกุยบุรี","2,624","1,418","54.04","768","54.16"
"11316  :  โรงพยาบาลทับสะแก","2,400","1,544","64.33","617","39.96"
"11317  :  โรงพยาบาลบางสะพาน","3,710","2,187","58.95","863","39.46"
"11318  :  โรงพยาบาลบางสะพานน้อย","0","0","0.00","0","0.00"
"11319  :  โรงพยาบาลปราณบุรี","0","0","0.00","0","0.00"
"11320  :  โรงพยาบาลหัวหิน","0","0","0.00","0","0.00"
"11321  :  โรงพยาบาลสามร้อยยอด","4,197","2,313","55.11","1,172","50.67"
"11500  :  โรงพยาบาลกองบิน 5","0","0","0.00","0","0.00"
"11522  :  โรงพยาบาลค่ายธนะรัชต์","0","0","0.00","0","0.00"
"12471  :  สถานีกาชาดหัวหินเฉลิมพระเกียรติ","2,702","1,060","39.23","444","41.89"
"10680  :  โรงพยาบาลมหาราชนครศรีธรรมราช","0","0","0.00","0","0.00"
"11322  :  โรงพยาบาลพรหมคีรี","2,718","1,377","50.66","701","50.91"
"11324  :  โรงพยาบาลลานสะกา","3,025","1,978","65.39","1,220","61.68"
"11325  :  โรงพยาบาลสมเด็จพระยุพราชฉวาง","3,006","2,197","73.09","1,016","46.24"
"11326  :  โรงพยาบาลพิปูน","2,394","1,514","63.24","687","45.38"
"11327  :  โรงพยาบาลเชียรใหญ่","1,490","907","60.87","350","38.59"
"11328  :  โรงพยาบาลชะอวด","3,278","1,995","60.86","1,045","52.38"
"11329  :  โรงพยาบาลท่าศาลา","9,860","4,454","45.17","2,060","46.25"
"11330  :  โรงพยาบาลทุ่งสง","0","0","0.00","0","0.00"
"11331  :  โรงพยาบาลนาบอน","1,892","1,374","72.62","701","51.02"
"11332  :  โรงพยาบาลทุ่งใหญ่","6,554","3,874","59.11","2,029","52.37"
"11333  :  โรงพยาบาลปากพนัง","1,195","760","63.60","364","47.89"
"11334  :  โรงพยาบาลร่อนพิบูลย์","0","0","0.00","0","0.00"
"11335  :  โรงพยาบาลสิชล","8,941","4,676","52.30","1,308","27.97"
"11336  :  โรงพยาบาลขนอม","6,422","2,619","40.78","1,316","50.25"
"11337  :  โรงพยาบาลหัวไทร","1,835","1,006","54.82","505","50.20"
"11338  :  โรงพยาบาลบางขัน","4,603","2,218","48.19","1,516","68.35"
"11339  :  โรงพยาบาลถ้ำพรรณรา","1,705","1,035","60.70","371","35.85"
"11523  :  โรงพยาบาลค่ายวชิราวุธ","7,483","394","5.27","202","51.27"
"11660  :  โรงพยาบาลจุฬาภรณ์","2,759","1,499","54.33","748","49.90"
"12287  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 11","0","0","0.00","0","0.00"
"12472  :  สถานีกาชาดสิริธร (สถานีกาชาดที่ 12 ทุ่งสง)","1,707","922","54.01","321","34.82"
"14918  :  โรงพยาบาลค่ายเทพสตรีศรีสุนทร","12,109","558","4.61","220","39.43"
"21771  :  โรงพยาบาลเทศบาลนครนครศรีธรรมราช","17,184","481","2.80","296","61.54"
"40491  :  โรงพยาบาลเฉลิมพระเกียรติ","2,464","1,561","63.35","769","49.26"
"40492  :  โรงพยาบาลพ่อท่านคล้ายวาจาสิทธิ์","2,121","989","46.63","344","34.78"
"40742  :  โรงพยาบาลนบพิตำ","1,207","750","62.14","249","33.20"
"40743  :  โรงพยาบาลพระพรหม","2,849","1,909","67.01","908","47.56"
"40970  :  โรงพยาบาลศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์","0","0","0.00","0","0.00"
"10738  :  โรงพยาบาลกระบี่","2","0","0.00","0","0.00"
"11340  :  โรงพยาบาลเขาพนม","0","0","0.00","0","0.00"
"11341  :  โรงพยาบาลเกาะลันตา","0","0","0.00","0","0.00"
"11342  :  โรงพยาบาลคลองท่อม","0","0","0.00","0","0.00"
"11343  :  โรงพยาบาลอ่าวลึก","2","2","100.00","1","50.00"
"11344  :  โรงพยาบาลปลายพระยา","0","0","0.00","0","0.00"
"11345  :  โรงพยาบาลลำทับ","0","0","0.00","0","0.00"
"11346  :  โรงพยาบาลเหนือคลอง","0","0","0.00","0","0.00"
"77753  :  โรงพยาบาลเกาะพีพี","670","12","1.79","4","33.33"
"10739  :  โรงพยาบาลพังงา","0","0","0.00","0","0.00"
"10740  :  โรงพยาบาลตะกั่วป่า","0","0","0.00","0","0.00"
"11347  :  โรงพยาบาลเกาะยาวชัยพัฒน์","2,535","1,532","60.43","799","52.15"
"11348  :  โรงพยาบาลกะปงชัยพัฒน์","1,694","940","55.49","318","33.83"
"11349  :  โรงพยาบาลตะกั่วทุ่ง","3,719","3,119","83.87","1,495","47.93"
"11350  :  โรงพยาบาลบางไทร","1,424","909","63.83","547","60.18"
"11352  :  โรงพยาบาลคุระบุรีชัยพัฒน์","2,626","1,724","65.65","895","51.91"
"11353  :  โรงพยาบาลทับปุด","2,257","1,579","69.96","766","48.51"
"11354  :  โรงพยาบาลท้ายเหมืองชัยพัฒน์","4,324","3,425","79.21","1,585","46.28"
"10741  :  โรงพยาบาลวชิระภูเก็ต","6,462","1,776","27.48","866","48.76"
"11355  :  โรงพยาบาลป่าตอง","12,713","3,322","26.13","1,471","44.28"
"11356  :  โรงพยาบาลถลาง","0","0","0.00","0","0.00"
"24678  :  โรงพยาบาลองค์การบริหารส่วนจังหวัดภูเก็ต","8,013","3,675","45.86","1,700","46.26"
"41436  :  โรงพยาบาลฉลอง","0","0","0.00","0","0.00"
"09192  :  โรงพยาบาลเกาะเต่า","1,254","762","60.77","481","63.12"
"10681  :  โรงพยาบาลสุราษฎร์ธานี","0","0","0.00","0","0.00"
"10742  :  โรงพยาบาลเกาะสมุย","1,322","689","52.12","459","66.62"
"11357  :  โรงพยาบาลกาญจนดิษฐ์","0","0","0.00","0","0.00"
"11358  :  โรงพยาบาลดอนสัก","4,961","2,997","60.41","2,240","74.74"
"11359  :  โรงพยาบาลเกาะพงัน","1,667","975","58.49","640","65.64"
"11360  :  โรงพยาบาลไชยา","2,171","1,240","57.12","520","41.94"
"11361  :  โรงพยาบาลท่าชนะ","3,825","2,070","54.12","1,510","72.95"
"11362  :  โรงพยาบาลคีรีรัฐนิคม","0","0","0.00","0","0.00"
"11363  :  โรงพยาบาลบ้านตาขุน","1,989","1,315","66.11","525","39.92"
"11364  :  โรงพยาบาลพนม","1,191","952","79.93","440","46.22"
"11365  :  โรงพยาบาลท่าฉาง","2,220","1,475","66.44","725","49.15"
"11366  :  โรงพยาบาลบ้านนาสาร","0","0","0.00","0","0.00"
"11367  :  โรงพยาบาลบ้านนาเดิม","2,745","1,597","58.18","814","50.97"
"11368  :  โรงพยาบาลเคียนซา","4,058","3,467","85.44","2,415","69.66"
"11369  :  โรงพยาบาลพระแสง","3,595","2,218","61.70","1,050","47.34"
"11370  :  โรงพยาบาลพุนพิน","10,223","6,664","65.19","4,042","60.65"
"11371  :  โรงพยาบาลชัยบุรี","1,266","934","73.78","451","48.29"
"11459  :  โรงพยาบาลสมเด็จพระยุพราชเวียงสระ","5,590","4,209","75.30","2,128","50.56"
"11654  :  โรงพยาบาลวิภาวดี","1,160","816","70.34","403","49.39"
"12289  :  โรงพยาบาลสวนสราญรมย์","0","0","0.00","0","0.00"
"14138  :  โรงพยาบาลท่าโรงช้าง","1,528","997","65.25","663","66.50"
"14203  :  โรงพยาบาลมะเร็งสุราษฎร์ธานี","0","0","0.00","0","0.00"
"14862  :  โรงพยาบาลกองบิน7","676","145","21.45","60","41.38"
"14901  :  โรงพยาบาลค่ายวิภาวดีรังสิต","5,809","469","8.07","240","51.17"
"40915  :  สถาบันสุขภาพจิตเด็กและวัยรุ่นภาคใต้","0","0","0.00","0","0.00"
"10743  :  โรงพยาบาลระนอง","0","0","0.00","0","0.00"
"11323  :  โรงพยาบาลละอุ่น","424","350","82.55","160","45.71"
"11372  :  โรงพยาบาลกะเปอร์","2,918","1,871","64.12","1,219","65.15"
"11373  :  โรงพยาบาลกระบุรี","2,760","2,160","78.26","1,065","49.31"
"11374  :  โรงพยาบาลสุขสำราญ","932","640","68.67","363","56.72"
"10744  :  โรงพยาบาลชุมพรเขตรอุดมศักดิ์","0","0","0.00","0","0.00"
"11375  :  โรงพยาบาลปากน้ำชุมพร","4,913","2,816","57.32","1,336","47.44"
"11376  :  โรงพยาบาลท่าแซะ","3,337","3,065","91.85","2,574","83.98"
"11377  :  โรงพยาบาลปะทิว","1,026","632","61.60","285","45.09"
"11378  :  โรงพยาบาลมาบอำมฤต","3,475","1,574","45.29","515","32.72"
"11379  :  โรงพยาบาลหลังสวน","1,284","1,042","81.15","720","69.10"
"11380  :  โรงพยาบาลปากน้ำหลังสวน","2,781","1,965","70.66","810","41.22"
"11381  :  โรงพยาบาลละแม","3,089","1,785","57.79","985","55.18"
"11382  :  โรงพยาบาลพะโต๊ะ","4,711","4,549","96.56","3,114","68.45"
"11383  :  โรงพยาบาลสวี","3,244","2,290","70.59","1,245","54.37"
"11385  :  โรงพยาบาลทุ่งตะโก","2,771","1,713","61.82","687","40.11"
"11525  :  โรงพยาบาลค่ายเขตอุดมศักดิ์","4,566","41","0.90","27","65.85"
"10682  :  โรงพยาบาลหาดใหญ่","0","0","0.00","0","0.00"
"10745  :  โรงพยาบาลสงขลา","0","0","0.00","0","0.00"
"11386  :  โรงพยาบาลสทิงพระ","0","0","0.00","0","0.00"
"11387  :  โรงพยาบาลจะนะ","0","0","0.00","0","0.00"
"11388  :  โรงพยาบาลสมเด็จพระบรมราชินีนาถ ณ  อำเภอนาทวี","0","0","0.00","0","0.00"
"11390  :  โรงพยาบาลเทพา","0","0","0.00","0","0.00"
"11391  :  โรงพยาบาลสะบ้าย้อย","0","0","0.00","0","0.00"
"11392  :  โรงพยาบาลระโนด","0","0","0.00","0","0.00"
"11393  :  โรงพยาบาลกระแสสินธุ์","0","0","0.00","0","0.00"
"11394  :  โรงพยาบาลรัตภูมิ","0","0","0.00","0","0.00"
"11395  :  โรงพยาบาลสะเดา","0","0","0.00","0","0.00"
"11396  :  โรงพยาบาลนาหม่อม","0","0","0.00","0","0.00"
"11397  :  โรงพยาบาลควนเนียง","0","0","0.00","0","0.00"
"11398  :  โรงพยาบาลปาดังเบซาร์","0","0","0.00","0","0.00"
"11399  :  โรงพยาบาลบางกล่ำ","0","0","0.00","0","0.00"
"11400  :  โรงพยาบาลสิงหนคร","0","0","0.00","0","0.00"
"11401  :  โรงพยาบาลคลองหอยโข่ง","0","0","0.00","0","0.00"
"12290  :  โรงพยาบาลจิตเวชสงขลาราชนครินทร์","0","0","0.00","0","0.00"
"14194  :  โรงพยาบาลธัญญารักษ์สงขลา","0","0","0.00","0","0.00"
"10746  :  โรงพยาบาลสตูล","0","0","0.00","0","0.00"
"11402  :  โรงพยาบาลควนโดน","3,098","1,618","52.23","674","41.66"
"11403  :  โรงพยาบาลควนกาหลง","2,477","1,356","54.74","501","36.95"
"11404  :  โรงพยาบาลท่าแพ","0","0","0.00","0","0.00"
"11405  :  โรงพยาบาลละงู","0","0","0.00","0","0.00"
"11406  :  โรงพยาบาลทุ่งหว้า","2,100","1,101","52.43","440","39.96"
"28786  :  โรงพยาบาลมะนัง","1,724","925","53.65","329","35.57"
"10683  :  โรงพยาบาลตรัง","0","0","0.00","0","0.00"
"11407  :  โรงพยาบาลกันตัง","1,916","1,217","63.52","394","32.37"
"11408  :  โรงพยาบาลย่านตาขาว","3,605","2,287","63.44","886","38.74"
"11409  :  โรงพยาบาลปะเหลียน","0","0","0.00","0","0.00"
"11410  :  โรงพยาบาลสิเกา","2,249","1,288","57.27","670","52.02"
"11411  :  โรงพยาบาลห้วยยอด","0","0","0.00","0","0.00"
"11412  :  โรงพยาบาลวังวิเศษ","3,301","1,598","48.41","666","41.68"
"11413  :  โรงพยาบาลนาโยง","0","0","0.00","0","0.00"
"12226  :  โรงพยาบาลวัฒนแพทย์","0","0","0.00","0","0.00"
"12230  :  โรงพยาบาล ทีอาร์พีเอช โรงพยาบาลทั่วไปขนาดใหญ่","0","0","0.00","0","0.00"
"13755  :  โรงพยาบาลโรคผิวหนังเขตร้อนภาคใต้ จังหวัดตรัง","0","0","0.00","0","0.00"
"14139  :  โรงพยาบาลรัษฎา","496","354","71.37","155","43.79"
"28817  :  โรงพยาบาลหาดสำราญเฉลิมพระเกียรติ 80 พรรษา","384","235","61.20","106","45.11"
"10747  :  โรงพยาบาลพัทลุง","0","0","0.00","0","0.00"
"11414  :  โรงพยาบาลกงหรา","1,700","1,104","64.94","476","43.12"
"11415  :  โรงพยาบาลเขาชัยสน","0","0","0.00","0","0.00"
"11416  :  โรงพยาบาลตะโหมด","4,111","2,160","52.54","842","38.98"
"11417  :  โรงพยาบาลควนขนุน","0","0","0.00","0","0.00"
"11418  :  โรงพยาบาลปากพะยูน","0","0","0.00","0","0.00"
"11419  :  โรงพยาบาลศรีบรรพต","0","0","0.00","0","0.00"
"11420  :  โรงพยาบาลป่าบอน","1,917","530","27.65","168","31.70"
"11421  :  โรงพยาบาลบางแก้ว","0","0","0.00","0","0.00"
"11422  :  โรงพยาบาลป่าพะยอม","0","0","0.00","0","0.00"
"24673  :  โรงพยาบาลศรีนครินทร์(ปัญญานันทภิขุ)","2,367","1,403","59.27","674","48.04"
"10748  :  โรงพยาบาลปัตตานี","3","0","0.00","0","0.00"
"11423  :  โรงพยาบาลโคกโพธิ์","0","0","0.00","0","0.00"
"11424  :  โรงพยาบาลหนองจิก","0","0","0.00","0","0.00"
"11425  :  โรงพยาบาลปะนาเระ","0","0","0.00","0","0.00"
"11426  :  โรงพยาบาลมายอ","0","0","0.00","0","0.00"
"11427  :  โรงพยาบาลทุ่งยางแดง","1","0","0.00","0","0.00"
"11428  :  โรงพยาบาลไม้แก่น","0","0","0.00","0","0.00"
"11429  :  โรงพยาบาลยะหริ่ง","0","0","0.00","0","0.00"
"11430  :  โรงพยาบาลยะรัง","0","0","0.00","0","0.00"
"11431  :  โรงพยาบาลแม่ลาน","0","0","0.00","0","0.00"
"11460  :  โรงพยาบาลสมเด็จพระยุพราชสายบุรี","0","0","0.00","0","0.00"
"11464  :  โรงพยาบาลกะพ้อ","0","0","0.00","0","0.00"
"11529  :  โรงพยาบาลค่ายอิงคยุทธบริหาร","0","0","0.00","0","0.00"
"14195  :  โรงพยาบาลธัญญรักษ์ปัตตานี","0","0","0.00","0","0.00"
"10684  :  โรงพยาบาลยะลา","0","0","0.00","0","0.00"
"10749  :  โรงพยาบาลเบตง","0","0","0.00","0","0.00"
"11432  :  โรงพยาบาลบันนังสตา","0","0","0.00","0","0.00"
"11433  :  โรงพยาบาลธารโต","2,205","1,015","46.03","498","49.06"
"11434  :  โรงพยาบาลรามัน","0","0","0.00","0","0.00"
"11461  :  โรงพยาบาลสมเด็จพระยุพราชยะหา","0","0","0.00","0","0.00"
"12238  :  โรงพยาบาลสิโรรส","0","0","0.00","0","0.00"
"13806  :  โรงพยาบาลกาบัง","0","0","0.00","0","0.00"
"14663  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 12","0","0","0.00","0","0.00"
"24689  :  โรงพยาบาลกรงปินัง","0","0","0.00","0","0.00"
"10750  :  โรงพยาบาลนราธิวาสราชนครินทร์","0","0","0.00","0","0.00"
"10751  :  โรงพยาบาลสุไหงโก-ลก","0","0","0.00","0","0.00"
"11435  :  โรงพยาบาลตากใบ","10,960","5,859","53.46","2,899","49.48"
"11436  :  โรงพยาบาลบาเจาะ","4,938","2,152","43.58","1,064","49.44"
"11437  :  โรงพยาบาลระแงะ","7,664","2,117","27.62","828","39.11"
"11438  :  โรงพยาบาลรือเสาะ","3,613","1,429","39.55","865","60.53"
"11439  :  โรงพยาบาลศรีสาคร","5,664","2,209","39.00","1,271","57.54"
"11440  :  โรงพยาบาลแว้ง","3,781","1,421","37.58","752","52.92"
"11441  :  โรงพยาบาลสุคิริน","2,475","1,083","43.76","418","38.60"
"11442  :  โรงพยาบาลสุไหงปาดี","5,975","2,323","38.88","1,069","46.02"
"13818  :  โรงพยาบาลจะแนะ","7,322","3,419","46.69","1,299","37.99"
"15010  :  โรงพยาบาลเจาะไอร้อง","4,552","1,692","37.17","740","43.74"
"23771  :  โรงพยาบาลยี่งอเฉลิมพระเกียรติ 80 พรรษา","2,919","1,400","47.96","771","55.07"
