"โรงพยาบาล","เด็กกลุ่มอายุ  12 ปีในเขตรับผิดชอบ"
"ทั้งหมด(C)","ได้รับการตรวจสุขภาพช่องปาก (B)","ฟันดีไม่มีผุ(A)","อัตรา(A/B)*100"
"14195  :  โรงพยาบาลธัญญรักษ์ปัตตานี","0","0","0","0.00"
"10684  :  โรงพยาบาลยะลา","0","0","0","0.00"
"10749  :  โรงพยาบาลเบตง","0","0","0","0.00"
"11432  :  โรงพยาบาลบันนังสตา","0","0","0","0.00"
"11433  :  โรงพยาบาลธารโต","76","41","23","56.10"
"11434  :  โรงพยาบาลรามัน","0","0","0","0.00"
"11461  :  โรงพยาบาลสมเด็จพระยุพราชยะหา","0","0","0","0.00"
"12238  :  โรงพยาบาลสิโรรส","0","0","0","0.00"
"13806  :  โรงพยาบาลกาบัง","0","0","0","0.00"
"14663  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 12","0","0","0","0.00"
"24689  :  โรงพยาบาลกรงปินัง","0","0","0","0.00"
"10750  :  โรงพยาบาลนราธิวาสราชนครินทร์","0","0","0","0.00"
"10751  :  โรงพยาบาลสุไหงโก-ลก","0","0","0","0.00"
"11435  :  โรงพยาบาลตากใบ","317","6","2","33.33"
"11436  :  โรงพยาบาลบาเจาะ","161","65","33","50.77"
"11437  :  โรงพยาบาลระแงะ","196","3","2","66.67"
"11438  :  โรงพยาบาลรือเสาะ","92","12","10","83.33"
"11439  :  โรงพยาบาลศรีสาคร","228","15","5","33.33"
"11440  :  โรงพยาบาลแว้ง","146","6","2","33.33"
"11441  :  โรงพยาบาลสุคิริน","78","6","1","16.67"
"11442  :  โรงพยาบาลสุไหงปาดี","227","25","7","28.00"
"13818  :  โรงพยาบาลจะแนะ","277","116","104","89.66"
"15010  :  โรงพยาบาลเจาะไอร้อง","187","87","46","52.87"
"23771  :  โรงพยาบาลยี่งอเฉลิมพระเกียรติ 80 พรรษา","93","8","8","100.00"
