"โรงพยาบาล","เด็กกลุ่มอายุ  12 ปีในเขตรับผิดชอบ"
"ทั้งหมด(C)","ได้รับการตรวจสุขภาพช่องปาก (B)","ฟันดีไม่มีผุ(A)","อัตรา(A/B)*100"
"14195  :  โรงพยาบาลธัญญรักษ์ปัตตานี","0","0","0","0.00"
"10684  :  โรงพยาบาลยะลา","0","0","0","0.00"
"10749  :  โรงพยาบาลเบตง","0","0","0","0.00"
"11432  :  โรงพยาบาลบันนังสตา","0","0","0","0.00"
"11433  :  โรงพยาบาลธารโต","69","6","3","50.00"
"11434  :  โรงพยาบาลรามัน","0","0","0","0.00"
"11461  :  โรงพยาบาลสมเด็จพระยุพราชยะหา","0","0","0","0.00"
"12238  :  โรงพยาบาลสิโรรส","0","0","0","0.00"
"13806  :  โรงพยาบาลกาบัง","0","0","0","0.00"
"14663  :  โรงพยาบาลส่งเสริมสุขภาพ ศูนย์อนามัยที่ 12","0","0","0","0.00"
"24689  :  โรงพยาบาลกรงปินัง","0","0","0","0.00"
"10750  :  โรงพยาบาลนราธิวาสราชนครินทร์","0","0","0","0.00"
"10751  :  โรงพยาบาลสุไหงโก-ลก","0","0","0","0.00"
"11435  :  โรงพยาบาลตากใบ","261","124","88","70.97"
"11436  :  โรงพยาบาลบาเจาะ","181","37","8","21.62"
"11437  :  โรงพยาบาลระแงะ","277","106","77","72.64"
"11438  :  โรงพยาบาลรือเสาะ","178","148","130","87.84"
"11439  :  โรงพยาบาลศรีสาคร","215","134","29","21.64"
"11440  :  โรงพยาบาลแว้ง","125","103","81","78.64"
"11441  :  โรงพยาบาลสุคิริน","82","54","40","74.07"
"11442  :  โรงพยาบาลสุไหงปาดี","214","54","26","48.15"
"13818  :  โรงพยาบาลจะแนะ","274","58","41","70.69"
"15010  :  โรงพยาบาลเจาะไอร้อง","200","102","56","54.90"
"23771  :  โรงพยาบาลยี่งอเฉลิมพระเกียรติ 80 พรรษา","103","41","40","97.56"
